surface	card_class	composition	working_meaning_de	confidence	page	locus	section	language	hand	ordinal	line_token_count	line_position	was_v48_unknown	target_v48_gloss_de	target_v48_source	target_v48_scope_state	left_surface	left_gloss_de	right_surface	right_gloss_de	it2a_operation	it2a_render	rf1b_operation	rf1b_render	reader_support	zl3b_line	decision	reason_code	promotable	review_note
odar	P	O_PREP+D_MEASURE+AR_FRACTION_I	erste Ansatzfraktion abmessen	HIGH	f93r	f93r.8	H	A	1	5	5	FINAL	1	[odar:?]	OPEN	UNKNOWN_SURFACE	s	Samen-/Saatgutposten	BOUNDARY	BOUNDARY	MERGE_2	sodar	EXACT	odar	ONE_EXACT	lor sheeody chodaiin s odar	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-one occurrences admit the same preparation-measure-first-fraction action without a named contradiction.
shodain	P	SH_MOIST+O_PREP+D_MEASURE+AIN_II	zwei Dosen Feuchtansatz	HIGH	f93v	f93v.7	H	A	1	7	8	MEDIAL	1	[shodain:?]	OPEN	UNKNOWN_SURFACE	ctheos	[ctheos:?]	qokeeam	[qokeeam:?]	EXACT	shodain	ONE	odain	ONE_EXACT	oees ckheody qkcheey koldy tchodaiin ctheos shodain qokeeam	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Four occurrences admit the unchanged two-dose moist-preparation nominal card.
oksho	P	O_PREP+K_HOT+SH_MOIST+O_PREP	Ansatz erhitzen, einweichen und erneut ansetzen	HIGH	f93v	f93v.9	H	A	1	3	10	MEDIAL	1	[oksho:?]	OPEN	UNKNOWN_SURFACE	cheodar	die erste Fraktion des mitteltrockenen Ansatzes abmessen	chody	Trockenansatz, abgeschlossen	EXACT	oksho	EXACT	oksho	BOTH_EXACT	odeeeodl cheodar oksho chody okchey cthol oly ytchol sar dar	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Three occurrences preserve heat, moisten and re-prepare order.
daraiin	P	D_MEASURE+AR_FRACTION_I+AIIN_III	drei Teile der ersten Fraktion abmessen	HIGH	f95r2	f95r2.1	H	B	3	7	8	MEDIAL	1	[daraiin:?]	OPEN	UNKNOWN_SURFACE	chckhyfchy	[chckhyfchy:?]	dalal	[dalal:?]	EXACT	daraiin	ONE	araiin	ONE_EXACT	kshedy or chdy dalfchy qodaiin chckhyfchy daraiin dalal	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	The exact occurrence preserves measure, first fraction and quantity III in order.
shos	P	SH_MOIST+O_PREP+S_TERM_SPECIES	Charge Feuchtansatz	HIGH	f95v2	f95v2.5	H	B	3	3	9	MEDIAL	1	[shos:?]	OPEN	UNKNOWN_SURFACE	fcheey	[fcheey:?]	aiin	Menge III	EXACT	shos	EXACT	shos	BOTH_EXACT	tar fcheey shos aiin okar olkaiin otalain okaiin ar	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Nine occurrences admit the unchanged moist-preparation species/charge card.
odar	P	O_PREP+D_MEASURE+AR_FRACTION_I	erste Ansatzfraktion abmessen	HIGH	f96v	f96v.1	H	A	1	3	7	MEDIAL	1	[odar:?]	OPEN	UNKNOWN_SURFACE	qoepsheody	[qoepsheody:?]	ocpheeo	[ocpheeo:?]	EXACT	odar	EXACT	odar	BOTH_EXACT	psheessheeor qoepsheody odar ocpheeo opar ysar osoj	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-one occurrences admit the same preparation-measure-first-fraction action without a named contradiction.
os	P	O_PREP+S_TERM_SPECIES	Ansatzcharge	MEDIUM	f96v	f96v.11	H	A	1	2	4	MEDIAL	1	[os:?]	OPEN	UNKNOWN_SURFACE	sar	Samenfraktion I	checkhey	trockenes Arzneikompositum in der Gradmitte	EXACT	os	EXACT	os	BOTH_EXACT	sar os checkhey so	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-three occurrences, including a singleton line, admit the unchanged preparation-species nominal card.
sory	P	KNOWN_SOR+Y_START_OR_CLOSE	Samenportion, abgeschlossen	MEDIUM	f99r	f99r.39	P	A	1	1	1	SINGLETON	1	[sory:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	ONE	rory	ONE	ry	NEITHER_EXACT	sory	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	The singleton occurrence is compatible with the unchanged completed seed-portion card.
okaiir	P	O_PREP+K_HOT+AIIR_FRACTION_III	dritte erhitzte Ansatzfraktion	HIGH	f9r	f9r.6	H	A	1	3	8	MEDIAL	1	[okaiir:?]	OPEN	UNKNOWN_SURFACE	cthoaiin	[cthoaiin:?]	odoral	[odoral:?]	EXACT	okaiir	EXACT	okaiir	BOTH_EXACT	pshoain cthoaiin okaiir odoral shar sy shydal chdy	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Four occurrences preserve preparation, heat and third fraction.
cfhol	W	LEARNED_FLOWER_WHOLE	Blütendrogenstoff oder Blütenauszug	LOW	f9v	f9v.1	H	A	1	9	10	MEDIAL	1	[cfhol:?]	OPEN	UNKNOWN_SURFACE	shol	feucht; nominal feuchtes Gut/Material	daiin	Qualitätsgrad III	EXACT	cfhol	EXACT	cfhol	BOTH_EXACT	fochor oporody opy shor daiin qopchypcho qofol shol cfhol daiin	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Retained as a learned whole; three exact contexts do not force a competing decomposition or value.
