surface	card_class	composition	working_meaning_de	confidence	page	locus	section	language	hand	ordinal	line_token_count	line_position	was_v48_unknown	target_v48_gloss_de	target_v48_source	target_v48_scope_state	left_surface	left_gloss_de	right_surface	right_gloss_de	it2a_operation	it2a_render	rf1b_operation	rf1b_render	reader_support	zl3b_line	decision	reason_code	promotable	review_note
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f75v	f75v.57	B	B	2	3	5	MEDIAL	0	hierzu:	GDT659:Y_MEDIAL_RIGHT_REFERENCE	READER_BOUNDARY_UNSTABLE	qek	[qek:?]	tedar	[tedar:?]	MERGE_2	qeky	MERGE_2	qeky	NEITHER_EXACT	okedy qek y tedar oly	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f75v	f75v.58	B	B	2	1	3	INITIAL	0	Samen-/Saatgutposten	GDT660:S_BOS	READER_BOUNDARY_UNSTABLE	BOUNDARY	BOUNDARY	alchedy	Rohdroge I bis zur Mittelstufe trocknen und fertigstellen	DELETE	EMPTY	DELETE	EMPTY	NEITHER_EXACT	s alchedy solkedy	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f75v	f75v.9	B	B	2	1	1	SINGLETON	0	[Wurzelzeichen]	GDT661:R_LABEL	KNOWN_CONTEXT_LICENSED	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	EXACT	r	EXACT	r	BOTH_EXACT	r	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f76r	f76r.1	T	B	2	12	12	FINAL	0	Eintrag abgeschlossen	GDT659:Y_EOS_CLOSE	READER_BOUNDARY_UNSTABLE	as	ein gleicher Teil der Arzneispecies	BOUNDARY	BOUNDARY	ONE	sy	MERGE_2	asy	NEITHER_EXACT	potchokor chcfhdy opshdy qolp chcphy chcphdy opshey qofshy opchdy sain as y	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f76r	f76r.12	T	B	2	10	14	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	READER_BOUNDARY_UNSTABLE	saiin	Samen/Saatgut, Typ/Charge III	ar	Drogenfraktion I	MERGE_2	sar	EXACT	s	ONE_EXACT	solshedy qool qctheed shdy qa ol keey dain saiin s ar shedy qokeor okeedy	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f76r	f76r.13	T	B	2	10	13	MEDIAL	0	; hierzu:	GDT659:Y_MEDIAL_BIDIRECTIONAL_HINGE	READER_BOUNDARY_UNSTABLE	dal	abgemessene Rohstoffmenge I	kal	Rohstoffklasse I, heiß am Gradanfang	MERGE_2	ykal	MERGE_2	ykal	NEITHER_EXACT	qokeedy checthy chckhey okal okaiin sheckhey okeedy otey dal y kal chedy sar	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f76r	f76r.14	T	B	2	1	1	SINGLETON	0	[Beschriftungszeichen]	GDT660:S_LABEL_SIGLUM	KNOWN_CONTEXT_LICENSED	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	EXACT	s	EXACT	s	BOTH_EXACT	s	O_HOLD_COMPATIBLE	S_SIGLUM_COMPATIBLE	0	S_SIGLUM_COMPATIBLE
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f76r	f76r.25	T	B	2	14	14	FINAL	0	Eintrag abgeschlossen	GDT659:Y_EOS_CLOSE	READER_BOUNDARY_UNSTABLE	llaiir	[llaiir:?]	BOUNDARY	BOUNDARY	MERGE_2	llaiiry	MERGE_2	llaiiry	NEITHER_EXACT	qoloin chey qokeey lchedy chckhy chey ky chey qolal lklchey lchedy chey llaiir y	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f76r	f76r.29	T	B	2	12	14	MEDIAL	0	Eintragsteil abgeschlossen	GDT659:Y_MEDIAL_LEFT_CLOSE	READER_BOUNDARY_UNSTABLE	okain	heiß im Zubereitungsrahmen, Grad II	laiin	Drogenholz, Typ/Charge III	MERGE_2	ylaiin	MERGE_3	ylaiiny	NEITHER_EXACT	qokar shedy shedy qokar shedy qokain dar shey lshcthy okar okain y laiin y	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f76r	f76r.29	T	B	2	14	14	FINAL	0	Eintrag abgeschlossen	GDT659:Y_EOS_CLOSE	READER_BOUNDARY_UNSTABLE	laiin	Drogenholz, Typ/Charge III	BOUNDARY	BOUNDARY	EXACT	y	MERGE_3	ylaiiny	ONE_EXACT	qokar shedy shedy qokar shedy qokain dar shey lshcthy okar okain y laiin y	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f76r	f76r.31	T	B	2	1	1	SINGLETON	0	[Wurzelzeichen]	GDT661:R_LABEL	KNOWN_CONTEXT_LICENSED	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	EXACT	r	EXACT	r	BOTH_EXACT	r	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f76r	f76r.32	T	B	2	2	14	MEDIAL	0	Wurzel	GDT661:R_BEFORE_VALUE	READER_BOUNDARY_UNSTABLE	cheo	trocken angesetzte Zubereitung	ain	Menge-/Klassenwert II	MERGE_2	cheor	ONE	chear	NEITHER_EXACT	cheo r ain okaiin dain chey dalshedy qokaiin cheol shy chedy rain chedy shy	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f76r	f76r.33	T	B	2	13	16	MEDIAL	0	Wurzel	GDT661:R_BODY	READER_BOUNDARY_UNSTABLE	lol	Holzstoff	ol	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	DELETE	EMPTY	EXACT	r	ONE_EXACT	qokedy lkey kal shedy qopchey qo l pchedy okchy chckhy shey lol r ol sheey dar	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f76r	f76r.37	T	B	2	1	1	SINGLETON	0	[Beschriftungszeichen]	GDT660:S_LABEL_SIGLUM	KNOWN_CONTEXT_LICENSED	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	EXACT	s	EXACT	s	BOTH_EXACT	s	O_HOLD_COMPATIBLE	S_SIGLUM_COMPATIBLE	0	S_SIGLUM_COMPATIBLE
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f76r	f76r.4	T	B	2	1	1	SINGLETON	0	[Beschriftungszeichen]	GDT660:S_LABEL_SIGLUM	KNOWN_CONTEXT_LICENSED	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	EXACT	s	EXACT	s	BOTH_EXACT	s	O_HOLD_COMPATIBLE	S_SIGLUM_COMPATIBLE	0	S_SIGLUM_COMPATIBLE
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f76r	f76r.45	T	B	2	1	13	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	READER_BOUNDARY_UNSTABLE	BOUNDARY	BOUNDARY	shedy	feucht in der Mitte des Grades, abgeschlossen	DELETE	EMPTY	MERGE_2	yshedy	NEITHER_EXACT	y shedy qo or okain shey qokaiin okeedy qochy as oin sheey chckhy	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
ytain	P	Y_REFERENCE+T_COLD+AIN_II	hiervon auf Kältestufe II abkühlen	HIGH	f76r	f76r.48	T	B	2	6	10	MEDIAL	1	[ytain:?]	OPEN	UNKNOWN_SURFACE	okain	heiß im Zubereitungsrahmen, Grad II	oteedy	kalter Ansatz am Ende des Grades, abgeschlossen	EXACT	ytain	EXACT	ytain	BOTH_EXACT	saiin shckhy lkeedy qoky okain ytain oteedy okedor shedy qokal	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twelve occurrences admit the unchanged referential cold-stage-II action; f114r.34 requires an explicit outside-passage reference rather than a new card.
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f76r	f76r.54	T	B	2	11	11	FINAL	0	Eintrag abgeschlossen	GDT659:Y_EOS_CLOSE	READER_BOUNDARY_UNSTABLE	aiin	Menge III	BOUNDARY	BOUNDARY	MERGE_2	aiiny	MERGE_2	aiiny	NEITHER_EXACT	dal or chedy qolaiin okedal olchedy chdol olchedy choly aiin y	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
d	O	FREE_D_OCCURRENCE	abschließen oder mit folgendem or eine Portion abmessen	MEDIUM	f76r	f76r.7	T	B	2	1	1	SINGLETON	0	[Dosis-/Maßzeichen]	GDT661:D_LABEL	KNOWN_CONTEXT_LICENSED	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	EXACT	d	EXACT	d	BOTH_EXACT	d	O_UNTESTABLE_LOCAL_BINDING	D_FREE_QUANTITY_SIGN_NOT_ACTION	0	D_FREE_QUANTITY_SIGN_NOT_ACTION
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f76r	f76r.9	T	B	2	4	15	MEDIAL	0	Wurzel	GDT661:R_BEFORE_VALUE	READER_BOUNDARY_UNSTABLE	shckhy	Arzneikompositum: feucht, Gradanfang	ain	Menge-/Klassenwert II	DELETE	EMPTY	ONE	ckhy	NEITHER_EXACT	shed al shckhy r ain chcphedy ain olkeey lkar ain otchy lkain chedy dar daly	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f76v	f76v.27	B	B	2	7	11	MEDIAL	0	Wurzel	GDT661:R_BEFORE_VALUE	KNOWN_CONTEXT_LICENSED	ain	Menge-/Klassenwert II	ain	Menge-/Klassenwert II	EXACT	r	EXACT	r	BOTH_EXACT	daiin shckhey qokeedy saiin chek ain r ain o kan chlaiiin	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
cphey	P	CPH_COMPOSITE+E_MIDDLE+Y_START_OR_CLOSE	Kompositum auf Mittelstufe, abgeschlossen	HIGH	f76v	f76v.34	B	B	2	5	9	MEDIAL	1	[cphey:?]	OPEN	UNKNOWN_SURFACE	qotain	kalt im qo-Rahmen, Grad II	opcheey	[opcheey:?]	EXACT	cphey	EXACT	cphey	BOTH_EXACT	sakaiin okeedy chedy qotain cphey opcheey oty saiin otary	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Seven occurrences preserve composite, middle stage and closure.
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f76v	f76v.38	B	B	2	9	13	MEDIAL	0	Wurzel	GDT661:R_BODY	KNOWN_CONTEXT_LICENSED	chey	trocken in der Mitte des Grades	al	Rohstoffklasse I	EXACT	r	DELETE	EMPTY	ONE_EXACT	saiin chedy shedy qokeedy lol saiiin qokain chey r al r aiin dl	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f76v	f76v.38	B	B	2	11	13	MEDIAL	0	Wurzel	GDT661:R_BEFORE_VALUE	READER_BOUNDARY_UNSTABLE	al	Rohstoffklasse I	aiin	Menge III	EXACT	r	EXACT	r	BOTH_EXACT	saiin chedy shedy qokeedy lol saiiin qokain chey r al r aiin dl	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f76v	f76v.4	B	B	2	11	12	MEDIAL	0	Wurzel	GDT661:R_BODY	READER_BOUNDARY_UNSTABLE	otchy	kalt-trockener Ansatz am Anfang des Grades	alchl	[alchl:?]	MERGE_2	ralchl	EXACT	r	ONE_EXACT	salkeey sor shecthy daiin okor chpchedy chy oty olor otchy r alchl	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f76v	f76v.41	B	B	2	7	9	MEDIAL	0	Wurzel	GDT661:R_BEFORE_VALUE	KNOWN_CONTEXT_LICENSED	qol	Drogenstoff zugeben	aiin	Menge III	EXACT	r	EXACT	r	BOTH_EXACT	sol shey chedy qokedy chedy qol r aiin shedy	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f76v	f76v.5	B	B	2	1	11	INITIAL	0	Samen-/Saatgutposten	GDT660:S_BOS	KNOWN_CONTEXT_LICENSED	BOUNDARY	BOUNDARY	otain	kalt im Zubereitungsrahmen, Grad II	EXACT	s	EXACT	s	BOTH_EXACT	s otain okain chcthedy qoteed y kedy okedy chedy otedy teyteg	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f76v	f76v.5	B	B	2	6	11	MEDIAL	0	; hierzu:	GDT659:Y_MEDIAL_BIDIRECTIONAL_HINGE	READER_BOUNDARY_UNSTABLE	qoteed	[qoteed:?]	kedy	heiß in der Mitte des Grades, abgeschlossen	MERGE_2	ykedy	EXACT	y	ONE_EXACT	s otain okain chcthedy qoteed y kedy okedy chedy otedy teyteg	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f76v	f76v.8	B	B	2	10	11	MEDIAL	0	Wurzel	GDT661:R_BODY	READER_BOUNDARY_UNSTABLE	qolkchey	gib heiß getrocknete Droge hinzu	ol	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	EXACT	r	ONE	qolkeeey	ONE_EXACT	qokeedy ochedy roiin sheedy qokeedy okeedy olor okeedy qolkchey r ol	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f76v	f76v.9	B	B	2	5	7	MEDIAL	0	Wurzel	GDT661:R_BODY	KNOWN_CONTEXT_LICENSED	cheey	trocken am Ende des Grades	al	Rohstoffklasse I	EXACT	r	EXACT	r	BOTH_EXACT	sheor chey ral cheey r al cheedy	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f77r	f77r.15	B	B	2	8	10	MEDIAL	0	Eintragsteil abgeschlossen	GDT659:Y_MEDIAL_LEFT_CLOSE	READER_BOUNDARY_UNSTABLE	qokeed	erhitze bis zur Endstufe und schließe ab	lchedy	getrocknetes Drogenholz	MERGE_2	qokeedy	MERGE_2	qokeedy	NEITHER_EXACT	qokeedy shedy qotol shedy qokaiin sheety qokeed y lchedy lol	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f77r	f77r.22	B	B	2	4	10	MEDIAL	0	Wurzel	GDT661:R_BODY	KNOWN_CONTEXT_LICENSED	lchedy	getrocknetes Drogenholz	oin	bereite einen zweiten Ansatz	EXACT	r	EXACT	r	BOTH_EXACT	qoteedy al lchedy r oin chy chedaiin cheey okedy qoky	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
cphey	P	CPH_COMPOSITE+E_MIDDLE+Y_START_OR_CLOSE	Kompositum auf Mittelstufe, abgeschlossen	HIGH	f77r	f77r.24	B	B	2	4	7	MEDIAL	1	[cphey:?]	OPEN	UNKNOWN_SURFACE	shor	Blüten-/Fruchtstand; reproduktiver Teil	lfcheal	[lfcheal:?]	EXACT	cphey	EXACT	cphey	BOTH_EXACT	daiin dol shor cphey lfcheal shear qolchy	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Seven occurrences preserve composite, middle stage and closure.
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f77r	f77r.41	B	B	2	6	10	MEDIAL	0	Wurzel	GDT661:R_BEFORE_VALUE	READER_BOUNDARY_UNSTABLE	qotal	Rohstoffklasse I, kalt am Gradanfang	ain	Menge-/Klassenwert II	MERGE_2	rain	EXACT	r	ONE_EXACT	daiin sh qolchey qotedy qotal r ain chl s arol	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f77r	f77r.41	B	B	2	9	10	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	READER_BOUNDARY_UNSTABLE	chl	trocknen	arol	Grundauszug, Fraktion I	ONE	chlr	EXACT	s	ONE_EXACT	daiin sh qolchey qotedy qotal r ain chl s arol	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f77r	f77r.42	B	B	2	6	8	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	READER_BOUNDARY_UNSTABLE	qokeey	heiß am Ende des Grades	aiin	Menge III	DELETE	EMPTY	ONE	r	NEITHER_EXACT	qokeedy qotedy qokeedy qokeedy qokeey s aiin al	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
d	O	FREE_D_OCCURRENCE	abschließen oder mit folgendem or eine Portion abmessen	MEDIUM	f77r	f77r.43	B	B	2	1	8	INITIAL	0	Dosis	GDT661:D_BODY	READER_BOUNDARY_UNSTABLE	BOUNDARY	BOUNDARY	chee	vollständig getrocknet	MERGE_2	dchee	MERGE_2	dchee	NEITHER_EXACT	d chee ol cheedy qotaiin qoteedy qotedy raiin	O_NAMED_CONTEXT_CONFLICT	D_FREE_DOSE_NOT_SUFFIX_CLOSE	0	D_FREE_DOSE_NOT_SUFFIX_CLOSE
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f77r	f77r.45	B	B	2	7	11	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	READER_BOUNDARY_UNSTABLE	sl	[sl:?]	ain	Menge-/Klassenwert II	MERGE_2	sls	MERGE_2	sls	NEITHER_EXACT	qokaiin ches lchear dal chr sl s ain ol raiin lod	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f77v	f77v.1	B	B	2	2	3	MEDIAL	0	Labelgliederung	GDT659:Y_LABEL_SIGLUM	READER_BOUNDARY_UNSTABLE	okain	heiß im Zubereitungsrahmen, Grad II	kal	Rohstoffklasse I, heiß am Gradanfang	MERGE_2	ykal	ONE	yk	NEITHER_EXACT	okain y kal	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f77v	f77v.33	B	B	2	7	10	MEDIAL	0	Eintragsteil abgeschlossen	GDT659:Y_MEDIAL_LEFT_CLOSE	READER_BOUNDARY_UNSTABLE	dar	abgemessene Fraktion I	qotal	Rohstoffklasse I, kalt am Gradanfang	MERGE_2	dary	EXACT	y	ONE_EXACT	qokaiin cheky rar chedy qokal dar y qotal dal rain	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f78r	f78r.19	B	B	2	1	6	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	KNOWN_CONTEXT_LICENSED	BOUNDARY	BOUNDARY	ches	trockenes Drogenmaterial, Mittelstufe	EXACT	y	EXACT	y	BOTH_EXACT	y ches aiin okeedy qokain chl	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f78r	f78r.33	B	B	2	4	10	MEDIAL	0	hierzu:	GDT659:Y_MEDIAL_UNRESOLVED_HINGE	READER_BOUNDARY_UNSTABLE	ykedy	erhitze hiervon bis zur Mittelstufe und schließe ab	olsheey	[olsheey:?]	MERGE_2	yolsheey	EXACT	y	ONE_EXACT	ytedy daiin ykedy y olsheey qokeey okal ol keedy dyky	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f78r	f78r.35	B	B	2	1	11	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	KNOWN_CONTEXT_LICENSED	BOUNDARY	BOUNDARY	sain	Saatgut, Typ/Charge II	EXACT	y	EXACT	y	BOTH_EXACT	y sain checkhy qokain cheeky daiin daiin y tees ol y	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f78r	f78r.35	B	B	2	8	11	MEDIAL	0	Eintragsteil abgeschlossen	GDT659:Y_MEDIAL_LEFT_CLOSE	READER_BOUNDARY_UNSTABLE	daiin	Grad-/Maßwert III	tees	kalte Arzneispecies, Endstufe	MERGE_2	ytees	EXACT	y	ONE_EXACT	y sain checkhy qokain cheeky daiin daiin y tees ol y	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f78r	f78r.35	B	B	2	11	11	FINAL	0	Eintrag abgeschlossen	GDT659:Y_EOS_CLOSE	READER_BOUNDARY_UNSTABLE	ol	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	BOUNDARY	BOUNDARY	MERGE_2	oly	ONE	ly	NEITHER_EXACT	y sain checkhy qokain cheeky daiin daiin y tees ol y	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f78r	f78r.37	B	B	2	3	7	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	KNOWN_CONTEXT_LICENSED	ol	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	aiin	Menge III	EXACT	s	EXACT	s	BOTH_EXACT	osal ol s aiin shee aiin oly	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
d	O	FREE_D_OCCURRENCE	abschließen oder mit folgendem or eine Portion abmessen	MEDIUM	f78r	f78r.40	B	B	2	5	6	MEDIAL	0	Dosis	GDT661:D_BODY	READER_BOUNDARY_UNSTABLE	qokaiin	heiß, Grad III	ol	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	DELETE	EMPTY	EXACT	d	ONE_EXACT	shedy qol shedy qokaiin d ol	O_NAMED_CONTEXT_CONFLICT	D_FREE_DOSE_NOT_SUFFIX_CLOSE	0	D_FREE_DOSE_NOT_SUFFIX_CLOSE
