event_serial	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	literal_card_order_token	v77_dictionary_decision	source_expansion_segment	segment_type	ellipsis_status	local_owner	owner_break_before	statement_line_crossing	statement_ends_after_event	et_per_reading	et_per_fit_cost_0_4	et_per_fit_reason	strongest_local_rival	source_status	semantic_ceiling
291	B3	f83r	f83r.20	F099	B3-S026	3b70942557b3a40e8030	E291:CARD[3b70942557b3a40e8030]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Lasse die Flüssigkeit sich setzen und beende den Schritt]	LOCAL_SOURCE_EXEMPLAR	NO	Hauptpaar am sichtbaren ungerichteten Bogen	BREAK_VISIBLE_GAP__RESET_SUBSTANCE_TARGET_DIRECTION	YES:f83r.16→f83r.20; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	YES	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Spülwasser zuführen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
292	B3	f83r	f83r.20	F100	B3-S027	ff178343c18e287ce3b7	E292:CARD[ff178343c18e287ce3b7]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt]	LOCAL_SOURCE_EXEMPLAR	NO	Hauptpaar am sichtbaren ungerichteten Bogen	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f83r.20	YES	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Spülwasser zuführen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
293	B3	f83r	f83r.20	F101	B3-S028	0275fbf14e07935b0a45	E293:CARD[0275fbf14e07935b0a45]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Die Charge für den vorgesehenen Gebrauch temperieren [ELLIPSE:Prädikat oder Bezug aus dem lokalen Masterexemplar ergänzen]]	LOCAL_SOURCE_EXEMPLAR	YES_EXPLICIT	Hauptpaar am sichtbaren ungerichteten Bogen	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f83r.20	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: aktive Charge an der Wärmestelle von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
294	B3	f83r	f83r.20	F101	B3-S028	7db18b2f0fb7ed0fcfd3	E294:CARD[7db18b2f0fb7ed0fcfd3]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	LOCAL_SOURCE_EXEMPLAR	NO	Hauptpaar am sichtbaren ungerichteten Bogen	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f83r.20	YES	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Leitungsweg von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
295	B3	f83r	f83r.20	F102	B3-S029	dcda95c81a5460feb191	E295:CARD[dcda95c81a5460feb191]=ET?	CODEBOOK_ATTESTED_CATEGORY	[ET?:UND?]	CODEBOOK_ATTESTED_CATEGORY_ET	NO_NEW_COMPLEMENT	Hauptpaar am sichtbaren ungerichteten Bogen	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f83r.20	NO	UND	1	joins first rinse to the repeated rinse clause	right repetition requires its predicate from the following event	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
296	B3	f83r	f83r.20	F102	B3-S029	9247e38d29c79a0d2fa5	E296:CARD[9247e38d29c79a0d2fa5]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Nach der ersten Spülung [ELLIPSE:Prädikat oder Bezug aus dem lokalen Masterexemplar ergänzen]]	LOCAL_SOURCE_EXEMPLAR	YES_EXPLICIT	Hauptpaar am sichtbaren ungerichteten Bogen	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f83r.20	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Leitung bis zum klaren Lauf spülen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
297	B3	f83r	f83r.20	F102	B3-S029	7db18b2f0fb7ed0fcfd3	E297:CARD[7db18b2f0fb7ed0fcfd3]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	LOCAL_SOURCE_EXEMPLAR	NO	Hauptpaar am sichtbaren ungerichteten Bogen	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f83r.20	YES	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Leitungsweg von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
298	B3	f83r	f83r.20	F103	B3-S030	276a7c2d74d1143446f4	E298:CARD[276a7c2d74d1143446f4]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen [ELLIPSE:Prädikat oder Bezug aus dem lokalen Masterexemplar ergänzen]]	LOCAL_SOURCE_EXEMPLAR	YES_EXPLICIT	Hauptpaar am sichtbaren ungerichteten Bogen	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	YES:f83r.20→f83r.22; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: aktive Charge an technischem Stationsziel F103; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
299	B3	f83r	f83r.20	F103	B3-S030	2f1c5e56e8f0ff459065	E299:CARD[2f1c5e56e8f0ff459065]=[FORMAL; KEIN WORT]	FORMAL_LABEL_NOT_WORD	[FORMAL; KEIN WORT]	FORMAL_NONWORD	NOT_APPLICABLE	Hauptpaar am sichtbaren ungerichteten Bogen	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	YES:f83r.20→f83r.22; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NO	NONE	0	nonlexical formal event retained without paraphrase	any word reading is forbidden	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
300	B3	f83r	f83r.22	F104	B3-S030	b154ff779abe5f196c80	E300:CARD[b154ff779abe5f196c80]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Ziehe die klare Flüssigkeit ab]	LOCAL_SOURCE_EXEMPLAR	NO	Hauptpaar am sichtbaren ungerichteten Bogen	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	YES:f83r.20→f83r.22; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Charge ruhig stehen lassen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
301	B3	f83r	f83r.22	F104	B3-S030	4de12cf322dfb76ded1e	E301:CARD[4de12cf322dfb76ded1e]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Mische zu gleichen Teilen und beende den Schritt]	LOCAL_SOURCE_EXEMPLAR	NO	Hauptpaar am sichtbaren ungerichteten Bogen	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	YES:f83r.20→f83r.22; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	YES	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: klaren Oberlauf abnehmen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
302	B3	f83r	f83r.22	F105	B3-S031	7d25241b0e56c836372a	E302:CARD[7d25241b0e56c836372a]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt]	LOCAL_SOURCE_EXEMPLAR	NO	Hauptpaar am sichtbaren ungerichteten Bogen	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f83r.22	YES	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Filter lösen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
303	B3	f83r	f83r.22	F106	B3-S032	d784b2abcaf1a3703de2	E303:CARD[d784b2abcaf1a3703de2]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Beginne die Spülung]	LOCAL_SOURCE_EXEMPLAR	NO	Hauptpaar am sichtbaren ungerichteten Bogen	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f83r.22	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
304	B3	f83r	f83r.22	F106	B3-S032	6f7ff8287eddf4da9fdb	E304:CARD[6f7ff8287eddf4da9fdb]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Rühre, bis alles gleichmäßig vermischt ist]	LOCAL_SOURCE_EXEMPLAR	NO	Hauptpaar am sichtbaren ungerichteten Bogen	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f83r.22	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Charge durch den Filter führen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
305	B3	f83r	f83r.22	F106	B3-S032	1779decef17481ec2853	E305:CARD[1779decef17481ec2853]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Das breite Gefäß [ELLIPSE:Prädikat oder Bezug aus dem lokalen Masterexemplar ergänzen]]	LOCAL_SOURCE_EXEMPLAR	YES_EXPLICIT	Hauptpaar am sichtbaren ungerichteten Bogen	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f83r.22	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Rückstand vom Filter abnehmen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
306	B3	f83r	f83r.22	F106	B3-S032	54d0e228ca346110af05	E306:CARD[54d0e228ca346110af05]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Für dieselbe Dauer wie zuvor [ELLIPSE:Prädikat oder Bezug aus dem lokalen Masterexemplar ergänzen]]	LOCAL_SOURCE_EXEMPLAR	YES_EXPLICIT	Hauptpaar am sichtbaren ungerichteten Bogen	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f83r.22	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Filtrat im Zielbecken auffangen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
307	B3	f83r	f83r.22	F106	B3-S032	c45ebac60774620561e2	E307:CARD[c45ebac60774620561e2]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Lasse es bis zur Klarheit ziehen und beende den Schritt]	LOCAL_SOURCE_EXEMPLAR	NO	Hauptpaar am sichtbaren ungerichteten Bogen	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f83r.22	YES	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
308	B3	f83r	f83r.22	F107	B3-S033	04a3877f0fc81b7597c9	E308:CARD[04a3877f0fc81b7597c9]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Ziehe es ab und beende den Schritt]	LOCAL_SOURCE_EXEMPLAR	NO	Hauptpaar am sichtbaren ungerichteten Bogen	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f83r.22	YES	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Rücklaufleitung öffnen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
309	B3	f83r	f83r.24	F108	B3-S034	2c82523794dcb7d2b343	E309:CARD[2c82523794dcb7d2b343]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Bis es klar ist [ELLIPSE:Prädikat oder Bezug aus dem lokalen Masterexemplar ergänzen]]	LOCAL_SOURCE_EXEMPLAR	YES_EXPLICIT	Hauptpaar am sichtbaren ungerichteten Bogen	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f83r.24	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: fertige Charge markieren; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
310	B3	f83r	f83r.24	F108	B3-S034	e0b630cb1b5df5e7105b	E310:CARD[e0b630cb1b5df5e7105b]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Den örtlichen Prüfzustand der Charge feststellen [ELLIPSE:Prädikat oder Bezug aus dem lokalen Masterexemplar ergänzen]]	LOCAL_SOURCE_EXEMPLAR	YES_EXPLICIT	Hauptpaar am sichtbaren ungerichteten Bogen	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f83r.24	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Arbeitsstand der Charge an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
311	B3	f83r	f83r.24	F108	B3-S034	80ebbbbf238eee9f0aef	E311:CARD[80ebbbbf238eee9f0aef]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Gleichmäßig bearbeiten [ELLIPSE:Prädikat oder Bezug aus dem lokalen Masterexemplar ergänzen]]	LOCAL_SOURCE_EXEMPLAR	YES_EXPLICIT	Hauptpaar am sichtbaren ungerichteten Bogen	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f83r.24	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Charge an den nächsten Lauf übergeben; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
312	B3	f83r	f83r.24	F108	B3-S034	54d0e228ca346110af05	E312:CARD[54d0e228ca346110af05]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Für dieselbe Dauer wie zuvor [ELLIPSE:Prädikat oder Bezug aus dem lokalen Masterexemplar ergänzen]]	LOCAL_SOURCE_EXEMPLAR	YES_EXPLICIT	Hauptpaar am sichtbaren ungerichteten Bogen	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f83r.24	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: offenen Arbeitsstand fortschreiben; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
313	B3	f83r	f83r.24	F108	B3-S034	7811a7daff25d476e28d	E313:CARD[7811a7daff25d476e28d]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Das untere Becken [ELLIPSE:Prädikat oder Bezug aus dem lokalen Masterexemplar ergänzen]]	LOCAL_SOURCE_EXEMPLAR	YES_EXPLICIT	Hauptpaar am sichtbaren ungerichteten Bogen	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f83r.24	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: fertige Charge markieren; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
314	B3	f83r	f83r.24	F108	B3-S034	bc4f1f5c006c74a4d26d	E314:CARD[bc4f1f5c006c74a4d26d]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt]	LOCAL_SOURCE_EXEMPLAR	NO	Hauptpaar am sichtbaren ungerichteten Bogen	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f83r.24	YES	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Zielstation bestätigen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
315	B4	f83r	f83r.25	F109	B4-S001	7d25241b0e56c836372a	E315:CARD[7d25241b0e56c836372a]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt]	LOCAL_SOURCE_EXEMPLAR	NO	Hauptpaar am sichtbaren ungerichteten Bogen	RECORD_START__RESET_ALL_LOCAL_STATE	NO:f83r.25	YES	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Beckenrand und Fugen sichten; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
316	B4	f83r	f83r.25	F110	B4-S002	e2eb77ca9d9e1a8ba29a	E316:CARD[e2eb77ca9d9e1a8ba29a]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Fülle danach das Gefäß]	LOCAL_SOURCE_EXEMPLAR	NO	Hauptpaar am sichtbaren ungerichteten Bogen	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f83r.25	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Spülwasser zuführen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
317	B4	f83r	f83r.25	F110	B4-S002	0275fbf14e07935b0a45	E317:CARD[0275fbf14e07935b0a45]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Die Charge für den vorgesehenen Gebrauch temperieren [ELLIPSE:Prädikat oder Bezug aus dem lokalen Masterexemplar ergänzen]]	LOCAL_SOURCE_EXEMPLAR	YES_EXPLICIT	Hauptpaar am sichtbaren ungerichteten Bogen	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f83r.25	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: aktive Charge an der Wärmestelle von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
318	B4	f83r	f83r.25	F110	B4-S002	7db18b2f0fb7ed0fcfd3	E318:CARD[7db18b2f0fb7ed0fcfd3]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	LOCAL_SOURCE_EXEMPLAR	NO	Hauptpaar am sichtbaren ungerichteten Bogen	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f83r.25	YES	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Leitungsweg von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
319	B4	f83r	f83r.25	F111	B4-S003	6f7ff8287eddf4da9fdb	E319:CARD[6f7ff8287eddf4da9fdb]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Rühre, bis alles gleichmäßig vermischt ist]	LOCAL_SOURCE_EXEMPLAR	NO	Hauptpaar am sichtbaren ungerichteten Bogen	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	YES:f83r.25→f83r.26; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Filter lösen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
