gdt747_token_id	page	locus	line_number	token_ordinal	surface	reader_exact	source_class	semantic_axes	before_render_de	after_render_de	strong_concrete_credit	weak_visible_credit	candidate_token	retired_literal_withheld	literal_identity	confirmed_lexeme	component_export_credit
G747-T0387	f41v	f41v.3	3	12	keoy	0	OPEN	NONE	[keoy:?]	[keoy:?]	0	0	0	0	OPEN	0	0
G747-T0388	f41v	f41v.3	3	13	dam	1	GDT734_WEAK_SAFE_WHOLE	AMOUNT	[Dosis I; schwach]	[Dosis I; schwach]	0	1	0	0	OPEN	0	0
G747-T0389	f42r	f42r.4	4	1	shor	1	GDT734_WEAK_SAFE_WHOLE	PART	[Blüten-/Fruchtstand; reproduktiver Teil; schwach]	[Blüten-/Fruchtstand; reproduktiver Teil; schwach]	0	1	0	0	OPEN	0	0
G747-T0390	f42r	f42r.4	4	2	chetar	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	DRY	[chetar:?]	trockene Fraktion; Mittelstufe wahrscheinlich	1	0	1	0	OPEN	0	0
G747-T0391	f42r	f42r.4	4	3	chotais	1	OPEN	NONE	[chotais:?]	[chotais:?]	0	0	0	0	OPEN	0	0
G747-T0392	f42r	f42r.4	4	4	dar	1	GDT734_WEAK_SAFE_WHOLE	PART	[abgemessene Fraktion I; schwach]	[abgemessene Fraktion I; schwach]	0	1	0	0	OPEN	0	0
G747-T0393	f42r	f42r.4	4	5	cthaiin	1	WITHHELD_RETIRED_LITERAL	NONE	[cthaiin:?]	[cthaiin: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0394	f48r	f48r.1	1	1	pshdaiin	1	OPEN	NONE	[pshdaiin:?]	[pshdaiin:?]	0	0	0	0	OPEN	0	0
G747-T0395	f48r	f48r.1	1	2	ypchdy	1	OPEN	NONE	[ypchdy:?]	[ypchdy:?]	0	0	0	0	OPEN	0	0
G747-T0396	f48r	f48r.1	1	3	opchey	1	WITHHELD_RETIRED_LITERAL	NONE	[opchey:?]	[opchey: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0397	f48r	f48r.1	1	4	y	0	OPEN	NONE	[y:?]	[y:?]	0	0	0	0	OPEN	0	0
G747-T0398	f48r	f48r.1	1	5	dal	1	GDT734_WEAK_SAFE_WHOLE	MATERIAL	[abgemessene Rohstoffmenge I; schwach]	[abgemessene Rohstoffmenge I; schwach]	0	1	0	0	OPEN	0	0
G747-T0399	f48r	f48r.1	1	6	sheodaiin	1	GDT734_W23_SAFE_WHOLE	AMOUNT|PREPARATION	drei Portionen eingeweichter Ansatz	drei Portionen eingeweichter Ansatz	1	0	0	0	OPEN	0	0
G747-T0400	f48r	f48r.1	1	7	sheokeol	1	OPEN	NONE	[sheokeol:?]	[sheokeol:?]	0	0	0	0	OPEN	0	0
G747-T0401	f48r	f48r.1	1	8	ykeeody	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	END_STAGE|HOT	[ykeeody:?]	heißer Endzustand; Abschluss gegen Ansatz offen	1	0	1	0	OPEN	0	0
G747-T0402	f48r	f48r.1	1	9	olaiin	1	GDT734_W23_SAFE_WHOLE	AMOUNT|MATERIAL	drei Portionen Drogenstoff	drei Portionen Drogenstoff	1	0	0	0	OPEN	0	0
G747-T0403	f48r	f48r.1	1	10	opaldy	1	OPEN	NONE	[opaldy:?]	[opaldy:?]	0	0	0	0	OPEN	0	0
G747-T0404	f50v	f50v.3	3	1	pochedy	0	OPEN	NONE	[pochedy:?]	[pochedy:?]	0	0	0	0	OPEN	0	0
G747-T0405	f50v	f50v.3	3	2	qokody	0	GDT734_W23_SAFE_WHOLE	CLOSE|END_STAGE|HOT|PREPARATION|PROCESS	Ansatz erhitzen und fertigstellen	Ansatz erhitzen und fertigstellen	1	0	0	0	OPEN	0	0
G747-T0406	f50v	f50v.3	3	3	checkhy	1	GDT734_WEAK_SAFE_WHOLE	BEGIN_STAGE|DRY|PREPARATION	[trockenes Arzneikompositum am Gradanfang; schwach]	[trockenes Arzneikompositum am Gradanfang; schwach]	0	1	0	0	OPEN	0	0
G747-T0407	f50v	f50v.3	3	4	shckhy	1	GDT734_WEAK_SAFE_WHOLE	BEGIN_STAGE|MOIST|PREPARATION	[Arzneikompositum: feucht, Gradanfang; schwach]	[Arzneikompositum: feucht, Gradanfang; schwach]	0	1	0	0	OPEN	0	0
G747-T0408	f50v	f50v.3	3	5	dalol	1	OPEN	NONE	[dalol:?]	[dalol:?]	0	0	0	0	OPEN	0	0
G747-T0409	f50v	f50v.3	3	6	ykeeey	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	END_STAGE	[ykeeey:?]	bis zur Endstufe führen; heiß und Abschluss wahrscheinlich	1	0	1	0	OPEN	0	0
G747-T0410	f50v	f50v.3	3	7	qokedy	0	GDT734_WEAK_SAFE_WHOLE	CLOSE|END_STAGE|HOT|MIDDLE_STAGE	[heiß in der Mitte des Grades, abgeschlossen; schwach]	[heiß in der Mitte des Grades, abgeschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0411	f50v	f50v.3	3	8	okain	1	GDT734_WEAK_SAFE_WHOLE	HOT|LEVEL_II|PREPARATION	[heiß im Zubereitungsrahmen, Grad II; schwach]	[heiß im Zubereitungsrahmen, Grad II; schwach]	0	1	0	0	OPEN	0	0
G747-T0412	f50v	f50v.3	3	9	okal	1	GDT734_WEAK_SAFE_WHOLE	BEGIN_STAGE|HOT|MATERIAL|PREPARATION	[Rohstoffklasse I im Ansatz, heiß am Gradanfang; schwach]	[Rohstoffklasse I im Ansatz, heiß am Gradanfang; schwach]	0	1	0	0	OPEN	0	0
G747-T0413	f51r	f51r.4	4	1	daiin	1	GDT734_WEAK_SAFE_WHOLE	AMOUNT|LEVEL_III	[Grad-/Maßwert III; schwach]	[Grad-/Maßwert III; schwach]	0	1	0	0	OPEN	0	0
G747-T0414	f51r	f51r.4	4	2	es	0	OPEN	NONE	[es:?]	[es:?]	0	0	0	0	OPEN	0	0
G747-T0415	f51r	f51r.4	4	3	okol	1	GDT734_WEAK_SAFE_WHOLE	HOT|MATERIAL|PREPARATION	[heißer Ansatzstoff; schwach]	[heißer Ansatzstoff; schwach]	0	1	0	0	OPEN	0	0
G747-T0416	f51r	f51r.4	4	4	cheody	1	GDT734_WEAK_SAFE_WHOLE	DRY|PREPARATION	[getrockneter Ansatz; schwach]	[getrockneter Ansatz; schwach]	0	1	0	0	OPEN	0	0
G747-T0417	f51r	f51r.4	4	5	ckhy	1	GDT734_WEAK_SAFE_WHOLE	BEGIN_STAGE|PREPARATION	[Arzneikompositum am Gradanfang; schwach]	[Arzneikompositum am Gradanfang; schwach]	0	1	0	0	OPEN	0	0
G747-T0418	f51r	f51r.4	4	6	cheeey	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	DRY	[cheeey:?]	trockener Zustand; Endbereich wahrscheinlich	1	0	1	0	OPEN	0	0
G747-T0419	f58r	f58r.30	30	1	ytor	1	OPEN	NONE	[ytor:?]	[ytor:?]	0	0	0	0	OPEN	0	0
G747-T0420	f58r	f58r.30	30	2	ar	1	GDT734_WEAK_SAFE_WHOLE	MATERIAL|PART	[Drogenfraktion I; schwach]	[Drogenfraktion I; schwach]	0	1	0	0	OPEN	0	0
G747-T0421	f58r	f58r.30	30	3	alom	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	MATERIAL	[alom:?]	Stoff-/Materialform; Maßlesung offen	1	0	1	0	OPEN	0	0
G747-T0422	f58r	f58r.30	30	4	qokalor	1	OPEN	NONE	[qokalor:?]	[qokalor:?]	0	0	0	0	OPEN	0	0
G747-T0423	f58r	f58r.30	30	5	chdy	1	GDT734_WEAK_SAFE_WHOLE	BEGIN_STAGE|CLOSE|DRY|END_STAGE	[trocken am Anfang des Grades, abgeschlossen; schwach]	[trocken am Anfang des Grades, abgeschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0424	f58r	f58r.30	30	6	dair	1	GDT734_WEAK_SAFE_WHOLE	PART	[abgemessene Fraktion II; schwach]	[abgemessene Fraktion II; schwach]	0	1	0	0	OPEN	0	0
G747-T0425	f58r	f58r.30	30	7	chody	0	GDT734_WEAK_SAFE_WHOLE	CLOSE|DRY|END_STAGE|PREPARATION	[Trockenansatz, abgeschlossen; schwach]	[Trockenansatz, abgeschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0426	f58r	f58r.30	30	8	cheol	1	GDT734_WEAK_SAFE_WHOLE	DRY|MATERIAL	[trockener Drogenstoff; schwach]	[trockener Drogenstoff; schwach]	0	1	0	0	OPEN	0	0
G747-T0427	f58r	f58r.30	30	9	okolchy	1	OPEN	NONE	[okolchy:?]	[okolchy:?]	0	0	0	0	OPEN	0	0
G747-T0428	f58r	f58r.30	30	10	otaldy	0	GDT734_W23_SAFE_WHOLE	CLOSE|COLD|END_STAGE|MATERIAL|PREPARATION	kalten Rohstoff-I-Ansatz fertigstellen	kalten Rohstoff-I-Ansatz fertigstellen	1	0	0	0	OPEN	0	0
G747-T0429	f58v	f58v.29	29	1	polal	1	OPEN	NONE	[polal:?]	[polal:?]	0	0	0	0	OPEN	0	0
G747-T0430	f58v	f58v.29	29	2	keeo	1	OPEN	NONE	[keeo:?]	[keeo:?]	0	0	0	0	OPEN	0	0
G747-T0431	f58v	f58v.29	29	3	o	0	GDT734_WEAK_SAFE_WHOLE	PREPARATION	[Ansatz mit leeckhey; schwach]	[Ansatz mit leeckhey; schwach]	0	1	0	0	OPEN	0	0
G747-T0432	f58v	f58v.29	29	4	leeckhey	0	OPEN	NONE	[leeckhey:?]	[leeckhey:?]	0	0	0	0	OPEN	0	0
G747-T0433	f58v	f58v.29	29	5	dalar	0	GDT734_W23_SAFE_WHOLE	AMOUNT|MATERIAL|PART|PROCESS	erste Fraktion Rohdroge I abmessen	erste Fraktion Rohdroge I abmessen	1	0	0	0	OPEN	0	0
G747-T0434	f58v	f58v.29	29	6	ykeeody	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	END_STAGE|HOT	[ykeeody:?]	heißer Endzustand; Abschluss gegen Ansatz offen	1	0	1	0	OPEN	0	0
G747-T0435	f58v	f58v.29	29	7	choar	1	GDT734_W23_SAFE_WHOLE	DRY|PART|PREPARATION	Trockenansatz, Fraktion I	Trockenansatz, Fraktion I	1	0	0	0	OPEN	0	0
G747-T0436	f58v	f58v.29	29	8	ckhar	1	OPEN	NONE	[ckhar:?]	[ckhar:?]	0	0	0	0	OPEN	0	0
G747-T0437	f58v	f58v.29	29	9	yfair	1	OPEN	NONE	[yfair:?]	[yfair:?]	0	0	0	0	OPEN	0	0
G747-T0438	f58v	f58v.29	29	10	alam	0	GDT734_W23_SAFE_WHOLE	AMOUNT|MATERIAL	ein Maß Rohdroge I	ein Maß Rohdroge I	1	0	0	0	OPEN	0	0
G747-T0439	f58v	f58v.38	38	1	ykeeody	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	END_STAGE|HOT	[ykeeody:?]	heißer Endzustand; Abschluss gegen Ansatz offen	1	0	1	0	OPEN	0	0
G747-T0440	f58v	f58v.38	38	2	qokar	1	GDT734_WEAK_SAFE_WHOLE	HOT|MATERIAL|PART	[heiße Drogenfraktion I; schwach]	[heiße Drogenfraktion I; schwach]	0	1	0	0	OPEN	0	0
G747-T0441	f58v	f58v.38	38	3	qoky	1	GDT734_W23_SAFE_WHOLE	BEGIN_STAGE|HOT	heiß am Anfang des Grades	heiß am Anfang des Grades	1	0	0	0	OPEN	0	0
G747-T0442	f58v	f58v.38	38	4	keey	1	GDT734_WEAK_SAFE_WHOLE	END_STAGE|HOT	[heiß am Ende des Grades; schwach]	[heiß am Ende des Grades; schwach]	0	1	0	0	OPEN	0	0
G747-T0443	f58v	f58v.38	38	5	qokol	0	GDT734_W23_SAFE_WHOLE	HOT|PROCESS	erhitzen	erhitzen	1	0	0	0	OPEN	0	0
G747-T0444	f58v	f58v.38	38	6	okal	0	GDT734_WEAK_SAFE_WHOLE	BEGIN_STAGE|HOT|MATERIAL|PREPARATION	[Rohstoffklasse I im Ansatz, heiß am Gradanfang; schwach]	[Rohstoffklasse I im Ansatz, heiß am Gradanfang; schwach]	0	1	0	0	OPEN	0	0
G747-T0445	f58v	f58v.38	38	7	okor	1	GDT734_W23_SAFE_WHOLE	AMOUNT|HOT|MATERIAL|PREPARATION	heiße Drogenportion im Ansatz	heiße Drogenportion im Ansatz	1	0	0	0	OPEN	0	0
G747-T0446	f58v	f58v.38	38	8	cheky	1	GDT734_WEAK_SAFE_WHOLE	DRY|HOT|MIDDLE_STAGE|PROCESS	[bis zur mittleren Trockenstufe, dann leicht erhitzen; schwach]	[bis zur mittleren Trockenstufe, dann leicht erhitzen; schwach]	0	1	0	0	OPEN	0	0
G747-T0447	f58v	f58v.38	38	9	sydy	0	OPEN	NONE	[sydy:?]	[sydy:?]	0	0	0	0	OPEN	0	0
G747-T0448	f66r	f66r.55	55	1	ykeeody	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	END_STAGE|HOT	[ykeeody:?]	heißer Endzustand; Abschluss gegen Ansatz offen	1	0	1	0	OPEN	0	0
G747-T0449	f66r	f66r.55	55	2	choekeey	0	OPEN	NONE	[choekeey:?]	[choekeey:?]	0	0	0	0	OPEN	0	0
G747-T0450	f66r	f66r.55	55	3	okeody	0	OPEN	NONE	[okeody:?]	[okeody:?]	0	0	0	0	OPEN	0	0
G747-T0451	f66r	f66r.55	55	4	chekeody	1	OPEN	NONE	[chekeody:?]	[chekeody:?]	0	0	0	0	OPEN	0	0
G747-T0452	f66r	f66r.55	55	5	qokeey	1	GDT734_W23_SAFE_WHOLE	END_STAGE|HOT	heiß am Ende des Grades	heiß am Ende des Grades	1	0	0	0	OPEN	0	0
G747-T0453	f66r	f66r.55	55	6	dyky	1	OPEN	NONE	[dyky:?]	[dyky:?]	0	0	0	0	OPEN	0	0
G747-T0454	f66r	f66r.55	55	7	chctho	1	OPEN	NONE	[chctho:?]	[chctho:?]	0	0	0	0	OPEN	0	0
G747-T0455	f66r	f66r.55	55	8	rotaiin	1	OPEN	NONE	[rotaiin:?]	[rotaiin:?]	0	0	0	0	OPEN	0	0
G747-T0456	f66r	f66r.72	72	1	sshedy	1	WITHHELD_RETIRED_LITERAL	NONE	[sshedy:?]	[sshedy: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0457	f66r	f66r.72	72	2	oteedy	1	GDT734_WEAK_SAFE_WHOLE	CLOSE|COLD|END_STAGE|PREPARATION	[kalter Ansatz am Ende des Grades, abgeschlossen; schwach]	[kalter Ansatz am Ende des Grades, abgeschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0458	f66r	f66r.72	72	3	ykeeody	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	END_STAGE|HOT	[ykeeody:?]	heißer Endzustand; Abschluss gegen Ansatz offen	1	0	1	0	OPEN	0	0
G747-T0459	f66r	f66r.72	72	4	sheocthy	1	GDT734_WEAK_SAFE_WHOLE	MATERIAL|MOIST|PREPARATION	[attributiv feuchte CTH-Drogenzubereitung; schwach]	[attributiv feuchte CTH-Drogenzubereitung; schwach]	0	1	0	0	OPEN	0	0
G747-T0460	f66r	f66r.72	72	5	ol	0	GDT734_WEAK_SAFE_WHOLE	MATERIAL|PREPARATION	[Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]	[Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]	0	1	0	0	OPEN	0	0
G747-T0461	f66r	f66r.72	72	6	ld	0	WITHHELD_RETIRED_LITERAL	NONE	[ld:?]	[ld: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0462	f66r	f66r.72	72	7	lshedy	0	WITHHELD_RETIRED_LITERAL	NONE	[lshedy:?]	[lshedy: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0463	f66r	f66r.72	72	8	chokeey	1	GDT734_W23_SAFE_WHOLE	DRY|END_STAGE|HOT|PREPARATION	heiß-trockener Ansatz am Gradende	heiß-trockener Ansatz am Gradende	1	0	0	0	OPEN	0	0
G747-T0464	f66r	f66r.72	72	9	chekey	1	OPEN	NONE	[chekey:?]	[chekey:?]	0	0	0	0	OPEN	0	0
G747-T0465	f66r	f66r.72	72	10	chey	1	GDT734_WEAK_SAFE_WHOLE	DRY|MIDDLE_STAGE	[trocken in der Mitte des Grades; schwach]	[trocken in der Mitte des Grades; schwach]	0	1	0	0	OPEN	0	0
G747-T0466	f66r	f66r.78	78	1	dor	1	GDT734_W23_SAFE_WHOLE	AMOUNT|MATERIAL	miss eine Portion Droge ab	miss eine Portion Droge ab	1	0	0	0	OPEN	0	0
G747-T0467	f66r	f66r.78	78	2	aiin	1	GDT734_WEAK_SAFE_WHOLE	AMOUNT	[Menge III; schwach]	[Menge III; schwach]	0	1	0	0	OPEN	0	0
G747-T0468	f66r	f66r.78	78	3	sheeol	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	END_STAGE	[sheeol:?]	behandelter Stoff im Endzustand; feucht gegen trocken offen	1	0	1	0	OPEN	0	0
G747-T0469	f66r	f66r.78	78	4	lshedy	1	WITHHELD_RETIRED_LITERAL	NONE	[lshedy:?]	[lshedy: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0470	f66r	f66r.78	78	5	lchedy	1	WITHHELD_RETIRED_LITERAL	NONE	[lchedy:?]	[lchedy: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0471	f66r	f66r.78	78	6	cheedy	1	GDT734_W23_SAFE_WHOLE	CLOSE|DRY|END_STAGE	trocken am Ende des Grades, abgeschlossen	trocken am Ende des Grades, abgeschlossen	1	0	0	0	OPEN	0	0
G747-T0472	f66r	f66r.78	78	7	shekol	1	OPEN	NONE	[shekol:?]	[shekol:?]	0	0	0	0	OPEN	0	0
G747-T0473	f66r	f66r.78	78	8	dalol	1	OPEN	NONE	[dalol:?]	[dalol:?]	0	0	0	0	OPEN	0	0
G747-T0474	f66r	f66r.78	78	9	lodaiin	0	WITHHELD_RETIRED_LITERAL	NONE	[lodaiin:?]	[lodaiin: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0475	f76r	f76r.17	17	1	chey	1	GDT734_WEAK_SAFE_WHOLE	DRY|MIDDLE_STAGE	[trocken in der Mitte des Grades; schwach]	[trocken in der Mitte des Grades; schwach]	0	1	0	0	OPEN	0	0
G747-T0476	f76r	f76r.17	17	2	chckh	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	DRY	[chckh:?]	trocken; Mischung oder Zubereitung offen	1	0	1	0	OPEN	0	0
G747-T0477	f76r	f76r.17	17	3	shey	1	GDT734_WEAK_SAFE_WHOLE	MIDDLE_STAGE|MOIST	[feucht in der Mitte des Grades; schwach]	[feucht in der Mitte des Grades; schwach]	0	1	0	0	OPEN	0	0
G747-T0478	f76r	f76r.17	17	4	qeeey	1	GDT734_W23_SAFE_WHOLE	PASS	die vorstehende Behandlung bis zur letzten Stufe führen und abschließen	die vorstehende Behandlung bis zur letzten Stufe führen und abschließen	1	0	0	0	OPEN	0	0
G747-T0479	f76r	f76r.17	17	5	chol	1	GDT734_WEAK_SAFE_WHOLE	DRY|MATERIAL	[trocken; nominal trockenes Gut/Material; schwach]	[trocken; nominal trockenes Gut/Material; schwach]	0	1	0	0	OPEN	0	0
G747-T0480	f76r	f76r.17	17	6	lkain	1	GDT743_OCCURRENCE_WHOLE	LEVEL_II	Skalarstufe II; Dimension offen	Skalarstufe II; Dimension offen	1	0	0	0	OPEN	0	0
G747-T0481	f76r	f76r.17	17	7	shedy	1	GDT734_WEAK_SAFE_WHOLE	CLOSE|END_STAGE|MIDDLE_STAGE|MOIST	[feucht in der Mitte des Grades, abgeschlossen; schwach]	[feucht in der Mitte des Grades, abgeschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0482	f76r	f76r.17	17	8	qokeedy	1	GDT734_WEAK_SAFE_WHOLE	CLOSE|END_STAGE|HOT	[heiß am Ende des Grades, abgeschlossen; schwach]	[heiß am Ende des Grades, abgeschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0483	f76r	f76r.17	17	9	okain	1	GDT734_WEAK_SAFE_WHOLE	HOT|LEVEL_II|PREPARATION	[heiß im Zubereitungsrahmen, Grad II; schwach]	[heiß im Zubereitungsrahmen, Grad II; schwach]	0	1	0	0	OPEN	0	0
G747-T0484	f76r	f76r.17	17	10	chedy	1	GDT734_WEAK_SAFE_WHOLE	CLOSE|DRY|END_STAGE|MIDDLE_STAGE	[trocken in der Mitte des Grades, abgeschlossen; schwach]	[trocken in der Mitte des Grades, abgeschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0485	f76r	f76r.17	17	11	okeed	1	OPEN	NONE	[okeed:?]	[okeed:?]	0	0	0	0	OPEN	0	0
G747-T0486	f76r	f76r.17	17	12	qokaloro	1	OPEN	NONE	[qokaloro:?]	[qokaloro:?]	0	0	0	0	OPEN	0	0
G747-T0487	f77r	f77r.14	14	1	sokcheey	1	OPEN	NONE	[sokcheey:?]	[sokcheey:?]	0	0	0	0	OPEN	0	0
G747-T0488	f77r	f77r.14	14	2	sain	1	GDT743_OCCURRENCE_WHOLE	LEVEL_II	Skalarstufe II; Dimension offen	Skalarstufe II; Dimension offen	1	0	0	0	OPEN	0	0
G747-T0489	f77r	f77r.14	14	3	sheeol	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	END_STAGE	[sheeol:?]	behandelter Stoff im Endzustand; feucht gegen trocken offen	1	0	1	0	OPEN	0	0
G747-T0490	f77r	f77r.14	14	4	qoteedy	1	GDT734_W23_SAFE_WHOLE	CLOSE|COLD|END_STAGE	kalt am Ende des Grades, abgeschlossen	kalt am Ende des Grades, abgeschlossen	1	0	0	0	OPEN	0	0
G747-T0491	f77r	f77r.14	14	5	qokaiin	1	GDT734_WEAK_SAFE_WHOLE	HOT|LEVEL_III	[heiß, Grad III; schwach]	[heiß, Grad III; schwach]	0	1	0	0	OPEN	0	0
G747-T0492	f77r	f77r.14	14	6	shedy	0	GDT734_WEAK_SAFE_WHOLE	CLOSE|END_STAGE|MIDDLE_STAGE|MOIST	[feucht in der Mitte des Grades, abgeschlossen; schwach]	[feucht in der Mitte des Grades, abgeschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0493	f77r	f77r.14	14	7	qokeedy	1	GDT734_WEAK_SAFE_WHOLE	CLOSE|END_STAGE|HOT	[heiß am Ende des Grades, abgeschlossen; schwach]	[heiß am Ende des Grades, abgeschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0494	f77r	f77r.14	14	8	qotedy	0	GDT734_W23_SAFE_WHOLE	CLOSE|COLD|END_STAGE|MIDDLE_STAGE	kalt in der Mitte des Grades, abgeschlossen	kalt in der Mitte des Grades, abgeschlossen	1	0	0	0	OPEN	0	0
G747-T0495	f77r	f77r.40	40	1	daiiin	1	GDT734_WEAK_SAFE_WHOLE	AMOUNT	[Grad-/Maßwert IV; schwach]	[Grad-/Maßwert IV; schwach]	0	1	0	0	OPEN	0	0
G747-T0496	f77r	f77r.40	40	2	ol	1	GDT734_WEAK_SAFE_WHOLE	MATERIAL|PREPARATION	[Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]	[Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]	0	1	0	0	OPEN	0	0
G747-T0497	f77r	f77r.40	40	3	eeedy	0	OPEN	NONE	[eeedy:?]	[eeedy:?]	0	0	0	0	OPEN	0	0
G747-T0498	f77r	f77r.40	40	4	okaiin	1	GDT734_WEAK_SAFE_WHOLE	HOT|LEVEL_III|PREPARATION	[heiß, Grad III, im Ansatzrahmen; schwach]	[heiß, Grad III, im Ansatzrahmen; schwach]	0	1	0	0	OPEN	0	0
G747-T0499	f77r	f77r.40	40	5	sheeol	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	END_STAGE	[sheeol:?]	behandelter Stoff im Endzustand; feucht gegen trocken offen	1	0	1	0	OPEN	0	0
G747-T0500	f77r	f77r.40	40	6	qotaiin	1	GDT734_WEAK_SAFE_WHOLE	COLD|LEVEL_III	[kalt, Grad III; schwach]	[kalt, Grad III; schwach]	0	1	0	0	OPEN	0	0
G747-T0501	f77r	f77r.40	40	7	shody	0	GDT734_W23_SAFE_WHOLE	END_STAGE|PREPARATION	vollständig eingeweichter Ansatz	vollständig eingeweichter Ansatz	1	0	0	0	OPEN	0	0
G747-T0502	f77r	f77r.40	40	8	qoty	1	GDT734_WEAK_SAFE_WHOLE	BEGIN_STAGE|COLD	[kalt am Anfang des Grades; schwach]	[kalt am Anfang des Grades; schwach]	0	1	0	0	OPEN	0	0
G747-T0503	f77v	f77v.29	29	1	tchadchy	0	OPEN	NONE	[tchadchy:?]	[tchadchy:?]	0	0	0	0	OPEN	0	0
G747-T0504	f77v	f77v.29	29	2	lshedy	1	WITHHELD_RETIRED_LITERAL	NONE	[lshedy:?]	[lshedy: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0505	f77v	f77v.29	29	3	daly	1	GDT734_W23_SAFE_WHOLE	AMOUNT|BEGIN_STAGE|MATERIAL	abgewogener Rohstoffposten I, Grundform	abgewogener Rohstoffposten I, Grundform	1	0	0	0	OPEN	0	0
G747-T0506	f77v	f77v.29	29	4	dal	1	GDT734_WEAK_SAFE_WHOLE	MATERIAL	[abgemessene Rohstoffmenge I; schwach]	[abgemessene Rohstoffmenge I; schwach]	0	1	0	0	OPEN	0	0
G747-T0507	f77v	f77v.29	29	5	dsheedy	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	END_STAGE	[dsheedy:?]	Endzustand; angefeuchtet oder eingeweicht nach Ganzwortfamilie	1	0	1	0	OPEN	0	0
G747-T0508	f77v	f77v.29	29	6	pcheol	1	WITHHELD_RETIRED_LITERAL	NONE	[pcheol:?]	[pcheol: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0509	f77v	f77v.29	29	7	lfol	1	OPEN	NONE	[lfol:?]	[lfol:?]	0	0	0	0	OPEN	0	0
G747-T0510	f77v	f77v.29	29	8	ol	1	GDT734_WEAK_SAFE_WHOLE	MATERIAL|PREPARATION	[Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]	[Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]	0	1	0	0	OPEN	0	0
G747-T0511	f77v	f77v.29	29	9	cheedy	1	GDT734_W23_SAFE_WHOLE	CLOSE|DRY|END_STAGE	trocken am Ende des Grades, abgeschlossen	trocken am Ende des Grades, abgeschlossen	1	0	0	0	OPEN	0	0
G747-T0512	f77v	f77v.29	29	10	qoty	1	GDT734_WEAK_SAFE_WHOLE	BEGIN_STAGE|COLD	[kalt am Anfang des Grades; schwach]	[kalt am Anfang des Grades; schwach]	0	1	0	0	OPEN	0	0
G747-T0513	f79r	f79r.10	10	1	qokshedy	1	GDT734_W23_SAFE_WHOLE	CLOSE|END_STAGE|HOT|MIDDLE_STAGE|MOIST	heiß und feucht in der Mitte des Grades, abgeschlossen	heiß und feucht in der Mitte des Grades, abgeschlossen	1	0	0	0	OPEN	0	0
G747-T0514	f79r	f79r.10	10	2	qokain	1	GDT734_WEAK_SAFE_WHOLE	HOT|LEVEL_II	[heiß, Grad II; schwach]	[heiß, Grad II; schwach]	0	1	0	0	OPEN	0	0
G747-T0515	f79r	f79r.10	10	3	cheor	1	GDT734_W23_SAFE_WHOLE	DRY|MATERIAL|PART	trockener Drogenteil	trockener Drogenteil	1	0	0	0	OPEN	0	0
