surface	component_recipe	portable_core_de	events	physical_pages	layers	decode_instruction_de
sal	S+AL	AUSWÄHLEN · ZIEL	7	f67r2|f70v|f75r|f81v|f82r	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
salchedy	S+AL+CHD+Y	AUSWÄHLEN · ZIEL · UMSETZEN · DIES	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
salcheol	S+AL+CHEO+L	AUSWÄHLEN · ZIEL · AUSZUG · LEITEN	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
salchtedytar	S+AL+CH+T+E+D_ADDR+Y+T+AR	AUSWÄHLEN · ZIEL · NEHMEN · EINSTELLEN · KURZ · TEIL · DIES · EINSTELLEN · QUELLE	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
saldal	S+AL+DA+L	AUSWÄHLEN · ZIEL · ZWEIT · LEITEN	1	f67r2	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
saldy	S+AL+DY	AUSWÄHLEN · ZIEL · SCHLIESSEN	1	f75r	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
salols	S_LABEL+AL+OL+S_LABEL	RAHMEN · ZIEL · FORTSETZEN · RAHMEN	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
salsain	S+AL+S+AIN	AUSWÄHLEN · ZIEL · AUSWÄHLEN · EINHEIT	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
salsaly	S+AL+S+AL+Y	AUSWÄHLEN · ZIEL · AUSWÄHLEN · ZIEL · DIES	1	f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
salshcthdy	S+A_ADDR+LSH+CTH+D_ADDR+Y	AUSWÄHLEN · ORT · SPÜLEN · BEREIT · TEIL · DIES	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
salshey	S+A_ADDR+LSH+E+Y	AUSWÄHLEN · ORT · SPÜLEN · KURZ · DIES	1	f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sam	S+AM_ADDR	AUSWÄHLEN · INNEN	3	f83r|f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sar	S+AR	AUSWÄHLEN · QUELLE	11	f55v|f69v|f75r|f81v|f82r|f83r|f88r	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
saral	S+AR+AL	AUSWÄHLEN · QUELLE · ZIEL	2	f67r2|f69v	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sarol	S+AR+OL	AUSWÄHLEN · QUELLE · FORTSETZEN	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sarydy	S+AR+Y+D_ADDR+Y	AUSWÄHLEN · QUELLE · DIES · TEIL · DIES	1	f69v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sasoldal	S+A_ADDR+S+OL+DA+L	AUSWÄHLEN · ORT · AUSWÄHLEN · FORTSETZEN · ZWEIT · LEITEN	1	f83r	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
schedair	CHD+AIR	UMSETZEN · LAUF	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
schedy	CHD+DY	UMSETZEN · SCHLIESSEN	2	f81v|f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
schety	S+CH+E+T+Y	AUSWÄHLEN · NEHMEN · KURZ · EINSTELLEN · DIES	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
schey	S+CH+E+Y	AUSWÄHLEN · NEHMEN · KURZ · DIES	1	f56r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
schoal	SH+O+AL	HALTEN · AUSFÜHREN · ZIEL	1	f11r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
schol	RESUME_CARD	WIEDER	1	f56r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sh	SH	HALTEN	1	f56r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shaiin	SH+AIIN	HALTEN · SOLLWERT	1	f13r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shal	SH+AL	HALTEN · ZIEL	2	f70v|f75r	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shchey	SH+Y	HALTEN · DIES	2	f70v|f81v	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shckhedy	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLIESSEN	3	f81v|f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shckhey	SH+CKH+E+Y	HALTEN · DURCHLASS · KURZ · DIES	2	f82r|f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shckhy	SH+CKH+Y	HALTEN · DURCHLASS · DIES	4	f75r|f81v|f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shcthey	SH+CTH+E+Y	HALTEN · BEREIT · KURZ · DIES	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shcthy	SH+CTH+Y	HALTEN · BEREIT · DIES	2	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shdy	SH+D_ADDR+Y	HALTEN · TEIL · DIES	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sheal	SH+E+AL	HALTEN · KURZ · ZIEL	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shear	SH+E+AR	HALTEN · KURZ · QUELLE	1	f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shechy	SH+E+CH+Y	HALTEN · KURZ · NEHMEN · DIES	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sheckhal	SH+E+CKH+AL	HALTEN · KURZ · DURCHLASS · ZIEL	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sheckhdy	SH+E+CKH+D_ADDR+Y	HALTEN · KURZ · DURCHLASS · TEIL · DIES	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sheckhy	SH+E+CKH+Y	HALTEN · KURZ · DURCHLASS · DIES	3	f82r|f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shecth	SH+E+CTH	HALTEN · KURZ · BEREIT	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shecthedchy	SH+E+CTH+CHD+Y	HALTEN · KURZ · BEREIT · UMSETZEN · DIES	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shecthedy	SH+E+CTH+E+D_ADDR+Y	HALTEN · KURZ · BEREIT · KURZ · TEIL · DIES	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shecthy	SH+E+CTH+Y	HALTEN · KURZ · BEREIT · DIES	3	f75r|f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shedaiin	SHED+AIIN	ABSETZEN · SOLLWERT	3	f82r|f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shedal	SHED+AL	ABSETZEN · ZIEL	2	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shedkedy	SHED+K+E+D_ADDR+Y	ABSETZEN · GEBEN · KURZ · TEIL · DIES	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shedy	SHED+DY	ABSETZEN · SCHLIESSEN	46	f75r|f81v|f82r|f83r	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sheeal	SH+EE+AL	HALTEN · LÄNGER · ZIEL	1	f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sheedy	SH+EE+DY	HALTEN · LÄNGER · SCHLIESSEN	7	f75r|f81v|f82r|f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sheekchy	SH+EE+K+CH+Y	HALTEN · LÄNGER · GEBEN · NEHMEN · DIES	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sheeky	SH+EE+K+Y	HALTEN · LÄNGER · GEBEN · DIES	2	f75r|f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sheeol	SH+EE+OL	HALTEN · LÄNGER · FORTSETZEN	1	f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sheeos	SH+EE+O+S_ADDR	HALTEN · LÄNGER · AUSFÜHREN · STERNORT	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shees	SH+EE+S	HALTEN · LÄNGER · AUSWÄHLEN	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sheeteey	SH+EE+T+EE+Y	HALTEN · LÄNGER · EINSTELLEN · LÄNGER · DIES	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sheety	SH+EE+T+Y	HALTEN · LÄNGER · EINSTELLEN · DIES	2	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sheey	SH+EE+Y	HALTEN · LÄNGER · DIES	6	f69v|f81v|f82r|f83r	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shek	SH+E+K	HALTEN · KURZ · GEBEN	2	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shekal	SH+E+K+AL	HALTEN · KURZ · GEBEN · ZIEL	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shekchy	SH+E+K+CH+Y	HALTEN · KURZ · GEBEN · NEHMEN · DIES	1	f67r2	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shekor	SH+E+K+OR	HALTEN · KURZ · GEBEN · SATZ	1	f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sheky	SH+E+K+Y	HALTEN · KURZ · GEBEN · DIES	1	f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sheo	SH+E+O	HALTEN · KURZ · AUSFÜHREN	2	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sheodaly	SH+E+O+AL+Y	HALTEN · KURZ · AUSFÜHREN · ZIEL · DIES	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sheody	SH+E+O+D_ADDR+Y	HALTEN · KURZ · AUSFÜHREN · TEIL · DIES	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sheokey	SH+E+OK+E+Y	HALTEN · KURZ · SETZEN · KURZ · DIES	1	f55v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sheoky	SH+E+OK+Y	HALTEN · KURZ · SETZEN · DIES	1	f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sheol	SH+E+OL	HALTEN · KURZ · FORTSETZEN	4	f75r|f82r|f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sheoldg	SH+E+OL+D_ADDR+LOCAL_CHAR_G	HALTEN · KURZ · FORTSETZEN · TEIL · EINMAL	1	f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sheom	SH+E+O+AM_ADDR	HALTEN · KURZ · AUSFÜHREN · INNEN	1	f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sheor	SH+E+OR	HALTEN · KURZ · SATZ	1	f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shepchy	SH+E+P+Y	HALTEN · KURZ · EINSETZEN · DIES	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shes	SH+E+S_ADDR	HALTEN · KURZ · STERNORT	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shetar	SH+E+T+AR	HALTEN · KURZ · EINSTELLEN · QUELLE	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shey	SH+E+Y	HALTEN · KURZ · DIES	25	f11r|f13r|f68r1|f70v|f75r|f81v|f82r|f83r	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shfydaiin	SH+Y+AIIN	HALTEN · DIES · SOLLWERT	1	f11r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shkchy	SH+K+Y	HALTEN · GEBEN · DIES	1	f13r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shky	SH+K+Y	HALTEN · GEBEN · DIES	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sho	SH+O	HALTEN · AUSFÜHREN	2	f56r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shochy	HO+Y	TEILSTOFF · DIES	1	f13r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shocphedy	SH+O+CPH+E+DY	HALTEN · AUSFÜHREN · UMLEITEN · KURZ · SCHLIESSEN	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shokaiin	SH+OK+AIIN	HALTEN · SETZEN · SOLLWERT	1	f56r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shokain	SH+OK+AIN	HALTEN · SETZEN · EINHEIT	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shokchy	SH+OK+CH+Y	HALTEN · SETZEN · NEHMEN · DIES	1	f68r1	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shokey	SH+OK+E+Y	HALTEN · SETZEN · KURZ · DIES	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shol	SH+OL	HALTEN · FORTSETZEN	7	f13r|f56r|f70v|f81v|f83r	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sholfchor	SH+OL+LOCAL_CHAR_F+CH+OR	HALTEN · FORTSETZEN · NEBENWEG · NEHMEN · SATZ	1	f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shor	SH+OR	HALTEN · SATZ	4	f10r|f11r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shorodo	SH+OR+O+D_ADDR+O	HALTEN · SATZ · AUSFÜHREN · TEIL · AUSFÜHREN	1	f13r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shoteeody	SH+O+T+EE+O+DY	HALTEN · AUSFÜHREN · EINSTELLEN · LÄNGER · AUSFÜHREN · SCHLIESSEN	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shoy	SH+O+Y	HALTEN · AUSFÜHREN · DIES	1	f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shoyty	SH+O+Y+T+Y	HALTEN · AUSFÜHREN · DIES · EINSTELLEN · DIES	1	f11r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shs	SH+S	HALTEN · AUSWÄHLEN	1	f67r2	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shtol	SH+T+OL	HALTEN · EINSTELLEN · FORTSETZEN	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shy	Y	DIES	8	f10r|f13r|f56r|f75r|f83r|f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
shyk	Y+K	DIES · GEBEN	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
skal	S+K+AL	AUSWÄHLEN · GEBEN · ZIEL	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
skar	K+AR	GEBEN · QUELLE	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sl	S+L	AUSWÄHLEN · LEITEN	1	f55v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
socthody	S+O+CTH+O+D_ADDR+Y	AUSWÄHLEN · AUSFÜHREN · BEREIT · AUSFÜHREN · TEIL · DIES	1	f11r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sodar	S+O+DA+R	AUSWÄHLEN · AUSFÜHREN · ZWEIT · MARKIEREN	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
soear	S+O+E+AR	AUSWÄHLEN · AUSFÜHREN · KURZ · QUELLE	1	f67r2	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
soeey	S+O+EE+Y	AUSWÄHLEN · AUSFÜHREN · LÄNGER · DIES	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
soiiin	S+O+LOCAL_CHAR_I+IIN	AUSWÄHLEN · AUSFÜHREN · UNTERSTUFE · STUFE	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sokeedy	S+OK+EE+DY	AUSWÄHLEN · SETZEN · LÄNGER · SCHLIESSEN	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sokoly	S+OK+OL+Y	AUSWÄHLEN · SETZEN · FORTSETZEN · DIES	1	f82r	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sol	OL	FORTSETZEN	12	f75r|f82r|f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
solarol	S+OL+AR+OL	AUSWÄHLEN · FORTSETZEN · QUELLE · FORTSETZEN	1	f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
solchedy	S+OL+CHD+Y	AUSWÄHLEN · FORTSETZEN · UMSETZEN · DIES	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
solchkal	S+OL+CHK+AL	AUSWÄHLEN · FORTSETZEN · BEHANDELN · ZIEL	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
soldy	S+OL+D_ADDR+Y	AUSWÄHLEN · FORTSETZEN · TEIL · DIES	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
solkaiin	SOLK+AIIN	AUFFANGEN · SOLLWERT	1	f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
solkeedy	SOLK+EE+D_ADDR+Y	AUFFANGEN · LÄNGER · TEIL · DIES	2	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
solkeey	SOLK+EE+Y	AUFFANGEN · LÄNGER · DIES	2	f81v|f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
solkey	SOLK+E+Y	AUFFANGEN · KURZ · DIES	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sols	OL+S	FORTSETZEN · AUSWÄHLEN	1	f75r	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
solshed	S+OL+SHED	AUSWÄHLEN · FORTSETZEN · ABSETZEN	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
