component_recipe	portable_core_de	default_surface	default_surface_events	allowed_observed_surfaces	variant_count	encode_instruction_de
OK+O+IIN	SETZEN · AUSFÜHREN · STUFE	qokoiin	1	qokoiin	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OK+O+LOCAL_CHAR_I+R+SH	SETZEN · AUSFÜHREN · UNTERSTUFE · MARKIEREN · HALTEN	okoirsh	1	okoirsh	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OK+O+Y	SETZEN · AUSFÜHREN · DIES	okody	3	okody	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OK+OK+CH+Y	SETZEN · SETZEN · NEHMEN · DIES	qokokchy	1	qokokchy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OK+OK+SH+E+O	SETZEN · SETZEN · HALTEN · KURZ · AUSFÜHREN	okoksheo	1	okoksheo	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OK+OL	SETZEN · FORTSETZEN	qokol	6	qokol|okol|chokchol|chokol|okchol|qokchol	6	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OK+OL+AR	SETZEN · FORTSETZEN · QUELLE	okolar	1	okolar	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OK+OL+DY	SETZEN · FORTSETZEN · SCHLIESSEN	okoldy	3	okoldy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OK+OL+SH+Y	SETZEN · FORTSETZEN · HALTEN · DIES	okolshy	1	okolshy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OK+OL+Y	SETZEN · FORTSETZEN · DIES	okoly	1	okoly	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OK+OR	SETZEN · SATZ	chokor	2	chokor|okor|qokor	3	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OK+OR+OR+Y	SETZEN · SATZ · SATZ · DIES	okorory	1	okorory	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OK+S+Y	SETZEN · AUSWÄHLEN · DIES	choksy	1	choksy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OK+SH+DY	SETZEN · HALTEN · SCHLIESSEN	qokshdy	1	qokshdy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OK+SH+E+DY	SETZEN · HALTEN · KURZ · SCHLIESSEN	qokshedy	3	qokshedy|okshedy	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OK+SH+OR	SETZEN · HALTEN · SATZ	okshor	1	okshor	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OK+Y	SETZEN · DIES	qoky	21	qoky|oky|qokchy|choky|okchy|okchey	6	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OK+Y+DY	SETZEN · DIES · SCHLIESSEN	okydy	1	okydy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OK+Y+LD+DY	SETZEN · DIES · BEFESTIGEN · SCHLIESSEN	qokylddy	1	qokylddy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OL	FORTSETZEN	ol	36	ol|chol|qol|sol|ls	5	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OL+AIIN	FORTSETZEN · SOLLWERT	olaiin	3	olaiin|cholaiin	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OL+AL+Y	FORTSETZEN · ZIEL · DIES	olsaly	1	olsaly	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OL+AR	FORTSETZEN · QUELLE	olar	2	olar	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OL+CARRIER_Q+O	FORTSETZEN · BEGINNEN · AUSFÜHREN	olqo	1	olqo	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OL+CH+Y	FORTSETZEN · NEHMEN · DIES	olchy	2	olchy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLIESSEN	olchedy	5	olchedy|qolchedy	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OL+CTH+D_ADDR+Y	FORTSETZEN · BEREIT · TEIL · DIES	olcthdy	1	olcthdy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OL+DA+L	FORTSETZEN · ZWEIT · LEITEN	oldal	1	oldal	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OL+DA+R	FORTSETZEN · ZWEIT · MARKIEREN	oldar	1	oldar	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OL+DY	FORTSETZEN · SCHLIESSEN	oldy	12	oldy|qoldy	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OL+D_ADDR+AIR	FORTSETZEN · TEIL · LAUF	oldair	1	oldair	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OL+K+AIN	FORTSETZEN · GEBEN · EINHEIT	olkain	2	olkain	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OL+K+AL	FORTSETZEN · GEBEN · ZIEL	cholkal	1	cholkal|olkal	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OL+K+E+OL	FORTSETZEN · GEBEN · KURZ · FORTSETZEN	olkeol	1	olkeol	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OL+K+EE+CH+Y	FORTSETZEN · GEBEN · LÄNGER · NEHMEN · DIES	olkeechy	1	olkeechy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OL+K+OK+Y	FORTSETZEN · GEBEN · SETZEN · DIES	olkoky	1	olkoky	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OL+O+AM_ADDR	FORTSETZEN · AUSFÜHREN · INNEN	olom	1	olom	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OL+OL	FORTSETZEN · FORTSETZEN	olol	1	olol	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OL+OR	FORTSETZEN · SATZ	olor	4	olor|cholor	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OL+S	FORTSETZEN · AUSWÄHLEN	ols	2	ols|sols	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OL+S+AIIN	FORTSETZEN · AUSWÄHLEN · SOLLWERT	olsaiin	1	olsaiin	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OL+SH+E+DY	FORTSETZEN · HALTEN · KURZ · SCHLIESSEN	olshedy	3	olshedy|solshedy	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OL+SH+EE+DY	FORTSETZEN · HALTEN · LÄNGER · SCHLIESSEN	olsheedy	1	olsheedy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OL+T+E+DY	FORTSETZEN · EINSTELLEN · KURZ · SCHLIESSEN	oltedy	1	oltedy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OL+T+Y	FORTSETZEN · EINSTELLEN · DIES	oltchy	1	oltchy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OL+Y	FORTSETZEN · DIES	oly	6	oly|olchey|choly|qoly|qolchey	5	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OR	SATZ	or	19	or|qor	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OR+AIN	SATZ · EINHEIT	orain	1	orain	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OR+AL+D_ADDR	SATZ · ZIEL · TEIL	orald	1	orald	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OR+AL+Y	SATZ · ZIEL · DIES	oraly	1	oraly	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OR+AN	SATZ · ZUSATZ	oran	1	oran	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OR+A_ADDR+AM_ADDR	SATZ · ORT · INNEN	oram	1	oram	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OR+CH+OR	SATZ · NEHMEN · SATZ	orchor	1	orchor	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OR+OL+D_ADDR+AIR	SATZ · FORTSETZEN · TEIL · LAUF	oroldair	1	oroldair	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OR+Y	SATZ · DIES	orchey	1	orchey|ory	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OS	DAZU	os	4	os	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT	DANACH	ot	1	ot|qot	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+AIIN	DANACH · SOLLWERT	otaiin	5	otaiin|qotaiin	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+AIN	DANACH · EINHEIT	otain	4	otain|qotain	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+AIR	DANACH · LAUF	otair	1	otair|qotair	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+AL	DANACH · ZIEL	otal	6	otal|qotal	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+AL+AIIN	DANACH · ZIEL · SOLLWERT	otalaiin	1	otalaiin	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+AL+AL	DANACH · ZIEL · ZIEL	otalal	1	otalal|otaldal	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+AL+AL+G_LABEL	DANACH · ZIEL · ZIEL · PRÜFEN	otalalg	1	otalalg	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+AL+AM_ADDR	DANACH · ZIEL · INNEN	otalam	1	otalam	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+AL+AR	DANACH · ZIEL · QUELLE	otalar	1	otalar	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+AL+DY	DANACH · ZIEL · SCHLIESSEN	otaldy	2	otaldy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+AL+D_ADDR+AR	DANACH · ZIEL · TEIL · QUELLE	otaldar	1	otaldar	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+AL+D_LABEL	DANACH · ZIEL · RAND	otald	1	otald	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+AL+Y	DANACH · ZIEL · DIES	otaly	3	otaly|otalchy	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+AM_ADDR	DANACH · INNEN	otam	3	otam	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+AN	DANACH · ZUSATZ	qotan	1	qotan	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+AR	DANACH · QUELLE	otar	15	otar|qotar	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+A_ADDR+K+AIN+Z_ADDR+AN	DANACH · ORT · GEBEN · EINHEIT · AUSSEN · ZUSATZ	otakaizan	1	otakaizan	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+A_ADDR+K+Y	DANACH · ORT · GEBEN · DIES	otaky	1	otaky	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+A_ADDR+LOCAL_CHAR_Z+A_ADDR	DANACH · ORT · ZWISCHEN · ORT	otaza	1	otaza	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+CH+L	DANACH · NEHMEN · LEITEN	otchl	1	otchl	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+CH+O+AL+S_ADDR	DANACH · NEHMEN · AUSFÜHREN · ZIEL · STERNORT	otchodals	1	otchodals	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+CH+O+SH+OR	DANACH · NEHMEN · AUSFÜHREN · HALTEN · SATZ	otchoshor	1	otchoshor	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+CH+OL	DANACH · NEHMEN · FORTSETZEN	otchol	2	otchol|qotchol	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+CH+OR	DANACH · NEHMEN · SATZ	otchor	2	otchor|qotchor	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+CH+Y	DANACH · NEHMEN · DIES	otchy	2	otchy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+CHD+DY	DANACH · UMSETZEN · SCHLIESSEN	otchdy	2	otchdy|qotchedy|otchedy	3	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+CHEO+D_ADDR+Y	DANACH · AUSZUG · TEIL · DIES	otcheody	1	otcheody	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+E+AIIN	DANACH · KURZ · SOLLWERT	qotedaiin	1	qotedaiin	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+E+AR	DANACH · KURZ · QUELLE	otear	1	otear	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+E+CHEO	DANACH · KURZ · AUSZUG	otecheo	1	otecheo	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+E+DY	DANACH · KURZ · SCHLIESSEN	otedy	8	otedy|qotedy	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+E+D_ADDR+OR	DANACH · KURZ · TEIL · SATZ	qotedor	1	qotedor	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+E+O	DANACH · KURZ · AUSFÜHREN	oteo	2	oteo	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+E+O+AIIN	DANACH · KURZ · AUSFÜHREN · SOLLWERT	oteodaiin	1	oteodaiin	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+E+O+AL	DANACH · KURZ · AUSFÜHREN · ZIEL	oteoal	1	oteoal	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+E+O+AR+AR	DANACH · KURZ · AUSFÜHREN · QUELLE · QUELLE	oteoarar	1	oteoarar	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+E+O+EE+Y	DANACH · KURZ · AUSFÜHREN · LÄNGER · DIES	oteoeey	1	oteoeey	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+E+O+SH+E+Y	DANACH · KURZ · AUSFÜHREN · HALTEN · KURZ · DIES	oteoshey	1	oteoshey	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+E+O+S_ADDR	DANACH · KURZ · AUSFÜHREN · STERNORT	oteos	1	oteos	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+E+O+S_ADDR+AIIN	DANACH · KURZ · AUSFÜHREN · STERNORT · SOLLWERT	oteosaiin	1	oteosaiin	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+E+O+S_ADDR+AL	DANACH · KURZ · AUSFÜHREN · STERNORT · ZIEL	oteosal	1	oteosal	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+E+O+T+E+O+T+SH+O	DANACH · KURZ · AUSFÜHREN · EINSTELLEN · KURZ · AUSFÜHREN · EINSTELLEN · HALTEN · AUSFÜHREN	oteoteotsho	1	oteoteotsho	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+E+O+T+E+Y	DANACH · KURZ · AUSFÜHREN · EINSTELLEN · KURZ · DIES	oteotey	2	oteotey	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+E+O+Y	DANACH · KURZ · AUSFÜHREN · DIES	oteody	4	oteody	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+E+OL	DANACH · KURZ · FORTSETZEN	oteol	1	oteol	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+E+OR	DANACH · KURZ · SATZ	qoteor	2	qoteor|oteor	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+E+Y	DANACH · KURZ · DIES	otey	3	otey	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+EE+AL	DANACH · LÄNGER · ZIEL	oteeal	1	oteeal|qoteeal	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+EE+AM_ADDR	DANACH · LÄNGER · INNEN	oteeam	1	oteeam	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+EE+AR	DANACH · LÄNGER · QUELLE	oteedar	1	oteedar	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+EE+DY	DANACH · LÄNGER · SCHLIESSEN	qoteedy	8	qoteedy|oteedy	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+EE+O	DANACH · LÄNGER · AUSFÜHREN	oteeo	2	oteeo	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+EE+O+AL	DANACH · LÄNGER · AUSFÜHREN · ZIEL	oteeoal	1	oteeoal	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+EE+O+DY	DANACH · LÄNGER · AUSFÜHREN · SCHLIESSEN	oteeody	2	oteeody	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+EE+O+S_ADDR	DANACH · LÄNGER · AUSFÜHREN · STERNORT	oteeos	1	oteeos	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+EE+OL	DANACH · LÄNGER · FORTSETZEN	qoteeol	1	qoteeol	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+EE+S_ADDR	DANACH · LÄNGER · STERNORT	otees	1	otees	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+EE+Y	DANACH · LÄNGER · DIES	oteey	7	oteey|qoteey	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+EE+Y+S	DANACH · LÄNGER · DIES · AUSWÄHLEN	oteeys	1	oteeys	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+EEE+OR	DANACH · VOLL · SATZ	oteeeor	1	oteeeor	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+O+AIIN	DANACH · AUSFÜHREN · SOLLWERT	otoaiin	1	otoaiin	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+O+AL	DANACH · AUSFÜHREN · ZIEL	otodal	1	otodal	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+O+AR	DANACH · AUSFÜHREN · QUELLE	otoar	1	otoar	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+O+CHD+Y	DANACH · AUSFÜHREN · UMSETZEN · DIES	otochedy	1	otochedy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+O+DY	DANACH · AUSFÜHREN · SCHLIESSEN	otody	3	otody	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+O+E+AR	DANACH · AUSFÜHREN · KURZ · QUELLE	qotoear	1	qotoear	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+OK+EEE+Y	DANACH · SETZEN · VOLL · DIES	otokeeey	1	otokeeey	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+OK+Y	DANACH · SETZEN · DIES	otoky	1	otoky	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+OL	DANACH · FORTSETZEN	otol	4	otol	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+OL+AL	DANACH · FORTSETZEN · ZIEL	otolal	1	otolal	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+OL+D_ADDR+AIIN	DANACH · FORTSETZEN · TEIL · SOLLWERT	otoldaiin	1	otoldaiin	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+OL+D_ADDR+O+S	DANACH · FORTSETZEN · TEIL · AUSFÜHREN · AUSWÄHLEN	otoldos	1	otoldos	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+OL+OR	DANACH · FORTSETZEN · SATZ	otolor	1	otolor	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+OL+Y	DANACH · FORTSETZEN · DIES	otoly	1	otoly	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+OR	DANACH · SATZ	otor	7	otor|qotor	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+OR+CH+E+T+Y	DANACH · SATZ · NEHMEN · KURZ · EINSTELLEN · DIES	otorchety	1	otorchety	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+SH+D_ADDR+Y	DANACH · HALTEN · TEIL · DIES	otshdy	1	otshdy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+SH+E+O	DANACH · HALTEN · KURZ · AUSFÜHREN	otsheo	1	otsheo	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+SH+E+Y	DANACH · HALTEN · KURZ · DIES	otshey	1	otshey	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+SH+SH+DY	DANACH · HALTEN · HALTEN · SCHLIESSEN	otshshdy	1	otshshdy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+Y	DANACH · DIES	qoty	10	qoty|oty|qotchy|otchey	4	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+Y+DA	DANACH · DIES · ZWEIT	otyda	1	otyda	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+Y+D_ADDR+Y	DANACH · DIES · TEIL · DIES	otydy	1	otydy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+Y+K+CH+S	DANACH · DIES · GEBEN · NEHMEN · AUSWÄHLEN	otykchs	1	otykchs	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+Y+K+E+Y	DANACH · DIES · GEBEN · KURZ · DIES	otchykey	1	otchykey	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+Y+S	DANACH · DIES · AUSWÄHLEN	otys	1	otys	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
OT+Y+T+CH+OL	DANACH · DIES · EINSTELLEN · NEHMEN · FORTSETZEN	otytchol	1	otytchol	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
P+AR	EINSETZEN · QUELLE	par	1	par	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
P+CH+AL	EINSETZEN · NEHMEN · ZIEL	pchal	1	pchal	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
P+CH+O+CTH+Y	EINSETZEN · NEHMEN · AUSFÜHREN · BEREIT · DIES	pchocthy	1	pchocthy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
P+CH+O+D_ADDR+OL	EINSETZEN · NEHMEN · AUSFÜHREN · TEIL · FORTSETZEN	pchodol	1	pchodol	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
P+CH+OR	EINSETZEN · NEHMEN · SATZ	pchor	1	pchor	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
P+CHD+AL	EINSETZEN · UMSETZEN · ZIEL	pchedal	1	pchedal	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
P+CHD+AR	EINSETZEN · UMSETZEN · QUELLE	pchedar	2	pchedar	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
P+CHD+DY	EINSETZEN · UMSETZEN · SCHLIESSEN	pchedy	5	pchedy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
P+CHD+Y	EINSETZEN · UMSETZEN · DIES	pchdy	1	pchdy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
P+CHEO+L+Y	EINSETZEN · AUSZUG · LEITEN · DIES	pcheoly	1	pcheoly	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
P+DA+LSH+D_ADDR+Y	EINSETZEN · ZWEIT · SPÜLEN · TEIL · DIES	pdalshdy	1	pdalshdy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
P+D_ADDR+AL+SH+OR	EINSETZEN · TEIL · ZIEL · HALTEN · SATZ	pdalshor	1	pdalshor	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
P+O+EE+AR	EINSETZEN · AUSFÜHREN · LÄNGER · QUELLE	poeear	1	poeear	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
P+O+S+A_ADDR+LSH+Y	EINSETZEN · AUSFÜHREN · AUSWÄHLEN · ORT · SPÜLEN · DIES	posalshy	1	posalshy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
P+OL+CHD	EINSETZEN · FORTSETZEN · UMSETZEN	polched	1	polched	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
P+OL+D_ADDR+Y	EINSETZEN · FORTSETZEN · TEIL · DIES	poldy	1	poldy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
P+OL+SH+Y	EINSETZEN · FORTSETZEN · HALTEN · DIES	polshy	2	polshy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
P+SH+AR	EINSETZEN · HALTEN · QUELLE	pshar	1	pshar	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
P+Y	EINSETZEN · DIES	pchey	1	pchey	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
P+Y+K+EE+OR	EINSETZEN · DIES · GEBEN · LÄNGER · SATZ	pcheykeeor	1	pcheykeeor	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
R	MARKIEREN	r	10	r	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
R+AIIN	MARKIEREN · SOLLWERT	raiin	4	raiin	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
R+AIN	MARKIEREN · EINHEIT	rain	1	rain	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
R+AL	MARKIEREN · ZIEL	ral	2	ral	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
R+AL+CH+E+Y	MARKIEREN · ZIEL · NEHMEN · KURZ · DIES	ralchey	1	ralchey	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
R+AL+Y	MARKIEREN · ZIEL · DIES	raly	1	raly	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
R+AM_ADDR	MARKIEREN · INNEN	ram	1	ram	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
R+A_ADDR	MARKIEREN · ORT	ra	1	ra	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
R+A_ADDR+G_LABEL	MARKIEREN · ORT · PRÜFEN	rag	1	rag	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
