group_serial	diagram_id	page	locus	event_index	opaque_local_id	surface	visible_owner	local_namespace	transfer_status	exact_prose_joint_tuple_id	selected_component_parse	candidate_workshop_value_de	parse_alternatives	owner_and_namespace_preserved	cross_instrument_join	previous_candidate_value_de	atomic_common_root_value_de	common_root_revision
258	A3	f69v	f69v.1	3	A3:G003	otaza	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
259	A3	f69v	f69v.1	4	A3:G004	sar	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	4d4559019a961b834aa1	AR	von dort	NONE	YES	NONE	von dort	von dort	NO
260	A3	f69v	f69v.1	5	A3:G005	ar	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AR	von dort	NONE	YES	NONE	von dort	von dort	NO
261	A3	f69v	f69v.1	6	A3:G006	chykar	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+AR	dies + zufuehren + von dort	NONE	YES	NONE	dies + zufuehren + von dort	dies + zufuehren + von dort	NO
262	A3	f69v	f69v.1	7	A3:G007	okoirsh	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
263	A3	f69v	f69v.1	8	A3:G008	ar	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AR	von dort	NONE	YES	NONE	von dort	von dort	NO
264	A3	f69v	f69v.1	9	A3:G009	chetody	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	CH+E+T+O+DY || CH+E+T+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
265	A3	f69v	f69v.1	10	A3:G010	okeeos	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
266	A3	f69v	f69v.1	11	A3:G011	o	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O	Arbeitsgang	NONE	YES	NONE	Arbeitsgang	Arbeitsgang	NO
267	A3	f69v	f69v.1	12	A3:G012	tey	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	T+E+Y	fuellen + kurz + dies	NONE	YES	NONE	fuellen + kurz + dies	eintragen + kurz + dies	YES
268	A3	f69v	f69v.1	13	A3:G013	otokeeey	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+OK+EEE+Y	danach + ansetzen + vollstaendig + dies	NONE	YES	NONE	danach + ansetzen + vollstaendig + dies	danach + ansetzen + vollstaendig + dies	NO
269	A3	f69v	f69v.1	14	A3:G014	okeeody	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OK+EE+O+DY || OK+EE+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
270	A3	f69v	f69v.1	15	A3:G015	okeey	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	0275fbf14e07935b0a45	OK+EE+Y	länger ansetzen	NONE	YES	NONE	länger ansetzen	länger ansetzen	NO
271	A3	f69v	f69v.1	16	A3:G016	doiir	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
272	A3	f69v	f69v.1	17	A3:G017	teeo	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	T+EE+O	fuellen + laenger + Arbeitsgang	NONE	YES	NONE	fuellen + laenger + Arbeitsgang	eintragen + laenger + Arbeitsgang	YES
273	A3	f69v	f69v.1	18	A3:G018	y	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO
274	A3	f69v	f69v.1	19	A3:G019	chey	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO
275	A3	f69v	f69v.1	20	A3:G020	ot	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT	danach	NONE	YES	NONE	danach	danach	NO
276	A3	f69v	f69v.1	21	A3:G021	y	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO
277	A3	f69v	f69v.1	22	A3:G022	okedy	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OK+E+DY || OK+E+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
278	A3	f69v	f69v.1	23	A3:G023	chsdy	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
279	A3	f69v	f69v.1	24	A3:G024	okeod	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
280	A3	f69v	f69v.1	25	A3:G025	y	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO
281	A3	f69v	f69v.1	26	A3:G026	dy	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO
282	A3	f69v	f69v.1	27	A3:G027	choaiin	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	HO+AIIN	Zutat + Mass	NONE	YES	NONE	Zutat + Mass	Gabe + Mass	YES
283	A3	f69v	f69v.1	28	A3:G028	okar	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+AR	ansetzen + von dort	NONE	YES	NONE	ansetzen + von dort	ansetzen + von dort	NO
284	A3	f69v	f69v.1	29	A3:G029	okar	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+AR	ansetzen + von dort	NONE	YES	NONE	ansetzen + von dort	ansetzen + von dort	NO
285	A3	f69v	f69v.1	30	A3:G030	chol	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	dcda95c81a5460feb191	OL	fortsetzen	NONE	YES	NONE	fortsetzen	fortsetzen	NO
286	A3	f69v	f69v.1	31	A3:G031	chees	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
287	A3	f69v	f69v.1	32	A3:G032	yto	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+T+O	dies + fuellen + Arbeitsgang	NONE	YES	NONE	dies + fuellen + Arbeitsgang	dies + eintragen + Arbeitsgang	YES
288	A3	f69v	f69v.1	33	A3:G033	odair	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
289	A3	f69v	f69v.1	34	A3:G034	oty	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+Y	danach + dies	NONE	YES	NONE	danach + dies	danach + dies	NO
290	A3	f69v	f69v.1	35	A3:G035	oteeo	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+EE+O	danach + laenger + Arbeitsgang	NONE	YES	NONE	danach + laenger + Arbeitsgang	danach + laenger + Arbeitsgang	NO
291	A3	f69v	f69v.1	36	A3:G036	dar	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	4d4559019a961b834aa1	AR	von dort	NONE	YES	NONE	von dort	von dort	NO
292	A3	f69v	f69v.1	37	A3:G037	o	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O	Arbeitsgang	NONE	YES	NONE	Arbeitsgang	Arbeitsgang	NO
293	A3	f69v	f69v.1	38	A3:G038	eykeody	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	E+Y+K+E+O+DY || E+Y+K+E+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
294	A3	f69v	f69v.1	39	A3:G039	dchor	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
295	A3	f69v	f69v.1	40	A3:G040	char	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	4d4559019a961b834aa1	AR	von dort	NONE	YES	NONE	von dort	von dort	NO
296	A3	f69v	f69v.2	1	A3:G041	yka	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
297	A3	f69v	f69v.2	2	A3:G042	chol	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	EXACT_PROSE_SURFACE	dcda95c81a5460feb191	OL	fortsetzen	NONE	YES	NONE	fortsetzen	fortsetzen	NO
298	A3	f69v	f69v.2	3	A3:G043	ykar	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+AR	dies + zufuehren + von dort	NONE	YES	NONE	dies + zufuehren + von dort	dies + zufuehren + von dort	NO
299	A3	f69v	f69v.2	4	A3:G044	dal	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	EXACT_PROSE_SURFACE	dd0ecaf5e27d81befffc	AL	Stelle	NONE	YES	NONE	Stelle	Stelle	NO
300	A3	f69v	f69v.2	5	A3:G045	ykady	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
301	A3	f69v	f69v.2	6	A3:G046	iokeeor	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
302	A3	f69v	f69v.2	7	A3:G047	cheey	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	EXACT_PROSE_SURFACE	b5df9126607030b95175	WHOLE[cheey|shey]	Klarauszug	NONE	YES	NONE	Klarauszug	Ergebnis	YES
303	A3	f69v	f69v.2	8	A3:G048	choly	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OL+Y	fortsetzen + dies	NONE	YES	NONE	fortsetzen + dies	fortsetzen + dies	NO
304	A3	f69v	f69v.2	9	A3:G049	ykeeal	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+EE+AL	dies + zufuehren + laenger + Stelle	NONE	YES	NONE	dies + zufuehren + laenger + Stelle	dies + zufuehren + laenger + Stelle	NO
305	A3	f69v	f69v.2	10	A3:G050	cheo	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	CHEO	Auszug	NONE	YES	NONE	Auszug	Auszug	NO
306	A3	f69v	f69v.2	11	A3:G051	oaram	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
307	A3	f69v	f69v.2	12	A3:G052	ockhy	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+CKH+Y	Arbeitsgang + Durchlass + dies	NONE	YES	NONE	Arbeitsgang + Durchlass + dies	Arbeitsgang + Durchlass + dies	NO
308	A3	f69v	f69v.2	13	A3:G053	sheey	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	EXACT_PROSE_SURFACE	92e43836d82f98bf02d3	SH+EE+Y	dies länger halten	NONE	YES	NONE	dies länger halten	dies länger halten	NO
309	A3	f69v	f69v.2	14	A3:G054	aiin	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	EXACT_PROSE_SURFACE	2f1c5e56e8f0ff459065	AIIN	Mass	NONE	YES	NONE	Mass	Mass	NO
310	A3	f69v	f69v.2	15	A3:G055	y	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO
311	A3	f69v	f69v.2	16	A3:G056	daiial	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
312	A3	f69v	f69v.2	17	A3:G057	cheody	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	CHEO+DY || CHEO+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
313	A3	f69v	f69v.2	18	A3:G058	cheal	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	EXACT_PROSE_SURFACE	dd0ecaf5e27d81befffc	AL	Stelle	NONE	YES	NONE	Stelle	Stelle	NO
314	A3	f69v	f69v.2	19	A3:G059	yetey	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+E+T+E+Y	dies + kurz + fuellen + kurz + dies	NONE	YES	NONE	dies + kurz + fuellen + kurz + dies	dies + kurz + eintragen + kurz + dies	YES
315	A3	f69v	f69v.2	20	A3:G060	chear	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	CH+E+AR	abziehen + kurz + von dort	NONE	YES	NONE	abziehen + kurz + von dort	abziehen + kurz + von dort	NO
316	A3	f69v	f69v.2	21	A3:G061	y	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO
317	A3	f69v	f69v.2	22	A3:G062	dy	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO
318	A3	f69v	f69v.2	23	A3:G063	ykey	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+E+Y	dies + zufuehren + kurz + dies	NONE	YES	NONE	dies + zufuehren + kurz + dies	dies + zufuehren + kurz + dies	NO
319	A3	f69v	f69v.2	24	A3:G064	ch	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	CH	abziehen	NONE	YES	NONE	abziehen	abziehen	NO
320	A3	f69v	f69v.2	25	A3:G065	y	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO
321	A3	f69v	f69v.2	26	A3:G066	dy	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO
322	A3	f69v	f69v.2	27	A3:G067	chol	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	EXACT_PROSE_SURFACE	dcda95c81a5460feb191	OL	fortsetzen	NONE	YES	NONE	fortsetzen	fortsetzen	NO
323	A3	f69v	f69v.2	28	A3:G068	ykar	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+AR	dies + zufuehren + von dort	NONE	YES	NONE	dies + zufuehren + von dort	dies + zufuehren + von dort	NO
324	A3	f69v	f69v.2	29	A3:G069	ol	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	EXACT_PROSE_SURFACE	dcda95c81a5460feb191	OL	fortsetzen	NONE	YES	NONE	fortsetzen	fortsetzen	NO
325	A3	f69v	f69v.2	30	A3:G070	y	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO
326	A3	f69v	f69v.2	31	A3:G071	ykeeody	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Y+K+EE+O+DY || Y+K+EE+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
327	A3	f69v	f69v.2	32	A3:G072	chey	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO
328	A3	f69v	f69v.2	33	A3:G073	dal	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	EXACT_PROSE_SURFACE	dd0ecaf5e27d81befffc	AL	Stelle	NONE	YES	NONE	Stelle	Stelle	NO
329	A3	f69v	f69v.2	34	A3:G074	ody	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	EXACT_PROSE_SURFACE	97cc9ac109148723c472	O+DY	Arbeitsgang abschließen	NONE	YES	NONE	Arbeitsgang abschließen	Arbeitsgang abschließen	NO
330	A3	f69v	f69v.2	35	A3:G075	airchy	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AIR+Y	Wasser + dies	NONE	YES	NONE	Wasser + dies	Lauf + dies	YES
331	A3	f69v	f69v.2	36	A3:G076	choky	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	EXACT_PROSE_SURFACE	276a7c2d74d1143446f4	OK+Y	verwende dies	NONE	YES	NONE	verwende dies	verwende dies	NO
332	A3	f69v	f69v.2	37	A3:G077	ychey	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+Y	dies + dies	NONE	YES	NONE	dies + dies	dies + dies	NO
333	A3	f69v	f69v.2	38	A3:G078	chey	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO
334	A3	f69v	f69v.3	1	A3:G079	doair	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
335	A3	f69v	f69v.3	2	A3:G080	otaldal	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	O+AL+AL || OT+AL+AL	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
336	A3	f69v	f69v.3	3	A3:G081	dair	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
337	A3	f69v	f69v.3	4	A3:G082	chdy	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	EXACT_PROSE_SURFACE	6f7ff8287eddf4da9fdb	CHD+Y	dies umsetzen	NONE	YES	NONE	dies umsetzen	dies umsetzen	NO
338	A3	f69v	f69v.3	5	A3:G083	otoar	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+O+AR	danach + Arbeitsgang + von dort	NONE	YES	NONE	danach + Arbeitsgang + von dort	danach + Arbeitsgang + von dort	NO
339	A3	f69v	f69v.3	6	A3:G084	ar	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AR	von dort	NONE	YES	NONE	von dort	von dort	NO
340	A3	f69v	f69v.3	7	A3:G085	chy	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO
341	A3	f69v	f69v.3	8	A3:G086	qoteor	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+E+OR	danach + kurz + Ansatz	NONE	YES	NONE	danach + kurz + Ansatz	danach + kurz + Ansatz	NO
342	A3	f69v	f69v.3	9	A3:G087	cho	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	EXACT_PROSE_SURFACE	2cc054357a929df85f64	HO	Zutat	NONE	YES	NONE	Zutat	Gabe	YES
343	A3	f69v	f69v.3	10	A3:G088	qotair	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+AIR	danach + Wasser	NONE	YES	NONE	danach + Wasser	danach + Lauf	YES
344	A3	f69v	f69v.3	11	A3:G089	chda	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
345	A3	f69v	f69v.3	12	A3:G090	oteeal	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+EE+AL	danach + laenger + Stelle	NONE	YES	NONE	danach + laenger + Stelle	danach + laenger + Stelle	NO
346	A3	f69v	f69v.3	13	A3:G091	cheor	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	CHEO+R	Auszug + abkuehlen	NONE	YES	NONE	Auszug + abkuehlen	Auszug + abkuehlen	NO
347	A3	f69v	f69v.3	14	A3:G092	ar	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AR	von dort	NONE	YES	NONE	von dort	von dort	NO
348	A3	f69v	f69v.3	15	A3:G093	air	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AIR	Wasser	NONE	YES	NONE	Wasser	Lauf	YES
