event_id	physical_page	locus	surface	component_recipe	primary_layer	primary_teaching_unit_ids	mnemonic_common_unit_ids	complete_working_reading_de
P912-E2189	f70v	f70v1.5	okalal	OK+AL+AL	LOCAL_ADDRESS_OR_KENNING	X001	R-OK|R-AL|R-AL	Widderrad mit Stern tragenden Figuren: Platz aktivieren, Zielplatz.
P912-E2190	f70v	f70v1.6	otaly	OT+AL+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-AL|R-Y	Widderrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, dieser Platz.
P912-E2191	f70v	f70v1.7	oalcheg	O+AL+CH+E+G_LABEL	LOCAL_ADDRESS_OR_KENNING	X001	R-O|R-AL|R-CH|R-E|R-G_LABEL	Widderrad mit Stern tragenden Figuren: Reihe aufrufen, Zielplatz, Klassenkennung, erster Grad, g-Zeichen.
P912-E2192	f70v	f70v1.8	otchodals	OT+CH+O+AL+S_ADDR	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-CH|R-O|R-AL|R-S_ADDR	Widderrad mit Stern tragenden Figuren: nächster Platz, Klassenkennung, Reihe aufrufen, Zielplatz, Sternbezug.
P912-E2193	f70v	f70v1.9	okolshy	OK+OL+SH+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-OK|R-OL|R-SH|R-Y	Widderrad mit Stern tragenden Figuren: Platz aktivieren, gleiche Reihe weiter, Bezug halten, dieser Platz.
P912-E2194	f70v	f70v1.10	otshshdy	OT+SH+SH+DY	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-SH|R-SH|R-DY	Widderrad mit Stern tragenden Figuren: nächster Platz, Bezug halten, Eintrag schließen.
P912-E2195	f70v	f70v1.11	otal	OT+AL	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-AL	Widderrad mit Stern tragenden Figuren: nächster Platz, Zielplatz.
P912-E2196	f70v	f70v1.11	ypsharal	Y+P+SH+AR+AL	LOCAL_ADDRESS_OR_KENNING	X001	R-Y|R-P|R-SH|R-AR|R-AL	Widderrad mit Stern tragenden Figuren: dieser Platz, Eintrag beginnen, Bezug halten, Quell- oder Bezugsstelle, Zielplatz.
P912-E2197	f70v	f70v1.12	daiin	AIIN	LOCAL_ADDRESS_OR_KENNING	X001	R-AIIN	Widderrad mit Stern tragenden Figuren: verzeichneter Sollwert.
P912-E2198	f70v	f70v1.12	okey	OK+E+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-OK|R-E|R-Y	Widderrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, dieser Platz.
P912-E2199	f70v	f70v1.12	otodal	OT+O+AL	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-O|R-AL	Widderrad mit Stern tragenden Figuren: nächster Platz, Reihe aufrufen, Zielplatz.
P912-E2200	f70v	f70v1.12	cheokeeo	CH+E+OK+EE+O	LOCAL_ADDRESS_OR_KENNING	X001	R-CH|R-E|R-OK|R-EE|R-O	Widderrad mit Stern tragenden Figuren: Klassenkennung, erster Grad, Platz aktivieren, zweiter Grad, Reihe aufrufen.
P912-E2201	f70v	f70v1.12	okeodal	OK+E+O+AL	LOCAL_ADDRESS_OR_KENNING	X001	R-OK|R-E|R-O|R-AL	Widderrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, Reihe aufrufen, Zielplatz.
P912-E2202	f70v	f70v1.12	shol	SH+OL	LOCAL_ADDRESS_OR_KENNING	X001	R-SH|R-OL	Widderrad mit Stern tragenden Figuren: Bezug halten, gleiche Reihe weiter.
P912-E2203	f70v	f70v1.12	olaiin	OL+AIIN	LOCAL_ADDRESS_OR_KENNING	X001	R-OL|R-AIIN	Widderrad mit Stern tragenden Figuren: gleiche Reihe weiter, verzeichneter Sollwert.
P912-E2204	f70v	f70v1.12	saiin	S+AIIN	LOCAL_ADDRESS_OR_KENNING	X001	R-S|R-AIIN	Widderrad mit Stern tragenden Figuren: Klasse wählen, verzeichneter Sollwert.
P912-E2205	f70v	f70v1.12	sheo	SH+E+O	LOCAL_ADDRESS_OR_KENNING	X001	R-SH|R-E|R-O	Widderrad mit Stern tragenden Figuren: Bezug halten, erster Grad, Reihe aufrufen.
P912-E2206	f70v	f70v1.12	qokeeol	OK+EE+OL	LOCAL_ADDRESS_OR_KENNING	X001	R-OK|R-EE|R-OL	Widderrad mit Stern tragenden Figuren: Platz aktivieren, zweiter Grad, gleiche Reihe weiter.
P912-E2207	f70v	f70v1.12	otchykey	OT+Y+K+E+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-Y|R-K|R-E|R-Y	Widderrad mit Stern tragenden Figuren: nächster Platz, dieser Platz, Wert zuordnen, erster Grad, dieser Platz.
P912-E2208	f70v	f70v1.12	chekeal	CHK+E+AL	LOCAL_ADDRESS_OR_KENNING	X001	R-CHK|R-E|R-AL	Widderrad mit Stern tragenden Figuren: Bedingungsklasse, erster Grad, Zielplatz.
P912-E2209	f70v	f70v1.12	oteosaiin	OT+E+O+S_ADDR+AIIN	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-E|R-O|R-S_ADDR|R-AIIN	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Sternbezug, verzeichneter Sollwert.
P912-E2210	f70v	f70v1.12	chekey	CHK+E+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-CHK|R-E|R-Y	Widderrad mit Stern tragenden Figuren: Bedingungsklasse, erster Grad, dieser Platz.
P912-E2211	f70v	f70v1.12	okeolol	OK+E+OL+OL	LOCAL_ADDRESS_OR_KENNING	X001	R-OK|R-E|R-OL|R-OL	Widderrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, gleiche Reihe weiter.
P912-E2212	f70v	f70v1.12	chees	SH+EE+S_ADDR	LOCAL_ADDRESS_OR_KENNING	X001	R-SH|R-EE|R-S_ADDR	Widderrad mit Stern tragenden Figuren: Bezug halten, zweiter Grad, Sternbezug.
P912-E2213	f70v	f70v1.12	oeey	O+EE+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-O|R-EE|R-Y	Widderrad mit Stern tragenden Figuren: Reihe aufrufen, zweiter Grad, dieser Platz.
P912-E2214	f70v	f70v1.12	opotey	O+P+O+T+E+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-O|R-P|R-O|R-T|R-E|R-Y	Widderrad mit Stern tragenden Figuren: Reihe aufrufen, Eintrag beginnen, Reihe aufrufen, Platz einstellen, erster Grad, dieser Platz.
P912-E2215	f70v	f70v1.12	dal	AL	LOCAL_ADDRESS_OR_KENNING	X001	R-AL	Widderrad mit Stern tragenden Figuren: Zielplatz.
P912-E2216	f70v	f70v1.12	al	AL	LOCAL_ADDRESS_OR_KENNING	X001	R-AL	Widderrad mit Stern tragenden Figuren: Zielplatz.
P912-E2217	f70v	f70v1.12	s	S	LOCAL_ADDRESS_OR_KENNING	X001	R-S	Widderrad mit Stern tragenden Figuren: Klasse wählen.
P912-E2218	f70v	f70v1.12	otecheo	OT+E+CHEO	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-E|R-CHEO	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, lokaler Eintrag.
P912-E2219	f70v	f70v1.12	dal	AL	LOCAL_ADDRESS_OR_KENNING	X001	R-AL	Widderrad mit Stern tragenden Figuren: Zielplatz.
P912-E2220	f70v	f70v1.13	okoly	OK+OL+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-OK|R-OL|R-Y	Widderrad mit Stern tragenden Figuren: Platz aktivieren, gleiche Reihe weiter, dieser Platz.
P912-E2221	f70v	f70v1.14	otalaiin	OT+AL+AIIN	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-AL|R-AIIN	Widderrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, verzeichneter Sollwert.
P912-E2222	f70v	f70v1.15	oteo	OT+E+O	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-E|R-O	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen.
P912-E2223	f70v	f70v1.15	alals	AL+AL+S_ADDR	LOCAL_ADDRESS_OR_KENNING	X001	R-AL|R-AL|R-S_ADDR	Widderrad mit Stern tragenden Figuren: Zielplatz, Sternbezug.
P912-E2224	f70v	f70v1.15	araly	AR+AL+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-AR|R-AL|R-Y	Widderrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle, Zielplatz, dieser Platz.
P912-E2225	f70v	f70v1.16	oteoeey	OT+E+O+EE+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-E|R-O|R-EE|R-Y	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, zweiter Grad, dieser Platz.
P912-E2226	f70v	f70v1.16	otal	OT+AL	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-AL	Widderrad mit Stern tragenden Figuren: nächster Platz, Zielplatz.
P912-E2227	f70v	f70v1.16	okealar	OK+E+AL+AR	LOCAL_ADDRESS_OR_KENNING	X001	R-OK|R-E|R-AL|R-AR	Widderrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, Zielplatz, Quell- oder Bezugsstelle.
P912-E2228	f70v	f70v1.17	otear	OT+E+AR	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-E|R-AR	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Quell- oder Bezugsstelle.
P912-E2229	f70v	f70v1.17	araydy	AR+A_ADDR+Y+DY	LOCAL_ADDRESS_OR_KENNING	X001	R-AR|R-A_ADDR|R-Y|R-DY	Widderrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle, lokale Adresse, dieser Platz, Eintrag schließen.
P912-E2230	f70v	f70v2.1	okcheo	OK+CHEO	LOCAL_ADDRESS_OR_KENNING	X001	R-OK|R-CHEO	Fischrad mit Stern tragenden Figuren: Platz aktivieren, lokaler Eintrag.
P912-E2231	f70v	f70v2.1	dar	D_ADDR+AR	LOCAL_ADDRESS_OR_KENNING	X001	R-D_ADDR|R-AR	Fischrad mit Stern tragenden Figuren: Unterplatz, Quell- oder Bezugsstelle.
P912-E2232	f70v	f70v2.1	otey	OT+E+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-E|R-Y	Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, dieser Platz.
P912-E2233	f70v	f70v2.1	ykeey	Y+K+EE+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-Y|R-K|R-EE|R-Y	Fischrad mit Stern tragenden Figuren: dieser Platz, Wert zuordnen, zweiter Grad, dieser Platz.
P912-E2234	f70v	f70v2.1	tchy	T+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-T|R-Y	Fischrad mit Stern tragenden Figuren: Platz einstellen, dieser Platz.
P912-E2235	f70v	f70v2.1	otsheo	OT+SH+E+O	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-SH|R-E|R-O	Fischrad mit Stern tragenden Figuren: nächster Platz, Bezug halten, erster Grad, Reihe aufrufen.
P912-E2236	f70v	f70v2.1	oteotey	OT+E+O+T+E+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-E|R-O|R-T|R-E|R-Y	Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Platz einstellen, erster Grad, dieser Platz.
P912-E2237	f70v	f70v2.1	shey	SH+E+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-SH|R-E|R-Y	Fischrad mit Stern tragenden Figuren: Bezug halten, erster Grad, dieser Platz.
P912-E2238	f70v	f70v2.1	shecth	SH+E+CTH	LOCAL_ADDRESS_OR_KENNING	X001	R-SH|R-E|R-CTH	Fischrad mit Stern tragenden Figuren: Bezug halten, erster Grad, Bereitschaftsklasse.
P912-E2239	f70v	f70v2.1	opcheoldair	O+P+CH+E+OL+D_ADDR+AIR	LOCAL_ADDRESS_OR_KENNING	X001	R-O|R-P|R-CH|R-E|R-OL|R-D_ADDR|R-AIR	Fischrad mit Stern tragenden Figuren: Reihe aufrufen, Eintrag beginnen, Klassenkennung, erster Grad, gleiche Reihe weiter, Unterplatz, Ringlauf.
P912-E2240	f70v	f70v2.1	dateey	DA+T+EE+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-DA|R-T|R-EE|R-Y	Fischrad mit Stern tragenden Figuren: zweite Stufe, Platz einstellen, zweiter Grad, dieser Platz.
P912-E2241	f70v	f70v2.1	sal	S+AL	LOCAL_ADDRESS_OR_KENNING	X001	R-S|R-AL	Fischrad mit Stern tragenden Figuren: Klasse wählen, Zielplatz.
P912-E2242	f70v	f70v2.1	ody	O+DY	LOCAL_ADDRESS_OR_KENNING	X001	R-O|R-DY	Fischrad mit Stern tragenden Figuren: Reihe aufrufen, Eintrag schließen.
P912-E2243	f70v	f70v2.1	choteey	CH+OT+EE+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-CH|R-OT|R-EE|R-Y	Fischrad mit Stern tragenden Figuren: Klassenkennung, nächster Platz, zweiter Grad, dieser Platz.
P912-E2244	f70v	f70v2.1	choeteedy	HO+E+T+EE+DY	LOCAL_ADDRESS_OR_KENNING	X001	R-HO|R-E|R-T|R-EE|R-DY	Fischrad mit Stern tragenden Figuren: Teil, erster Grad, Platz einstellen, zweiter Grad, Eintrag schließen.
P912-E2245	f70v	f70v2.1	oteoteotsho	OT+E+O+T+E+O+T+SH+O	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-E|R-O|R-T|R-E|R-O|R-T|R-SH|R-O	Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Platz einstellen, erster Grad, Reihe aufrufen, Platz einstellen, Bezug halten, Reihe aufrufen.
P912-E2246	f70v	f70v2.1	yteos	Y+T+E+O+S_ADDR	LOCAL_ADDRESS_OR_KENNING	X001	R-Y|R-T|R-E|R-O|R-S_ADDR	Fischrad mit Stern tragenden Figuren: dieser Platz, Platz einstellen, erster Grad, Reihe aufrufen, Sternbezug.
P912-E2247	f70v	f70v2.1	alain	AL+AIN	LOCAL_ADDRESS_OR_KENNING	X001	R-AL|R-AIN	Fischrad mit Stern tragenden Figuren: Zielplatz, Einheit.
P912-E2248	f70v	f70v2.1	sheodaly	SH+E+O+AL+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-SH|R-E|R-O|R-AL|R-Y	Fischrad mit Stern tragenden Figuren: Bezug halten, erster Grad, Reihe aufrufen, Zielplatz, dieser Platz.
P912-E2249	f70v	f70v2.1	o	O	LOCAL_ADDRESS_OR_KENNING	X001	R-O	Fischrad mit Stern tragenden Figuren: Reihe aufrufen.
P912-E2250	f70v	f70v2.1	aiin	AIIN	LOCAL_ADDRESS_OR_KENNING	X001	R-AIIN	Fischrad mit Stern tragenden Figuren: verzeichneter Sollwert.
P912-E2251	f70v	f70v2.1	cholkal	OL+K+AL	LOCAL_ADDRESS_OR_KENNING	X001	R-OL|R-K|R-AL	Fischrad mit Stern tragenden Figuren: gleiche Reihe weiter, Wert zuordnen, Zielplatz.
P912-E2252	f70v	f70v2.1	chokear	OK+E+AR	LOCAL_ADDRESS_OR_KENNING	X001	R-OK|R-E|R-AR	Fischrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, Quell- oder Bezugsstelle.
P912-E2253	f70v	f70v2.1	oteody	OT+E+O+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-E|R-O|R-Y	Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, dieser Platz.
P912-E2254	f70v	f70v2.1	cholaiin	OL+AIIN	LOCAL_ADDRESS_OR_KENNING	X001	R-OL|R-AIIN	Fischrad mit Stern tragenden Figuren: gleiche Reihe weiter, verzeichneter Sollwert.
P912-E2255	f70v	f70v2.1	oteeoal	OT+EE+O+AL	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-EE|R-O|R-AL	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Reihe aufrufen, Zielplatz.
P912-E2256	f70v	f70v2.1	al	AL	LOCAL_ADDRESS_OR_KENNING	X001	R-AL	Fischrad mit Stern tragenden Figuren: Zielplatz.
P912-E2257	f70v	f70v2.1	sheeos	SH+EE+O+S_ADDR	LOCAL_ADDRESS_OR_KENNING	X001	R-SH|R-EE|R-O|R-S_ADDR	Fischrad mit Stern tragenden Figuren: Bezug halten, zweiter Grad, Reihe aufrufen, Sternbezug.
P912-E2258	f70v	f70v2.1	okey	OK+E+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-OK|R-E|R-Y	Fischrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, dieser Platz.
P912-E2259	f70v	f70v2.1	chol	OL	LOCAL_ADDRESS_OR_KENNING	X001	R-OL	Fischrad mit Stern tragenden Figuren: gleiche Reihe weiter.
P912-E2260	f70v	f70v2.1	dy	Y	LOCAL_ADDRESS_OR_KENNING	X001	R-Y	Fischrad mit Stern tragenden Figuren: dieser Platz.
P912-E2261	f70v	f70v2.1	otees	OT+EE+S_ADDR	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-EE|R-S_ADDR	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Sternbezug.
P912-E2262	f70v	f70v2.1	cho	HO	LOCAL_ADDRESS_OR_KENNING	X001	R-HO	Fischrad mit Stern tragenden Figuren: Teil.
P912-E2263	f70v	f70v2.1	s	S	LOCAL_ADDRESS_OR_KENNING	X001	R-S	Fischrad mit Stern tragenden Figuren: Klasse wählen.
P912-E2264	f70v	f70v2.1	olar	OL+AR	LOCAL_ADDRESS_OR_KENNING	X001	R-OL|R-AR	Fischrad mit Stern tragenden Figuren: gleiche Reihe weiter, Quell- oder Bezugsstelle.
P912-E2265	f70v	f70v2.1	otoaiin	OT+O+AIIN	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-O|R-AIIN	Fischrad mit Stern tragenden Figuren: nächster Platz, Reihe aufrufen, verzeichneter Sollwert.
P912-E2266	f70v	f70v2.1	oteeody	OT+EE+O+DY	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-EE|R-O|R-DY	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Reihe aufrufen, Eintrag schließen.
P912-E2267	f70v	f70v2.1	sos	S_ADDR+O+S_ADDR	LOCAL_ADDRESS_OR_KENNING	X001	R-S_ADDR|R-O|R-S_ADDR	Fischrad mit Stern tragenden Figuren: Sternbezug, Reihe aufrufen, Sternbezug.
P912-E2268	f70v	f70v2.1	todaiin	T+O+AIIN	LOCAL_ADDRESS_OR_KENNING	X001	R-T|R-O|R-AIIN	Fischrad mit Stern tragenden Figuren: Platz einstellen, Reihe aufrufen, verzeichneter Sollwert.
P912-E2269	f70v	f70v2.1	chokain	OK+AIN	LOCAL_ADDRESS_OR_KENNING	X001	R-OK|R-AIN	Fischrad mit Stern tragenden Figuren: Platz aktivieren, Einheit.
P912-E2270	f70v	f70v2.1	otalal	OT+AL+AL	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-AL|R-AL	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz.
P912-E2271	f70v	f70v2.1	oteeam	OT+EE+AM_ADDR	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-EE|R-AM_ADDR	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Innenplatz.
P912-E2272	f70v	f70v2.2	otalalg	OT+AL+AL+G_LABEL	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-AL|R-AL|R-G_LABEL	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, g-Zeichen.
P912-E2273	f70v	f70v2.3	ykary	Y+K+AR+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-Y|R-K|R-AR|R-Y	Fischrad mit Stern tragenden Figuren: dieser Platz, Wert zuordnen, Quell- oder Bezugsstelle, dieser Platz.
P912-E2274	f70v	f70v2.4	otar	OT+AR	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-AR	Fischrad mit Stern tragenden Figuren: nächster Platz, Quell- oder Bezugsstelle.
P912-E2275	f70v	f70v2.5	oty	OT+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-Y	Fischrad mit Stern tragenden Figuren: nächster Platz, dieser Platz.
P912-E2276	f70v	f70v2.6	oky	OK+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-OK|R-Y	Fischrad mit Stern tragenden Figuren: Platz aktivieren, dieser Platz.
P912-E2277	f70v	f70v2.6	ody	O+DY	LOCAL_ADDRESS_OR_KENNING	X001	R-O|R-DY	Fischrad mit Stern tragenden Figuren: Reihe aufrufen, Eintrag schließen.
P912-E2278	f70v	f70v2.7	oty	OT+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-Y	Fischrad mit Stern tragenden Figuren: nächster Platz, dieser Platz.
P912-E2279	f70v	f70v2.7	ar	AR	LOCAL_ADDRESS_OR_KENNING	X001	R-AR	Fischrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle.
P912-E2280	f70v	f70v2.8	okala	OK+AL+A_ADDR	LOCAL_ADDRESS_OR_KENNING	X001	R-OK|R-AL|R-A_ADDR	Fischrad mit Stern tragenden Figuren: Platz aktivieren, Zielplatz, lokale Adresse.
P912-E2281	f70v	f70v2.9	otody	OT+O+DY	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-O|R-DY	Fischrad mit Stern tragenden Figuren: nächster Platz, Reihe aufrufen, Eintrag schließen.
P912-E2282	f70v	f70v2.10	otald	OT+AL+D_LABEL	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-AL|R-D_LABEL	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, d-Zeichen.
P912-E2283	f70v	f70v2.11	otaldar	OT+AL+D_ADDR+AR	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-AL|R-D_ADDR|R-AR	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, Unterplatz, Quell- oder Bezugsstelle.
P912-E2284	f70v	f70v2.12	okody	OK+O+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-OK|R-O|R-Y	Fischrad mit Stern tragenden Figuren: Platz aktivieren, Reihe aufrufen, dieser Platz.
P912-E2285	f70v	f70v2.13	opysam	O+P+Y+S_ADDR+AM_ADDR	LOCAL_ADDRESS_OR_KENNING	X001	R-O|R-P|R-Y|R-S_ADDR|R-AM_ADDR	Fischrad mit Stern tragenden Figuren: Reihe aufrufen, Eintrag beginnen, dieser Platz, Sternbezug, Innenplatz.
P912-E2286	f70v	f70v2.14	chy	Y	LOCAL_ADDRESS_OR_KENNING	X001	R-Y	Fischrad mit Stern tragenden Figuren: dieser Platz.
P912-E2287	f70v	f70v2.15	otaly	OT+AL+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-AL|R-Y	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, dieser Platz.
P912-E2288	f70v	f70v2.16	otal	OT+AL	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-AL	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz.
P912-E2289	f70v	f70v2.16	arar	AR+AR	LOCAL_ADDRESS_OR_KENNING	X001	R-AR|R-AR	Fischrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle.
P912-E2290	f70v	f70v2.17	otaldy	OT+AL+DY	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-AL|R-DY	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, Eintrag schließen.
P912-E2291	f70v	f70v2.18	okeoly	OK+E+OL+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-OK|R-E|R-OL|R-Y	Fischrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, gleiche Reihe weiter, dieser Platz.
P912-E2292	f70v	f70v2.19	okydy	OK+Y+DY	LOCAL_ADDRESS_OR_KENNING	X001	R-OK|R-Y|R-DY	Fischrad mit Stern tragenden Figuren: Platz aktivieren, dieser Platz, Eintrag schließen.
P912-E2293	f70v	f70v2.20	okees	OK+EE+S_LABEL	LOCAL_ADDRESS_OR_KENNING	X001	R-OK|R-EE|R-S_LABEL	Fischrad mit Stern tragenden Figuren: Platz aktivieren, zweiter Grad, s-Zeichen.
P912-E2294	f70v	f70v2.21	daii	DA+IIN	LOCAL_ADDRESS_OR_KENNING	X001	R-DA|R-IIN	Fischrad mit Stern tragenden Figuren: zweite Stufe, Indexstufe.
P912-E2295	f70v	f70v2.21	amdy	AM_ADDR+DY	LOCAL_ADDRESS_OR_KENNING	X001	R-AM_ADDR|R-DY	Fischrad mit Stern tragenden Figuren: Innenplatz, Eintrag schließen.
P912-E2296	f70v	f70v2.21	otar	OT+AR	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-AR	Fischrad mit Stern tragenden Figuren: nächster Platz, Quell- oder Bezugsstelle.
P912-E2297	f70v	f70v2.21	am	AM_ADDR	LOCAL_ADDRESS_OR_KENNING	X001	R-AM_ADDR	Fischrad mit Stern tragenden Figuren: Innenplatz.
P912-E2298	f70v	f70v2.21	aral	AR+AL	LOCAL_ADDRESS_OR_KENNING	X001	R-AR|R-AL	Fischrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle, Zielplatz.
P912-E2299	f70v	f70v2.21	otair	OT+AIR	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-AIR	Fischrad mit Stern tragenden Figuren: nächster Platz, Ringlauf.
P912-E2300	f70v	f70v2.21	chedaiin	CHD+AIIN	LOCAL_ADDRESS_OR_KENNING	X001	R-CHD|R-AIIN	Fischrad mit Stern tragenden Figuren: zum nächsten Platz wechseln, verzeichneter Sollwert.
P912-E2301	f70v	f70v2.21	oteey	OT+EE+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-EE|R-Y	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, dieser Platz.
P912-E2302	f70v	f70v2.21	dair	D_ADDR+AIR	LOCAL_ADDRESS_OR_KENNING	X001	R-D_ADDR|R-AIR	Fischrad mit Stern tragenden Figuren: Unterplatz, Ringlauf.
P912-E2303	f70v	f70v2.21	shchey	SH+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-SH|R-Y	Fischrad mit Stern tragenden Figuren: Bezug halten, dieser Platz.
P912-E2304	f70v	f70v2.21	daiin	AIIN	LOCAL_ADDRESS_OR_KENNING	X001	R-AIIN	Fischrad mit Stern tragenden Figuren: verzeichneter Sollwert.
P912-E2305	f70v	f70v2.21	chalaly	CH+AL+AL+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-CH|R-AL|R-AL|R-Y	Fischrad mit Stern tragenden Figuren: Klassenkennung, Zielplatz, dieser Platz.
P912-E2306	f70v	f70v2.21	oteody	OT+E+O+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-E|R-O|R-Y	Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, dieser Platz.
P912-E2307	f70v	f70v2.21	chotol	CH+OT+OL	LOCAL_ADDRESS_OR_KENNING	X001	R-CH|R-OT|R-OL	Fischrad mit Stern tragenden Figuren: Klassenkennung, nächster Platz, gleiche Reihe weiter.
P912-E2308	f70v	f70v2.21	chedy	CHD+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-CHD|R-Y	Fischrad mit Stern tragenden Figuren: zum nächsten Platz wechseln, dieser Platz.
P912-E2309	f70v	f70v2.21	oteotey	OT+E+O+T+E+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-OT|R-E|R-O|R-T|R-E|R-Y	Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Platz einstellen, erster Grad, dieser Platz.
