copy_order	event_id	statement_id	record	page	locus	owner_code	owner_reset	teaching_mode	teaching_parts	card_no	component_parse	procedure_tokens	automaton_before	automaton_after	line_carry_in	renderer_first_choice	renderer_final_surface	renderer_action	card_roundtrip	surface_roundtrip	apprentice_spoken_reading_de	statement_first_event	program_status	master_conscious_decision_count	master_conscious_reasons	master_mode	allograph_block_id	block_rendering_mode	block_start_decision	revised_conscious_decision_count	revised_conscious_reasons	revised_master_mode
166	E166	B1-S021	B1	f81v	f81v.27	B1_SHARED_TWO_ROW_POOL	NO	SEVENTEEN_EXACT_CARD_DECK	AL	PROC055	AL	TARGET_HANDOFF	START	WORK	NO	dal	chal	COPY_LOCAL_EXEMPLAR	YES	YES	Zielstelle	YES	UNIQUE	2	SELECT_UNUSUAL_PROGRAM|COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB24	COPY_BLOCK_FROM_EXEMPLAR	YES	2	SELECT_UNUSUAL_PROGRAM|ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
167	E167	B2-S001	B2	f82r	f82r.2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	YES	TWENTY_TWO_COMPONENT_STRIPS	CHD+DY	PROC076	CHD+DY	MOVE_PASS>CLOSE	START	CLOSED	NO	schedy	dchedy	COPY_LOCAL_EXEMPLAR	YES	YES	umsetzen · Schluss	YES	RECURRENT	2	RESET_VISIBLE_OWNER|COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB25	COPY_BLOCK_FROM_EXEMPLAR	YES	2	RESET_VISIBLE_OWNER|ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
168	E168	B2-S002	B2	f82r	f82r.2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NO	TWENTY_TWO_COMPONENT_STRIPS	OL+CHD+DY	PROC079	OL+CHD+DY	MOVE_PASS>CLOSE	START	CLOSED	NO	qolchedy	qolchedy	ACCEPT_RULE	YES	YES	fortsetzen · umsetzen · Schluss	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
169	E169	B2-S003	B2	f82r	f82r.2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+AIN	PROC080	OK+AIN	ACTIVATE_CHARGE	START	WORK	NO	qokain	qokain	ACCEPT_RULE	YES	YES	ansetzen · Portion	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
170	E170	B2-S003	B2	f82r	f82r.2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NO	SEVENTEEN_EXACT_CARD_DECK	Y	PROC019	Y	ACTIVATE_CHARGE	WORK	WORK	NO	chey	dy	COPY_LOCAL_EXEMPLAR	YES	YES	dies	NO	RECURRENT	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB26	COPY_BLOCK_FROM_EXEMPLAR	YES	1	ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
171	E171	B2-S003	B2	f82r	f82r.2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+EE+DY	PROC100	OK+EE+DY	HOLD_STATE>CLOSE	WORK	CLOSED	NO	qokeedy	qokeedy	ACCEPT_RULE	YES	YES	ansetzen · länger · Schluss	NO	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
172	E172	B2-S004	B2	f82r	f82r.2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+AL	PROC048	OK+AL	TARGET_HANDOFF	START	WORK	NO	qokal	qokal	ACCEPT_RULE	YES	YES	ansetzen · Zielstelle	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
173	E173	B2-S004	B2	f82r	f82r.2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NO	TWENTY_TWO_COMPONENT_STRIPS	L+CKH+Y	PROC101	L+CKH+Y	ACTIVATE_CHARGE	WORK	WORK	NO	lcheckhy	lcheckhy	ACCEPT_RULE	YES	YES	führen · Durchlass · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
174	E174	B2-S004	B2	f82r	f82r.2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NO	TWENTY_TWO_COMPONENT_STRIPS	L+CHD	PROC102	L+CHD	MOVE_PASS	WORK	WORK	NO	lched	lched	ACCEPT_RULE	YES	YES	führen · umsetzen	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
175	E175	B2-S004	B2	f82r	f82r.3	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+EE+Y	PROC092	OK+EE+Y	HOLD_STATE	WORK	WORK	YES	qokeey	qokeey	ACCEPT_RULE	YES	YES	ansetzen · länger · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
176	E176	B2-S004	B2	f82r	f82r.3	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NO	TWENTY_TWO_COMPONENT_STRIPS	L+CKH+E+DY	PROC103	L+CKHE+DY	MOVE_PASS>CLOSE	WORK	CLOSED	NO	lcheckhedy	lcheckhedy	ACCEPT_RULE	YES	YES	führen · Durchlass · kurz · Schluss	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
177	E177	B2-S005	B2	f82r	f82r.3	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+AL+Y	PROC104	OK+AL+Y	TARGET_HANDOFF	START	WORK	NO	qokaly	qokaly	ACCEPT_RULE	YES	YES	ansetzen · Zielstelle · dies	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
178	E178	B2-S005	B2	f82r	f82r.3	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NO	TWENTY_TWO_COMPONENT_STRIPS	SOLK+AIIN	PROC105	SOLK+AIIN	METER_CHECK	WORK	AFTER_METER	NO	solkaiin	solkaiin	ACCEPT_RULE	YES	YES	auffangen · Maß	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
179	E179	B2-S005	B2	f82r	f82r.3	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NO	TWENTY_TWO_COMPONENT_STRIPS	CKH+Y	PROC075	CKH+Y	MOVE_PASS	AFTER_METER	WORK	NO	chckhy	chckhy	ACCEPT_RULE	YES	YES	Durchlass · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
180	E180	B2-S005	B2	f82r	f82r.3	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+AIIN	PROC038	OK+AIIN	METER_CHECK	WORK	AFTER_METER	NO	qokaiin	qokaiin	ACCEPT_RULE	YES	YES	ansetzen · Maß	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
181	E181	B2-S005	B2	f82r	f82r.4	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+AIIN	PROC038	OK+AIIN	METER_CHECK	AFTER_METER	AFTER_METER	YES	qokaiin	qokaiin	ACCEPT_RULE	YES	YES	ansetzen · Maß	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
182	E182	B2-S005	B2	f82r	f82r.4	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NO	TWENTY_TWO_COMPONENT_STRIPS	O+CTH+E+OL	PROC106	O+CTH+E+OL	HOLD_STATE	AFTER_METER	WORK	NO	octheol	octheol	ACCEPT_RULE	YES	YES	Arbeitsgang · bereit · kurz · fortsetzen	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
183	E183	B2-S005	B2	f82r	f82r.4	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NO	TWENTY_TWO_COMPONENT_STRIPS	CHK+EE+Y	PROC107	CHK+EE+Y	ACTIVATE_CHARGE	WORK	WORK	NO	chkeey	chkeey	ACCEPT_RULE	YES	YES	wärmen · länger · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
184	E184	B2-S005	B2	f82r	f82r.4	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NO	TWENTY_TWO_COMPONENT_STRIPS	L+DY	PROC108	L+DY	MOVE_PASS>CLOSE	WORK	CLOSED	NO	ldy	ldy	ACCEPT_RULE	YES	YES	führen · Schluss	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
185	E185	B2-S006	B2	f82r	f82r.4	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NO	TWENTY_TWO_COMPONENT_STRIPS	OT+EE+Y	PROC109	OT+EE+Y	HOLD_STATE	START	WORK	NO	oteey	oteey	ACCEPT_RULE	YES	YES	danach · länger · dies	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
186	E186	B2-S006	B2	f82r	f82r.4	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+AL	PROC048	OK+AL	TARGET_HANDOFF	WORK	WORK	NO	qokal	qokal	ACCEPT_RULE	YES	YES	ansetzen · Zielstelle	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
187	E187	B2-S006	B2	f82r	f82r.4	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NO	TWENTY_TWO_COMPONENT_STRIPS	SH+E+CKH+Y	PROC110	SH+E+CKH+Y	ACTIVATE_CHARGE	WORK	WORK	NO	sheckhy	sheckhy	ACCEPT_RULE	YES	YES	halten · kurz · Durchlass · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
188	E188	B2-S006	B2	f82r	f82r.4	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+Y	PROC008	OK+Y	ACTIVATE_CHARGE	WORK	WORK	NO	qoky	qoky	ACCEPT_RULE	YES	YES	ansetzen · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
189	E189	B2-S007	B2	f82r	f82r.7	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	YES	TWENTY_TWO_COMPONENT_STRIPS	SH+E+DY	PROC111	SH+E+DY	HOLD_STATE>CLOSE	START	CLOSED	NO	dshedy	dshedy	ACCEPT_RULE	YES	YES	halten · kurz · Schluss	YES	RECURRENT	1	RESET_VISIBLE_OWNER	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	RESET_VISIBLE_OWNER	CONSCIOUS_LOCAL_CHOICE
190	E190	B2-S008	B2	f82r	f82r.7	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	NO	TWENTY_TWO_COMPONENT_STRIPS	OT+AIIN	PROC112	OT+AIIN	METER_CHECK	START	AFTER_METER	NO	otaiin	sotaiin	COPY_LOCAL_EXEMPLAR	YES	YES	danach · Maß	YES	UNIQUE	2	SELECT_UNUSUAL_PROGRAM|COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB27	COPY_BLOCK_FROM_EXEMPLAR	YES	2	SELECT_UNUSUAL_PROGRAM|ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
191	E191	B2-S008	B2	f82r	f82r.7	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+AR	PROC113	OK+AR	SOURCE_DRAW	AFTER_METER	AFTER_SOURCE	NO	qokar	qokar	ACCEPT_RULE	YES	YES	ansetzen · von dort	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
192	E192	B2-S008	B2	f82r	f82r.7	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	NO	TWENTY_TWO_COMPONENT_STRIPS	SHED+DY	PROC078	SHED+DY	HOLD_STATE>CLOSE	AFTER_SOURCE	CLOSED	NO	shedy	shedy	ACCEPT_RULE	YES	YES	absetzen · Schluss	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
193	E193	B2-S009	B2	f82r	f82r.7	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	NO	TWENTY_TWO_COMPONENT_STRIPS	OL+SH+E+DY	PROC114	OL+SH+E+DY	HOLD_STATE>CLOSE	START	CLOSED	NO	solshedy	solshedy	ACCEPT_RULE	YES	YES	fortsetzen · halten · kurz · Schluss	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
194	E194	B2-S010	B2	f82r	f82r.7	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+EE+Y	PROC092	OK+EE+Y	HOLD_STATE	START	WORK	NO	qokeey	qokeey	ACCEPT_RULE	YES	YES	ansetzen · länger · dies	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
195	E195	B2-S010	B2	f82r	f82r.7	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+Y	PROC008	OK+Y	ACTIVATE_CHARGE	WORK	WORK	NO	qoky	qoky	ACCEPT_RULE	YES	YES	ansetzen · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
196	E196	B2-S010	B2	f82r	f82r.7	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	NO	SEVENTEEN_EXACT_CARD_DECK	OL	PROC115	LS	CONTINUE_USE	WORK	WORK	NO	ls	ls	ACCEPT_RULE	YES	YES	fortsetzen	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
197	E197	B2-S010	B2	f82r	f82r.7	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	NO	SEVENTEEN_EXACT_CARD_DECK	PROC031	PROC031	WHOLE[cheey|shey]	HOLD_STATE	WORK	WORK	NO	cheey	cheey	ACCEPT_RULE	YES	YES	Empfangsbestand	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
198	E198	B2-S011	B2	f82r	f82r.19	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	YES	TWENTY_TWO_COMPONENT_STRIPS	OK+AIN	PROC080	OK+AIN	ACTIVATE_CHARGE	START	WORK	NO	qokain	okain	COPY_LOCAL_EXEMPLAR	YES	YES	ansetzen · Portion	YES	UNIQUE	3	SELECT_UNUSUAL_PROGRAM|RESET_VISIBLE_OWNER|COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB28	COPY_BLOCK_FROM_EXEMPLAR	YES	3	SELECT_UNUSUAL_PROGRAM|RESET_VISIBLE_OWNER|ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
199	E199	B2-S011	B2	f82r	f82r.19	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	NO	SEVENTEEN_EXACT_CARD_DECK	AR	PROC003	AR	ACTIVATE_CHARGE	WORK	WORK	NO	char	char	ACCEPT_RULE	YES	YES	von dort	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	AB28	COPY_BLOCK_FROM_EXEMPLAR	NO	0	NONE	AUTOMATIC_FLOW
200	E200	B2-S011	B2	f82r	f82r.19	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+AIN	PROC080	OK+AIN	ACTIVATE_CHARGE	WORK	WORK	NO	qokain	okain	COPY_LOCAL_EXEMPLAR	YES	YES	ansetzen · Portion	NO	UNIQUE	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB28	COPY_BLOCK_FROM_EXEMPLAR	NO	0	NONE	AUTOMATIC_FLOW
201	E201	B2-S011	B2	f82r	f82r.19	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+EE+DY	PROC100	OK+EE+DY	HOLD_STATE>CLOSE	WORK	CLOSED	NO	qokeedy	qokeedy	ACCEPT_RULE	YES	YES	ansetzen · länger · Schluss	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
202	E202	B2-S012	B2	f82r	f82r.19	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	NO	TWENTY_TWO_COMPONENT_STRIPS	L+CH+Y	PROC116	L+CH+Y	SOURCE_DRAW	START	AFTER_SOURCE	NO	lchy	lchy	ACCEPT_RULE	YES	YES	führen · abziehen · dies	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
203	E203	B2-S012	B2	f82r	f82r.23	B2_LOWER_GREEN_MULTI_FIGURE_POOL	YES	SEVENTEEN_EXACT_CARD_DECK	PROC031	PROC031	WHOLE[cheey|shey]	HOLD_STATE	AFTER_SOURCE	WORK	YES	cheey	cheey	ACCEPT_RULE	YES	YES	Empfangsbestand	NO	UNIQUE	1	RESET_VISIBLE_OWNER	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	RESET_VISIBLE_OWNER	CONSCIOUS_LOCAL_CHOICE
204	E204	B2-S012	B2	f82r	f82r.23	B2_LOWER_GREEN_MULTI_FIGURE_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	CTH+E+Y	PROC117	CTH+E+Y	HOLD_STATE	WORK	WORK	NO	qcthey	qcthey	ACCEPT_RULE	YES	YES	bereit · kurz · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
205	E205	B2-S012	B2	f82r	f82r.23	B2_LOWER_GREEN_MULTI_FIGURE_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+EE+Y	PROC092	OK+EE+Y	HOLD_STATE	WORK	WORK	NO	qokeey	qokeey	ACCEPT_RULE	YES	YES	ansetzen · länger · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
206	E206	B2-S012	B2	f82r	f82r.23	B2_LOWER_GREEN_MULTI_FIGURE_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	L+EE+Y	PROC118	L+EE+Y	SOURCE_DRAW	WORK	AFTER_SOURCE	NO	lcheey	lcheey	ACCEPT_RULE	YES	YES	führen · länger · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
207	E207	B2-S012	B2	f82r	f82r.23	B2_LOWER_GREEN_MULTI_FIGURE_POOL	NO	SEVENTEEN_EXACT_CARD_DECK	AIIN	PROC009	AIIN	METER_CHECK	AFTER_SOURCE	AFTER_METER	NO	daiin	daiin	ACCEPT_RULE	YES	YES	Maß	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
208	E208	B2-S012	B2	f82r	f82r.23	B2_LOWER_GREEN_MULTI_FIGURE_POOL	NO	SEVENTEEN_EXACT_CARD_DECK	Y	PROC019	Y	CONTINUE_USE	AFTER_METER	WORK	NO	chey	chey	ACCEPT_RULE	YES	YES	dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
209	E209	B2-S012	B2	f82r	f82r.23	B2_LOWER_GREEN_MULTI_FIGURE_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+EEE+DY	PROC119	OK+EEE+DY	HOLD_STATE>CLOSE	WORK	CLOSED	NO	qokeeedy	qokeeedy	ACCEPT_RULE	YES	YES	ansetzen · vollständig · Schluss	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
210	E210	B2-S013	B2	f82r	f82r.23	B2_LOWER_GREEN_MULTI_FIGURE_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	L+CHD+DY	PROC120	L+CHD+DY	MOVE_PASS>CLOSE	START	CLOSED	NO	lchedy	lchedy	ACCEPT_RULE	YES	YES	führen · umsetzen · Schluss	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
211	E211	B2-S014	B2	f82r	f82r.23	B2_LOWER_GREEN_MULTI_FIGURE_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	L+AR	PROC121	L+AR	SOURCE_DRAW	START	AFTER_SOURCE	NO	lar	lar	ACCEPT_RULE	YES	YES	führen · von dort	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
212	E212	B2-S015	B2	f82r	f82r.26	B2_LOWER_POOL_EDGE_STATIONS	YES	TWENTY_TWO_COMPONENT_STRIPS	SH+E+Y	PROC122	SH+E+Y	HOLD_STATE	START	WORK	NO	tshey	tshey	ACCEPT_RULE	YES	YES	halten · kurz · dies	YES	RECURRENT	1	RESET_VISIBLE_OWNER	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	RESET_VISIBLE_OWNER	CONSCIOUS_LOCAL_CHOICE
213	E213	B2-S015	B2	f82r	f82r.26	B2_LOWER_POOL_EDGE_STATIONS	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+EE+DY	PROC100	OK+EE+DY	HOLD_STATE>CLOSE	WORK	CLOSED	NO	qokeedy	qokeedy	ACCEPT_RULE	YES	YES	ansetzen · länger · Schluss	NO	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
214	E214	B2-S016	B2	f82r	f82r.26	B2_LOWER_POOL_EDGE_STATIONS	NO	SEVENTEEN_EXACT_CARD_DECK	AL	PROC055	AL	TARGET_HANDOFF	START	WORK	NO	dal	cheal	COPY_LOCAL_EXEMPLAR	YES	YES	Zielstelle	YES	UNIQUE	2	SELECT_UNUSUAL_PROGRAM|COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB29	COPY_BLOCK_FROM_EXEMPLAR	YES	2	SELECT_UNUSUAL_PROGRAM|ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
215	E215	B2-S016	B2	f82r	f82r.26	B2_LOWER_POOL_EDGE_STATIONS	NO	TWENTY_TWO_COMPONENT_STRIPS	L+CHD+AR	PROC123	L+CHD+AR	SOURCE_DRAW	WORK	AFTER_SOURCE	NO	lchedar	lchedar	ACCEPT_RULE	YES	YES	führen · umsetzen · von dort	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
216	E216	B2-S016	B2	f82r	f82r.26	B2_LOWER_POOL_EDGE_STATIONS	NO	SEVENTEEN_EXACT_CARD_DECK	PROC124	PROC124	WHOLE[ches]	ACTIVATE_CHARGE	AFTER_SOURCE	WORK	NO	ches	ches	ACCEPT_RULE	YES	YES	teilen	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
217	E217	B2-S016	B2	f82r	f82r.26	B2_LOWER_POOL_EDGE_STATIONS	NO	SEVENTEEN_EXACT_CARD_DECK	AIIN	PROC009	AIIN	METER_CHECK	WORK	AFTER_METER	NO	daiin	aiin	COPY_LOCAL_EXEMPLAR	YES	YES	Maß	NO	UNIQUE	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB30	COPY_BLOCK_FROM_EXEMPLAR	YES	1	ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
218	E218	B2-S016	B2	f82r	f82r.26	B2_LOWER_POOL_EDGE_STATIONS	NO	TWENTY_TWO_COMPONENT_STRIPS	OT+EE+Y	PROC109	OT+EE+Y	HOLD_STATE	AFTER_METER	WORK	NO	oteey	oteey	ACCEPT_RULE	YES	YES	danach · länger · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
219	E219	B2-S016	B2	f82r	f82r.26	B2_LOWER_POOL_EDGE_STATIONS	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+AIIN	PROC038	OK+AIIN	METER_CHECK	WORK	AFTER_METER	NO	qokaiin	qokaiin	ACCEPT_RULE	YES	YES	ansetzen · Maß	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
220	E220	B2-S016	B2	f82r	f82r.26	B2_LOWER_POOL_EDGE_STATIONS	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+E+Y	PROC085	OK+E+Y	HOLD_STATE	AFTER_METER	WORK	NO	okey	okey	ACCEPT_RULE	YES	YES	ansetzen · kurz · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
