target_occurrence_id	page	physical_folio	locus	line_number	section	language	hand	target_surface	target_ordinal	line_token_count	target_line_position	target_polarity	target_carrier_role	target_working_candidate_de	written_line_eva	l2_ordinal	l2_surface	l2_status	l2_axes	l2_semantic_candidate_de	l2_semantic_source	l2_unknown_cell	l1_ordinal	l1_surface	l1_status	l1_axes	l1_semantic_candidate_de	l1_semantic_source	l1_unknown_cell	r1_ordinal	r1_surface	r1_status	r1_axes	r1_semantic_candidate_de	r1_semantic_source	r1_unknown_cell	r2_ordinal	r2_surface	r2_status	r2_axes	r2_semantic_candidate_de	r2_semantic_source	r2_unknown_cell
G761-O140	f88v	f88	f88v.25	25	P	A	1	sheor	2	8	MIDDLE	MOIST	MATERIAL_PART	feuchter Drogenteil	ykeey sheor tos checkhy dain cheos cheockhy saldy	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	ykeey	ELIGIBLE	HOT|PROCESS|END_STAGE	erhitze hiervon bis zur Endstufe und schließe ab	GDT734_COMPLETE_WHOLE	0	3	tos	ELIGIBLE	NONE	[tos:?]	GDT734_CELL	1	4	checkhy	ELIGIBLE	NONE	trockene Mischung, Anfangsstufe	GDT734_COMPLETE_WHOLE	0
G761-O141	f88v	f88	f88v.26	26	P	A	1	cheor	3	4	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	saiin choky cheor shy	1	saiin	ELIGIBLE	NONE	drei Drachmen	GDT760_AMOUNT_FAMILY	0	2	choky	ELIGIBLE	HOT|DRY|PREPARATION|BEGIN_STAGE	heiß-trockene Zubereitung, Grundform	GDT734_COMPLETE_WHOLE	0	4	shy	ELIGIBLE	NONE	feucht, Anfangsstufe	GDT734_COMPLETE_WHOLE	0	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1
G761-O142	f89r1	f89	f89r1.19	19	P	A	1	sheo	2	9	MIDDLE	MOIST	PREPARATION	Feuchtzubereitung	pshol sheo qoay cheocphy s sheyr qokair ydam daly	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	pshol	SUSPECT	NONE	QUARANTINED_SOURCE_COMPOSITION	GDT754_PROVENANCE_SIEVE	0	3	qoay	NONEXACT	NONE	[qoay:?]	GDT734_CELL	1	4	cheocphy	NONEXACT	NONE	[cheocphy:?]	GDT734_CELL	1
G761-O143	f89v1	f89	f89v1.10	10	P	A	1	sheor	2	10	MIDDLE	MOIST	MATERIAL_PART	feuchter Drogenteil	tor sheor cheeor cthey qokol daiin chekal dals chear qotam	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	tor	ELIGIBLE	COLD|AMOUNT|MATERIAL	kalte Drogenportion	GDT734_COMPLETE_WHOLE	0	3	cheeor	NONEXACT	NONE	eine Portion vollständig getrocknete Droge	GDT734_COMPLETE_WHOLE	0	4	cthey	ELIGIBLE	MATERIAL	Pflanzendroge, Form I	GDT734_COMPLETE_WHOLE	0
G761-O144	f90r1	f90	f90r1.2	2	H	A	1	sheor	3	6	MIDDLE	MOIST	MATERIAL_PART	feuchter Drogenteil	yshol tor sheor qotchor qoky darala	1	yshol	ELIGIBLE	MATERIAL	weiche hiervon den Drogenstoff ein	GDT734_COMPLETE_WHOLE	0	2	tor	ELIGIBLE	COLD|AMOUNT|MATERIAL	kalte Drogenportion	GDT734_COMPLETE_WHOLE	0	4	qotchor	ELIGIBLE	COLD|DRY|AMOUNT|MATERIAL	kalt-trockene Drogenportion	GDT734_COMPLETE_WHOLE	0	5	qoky	ELIGIBLE	HOT|BEGIN_STAGE	heiß am Anfang des Grades	GDT734_COMPLETE_WHOLE	0
G761-O145	f93r	f93	f93r.2	2	H	A	1	sheo	6	11	MIDDLE	MOIST	PREPARATION	Feuchtzubereitung	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	4	chotom	ELIGIBLE	NONE	[chotom:?]	GDT734_CELL	1	5	cthodar	ELIGIBLE	NONE	[cthodar:?]	GDT734_CELL	1	7	s	ELIGIBLE	NONE	Mengen-/Gleichteileform	GDT760_AMOUNT_FAMILY	0	8	oteodal	ELIGIBLE	NONE	[oteodal:?]	GDT734_CELL	1
G761-O146	f93r	f93	f93r.11	11	H	A	1	sheo	5	7	MIDDLE	MOIST	PREPARATION	Feuchtzubereitung	okeol oteol s odam sheo al sal	3	s	NONEXACT	NONE	Mengen-/Gleichteileform	GDT760_AMOUNT_FAMILY	0	4	odam	NONEXACT	NONE	ein Maß Ansatz abmessen	GDT734_COMPLETE_WHOLE	0	6	al	ELIGIBLE	NONE	Material I	GDT712_GDT734_POST_G734_OVERRIDE	0	7	sal	ELIGIBLE	NONE	Saat-Rohstoff I	GDT734_COMPLETE_WHOLE	0
G761-O147	f93r	f93	f93r.27	27	H	A	1	cheo	2	4	MIDDLE	DRY	PREPARATION	trocken angesetzte Zubereitung	qokor cheo los ckheody	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	qokor	ELIGIBLE	HOT|AMOUNT|MATERIAL	heiße Drogenportion	GDT734_COMPLETE_WHOLE	0	3	los	SUSPECT	NONE	QUARANTINED_SOURCE_COMPOSITION	GDT754_PROVENANCE_SIEVE	0	4	ckheody	ELIGIBLE	PREPARATION|CLOSE|END_STAGE	fertiger Ansatz eines Arzneikompositums	GDT734_COMPLETE_WHOLE	0
G761-O148	f94r	f94	f94r.7	7	H	B	3	cheor	3	10	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	pchedar oraiin cheor kas or als o xoy olkain am	1	pchedar	ELIGIBLE	NONE	[pchedar:?]	GDT734_CELL	1	2	oraiin	NONEXACT	NONE	drei Portionen	GDT760_AMOUNT_FAMILY	0	4	kas	ELIGIBLE	NONE	[kas:?]	GDT734_CELL	1	5	or	ELIGIBLE	NONE	Portionsform	GDT760_AMOUNT_FAMILY	0
G761-O149	f96r	f96	f96r.5	5	H	A	1	sheor	5	7	MIDDLE	MOIST	MATERIAL_PART	feuchter Drogenteil	daiin chodaiin cthey tol sheor qokeol okol	3	cthey	ELIGIBLE	MATERIAL	Pflanzendroge, Form I	GDT734_COMPLETE_WHOLE	0	4	tol	ELIGIBLE	NONE	kalt	GDT734_COMPLETE_WHOLE	0	6	qokeol	SUSPECT	NONE	QUARANTINED_SOURCE_COMPOSITION	GDT754_PROVENANCE_SIEVE	0	7	okol	ELIGIBLE	NONE	heißer Ansatzstoff	GDT734_COMPLETE_WHOLE	0
G761-O150	f96r	f96	f96r.9	9	H	A	1	sheo	2	6	MIDDLE	MOIST	PREPARATION	Feuchtzubereitung	todar sheo cthody shokocfhy chopcho dory	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	todar	NONEXACT	NONE	[todar:?]	GDT734_CELL	1	3	cthody	SUSPECT	NONE	QUARANTINED_SOURCE_COMPOSITION	GDT754_PROVENANCE_SIEVE	0	4	shokocfhy	ELIGIBLE	NONE	[shokocfhy:?]	GDT734_CELL	1
G761-O151	f96v	f96	f96v.13	13	H	A	1	cheor	2	2	LAST	DRY	MATERIAL_PART	trockener Drogenteil	soysar cheor	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	soysar	NONEXACT	NONE	Samenzubereitung, Grundform; Samenfraktion I	GDT734_COMPLETE_WHOLE	0	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1
