surface	component_recipe	events	physical_pages	channel_class	reading_route	compact_default_de
dara	D_ADDR+AR+A_ADDR	1	f75r	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; Entnahmestelle; lokale Arbeitsstelle
daram	DA+R+A_ADDR+AM_ADDR	1	f68r1	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	zweite Arbeitsstufe; Zustand kennzeichnen; lokale Arbeitsstelle; Innenstelle
darary	DA+R+AR+Y	1	f82r	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	zweite Arbeitsstufe; Zustand kennzeichnen; Entnahmestelle; dieser Arbeitsgegenstand
dardardy	D_ADDR+AR+D_ADDR+AR+DY	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; Entnahmestelle; bezeichneter Teil; Entnahmestelle; Arbeitsschritt schließen
darol	DA+R+OL	1	f82r	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	zweite Arbeitsstufe; Zustand kennzeichnen; im selben Arbeitsgang fortfahren
darolsy	DA+R+OL+S+Y	1	f83r	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	zweite Arbeitsstufe; Zustand kennzeichnen; im selben Arbeitsgang fortfahren; Arbeitsvariante auswählen; dieser Arbeitsgegenstand
darom	D_ADDR+AR+O+AM_ADDR	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; Entnahmestelle; Arbeitsgang ausführen; Innenstelle
dateey	DA+T+EE+Y	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	zweite Arbeitsstufe; Arbeitsgang einstellen; länger oder gehalten; dieser Arbeitsgegenstand
dchdar	D_ADDR+CHD+AR	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; Arbeitsgut umsetzen; Entnahmestelle
dchdy	CHD+DY	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgut umsetzen; Arbeitsschritt schließen
dcheokedy	D_ADDR+CHEO+K+E+D_ADDR+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; Auszug; Material zugeben; kurz oder direkt; bezeichneter Teil; dieser Arbeitsgegenstand
dchetay	D_ADDR+CH+E+T+A_ADDR+Y	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsgang einstellen; lokale Arbeitsstelle; dieser Arbeitsgegenstand
dchg	D_ADDR+CH+LOCAL_CHAR_G	1	f13r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; bezeichneten Anteil entnehmen; lokales Schreibzeichen
dchsed	D_ADDR+CH+S+E+D_ADDR	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; bezeichneten Anteil entnehmen; Arbeitsvariante auswählen; kurz oder direkt; bezeichneter Teil
dedy	D_ADDR+E+DY	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; kurz oder direkt; Arbeitsschritt schließen
deeedy	D_ADDR+EEE+D_ADDR+Y	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; vollständig; bezeichneter Teil; dieser Arbeitsgegenstand
deey	D_ADDR+EE+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; länger oder gehalten; dieser Arbeitsgegenstand
dkain	D_ADDR+K+AIN	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; Material zugeben; Portion
dky	D_ADDR+K+Y	1	f11r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; Material zugeben; dieser Arbeitsgegenstand
dlal	D_ADDR+L+AL	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; entlang des Arbeitswegs führen; Ziel- oder Anschlussstelle
doaiin	D_ADDR+O+AIIN	1	f13r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; Arbeitsgang ausführen; Sollmaß
doair	D_ADDR+O+AIR	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; Arbeitsgang ausführen; Flüssigkeits- oder Stationslauf
dod	D_ADDR+O+D_ADDR	1	f11r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; Arbeitsgang ausführen; bezeichneter Teil
dodyd	D_ADDR+O+DY+D_LABEL	1	f55v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; Arbeitsgang ausführen; Arbeitsschritt schließen; lokales Schreibzeichen
dokan	D_ADDR+OK+AN	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; Arbeitsgang ansetzen; weiteren Posten zugeben
dolaram	D_ADDR+OL+AR+AM_ADDR	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; im selben Arbeitsgang fortfahren; Entnahmestelle; Innenstelle
dolchedy	D_ADDR+OL+CHD+Y	1	f68r1	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; im selben Arbeitsgang fortfahren; Arbeitsgut umsetzen; dieser Arbeitsgegenstand
dolchsody	D_ADDR+OL+CH+S_ADDR+O+DY	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; im selben Arbeitsgang fortfahren; bezeichneten Anteil entnehmen; bezeichnete s-Stelle; Arbeitsgang ausführen; Arbeitsschritt schließen
doleeey	D_ADDR+OL+EEE+Y	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; im selben Arbeitsgang fortfahren; vollständig; dieser Arbeitsgegenstand
dolol	D_ADDR+OL+OL	1	f82r	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; im selben Arbeitsgang fortfahren; im selben Arbeitsgang fortfahren
dolshed	D_ADDR+OL+SHED	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; im selben Arbeitsgang fortfahren; absetzen lassen
dorsheoy	D_ADDR+OR+SH+E+O+Y	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; Ansatz oder Zubereitung; Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang ausführen; dieser Arbeitsgegenstand
dory	D_ADDR+OR+Y	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; Ansatz oder Zubereitung; dieser Arbeitsgegenstand
dosar	D_ADDR+O+S+AR	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; Arbeitsgang ausführen; Arbeitsvariante auswählen; Entnahmestelle
dpchy	D_ADDR+P+Y	1	f13r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; Material einsetzen; dieser Arbeitsgegenstand
dsheckhy	D_ADDR+SH+E+CKH+Y	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; Arbeitsgegenstand halten; kurz oder direkt; durch einen Durchlass führen; dieser Arbeitsgegenstand
dsholyd	D_ADDR+SH+OL+Y+D_ADDR	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; Arbeitsgegenstand halten; im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand; bezeichneter Teil
dshor	D_ADDR+SH+OR	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; Arbeitsgegenstand halten; Ansatz oder Zubereitung
dykain	D_ADDR+Y+K+AIN	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; dieser Arbeitsgegenstand; Material zugeben; Portion
dypchy	D_ADDR+Y+P+Y	1	f13r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; dieser Arbeitsgegenstand; Material einsetzen; dieser Arbeitsgegenstand
eckhear	E+CKH+E+AR	1	f68r1	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	kurz oder direkt; durch einen Durchlass führen; kurz oder direkt; Entnahmestelle
eesydy	EE+S+Y+D_ADDR+Y	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	länger oder gehalten; Arbeitsvariante auswählen; dieser Arbeitsgegenstand; bezeichneter Teil; dieser Arbeitsgegenstand
es	E+S	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	kurz oder direkt; Arbeitsvariante auswählen
esedy	E+S+E+DY	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	kurz oder direkt; Arbeitsvariante auswählen; kurz oder direkt; Arbeitsschritt schließen
etyd	E+T+Y	1	f10r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	kurz oder direkt; Arbeitsgang einstellen; dieser Arbeitsgegenstand
eykeody	E+Y+K+E+O+DY	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	kurz oder direkt; dieser Arbeitsgegenstand; Material zugeben; kurz oder direkt; Arbeitsgang ausführen; Arbeitsschritt schließen
g	G_LABEL	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	lokales Schreibzeichen
giin	LOCAL_CHAR_G+IIN	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	lokales Schreibzeichen; Arbeitsstufe
iokeeor	OK+EE+OR	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; länger oder gehalten; Ansatz oder Zubereitung
k	K	1	f13r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material zugeben
kaiiin	K+A_ADDR+LOCAL_CHAR_I+IIN	1	f10r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material zugeben; lokale Arbeitsstelle; lokales Schreibzeichen; Arbeitsstufe
kair	K+AIR	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material zugeben; Flüssigkeits- oder Stationslauf
kalol	K+AL+OL	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material zugeben; Ziel- oder Anschlussstelle; im selben Arbeitsgang fortfahren
kam	K+AM_ADDR	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material zugeben; Innenstelle
kchaiin	K+CH+AIIN	1	f10r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material zugeben; bezeichneten Anteil entnehmen; Sollmaß
kchal	K+CH+AL	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material zugeben; bezeichneten Anteil entnehmen; Ziel- oder Anschlussstelle
kcharg	K+CH+AR+LOCAL_CHAR_G	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material zugeben; bezeichneten Anteil entnehmen; Entnahmestelle; lokales Schreibzeichen
kchdy	K+CHD+Y	1	f55v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material zugeben; Arbeitsgut umsetzen; dieser Arbeitsgegenstand
kchedykary	K+CHD+Y+K+AR+Y	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material zugeben; Arbeitsgut umsetzen; dieser Arbeitsgegenstand; Material zugeben; Entnahmestelle; dieser Arbeitsgegenstand
kcheedchdy	K+CH+EE+D_ADDR+CHD+Y	1	f55v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material zugeben; bezeichneten Anteil entnehmen; länger oder gehalten; bezeichneter Teil; Arbeitsgut umsetzen; dieser Arbeitsgegenstand
kcheey	K+CH+EE+Y	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material zugeben; bezeichneten Anteil entnehmen; länger oder gehalten; dieser Arbeitsgegenstand
kchoar	K+CH+O+AR	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material zugeben; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Entnahmestelle
kchor	K+CH+OR	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material zugeben; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung
kedy	K+E+DY	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material zugeben; kurz oder direkt; Arbeitsschritt schließen
keeyfar	K+EE+Y+LOCAL_CHAR_F+AR	1	f55v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material zugeben; länger oder gehalten; dieser Arbeitsgegenstand; lokales Schreibzeichen; Entnahmestelle
keishy	K+E+SH+Y	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material zugeben; kurz oder direkt; Arbeitsgegenstand halten; dieser Arbeitsgegenstand
kesd	K+E+S_ADDR+D_ADDR	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material zugeben; kurz oder direkt; bezeichnete s-Stelle; bezeichneter Teil
koay	K+O+A_ADDR+Y	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material zugeben; Arbeitsgang ausführen; lokale Arbeitsstelle; dieser Arbeitsgegenstand
kol	K+OL	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material zugeben; im selben Arbeitsgang fortfahren
kolchdy	K+OL+CHD+Y	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material zugeben; im selben Arbeitsgang fortfahren; Arbeitsgut umsetzen; dieser Arbeitsgegenstand
koldy	K+OL+DY	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material zugeben; im selben Arbeitsgang fortfahren; Arbeitsschritt schließen
kom	K+O+M_LOCAL	1	f10r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material zugeben; Arbeitsgang ausführen; lokales Schreibzeichen
kor	K+OR	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material zugeben; Ansatz oder Zubereitung
korchy	K+OR+CH+Y	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material zugeben; Ansatz oder Zubereitung; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand
kshey	K+SH+E+Y	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material zugeben; Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand
kshy	K+SH+Y	1	f11r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material zugeben; Arbeitsgegenstand halten; dieser Arbeitsgegenstand
ky	K+Y	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material zugeben; dieser Arbeitsgegenstand
lal	L+AL	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; Ziel- oder Anschlussstelle
lch	L+CH	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; bezeichneten Anteil entnehmen
lchcphedy	L+CH+CPH+E+DY	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; bezeichneten Anteil entnehmen; umleiten; kurz oder direkt; Arbeitsschritt schließen
lchdy	L+CHD+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand
lcheckhedy	L+CKH+E+DY	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; durch einen Durchlass führen; kurz oder direkt; Arbeitsschritt schließen
lchedal	L+CHD+AL	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; Arbeitsgut umsetzen; Ziel- oder Anschlussstelle
lchedar	L+CHD+AR	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; Arbeitsgut umsetzen; Entnahmestelle
lcheedy	L+CH+EE+D_ADDR+Y	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; bezeichneten Anteil entnehmen; länger oder gehalten; bezeichneter Teil; dieser Arbeitsgegenstand
lcheeor	L+CH+EE+OR	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; bezeichneten Anteil entnehmen; länger oder gehalten; Ansatz oder Zubereitung
lcheey	L+EE+Y	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; länger oder gehalten; dieser Arbeitsgegenstand
lcho	L+CH+O	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen
lchpchdy	L+CH+P+CHD+Y	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; bezeichneten Anteil entnehmen; Material einsetzen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand
lchs	L+CH+S	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; bezeichneten Anteil entnehmen; Arbeitsvariante auswählen
lchy	L+CH+Y	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand
ldalor	L+AL+OR	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; Ziel- oder Anschlussstelle; Ansatz oder Zubereitung
ldar	L+DA+R	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; zweite Arbeitsstufe; Zustand kennzeichnen
lkamo	L+K+AM_ADDR+O	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; Material zugeben; Innenstelle; Arbeitsgang ausführen
lkchedy	L+K+CHD+Y	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; Material zugeben; Arbeitsgut umsetzen; dieser Arbeitsgegenstand
lkedey	L+K+E+D_ADDR+E+Y	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; Material zugeben; kurz oder direkt; bezeichneter Teil; kurz oder direkt; dieser Arbeitsgegenstand
lkeed	L+K+EE+D_ADDR	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; Material zugeben; länger oder gehalten; bezeichneter Teil
lkeedy	L+K+EE+D_ADDR+Y	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; Material zugeben; länger oder gehalten; bezeichneter Teil; dieser Arbeitsgegenstand
lkeey	L+K+EE+Y	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; Material zugeben; länger oder gehalten; dieser Arbeitsgegenstand
lkshy	L+K+SH+Y	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; Material zugeben; Arbeitsgegenstand halten; dieser Arbeitsgegenstand
lochedy	L+O+CHD+DY	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; Arbeitsgang ausführen; Arbeitsgut umsetzen; Arbeitsschritt schließen
lolchedy	L+OL+CHD+DY	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; im selben Arbeitsgang fortfahren; Arbeitsgut umsetzen; Arbeitsschritt schließen
lolol	L+OL+OL	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; im selben Arbeitsgang fortfahren; im selben Arbeitsgang fortfahren
lpchedy	L+P+CHD+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; Material einsetzen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand
lr	L+R	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; Zustand kennzeichnen
ls	OL	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	im selben Arbeitsgang fortfahren
lshed	L+SHED	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; absetzen lassen
lshedary	L+SH+E+D_ADDR+AR+Y	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; Arbeitsgegenstand halten; kurz oder direkt; bezeichneter Teil; Entnahmestelle; dieser Arbeitsgegenstand
lshety	LSH+E+T+Y	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	spülen; kurz oder direkt; Arbeitsgang einstellen; dieser Arbeitsgegenstand
lshey	L+SH+E+Y	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand
lsho	LSH+O	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	spülen; Arbeitsgang ausführen
ltain	L+T+AIN	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; Arbeitsgang einstellen; Portion
ltary	L+T+AR+Y	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; Arbeitsgang einstellen; Entnahmestelle; dieser Arbeitsgegenstand
lteedy	L+T+EE+D_ADDR+Y	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; Arbeitsgang einstellen; länger oder gehalten; bezeichneter Teil; dieser Arbeitsgegenstand
oain	O+AIN	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; Portion
oalcheg	O+AL+CH+E+G_LABEL	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; Ziel- oder Anschlussstelle; bezeichneten Anteil entnehmen; kurz oder direkt; lokales Schreibzeichen
oar	O+AR	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; Entnahmestelle
oaram	O+AR+AM_ADDR	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; Entnahmestelle; Innenstelle
ochedy	O+CHD+Y	1	f55v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand
ochol	O+OL	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; im selben Arbeitsgang fortfahren
ochoyk	O+CH+O+Y+K	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; dieser Arbeitsgegenstand; Material zugeben
ochy	O+Y	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; dieser Arbeitsgegenstand
ockhey	O+CKH+E+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; durch einen Durchlass führen; kurz oder direkt; dieser Arbeitsgegenstand
ocphy	O+CPH+Y	1	f68r1	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; umleiten; dieser Arbeitsgegenstand
octheol	O+CTH+E+OL	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; bis bereit führen; kurz oder direkt; im selben Arbeitsgang fortfahren
octhey	O+CTH+E+Y	1	f68r1	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; bis bereit führen; kurz oder direkt; dieser Arbeitsgegenstand
octhody	O+CTH+O+D_ADDR+Y	1	f10r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; bis bereit führen; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand
octhole	O+CTH+OL+E	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; bis bereit führen; im selben Arbeitsgang fortfahren; kurz oder direkt
octhys	O+CTH+Y+S	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; bis bereit führen; dieser Arbeitsgegenstand; Arbeitsvariante auswählen
odaeiin	O+DA+E+IIN	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; zweite Arbeitsstufe; kurz oder direkt; Arbeitsstufe
odaiiin	O+DA+LOCAL_CHAR_I+IIN	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; zweite Arbeitsstufe; lokales Schreibzeichen; Arbeitsstufe
odaiin	O+D_ADDR+AIIN	1	f10r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; bezeichneter Teil; Sollmaß
odain	O+D_ADDR+AIN	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; bezeichneter Teil; Portion
odair	O+D_ADDR+AIR	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; bezeichneter Teil; Flüssigkeits- oder Stationslauf
odal	O+DA+L	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; zweite Arbeitsstufe; entlang des Arbeitswegs führen
odar	O+D_ADDR+AR	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; bezeichneter Teil; Entnahmestelle
odas	O+DA+S	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; zweite Arbeitsstufe; Arbeitsvariante auswählen
