target_ordinal	surface	reader_decision	support_tier	support_rank	support_band	final_recipe	target_event_count	target_physical_pages	observed_requirement_modes	visible_action_roots	visible_argument_roots	future_action_contract	future_argument_contract	minimum_future_state_for_verbal_clause	neutral_component_reading_de	known_contextual_readings_de	tier_route_class	tier_trace	tier_evidence	tier_context_relation	tier_caution	weak_queue_candidate	weak_queue_reason	source_reader	reading_scope	guard
73	ofaram	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	WORKING_DEFAULT_FRAGMENT	O+LOCAL_CHAR_F+AR+AM_ADDR	1	f66r	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	NONE	NONE	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	ACTIVE_ACTION	Zur Ausführung; hier; vom Ausgang; hier.	Im laufenden Satz bearbeite den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; zur Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	ALIGNED_VISIBLE_STEM_WITH_NEW_INTERFACE	PRIMARY[[ofar]+am]	anchor=O+LOCAL_CHAR_F+AR;anchor_old_events=1;old_interfaces=0/1;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_EQUAL	NEW_ATOM_INTERFACE | EXPLICIT_WORKING_DEFAULT__NO_QUALIFIED_SECONDARY	YES	NEW_ATOM_INTERFACE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
74	okalchedy	READ_KNOWN_145_PROSE_WORKING_CARD	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	2	SUPPORTED_TILE_BRIDGE	OK+AL+CHD+Y	1	f66r	SELF_CONTAINED	OK|CHD	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten setzen und bearbeiten; am Zielort.	Trage den laufenden Eintrag ein und bearbeite den laufenden Eintrag; zur Zielspalte.	ADJACENT_OLD_TILE_SEQUENCE	OLD_TILES[OK+AL | CHD+Y]	tiles=2;minimum_tile_events=47;old_seams=1/1;old_skeleton_events=0;ordered_statement_paths=11;adjacent_paths=2	NO_EXACT_PORTABLE_SKELETON	NONE__OLD_CONTEXT_OR_ORDERED_TILE_BRIDGE	NO	NONE	GDT542_FULL_TILE_BRIDGE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
75	okedals	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	OK+AL+S	1	f66r	REQUIRES_ACTIVE_ARGUMENT	OK|S	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Setzen und wählen; am Zielort.	Trage den laufenden Eintrag [wie zuvor] ein und wähle den laufenden Eintrag [wie zuvor]; zur Zielspalte.	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	PRIMARY[[okedal]+s]	anchor=OK+AL;anchor_old_events=47;old_interfaces=1/1;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_INCLUDED	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
76	okedam	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	OK+E+D_ADDR+AM_ADDR	1	f31r	REQUIRES_ACTIVE_ARGUMENT	OK	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Setzen; auf Grad I; hier; hier.	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	RECIPE_ANCHOR_ALL_INTERFACES_OLD	PRIMARY[[NO_EXACT_OLD_VISIBLE_STEM]]	anchor=OK+E+D_ADDR;anchor_old_events=3;old_interfaces=1/1;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_INCLUDED	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
77	okoy	READ_KNOWN_145_PROSE_WORKING_CARD	FULL_OLD_RECIPE_CARRIER	1	STRONG_EXACT_OLD_RECIPE	OK+O+Y	1	f20v	SELF_CONTAINED	OK	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten setzen; zur Ausführung.	Setze den Pflanzenposten im Arbeitsgang an; zur Ausführung.	VISIBLE_COMPLETE_EXACT_RECIPE_REPLICATION	OLD_COMPLETE_RECIPE[OK+O+Y] | OLD_SURFACES[okochey]	old_events=1;old_surfaces=1;old_pages=1;old_statements=1	EXACT_PROFILE_MATCH	NONE__COMPLETE_OLD_RECIPE_AND_CONTEXT_PROFILE	NO	NONE	GDT541_EXACT_RECIPE_PROFILE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
78	olsheor	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	OL+SH+E+OR	1	f31r	SELF_CONTAINED	SH	OR	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Fortsetzen; die Einheit halten; auf Grad I.	Halte die Arbeitseinheit; auf Grad I; führe fort.	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	PRIMARY[ol+[sheor]]	anchor=SH+E+OR;anchor_old_events=5;old_interfaces=1/1;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
79	otalor	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	OT+AL+OR	1	f66r	REQUIRES_ACTIVE_ACTION	NONE	OR	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	ACTIVE_ACTION	Danach; am Zielort; Einheit.	Danach: im laufenden Satz halte die Eintragseinheit fest; zur Zielspalte.	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	PRIMARY[[otal]+or]	anchor=OT+AL;anchor_old_events=16;old_interfaces=1/1;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_INCLUDED	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
80	oteochey	READ_KNOWN_145_PROSE_WORKING_CARD	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	2	SUPPORTED_TILE_BRIDGE	OT+E+O+CH+E+Y	1	f66r	SELF_CONTAINED	CH	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Danach; auf Grad I; zur Ausführung; den Posten nehmen; erneut auf Grad I.	Danach: entnimm den laufenden Eintrag; auf Grad I [außen], zur Ausführung und auf Grad I [innen].	EXACT_PORTABLE_SKELETON_CONTEXT	OLD_TILES[OT+E+O | CH+E+Y]	tiles=2;minimum_tile_events=4;old_seams=1/1;old_skeleton_events=4;ordered_statement_paths=0;adjacent_paths=0	TARGET_MODE_INCLUDED__EXACT_SET	NONE__OLD_CONTEXT_OR_ORDERED_TILE_BRIDGE	NO	NONE	GDT542_FULL_TILE_BRIDGE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
81	pchof	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	P+CH+O+LOCAL_CHAR_F	1	f66r	SELF_CONTAINED	P|CH	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Einsetzen und nehmen; zur Ausführung; hier.	Setze ein und entnimm; zur Ausführung; an der bezeichneten Stelle.	RECIPE_ANCHOR_ALL_INTERFACES_OLD	PRIMARY[[NO_EXACT_OLD_VISIBLE_STEM]]	anchor=O+LOCAL_CHAR_F;anchor_old_events=1;old_interfaces=1/1;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
82	pdaiin	READ_KNOWN_145_PROSE_WORKING_CARD	ATOMS_AND_FACTORS_ONLY	4	SUPPORTED_VISIBLE_ATOMS	P+AIIN	1	f66r	SELF_CONTAINED	P	AIIN	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Wert einsetzen.	Setze den Kennwert ein.	OLD26_MIXED_CANONICAL_AND_LEARNED_RENDERERS	p→P | daiin→AIIN	old_cover_paths=1;old_interfaces=1/1;execution=READ_FACTOR_GREEN	GDT540_OBSERVED_REQUIREMENT_MODE	NONE	NO	NONE	GDT547_ATOMIC_FACTOR_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
83	pofochey	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	P+O+LOCAL_CHAR_F+O+CH+E+Y	1	f20v	SELF_CONTAINED	P|CH	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten einsetzen und nehmen; zur Ausführung; hier; erneut zur Ausführung; auf Grad I.	Setze den Pflanzenposten ein und nimm den Pflanzenposten; zur Ausführung [außen], zur Ausführung [innen] und auf Grad I; an der bezeichneten Stelle.	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	PRIMARY[pof+[ochey]]	anchor=O+CH+E+Y;anchor_old_events=1;old_interfaces=1/1;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
84	psheody	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	P+SH+E+O+D_ADDR+Y	1	f66r	SELF_CONTAINED	P|SH	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten einsetzen und halten; auf Grad I; zur Ausführung; hier.	Setze den laufenden Eintrag ein und halte den laufenden Eintrag fest; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	PRIMARY[p+[sheody]]	anchor=SH+E+O+D_ADDR+Y;anchor_old_events=5;old_interfaces=1/1;recurrent_channels=1;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
85	pydaiin	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	P+Y+D_ADDR+AIIN	1	f4r	SELF_CONTAINED	P	Y|AIIN	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten und den Wert einsetzen; hier.	Setze den Pflanzenposten und den Arbeitswert ein; an der bezeichneten Stelle.	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	PRIMARY[p+[ydaiin]]	anchor=Y+D_ADDR+AIIN;anchor_old_events=5;old_interfaces=1/1;recurrent_channels=1;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
86	qef	READ_KNOWN_145_PROSE_WORKING_CARD	ATOMS_AND_FACTORS_ONLY	4	BOUNDED_SPECIAL_VISIBLE_ROUTE	E+LOCAL_CHAR_F	1	f31r	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	NONE	NONE	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	ACTIVE_ACTION	Auf Grad I; hier.	Im laufenden Satz gib den Pflanzenposten [wie zuvor] zu; auf Grad I; an der bezeichneten Stelle.	GDT535_LOCAL_Q_NULL_PLUS_CANONICAL_ATOMS	q→NULL_Q | e→E | f→LOCAL_CHAR_F	old_cover_paths=0;old_interfaces=1/1;execution=READ_FACTOR_GREEN	GDT540_OBSERVED_REQUIREMENT_MODE	q-null is locally selected, not a universal q deletion	NO	NONE	GDT547_ATOMIC_FACTOR_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
87	qocthedy	READ_KNOWN_145_PROSE_WORKING_CARD	FULL_OLD_RECIPE_CARRIER	1	STRONG_EXACT_OLD_RECIPE	CARRIER_Q+O+CH+T+E+Y	1	f66r	SELF_CONTAINED	CH|T	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Mit Beginnmarker; zur Ausführung; den Posten nehmen und einstellen; auf Grad I.	Entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; mit Beginnmarker, zur Ausführung und auf Grad I.	VISIBLE_COMPLETE_EXACT_RECIPE_REPLICATION	OLD_COMPLETE_RECIPE[CARRIER_Q+O+CH+T+E+Y] | OLD_SURFACES[qocthey]	old_events=1;old_surfaces=1;old_pages=1;old_statements=1	EXACT_PROFILE_MATCH	NONE__COMPLETE_OLD_RECIPE_AND_CONTEXT_PROFILE	NO	NONE	GDT541_EXACT_RECIPE_PROFILE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
88	qoekedy	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	WORKING_DEFAULT_FRAGMENT	CARRIER_Q+O+E+K+E+DY	1	f31r	REQUIRES_ACTIVE_ARGUMENT	K	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Mit Beginnmarker; zur Ausführung; auf Grad I; geben; erneut auf Grad I; abschließen.	Gib die Arbeitseinheit [wie zuvor] zu; mit Beginnmarker, zur Ausführung, auf Grad I [außen] und auf Grad I [innen]; schließe den Schritt.	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	PRIMARY[qoe+[kedy]]	anchor=K+E+DY;anchor_old_events=1;old_interfaces=1/1;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_DISJOINT	ANCHOR_CONTEXT_MODE_DIFFERENCE | EXPLICIT_WORKING_DEFAULT__NO_QUALIFIED_SECONDARY	YES	ANCHOR_CONTEXT_MODE_DIFFERENCE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
89	qokaiir	READ_KNOWN_145_PROSE_WORKING_CARD	FULL_OLD_RECIPE_CARRIER	1	STRONG_EXACT_OLD_RECIPE	OK+IIN+R	1	f66r	REQUIRES_ACTIVE_ARGUMENT	OK|R	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Setzen und markieren; auf der bezeichneten Stufe.	Trage den laufenden Eintrag [wie zuvor] ein und kennzeichne den laufenden Eintrag [wie zuvor]; auf der bezeichneten Stufe.	CONTEXTUAL_EXACT_RECIPE_REPLICATION	OLD_COMPLETE_RECIPE[OK+IIN+R] | OLD_SURFACES[okaiir]	old_events=2;old_surfaces=1;old_pages=2;old_statements=2	EXACT_PROFILE_MATCH	NONE__COMPLETE_OLD_RECIPE_AND_CONTEXT_PROFILE	NO	NONE	GDT541_EXACT_RECIPE_PROFILE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
90	qokchey	READ_KNOWN_145_PROSE_WORKING_CARD	FULL_OLD_RECIPE_CARRIER	1	STRONG_EXACT_OLD_RECIPE	OK+CH+E+Y	1	f66r	SELF_CONTAINED	OK|CH	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten setzen und nehmen; auf Grad I.	Trage den laufenden Eintrag ein und entnimm den laufenden Eintrag; auf Grad I.	VISIBLE_COMPLETE_EXACT_RECIPE_REPLICATION	OLD_COMPLETE_RECIPE[OK+CH+E+Y] | OLD_SURFACES[chokchey]	old_events=1;old_surfaces=1;old_pages=1;old_statements=1	EXACT_PROFILE_MATCH	NONE__COMPLETE_OLD_RECIPE_AND_CONTEXT_PROFILE	NO	NONE	GDT541_EXACT_RECIPE_PROFILE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
91	qokee	READ_KNOWN_145_PROSE_WORKING_CARD	FULL_OLD_RECIPE_CARRIER	1	STRONG_EXACT_OLD_RECIPE	OK+EE	1	f31r	REQUIRES_ACTIVE_ARGUMENT	OK	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Setzen; auf Grad II.	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; auf Grad II.	CONTEXTUAL_EXACT_RECIPE_REPLICATION	OLD_COMPLETE_RECIPE[OK+EE] | OLD_SURFACES[okee]	old_events=1;old_surfaces=1;old_pages=1;old_statements=1	EXACT_PROFILE_MATCH	NONE__COMPLETE_OLD_RECIPE_AND_CONTEXT_PROFILE	NO	NONE	GDT541_EXACT_RECIPE_PROFILE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
92	qokeedar	READ_KNOWN_145_PROSE_WORKING_CARD	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	2	SUPPORTED_TILE_BRIDGE	OK+EE+D_ADDR+AR	1	f66r	REQUIRES_ACTIVE_ARGUMENT	OK	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Setzen; auf Grad II; hier; vom Ausgang.	Trage den laufenden Eintrag [wie zuvor] ein; von der Ausgangszeile; auf Grad II; an der bezeichneten Stelle.	EXACT_PORTABLE_SKELETON_CONTEXT	OLD_TILES[OK+EE | D_ADDR+AR]	tiles=2;minimum_tile_events=1;old_seams=1/1;old_skeleton_events=42;ordered_statement_paths=0;adjacent_paths=0	TARGET_MODE_INCLUDED__OLD_ADDS_MODES	NONE__OLD_CONTEXT_OR_ORDERED_TILE_BRIDGE	NO	NONE	GDT542_FULL_TILE_BRIDGE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
93	qokees	READ_KNOWN_145_PROSE_WORKING_CARD	FULL_OLD_RECIPE_CARRIER	1	STRONG_EXACT_OLD_RECIPE	OK+EE+S	2	f31r|f66r	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	OK|S	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Setzen und wählen; auf Grad II.	Setze im Arbeitsgang an und wähle; auf Grad II. || Trage den laufenden Eintrag [wie zuvor] ein und wähle den laufenden Eintrag [wie zuvor]; auf Grad II.	CONTEXTUAL_EXACT_RECIPE_REPLICATION	OLD_COMPLETE_RECIPE[OK+EE+S] | OLD_SURFACES[chokees|okees]	old_events=4;old_surfaces=2;old_pages=2;old_statements=4	EXACT_PROFILE_MATCH	NONE__COMPLETE_OLD_RECIPE_AND_CONTEXT_PROFILE	NO	NONE	GDT541_EXACT_RECIPE_PROFILE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
94	qokshd	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	WORKING_DEFAULT_FRAGMENT	OK+SH+D_ADDR	1	f66r	SELF_CONTAINED	OK|SH	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Setzen und halten; hier.	Trage ein und halte fest; an der bezeichneten Stelle.	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	PRIMARY[[qoksh]+d]	anchor=OK+SH;anchor_old_events=1;old_interfaces=1/1;recurrent_channels=1;secondary=NO	TARGET_MODE_SET_DISJOINT	ANCHOR_CONTEXT_MODE_DIFFERENCE | EXPLICIT_WORKING_DEFAULT__NO_QUALIFIED_SECONDARY	YES	ANCHOR_CONTEXT_MODE_DIFFERENCE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
95	qopaiin	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	CARRIER_Q+O+P+AIIN	1	f66r	SELF_CONTAINED	P	AIIN	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Mit Beginnmarker; zur Ausführung; den Wert einsetzen.	Setze den Kennwert ein; mit Beginnmarker und zur Ausführung.	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	PRIMARY[[qop]+aiin]	anchor=CARRIER_Q+O+P;anchor_old_events=1;old_interfaces=1/1;recurrent_channels=1;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
96	qotchoiin	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	OT+CH+O+IIN	1	f4r	REQUIRES_ACTIVE_ARGUMENT	CH	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Danach; nehmen; zur Ausführung; auf der bezeichneten Stufe.	Danach: nimm den Arbeitswert [wie zuvor]; zur Ausführung und auf der bezeichneten Stufe.	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	PRIMARY[qotch+[oiin]]	anchor=O+IIN;anchor_old_events=13;old_interfaces=1/1;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_INCLUDED	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
