assignment_ordinal	source_kind	slot_id	source_event_or_card_id	statement_or_record_id	physical_page	register	locus	owner_de	surface	surface_template	name_slot_in_label	raw_name_core	content_class	class_core_key	type_default_id	label_slot_count	occurrence_role	visual_object_context	semantic_family	name_role	segmentation_status	gdt585_primary_default_de	composition_atom_de	gdt582_legacy_house_alias_de	strongest_rival_de	working_basis	primary_governor_key	guard
82	GDT581_NAME_SPAN	LOCAL_NAME:P1003-E0557:NAME_1	P1003-E0557	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0557	f88v	PHARMA	f88v.30	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	dararda	{NAME_1}arar{NAME_2}	1	d	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::d	GDT582-N059	2	ROOT_PART	PICTURED_PLANT_FRAGMENT_LABEL	COMPOSITIONAL_PLANT_PART	ROOT_PART_ATOM	OCCURRENCE_LEVEL_COMPOSITION_ATOM__STRING_PARSE_NOT_PORTABLE	Wurzeldroge	Wurzel	Wasser	Wasser als alter Werkstattanker	FOUR_ROOT_IMAGES__TWO_CONTAINER_OCCURRENCES__COMPOUND_GRAPH	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0557	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
83	GDT581_NAME_SPAN	LOCAL_NAME:P1003-E0557:NAME_2	P1003-E0557	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0557	f88v	PHARMA	f88v.30	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	dararda	{NAME_1}arar{NAME_2}	2	da	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::da	GDT582-N063	2	PLANT_TAXON	PICTURED_PLANT_FRAGMENT_LABEL	LEARNED_PLANT_HEAD	PLANT_TAXON_ATOM	OCCURRENCE_LEVEL_COMPOSITION_ATOM__STRING_PARSE_NOT_PORTABLE	langblättrige Mutterpflanze DA	Pflanzenname DA	Mehl	Mehl als alter Werkstattalias	D_PLUS_DA_PART_OF_COMPOSITION__IMAGE_PLANT_FRAGMENT	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0557	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
84	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E1039:NAME_1	P1008-E1039	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1039	f89r	PHARMA	f89r1.2	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	qkol	{NAME_1}ol	1	qk	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::qk	GDT582-N064	1	SINGLE_LEARNED_VALUE	PICTURED_PLANT_FRAGMENT_LABEL	ROOT_DRUG	BOTANICAL_DRUG_HEAD	OPAQUE_WHOLE_CORE	große helle Speicherwurzel	helle Speicherwurzel	Asche	Asche als alter Werkstattalias	IMAGE_PLANT_FRAGMENT	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1039	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
85	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E1040:NAME_1	P1008-E1040	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1040	f89r	PHARMA	f89r1.3	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	oldam	ol{NAME_1}am	1	d	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::d	GDT582-N059	1	SINGLE_LEARNED_VALUE	PICTURED_PLANT_FRAGMENT_LABEL	COMPOSITIONAL_PLANT_PART	ROOT_PART_ATOM	OCCURRENCE_LEVEL_COMPOSITION_ATOM__STRING_PARSE_NOT_PORTABLE	Wurzeldroge	Wurzel	Wasser	Wasser als alter Werkstattanker	FOUR_ROOT_IMAGES__TWO_CONTAINER_OCCURRENCES__COMPOUND_GRAPH	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1040	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
86	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E1041:NAME_1	P1008-E1041	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1041	f89r	PHARMA	f89r1.4	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	otoldy	otol{NAME_1}	1	dy	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::dy	GDT582-N065	1	SINGLE_LEARNED_VALUE	PICTURED_PLANT_FRAGMENT_LABEL	D_Y_ROOT_HERB_FAMILY	ROOT_WITH_AERIAL_FORM	OPAQUE_WHOLE_CORE	blühende Wurzeldroge	Wurzel mit Krautform	Kalk	Kalk als alter Werkstattalias	OTOLD_VS_OTOLDY_MINIMAL_PAIR__IMAGE_PLANT_FRAGMENT	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1041	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
87	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E1042:NAME_1	P1008-E1042	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1042	f89r	PHARMA	f89r1.5	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	ararchodaiin	arar{NAME_1}daiin	1	cho	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::cho	GDT582-N066	1	SINGLE_LEARNED_VALUE	PICTURED_PLANT_FRAGMENT_LABEL	ROOT_DRUG	BOTANICAL_DRUG_HEAD	OPAQUE_WHOLE_CORE	zweifarbige Langwurzel	zweifarbige Langwurzel	Schwefel	Schwefel als alter Werkstattalias	IMAGE_PLANT_FRAGMENT	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1042	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
88	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E1093:NAME_1	P1008-E1093	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1093	f89r	PHARMA	f89r1.13	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	otorain	ot{NAME_1}ain	1	or	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::or	GDT582-N056	1	SINGLE_LEARNED_VALUE	PICTURED_PLANT_FRAGMENT_LABEL	OTORA_ROOT_FAMILY	BOTANICAL_DRUG_OR_STOCK_HEAD	FAMILY_RELATED_WHOLE_CORE__NO_AUTOMATIC_SUBSTRING_PARSE	helle Wurzeldroge	helle Wurzeldroge	Olivenöl	Olivenöl als alter Werkstattalias	IMAGE_ROOT_AND_CONTAINER__CROSS_PAGE_REPEAT	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1093	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
89	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E1175:NAME_1	P1008-E1175	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1175	f89r	PHARMA	f89r1.24	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	ykocfhy	{NAME_1}cfhy	1	yko	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::yko	GDT582-N067	1	SINGLE_LEARNED_VALUE	APOTHECARY_CONTAINER_LABEL	APOTHECARY_CONTAINER_DEFAULT	CONTAINER_CONTENT_HEAD	OPAQUE_WHOLE_CORE	Arzneivorrat	Gefäßvorrat	Alaun	Alaunvorrat	IMAGE_CONTAINER__LEGACY_ALIAS_RETAINED_AS_CANDIDATE	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1175	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
90	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E1176:NAME_1	P1008-E1176	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1176	f89r	PHARMA	f89r1.25	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	saldam	{NAME_1}al{NAME_2}am	1	s	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::s	GDT582-N068	2	LEAF_OR_HERB_PART	PICTURED_PLANT_FRAGMENT_LABEL	COMPOSITIONAL_PLANT_PART	LEAF_PART_ATOM	OCCURRENCE_LEVEL_COMPOSITION_ATOM__STRING_PARSE_NOT_PORTABLE	Blattdroge	Blatt oder Kraut	Salz	Salz als alter Werkstattanker	TWO_PLANT_IMAGES__MULTI_PART_COMPOUNDS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1176	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
91	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E1176:NAME_2	P1008-E1176	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1176	f89r	PHARMA	f89r1.25	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	saldam	{NAME_1}al{NAME_2}am	2	d	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::d	GDT582-N059	2	ROOT_PART	PICTURED_PLANT_FRAGMENT_LABEL	COMPOSITIONAL_PLANT_PART	ROOT_PART_ATOM	OCCURRENCE_LEVEL_COMPOSITION_ATOM__STRING_PARSE_NOT_PORTABLE	Wurzeldroge	Wurzel	Wasser	Wasser als alter Werkstattanker	FOUR_ROOT_IMAGES__TWO_CONTAINER_OCCURRENCES__COMPOUND_GRAPH	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1176	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
92	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E1177:NAME_1	P1008-E1177	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1177	f89r	PHARMA	f89r1.26	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	sydarary	{NAME_1}darar{NAME_2}	1	sy	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::sy	GDT582-N069	2	INFLORESCENCE_PART	PICTURED_PLANT_FRAGMENT_LABEL	COMPOSITIONAL_PLANT_PART	INFLORESCENCE_PART_ATOM	OCCURRENCE_LEVEL_COMPOSITION_ATOM__STRING_PARSE_NOT_PORTABLE	Blütenstand	Blütenstand	Vitriol	Vitriol als alter Werkstattalias	SY_PLUS_Y_COMPOSITION__IMAGE_PLANT_FRAGMENT	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1177	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
93	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E1177:NAME_2	P1008-E1177	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1177	f89r	PHARMA	f89r1.26	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	sydarary	{NAME_1}darar{NAME_2}	2	y	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::y	GDT582-N061	2	HERB_OR_PLANT_FORM	PICTURED_PLANT_FRAGMENT_LABEL	COMPOSITIONAL_PLANT_PART	AERIAL_PLANT_ATOM	OCCURRENCE_LEVEL_COMPOSITION_ATOM__STRING_PARSE_NOT_PORTABLE	Krautdroge	Kraut- oder Pflanzenform	Wein	Wein als alter Werkstattanker	THREE_PLANT_IMAGES__REPEATED_COMPOUNDS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1177	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
94	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E1179:NAME_1	P1008-E1179	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1179	f89r	PHARMA	f89r2.1	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	odory	{NAME_1}ory	1	od	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::od	GDT582-N070	1	SINGLE_LEARNED_VALUE	APOTHECARY_CONTAINER_LABEL	APOTHECARY_CONTAINER_DEFAULT	CONTAINER_CONTENT_HEAD	OPAQUE_WHOLE_CORE	Harzvorrat	Harzvorrat	Harz	anderer Trockenvorrat im Gefäß	IMAGE_CONTAINER__LEGACY_ALIAS_RETAINED	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1179	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
95	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E1180:NAME_1	P1008-E1180	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1180	f89r	PHARMA	f89r2.2	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	doly	{NAME_1}oly	1	d	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::d	GDT582-N059	1	SINGLE_LEARNED_VALUE	PICTURED_PLANT_FRAGMENT_LABEL	COMPOSITIONAL_PLANT_PART	ROOT_PART_ATOM	OCCURRENCE_LEVEL_COMPOSITION_ATOM__STRING_PARSE_NOT_PORTABLE	Wurzeldroge	Wurzel	Wasser	Wasser als alter Werkstattanker	FOUR_ROOT_IMAGES__TWO_CONTAINER_OCCURRENCES__COMPOUND_GRAPH	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1180	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
96	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E1181:NAME_1	P1008-E1181	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1181	f89r	PHARMA	f89r2.3	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	opchosam	{NAME_1}am	1	opchos	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::opchos	GDT582-N071	1	SINGLE_LEARNED_VALUE	PICTURED_PLANT_FRAGMENT_LABEL	CHOS_CHOR_FIBRE_ROOT_FAMILY	BOTANICAL_DRUG_HEAD	FAMILY_RELATED_WHOLE_CORE__NO_AUTOMATIC_SUBSTRING_PARSE	lange Faserwurzel	CHOS-Faserwurzel	Gummi arabicum	Gummi arabicum als alter Werkstattalias	IMAGE_ROOT__FORMAL_CHOS_CHOR_FAMILY	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1181	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
97	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E1182:NAME_1	P1008-E1182	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1182	f89r	PHARMA	f89r2.4	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	saloiinsheol	{NAME_1}al{NAME_2}sh{NAME_3}ol	1	s	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::s	GDT582-N068	3	LEAF_PART	PICTURED_PLANT_FRAGMENT_LABEL	COMPOSITIONAL_PLANT_PART	LEAF_PART_ATOM	OCCURRENCE_LEVEL_COMPOSITION_ATOM__STRING_PARSE_NOT_PORTABLE	Blattdroge	Blatt oder Kraut	Salz	Salz als alter Werkstattanker	TWO_PLANT_IMAGES__MULTI_PART_COMPOUNDS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1182	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
98	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E1182:NAME_2	P1008-E1182	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1182	f89r	PHARMA	f89r2.4	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	saloiinsheol	{NAME_1}al{NAME_2}sh{NAME_3}ol	2	oiin	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::oiin	GDT582-N072	3	RHIZOME_PART	PICTURED_PLANT_FRAGMENT_LABEL	COMPOSITIONAL_PLANT_PART	RHIZOME_PART_ATOM	OCCURRENCE_LEVEL_COMPOSITION_ATOM__STRING_PARSE_NOT_PORTABLE	Wurzelstock	Wurzelstock	Myrrhe	Myrrhe als alter Werkstattalias	S_PLUS_OIIN_PLUS_E_COMPOSITION__IMAGE_PLANT_FRAGMENT	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1182	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
99	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E1182:NAME_3	P1008-E1182	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1182	f89r	PHARMA	f89r2.4	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	saloiinsheol	{NAME_1}al{NAME_2}sh{NAME_3}ol	3	e	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::e	GDT582-N073	3	PLANT_TAXON	PICTURED_PLANT_FRAGMENT_LABEL	LEARNED_PLANT_HEAD	PLANT_TAXON_ATOM	OCCURRENCE_LEVEL_COMPOSITION_ATOM__STRING_PARSE_NOT_PORTABLE	breitblättrige Mutterpflanze E	Pflanzenname E	Weihrauch	Weihrauch als alter Werkstattalias	S_PLUS_OIIN_PLUS_E_COMPOSITION__IMAGE_PLANT_FRAGMENT	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1182	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
100	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E1228:NAME_1	P1008-E1228	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1228	f89r	PHARMA	f89r2.9	lokale Kennung für Gefäß-/Pflanzenteilgruppe E	otold	otol{NAME_1}	1	d	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::d	GDT582-N059	1	SINGLE_LEARNED_VALUE	APOTHECARY_CONTAINER_LABEL	COMPOSITIONAL_PLANT_PART	ROOT_PART_ATOM	OCCURRENCE_LEVEL_COMPOSITION_ATOM__STRING_PARSE_NOT_PORTABLE	Wurzeldroge	Wurzel	Wasser	Wasser als alter Werkstattanker	FOUR_ROOT_IMAGES__TWO_CONTAINER_OCCURRENCES__COMPOUND_GRAPH	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1228	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
101	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E1233:NAME_1	P1008-E1233	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1233	f89r	PHARMA	f89r2.11	lokale Kennung für Gefäß-/Pflanzenteilgruppe E	opchoroiin	{NAME_1}oiin	1	opchor	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::opchor	GDT582-N074	1	SINGLE_LEARNED_VALUE	PICTURED_PLANT_FRAGMENT_LABEL	CHOS_CHOR_FIBRE_ROOT_FAMILY	BOTANICAL_DRUG_HEAD	FAMILY_RELATED_WHOLE_CORE__NO_AUTOMATIC_SUBSTRING_PARSE	haarige Faserwurzel	CHOR-Faserwurzel	Safranblüte	Safranblüte als alter Werkstattalias	IMAGE_ROOT__FORMAL_CHOS_CHOR_FAMILY	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1233	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
102	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E1300:NAME_1	P1008-E1300	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1300	f89r	PHARMA	f89r2.20	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	oporain	{NAME_1}ain	1	opor	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::opor	GDT582-N075	1	SINGLE_LEARNED_VALUE	PICTURED_PLANT_FRAGMENT_LABEL	ROOT_DRUG	BOTANICAL_DRUG_HEAD	OPAQUE_WHOLE_CORE	helle Fingerwurzel	helle Fingerwurzel	Pfefferkorn oder Samen	Pfefferkorn oder Samen als alter Werkstattalias	IMAGE_PLANT_FRAGMENT	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1300	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
103	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E1301:NAME_1	P1008-E1301	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1301	f89r	PHARMA	f89r2.21	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	okshdchos	oksh{NAME_1}	1	dchos	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::dchos	GDT582-N076	1	SINGLE_LEARNED_VALUE	TWO_LINE_CONTAINER_PLANT_BOUNDARY_LABEL	CHOS_CHOR_FIBRE_ROOT_FAMILY	BOTANICAL_DRUG_HEAD	FAMILY_RELATED_WHOLE_CORE__NO_AUTOMATIC_SUBSTRING_PARSE	rote Fingerwurzel	CHOS-Fingerwurzel	Ingwerwurzel	Ingwerwurzel	TWO_LINE_BOUNDARY_LABEL__FORMAL_CHOS_CHOR_FAMILY	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1301	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
104	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E1409:NAME_1	P1008-E1409	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1409	f89r	PHARMA	f89r2.30	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	yorain	{NAME_1}ain	1	yor	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::yor	GDT582-N077	1	SINGLE_LEARNED_VALUE	TWO_LINE_CONTAINER_PLANT_BOUNDARY_LABEL	APOTHECARY_BOUNDARY_DEFAULT	CONTAINER_OR_DRUG_HEAD	OPAQUE_WHOLE_CORE	Trockendroge	Rinden- oder Trockenvorrat	Zimtrinde	Zimtrinde	TWO_LINE_BOUNDARY_LABEL__LEGACY_ALIAS_RETAINED_AS_CANDIDATE	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1409	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
105	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E1410:NAME_1	P1008-E1410	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1410	f89r	PHARMA	f89r2.31	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	ofakal	of{NAME_1}al	1	ak	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::ak	GDT582-N078	1	SINGLE_LEARNED_VALUE	PICTURED_PLANT_FRAGMENT_LABEL	ROOT_DRUG	BOTANICAL_DRUG_HEAD	OPAQUE_WHOLE_CORE	rundblättrige Knollendroge	Knollendroge	Gewürznelkenknospe	Gewürznelkenknospe als alter Werkstattalias	IMAGE_PLANT_FRAGMENT	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1410	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
106	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E1412:NAME_1	P1008-E1412	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1412	f89r	PHARMA	f89r2.33	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	ytarem	{NAME_1}ar{NAME_2}	1	yt	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::yt	GDT582-N079	2	LEAF_PART	PICTURED_PLANT_FRAGMENT_LABEL	COMPOSITIONAL_PLANT_PART	LEAF_PART_ATOM	OCCURRENCE_LEVEL_COMPOSITION_ATOM__STRING_PARSE_NOT_PORTABLE	Blattdroge	Blatt	Salbeiblatt	Salbeiblatt	YT_PLUS_EM_PART_OF_COMPOSITION__IMAGE_PLANT_FRAGMENT	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1412	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
107	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E1412:NAME_2	P1008-E1412	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1412	f89r	PHARMA	f89r2.33	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	ytarem	{NAME_1}ar{NAME_2}	2	em	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::em	GDT582-N080	2	PLANT_TAXON	PICTURED_PLANT_FRAGMENT_LABEL	LEARNED_PLANT_HEAD	PLANT_TAXON_ATOM	OCCURRENCE_LEVEL_COMPOSITION_ATOM__STRING_PARSE_NOT_PORTABLE	grauwurzelige Mutterpflanze EM	Pflanzenname EM	Rautenblatt	Raute als Pflanzenidentität	YT_PLUS_EM_PART_OF_COMPOSITION__IMAGE_PLANT_FRAGMENT	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1412	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
108	GDT582_OWNER_BOUND_LOCAL_X	RUNNING:G515-E0410@2	G515-E0410	G515-S046	f66r	SOURCE_SECTION_T	RUNNING_STATEMENT	F66R_TEXT_BLOCK_02	axor	OWNER_LOCAL_X	2	LOCAL_X	OWNER_BOUND_LOCAL_X	OWNER_BOUND_LOCAL_X::F66R_TEXT_BLOCK_02	GDT585-X01	1	OWNER_BOUND_INDICATION	TEXT_OWNER_CONTEXT	INDICATION_OR_ILLNESS	OWNER_BOUND_INDICATION	OWNER_BOUND_WHOLE_CORE	Beschwerde	Beschwerdestichwort	Krankheit oder Beschwerde	Indikation oder Krankheit	OWNER_LOCAL_F66R_TEXT_BLOCK_02	OWNER:F66R_TEXT_BLOCK_02:LOCAL_X	EXACT_GDT582_LOCAL_X_SLOT__OWNER_KEY_IS_PART_OF_IDENTITY
109	GDT582_OWNER_BOUND_LOCAL_X	RUNNING:G515-E0438@2	G515-E0438	G515-S050	f66r	SOURCE_SECTION_T	RUNNING_STATEMENT	F66R_TEXT_BLOCK_03	chxar	OWNER_LOCAL_X	2	LOCAL_X	OWNER_BOUND_LOCAL_X	OWNER_BOUND_LOCAL_X::F66R_TEXT_BLOCK_03	GDT585-X02	1	OWNER_BOUND_REMEDY	TEXT_OWNER_CONTEXT	REMEDY_OR_HEALING	OWNER_BOUND_REMEDY	OWNER_BOUND_WHOLE_CORE	Heilmittel	Heilmittelstichwort	Heilmittel oder Heilwirkung	Heilwirkung	OWNER_LOCAL_F66R_TEXT_BLOCK_03	OWNER:F66R_TEXT_BLOCK_03:LOCAL_X	EXACT_GDT582_LOCAL_X_SLOT__OWNER_KEY_IS_PART_OF_IDENTITY
