gdt754_patch_id	surface	page	locus	token_ordinal	token_index	reader_exact	current_authority	old_source_prose_de	old_spoken_de	patch_scope	gdt754_render_de	background_hypothesis_de	written_line_eva	literal_identity	confirmed_lexeme	component_export_credit
G754-P0763	opchedy	f111v	f111v.34	7	7	1	opchedy#GLOBAL	vollständig getrocknetes Pulverpräparat	vollständig getrocknetes Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	polar okar teody qokain talol tarol opchedy qotar otar chtal sam	OPEN	0	0
G754-P0764	teeodain	f111v	f111v.44	2	2	1	teeodain#GLOBAL	zwei Maße vollständig gekühlter Ansatz	zwei Maße vollständig gekühlter Ansatz	GDT754_WHOLE_DEFAULT	Arbeitshypothese: kalt/kühl, End-/Vollstufe, Index/Stufe II, Mengen-/Maßfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, End-/Vollstufe, Index/Stufe II, Mengen-/Maßfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	dain teeodain cheeal olaiin or	OPEN	0	0
G754-P0765	polshy	f111v	f111v.45	6	6	1	polshy#GLOBAL	Pulverstoff leicht anfeuchten	Pulverstoff leicht anfeuchten	GDT754_WHOLE_DEFAULT	Arbeitshypothese: feucht/eingeweicht, Anfangsstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: feucht/eingeweicht, Anfangsstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	pollaiin okain sheal pchedain opchey polshy okshey opchedy qopchair alky	OPEN	0	0
G754-P0766	opchedy	f111v	f111v.45	8	8	1	opchedy#GLOBAL	vollständig getrocknetes Pulverpräparat	vollständig getrocknetes Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	pollaiin okain sheal pchedain opchey polshy okshey opchedy qopchair alky	OPEN	0	0
G754-P0767	lchar	f111v	f111v.47	9	9	1	lchar#GLOBAL	trockene Holzfraktion I	trockene Holzfraktion I	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	sain cheey qokeey cheytain olain ykeeedy chekain chckhey lchar	OPEN	0	0
G754-P0768	chees	f111v	f111v.50	7	7	1	chees#GLOBAL	vollständig getrocknete Kräutermischung	vollständig getrocknete Kräutermischung	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	shaiin qoiiin okain chey qokeeey okain chees ar ol loeees otain or	OPEN	0	0
G754-P0769	odys	f112r	f112r.3	8	8	1	odys#GLOBAL	fertige Arzneimischung im Ansatz	fertige Arzneimischung im Ansatz	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	or chedar cheey oteedy oteedy otaiin oty odys	OPEN	0	0
G754-P0770	dalchd	f112r	f112r.18	5	5	1	dalchd#GLOBAL	Rohdroge I abmessen, trocknen und abschließen	Rohdroge I abmessen, trocknen und abschließen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Index/Stufe I, Mengen-/Maßfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Index/Stufe I, Mengen-/Maßfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	saiin al key chey dalchd aiin okal chody chedy cham	OPEN	0	0
G754-P0771	qoaiin	f112r	f112r.20	1	1	1	qoaiin#GLOBAL	nimm drei Teile	nimm drei Teile	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe III, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe III, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	qoaiin or aiin cheol keody qol keol okeeey dal aiin ody	OPEN	0	0
G754-P0772	ochor	f112r	f112r.25	3	3	1	ochor#GLOBAL	Pflanzenteil im Ansatz	Pflanzenteil im Ansatz	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	tedain shedy ochor okchd ykedy kedy chor aiin cheety chcthy okey	OPEN	0	0
G754-P0773	ykedy	f112r	f112r.25	5	5	1	ykedy#GLOBAL	erhitze hiervon bis zur Mittelstufe und schließe ab	erhitze hiervon bis zur Mittelstufe und schließe ab	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Mittelstufe, Abschlussfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Mittelstufe, Abschlussfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	tedain shedy ochor okchd ykedy kedy chor aiin cheety chcthy okey	OPEN	0	0
G754-P0774	opchedy	f112r	f112r.27	4	4	1	opchedy#GLOBAL	vollständig getrocknetes Pulverpräparat	vollständig getrocknetes Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	pcholkeedy okchoiiin aky opchedy kolfchdy opchedy lky shty	OPEN	0	0
G754-P0775	opchedy	f112r	f112r.27	6	6	1	opchedy#GLOBAL	vollständig getrocknetes Pulverpräparat	vollständig getrocknetes Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	pcholkeedy okchoiiin aky opchedy kolfchdy opchedy lky shty	OPEN	0	0
G754-P0776	lky	f112r	f112r.27	7	7	1	lky#GLOBAL	Holzdroge, leicht erhitzt	Holzdroge, leicht erhitzt	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Anfangsstufe, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	pcholkeedy okchoiiin aky opchedy kolfchdy opchedy lky shty	OPEN	0	0
G754-P0777	yteeo	f112r	f112r.43	1	1	1	yteeo#GLOBAL	kühle hiervon den Ansatz vollständig	kühle hiervon den Ansatz vollständig	GDT754_WHOLE_DEFAULT	Arbeitshypothese: kalt/kühl, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	yteeo r aiin okar opor aiin ycheedy qeedar yteeey sheor oteeg	OPEN	0	0
G754-P0778	okeol	f112v	f112v.2	7	7	1	okeol#GLOBAL	Grundansatz bis zur mittleren Heizstufe erwärmt	Grundansatz bis zur mittleren Heizstufe erwärmt	GDT754_WHOLE_DEFAULT	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	Wärme-/Mittelstufenbezug; genaue Operation und Stoffrolle offen	oar oral okeeshy qokeey okain qokal okeol oty oraiin	OPEN	0	0
G754-P0779	oeeeody	f112v	f112v.4	3	3	0	oeeeody#GLOBAL	lange geruhter, fertig abgezogener Ansatz	lange geruhter, fertig abgezogener Ansatz	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	shody qo oeeeody oteey qokeedy okeey qokeedy qoky am	OPEN	0	0
G754-P0780	chcfhy	f112v	f112v.11	7	7	1	chcfhy#GLOBAL	leicht getrocknete Blütenfraktion	leicht getrocknete Blütenfraktion	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Anfangsstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Anfangsstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	tchor aiin odeedy oteeey qokey lody chcfhy ochos aiin olky	OPEN	0	0
G754-P0781	dcheoty	f112v	f112v.13	1	1	1	dcheoty#GLOBAL	mitteltrockenen Ansatz abmessen und leicht abkühlen	mitteltrockenen Ansatz abmessen und leicht abkühlen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: kalt/kühl, trocken, Anfangsstufe, Mittelstufe, Mengen-/Maßfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, trocken, Anfangsstufe, Mittelstufe, Mengen-/Maßfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	dcheoty oy otchedy chedy daiin chedal chedy qokaiin otam	OPEN	0	0
G754-P0782	air	f112v	f112v.14	2	2	0	air#GLOBAL	zweite Drogenfraktion	zweite Drogenfraktion	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	sain air a ykeedain qokeedy chedaiin aloin	OPEN	0	0
G754-P0783	qokeol	f112v	f112v.21	9	9	0	qokeol#GLOBAL	erhitze den Drogenstoff bis zur Mittelstufe	erhitze den Drogenstoff bis zur Mittelstufe	GDT754_WHOLE_DEFAULT	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	Wärme-/Mittelstufenbezug; genaue Operation und Stoffrolle offen	saiin chekain cheol qoeedy chol keedy qokaiin shedy qokeol kain	OPEN	0	0
G754-P0784	qopchedy	f112v	f112v.30	8	8	0	qopchedy#GLOBAL	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	polor sheedy okeedey sal aiin sheedar okedy qopchedy dalkedy opchdy	OPEN	0	0
G754-P0785	qopchedy	f112v	f112v.32	6	6	1	qopchedy#GLOBAL	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	tchedor shee keedy otedar checphey qopchedy qopcheey kar opcheeo r a	OPEN	0	0
G754-P0786	chdam	f112v	f112v.34	8	8	1	chdam#GLOBAL	ein Maß Trockendroge abmessen	ein Maß Trockendroge abmessen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Index/Stufe I, Mengen-/Maßfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Index/Stufe I, Mengen-/Maßfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	saiin chedaiin checkhy lkeedy qokeedy chkaiin checkhol chdam	OPEN	0	0
G754-P0787	lky	f112v	f112v.36	3	3	1	lky#GLOBAL	Holzdroge, leicht erhitzt	Holzdroge, leicht erhitzt	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Anfangsstufe, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	tchede okeey lky shedaiiin chdy qokeedy cheky lkedy qotedy raram	OPEN	0	0
G754-P0788	olchedy	f112v	f112v.43	7	7	0	olchedy#GLOBAL	Holzdroge im Ansatz fertig getrocknet	Holzdroge im Ansatz fertig getrocknet	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	ooeeor oeeal olkeol al chol chl olchedy ykeedy chtal kar opchy famam	OPEN	0	0
G754-P0789	sokal	f113r	f113r.7	4	4	1	sokal#GLOBAL	erhitzter Saatgut-Rohstoff-I-Ansatz	erhitzter Saatgut-Rohstoff-I-Ansatz	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	chos sheey qokchey sokal okeey char laiin olkain	OPEN	0	0
G754-P0790	qoaiin	f113r	f113r.11	7	7	1	qoaiin#GLOBAL	nimm drei Teile	nimm drei Teile	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe III, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe III, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	daiin cholchey okecheey chokeo l sheo qoaiin shoo keeeol keody chor chor kal laram	OPEN	0	0
G754-P0791	qoaiin	f113r	f113r.12	4	4	1	qoaiin#GLOBAL	nimm drei Teile	nimm drei Teile	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe III, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe III, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	y shoain qoeey qoaiin shol lkeeoar chodaiin otam chos aiin	OPEN	0	0
G754-P0792	qopchedy	f113r	f113r.13	11	11	1	qopchedy#GLOBAL	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	polchor cheody qotedy lkeches l keeol lkcheol lkchedy kotchy lpchedy qopchedy ro	OPEN	0	0
G754-P0793	chokar	f113r	f113r.17	11	11	1	chokar#GLOBAL	erste heiß getrocknete Ansatzfraktion	erste heiß getrocknete Ansatzfraktion	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, trocken, Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	dor shar shol qokeey qok chol chedaiin qoky chokain chotar chokar char alom	OPEN	0	0
G754-P0794	air	f113r	f113r.21	9	9	1	air#GLOBAL	zweite Drogenfraktion	zweite Drogenfraktion	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	oiir shol shedair otchdy shokchy shaiiin shckhey lshor air okeody	OPEN	0	0
G754-P0795	lkaiin	f113r	f113r.23	11	11	1	lkaiin#GLOBAL	Holzdroge, heiß auf Stufe III	Holzdroge, heiß auf Stufe III	GDT738_OCCURRENCE_ROLE_PRESERVED	Wärme-/Verarbeitungsstufe III	Arbeitshypothese: heiß/warm, Index/Stufe III, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	ykeoeshy qokaiin chal kiin chckhey lkchey qokal chocthy lkchor lkchedy lkaiin	OPEN	0	0
G754-P0796	lkshedy	f113r	f113r.30	4	4	0	lkshedy#GLOBAL	Holzdroge erhitzen, bis zur Mittelstufe einweichen und abschließen	Holzdroge erhitzen, bis zur Mittelstufe einweichen und abschließen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, feucht/eingeweicht, Mittelstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, feucht/eingeweicht, Mittelstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	folchear oteol lshedy lkshedy sheeeky otar qchar tar shkchedy qokchd opy	OPEN	0	0
G754-P0797	opchedy	f113r	f113r.37	8	8	1	opchedy#GLOBAL	vollständig getrocknetes Pulverpräparat	vollständig getrocknetes Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	tshedy qokaiin shedar sheocphy okchdy pcheody opchear opchedy lfchedy otal	OPEN	0	0
G754-P0798	lkaiin	f113r	f113r.44	4	4	1	lkaiin#GLOBAL	Holzdroge, heiß auf Stufe III	Holzdroge, heiß auf Stufe III	GDT738_OCCURRENCE_ROLE_PRESERVED	Wärme-/Verarbeitungsstufe III	Arbeitshypothese: heiß/warm, Index/Stufe III, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	cheeky lkedy chedy lkaiin	OPEN	0	0
G754-P0799	lkaiin	f113r	f113r.46	3	3	1	lkaiin#GLOBAL	Holzdroge, heiß auf Stufe III	Holzdroge, heiß auf Stufe III	GDT738_OCCURRENCE_ROLE_PRESERVED	Wärme-/Verarbeitungsstufe III	Arbeitshypothese: heiß/warm, Index/Stufe III, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	oaiin cheokeeas lkaiin chkal kar cheeody qokeeody qokeey chos araiinol	OPEN	0	0
G754-P0800	qokeol	f113r	f113r.48	7	7	1	qokeol#GLOBAL	erhitze den Drogenstoff bis zur Mittelstufe	erhitze den Drogenstoff bis zur Mittelstufe	GDT754_WHOLE_DEFAULT	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	Wärme-/Mittelstufenbezug; genaue Operation und Stoffrolle offen	tcho arorshy qokaiin shey chy sheolkchy qokeol kaiin checkhy ralchs	OPEN	0	0
G754-P0801	lkaiin	f113r	f113r.50	4	4	1	lkaiin#GLOBAL	Holzdroge, heiß auf Stufe III	Holzdroge, heiß auf Stufe III	GDT738_OCCURRENCE_ROLE_PRESERVED	Wärme-/Verarbeitungsstufe III	Arbeitshypothese: heiß/warm, Index/Stufe III, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	tchedy okeey cheeos lkaiin chey otain cheeody qokeeody okaiin oteedy	OPEN	0	0
G754-P0802	air	f113v	f113v.1	4	4	1	air#GLOBAL	zweite Drogenfraktion	zweite Drogenfraktion	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	folorarom otchey qotar air otair opchedy qokeedody chey keeoy rol lkar chsom oky	OPEN	0	0
G754-P0803	opchedy	f113v	f113v.1	6	6	1	opchedy#GLOBAL	vollständig getrocknetes Pulverpräparat	vollständig getrocknetes Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	folorarom otchey qotar air otair opchedy qokeedody chey keeoy rol lkar chsom oky	OPEN	0	0
G754-P0804	qoeear	f113v	f113v.5	7	7	0	qoeear#GLOBAL	nimm die erste Fraktion der Endstufe	nimm die erste Fraktion der Endstufe	GDT754_WHOLE_DEFAULT	Arbeitshypothese: End-/Vollstufe, Index/Stufe I, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: End-/Vollstufe, Index/Stufe I, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	dcheos otaiin otedy otodaiin qokeey rcheey qoeear oteedy qokeedy otedar ar ot otees al	OPEN	0	0
G754-P0805	opchedy	f113v	f113v.7	7	7	0	opchedy#GLOBAL	vollständig getrocknetes Pulverpräparat	vollständig getrocknetes Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	fcheshd teody lkeeody oteedy lchealaim shockhol opchedy qotaiin otar ar al oteal	OPEN	0	0
G754-P0806	olchy	f113v	f113v.9	7	7	1	olchy#GLOBAL	Holzdroge im Ansatz leicht getrocknet	Holzdroge im Ansatz leicht getrocknet	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	dair ar okaiin chokaiin checkhol cholkaiin olchy	OPEN	0	0
G754-P0807	olar	f113v	f113v.10	7	7	0	olar#GLOBAL	erste Holzrohstofffraktion im Ansatz	erste Holzrohstofffraktion im Ansatz	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	polaiin oteol otedyar aral kedy qokeedy olar aiin kchey dal otor ar opchey ro	OPEN	0	0
G754-P0808	olchedy	f113v	f113v.14	8	8	0	olchedy#GLOBAL	Holzdroge im Ansatz fertig getrocknet	Holzdroge im Ansatz fertig getrocknet	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	dar al sheey qotaiin chor cthol okeshos olchedy qokaiin okal o kaiin olo	OPEN	0	0
G754-P0809	kcheor	f113v	f113v.15	9	9	1	kcheor#GLOBAL	eine Portion bis zur Mittelstufe heiß getrocknete Droge	eine Portion bis zur Mittelstufe heiß getrocknete Droge	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, trocken, Mittelstufe, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Mittelstufe, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	ar ar okeey oeky otcheedaiin ol tchdy pcheol kcheor aiin cheey qokaram	OPEN	0	0
G754-P0810	lkaiin	f113v	f113v.16	5	5	1	lkaiin#GLOBAL	Holzdroge, heiß auf Stufe III	Holzdroge, heiß auf Stufe III	GDT738_OCCURRENCE_ROLE_PRESERVED	Wärme-/Verarbeitungsstufe III	Arbeitshypothese: heiß/warm, Index/Stufe III, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	daiin chl l keey lkaiin chdain qokain eor okalchedy qokar olkam ar	OPEN	0	0
G754-P0811	lky	f113v	f113v.18	5	5	1	lky#GLOBAL	Holzdroge, leicht erhitzt	Holzdroge, leicht erhitzt	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Anfangsstufe, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	pychdar chckhedy otshedy tcheepchey lky lkches qokody lkeshdy fchocthor opam	OPEN	0	0
G754-P0812	qokody	f113v	f113v.18	7	7	1	qokody#GLOBAL	Ansatz erhitzen und fertigstellen	Ansatz erhitzen und fertigstellen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	pychdar chckhedy otshedy tcheepchey lky lkches qokody lkeshdy fchocthor opam	OPEN	0	0
