surface	reading_id	current_source_prose_de	source_composition	source_composition_axes	source_patient_or_carrier_components	current_source_prose_active_cells	current_source_prose_active_pages	current_reader_exact_cells	gdt737_quarantine_decision	later_evidence_sources	later_local_role_sources	later_recurring_role_sources	strongest_later_evidence_tier_0_4	later_role_axes_any	later_role_axes_selected	source_literal_prose_spoken_after_gdt754	renderer_disposition	renderer_confidence	current_working_whole_default_de	retained_background_hypothesis_de	literal_identity	confirmed_lexeme	component_export_credit
chokolg	chokolg#GLOBAL	ein Gran heißen Trockenabsud	CHO_DRY_PREP+KOL_HOT_EXTRACT+G_GRAIN_SIGLUM	HOT|DRY|MATERIAL|PREPARATION|PROCESS	CHO_DRY_PREP|KOL_HOT_EXTRACT	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|DRY|MATERIAL|PREPARATION|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
choldar	choldar#GLOBAL	die erste Fraktion getrockneten Drogenstoffs abmessen	CH_DRY+OL_MATERIAL+D_MEASURE+AR_FRACTION_I	DRY|LEVEL_I|AMOUNT|PART|MATERIAL|PROCESS	OL_MATERIAL	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	DRY|LEVEL_I|AMOUNT|PART|MATERIAL|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: trocken, Index/Stufe I, Mengen-/Maßfeld, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Index/Stufe I, Mengen-/Maßfeld, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
chololy	chololy#GLOBAL	seihe den getrockneten Drogenstoff ab	CH_DRY+OL_MATERIAL+OLY_STRAIN_ACTION	DRY|MATERIAL|PROCESS	OL_MATERIAL	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	DRY|MATERIAL|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: trocken, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
choltaiin	choltaiin#GLOBAL	Trockengut auf Kühlstufe III	CH_DRY+OL_MATERIAL+T_COLD+AIIN_III	COLD|DRY|LEVEL_III|MATERIAL|PROCESS	OL_MATERIAL	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	COLD|DRY|LEVEL_III|MATERIAL|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: kalt/kühl, trocken, Index/Stufe III, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, trocken, Index/Stufe III, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
chorar	chorar#GLOBAL	Pflanzenteil-Fraktion I	CHOR_PLANT_PART+AR_FRACTION_I	LEVEL_I|PART	NONE	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	LEVEL_I|PART	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Index/Stufe I, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe I, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	OPEN	0	0
chsy	chsy#GLOBAL	getrocknetes Saatgut	CH_DRY+SY_SEED_BASE	DRY|MATERIAL|PREPARATION|PROCESS	SY_SEED_BASE	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	DRY|MATERIAL|PREPARATION|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
cthd	cthd#GLOBAL	Krautdrogenposten abschließen	CTH_HERB+D_TERM_CLOSE	MATERIAL|CLOSE	CTH_HERB	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	MATERIAL|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Stoff-/Materialrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Stoff-/Materialrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
ctholdy	ctholdy#GLOBAL	Krautdrogenstoff fertigstellen	CTH_HERB+OL_MATERIAL+DY_FINISHED	MATERIAL|CLOSE	CTH_HERB|OL_MATERIAL	1	1	0	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	MATERIAL|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Stoff-/Materialrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Stoff-/Materialrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
cthorchy	cthorchy#GLOBAL	Portion Krautdroge, leicht angetrocknet	CTHOR_HERB_PORTION+CHY_DRY_START	DRY|BEGIN_STAGE|PART|MATERIAL|PROCESS	CTHOR_HERB_PORTION	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	DRY|BEGIN_STAGE|PART|MATERIAL|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: trocken, Anfangsstufe, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Anfangsstufe, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
dainol	dainol#GLOBAL	zwei Teile Drogenstoff abmessen	D_MEASURE+AIN_II+OL_MATERIAL	LEVEL_II|AMOUNT|MATERIAL|PROCESS	OL_MATERIAL	1	1	0	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	LEVEL_II|AMOUNT|MATERIAL|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Index/Stufe II, Mengen-/Maßfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe II, Mengen-/Maßfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
dalain	dalain#GLOBAL	zwei Teile Rohdroge I abmessen	D_MEASURE+AL_RAW_I+AIN_II	LEVEL_I|LEVEL_II|AMOUNT|MATERIAL|PROCESS	AL_RAW_I	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	LEVEL_I|LEVEL_II|AMOUNT|MATERIAL|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Index/Stufe I, Index/Stufe II, Mengen-/Maßfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe I, Index/Stufe II, Mengen-/Maßfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
dalchd	dalchd#GLOBAL	Rohdroge I abmessen, trocknen und abschließen	D_MEASURE+AL_RAW_I+CH_DRY+D_TERM_CLOSE	DRY|LEVEL_I|AMOUNT|MATERIAL|PROCESS|CLOSE	AL_RAW_I	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	DRY|LEVEL_I|AMOUNT|MATERIAL|PROCESS|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: trocken, Index/Stufe I, Mengen-/Maßfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Index/Stufe I, Mengen-/Maßfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
darala	darala#GLOBAL	einen gleichen Teil der ersten Rohstoff-I-Fraktion abmessen	D_MEASURE+AR_FRACTION_I+AL_RAW_I+A_PART_OR_LINK	LEVEL_I|AMOUNT|PART|MATERIAL|PROCESS	AL_RAW_I	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	LEVEL_I|AMOUNT|PART|MATERIAL|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Index/Stufe I, Mengen-/Maßfeld, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe I, Mengen-/Maßfeld, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
darshy	darshy#GLOBAL	abgemessene Fraktion I, leicht angefeuchtet	D_MEASURE+AR_FRACTION_I+SHY_MOIST_START	MOIST|BEGIN_STAGE|LEVEL_I|AMOUNT|PART|PROCESS	NONE	1	1	0	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	MOIST|BEGIN_STAGE|LEVEL_I|AMOUNT|PART|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: feucht/eingeweicht, Anfangsstufe, Index/Stufe I, Mengen-/Maßfeld, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: feucht/eingeweicht, Anfangsstufe, Index/Stufe I, Mengen-/Maßfeld, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
dcheoty	dcheoty#GLOBAL	mitteltrockenen Ansatz abmessen und leicht abkühlen	D_MEASURE+CH_DRY+E_MIDDLE+O_PREP+T_COLD+Y_START_OR_CLOSE	COLD|DRY|BEGIN_STAGE|MIDDLE_STAGE|AMOUNT|MATERIAL|PREPARATION|PROCESS|CLOSE	O_PREP	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	COLD|DRY|BEGIN_STAGE|MIDDLE_STAGE|AMOUNT|MATERIAL|PREPARATION|PROCESS|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: kalt/kühl, trocken, Anfangsstufe, Mittelstufe, Mengen-/Maßfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, trocken, Anfangsstufe, Mittelstufe, Mengen-/Maßfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
dchold	dchold#GLOBAL	getrockneten Drogenstoff abmessen und abschließen	D_MEASURE+CH_DRY+OL_MATERIAL+D_TERM_CLOSE	DRY|AMOUNT|MATERIAL|PROCESS|CLOSE	OL_MATERIAL	1	1	0	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	DRY|AMOUNT|MATERIAL|PROCESS|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: trocken, Mengen-/Maßfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mengen-/Maßfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
dkol	dkol#GLOBAL	erhitzten Drogenstoff abmessen	D_MEASURE+K_HOT+OL_MATERIAL	HOT|AMOUNT|MATERIAL|PROCESS	OL_MATERIAL	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|AMOUNT|MATERIAL|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, Mengen-/Maßfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Mengen-/Maßfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
dytar	dytar#GLOBAL	danach die erste Fraktion abkühlen	DY_FINISHED+T_COLD+AR_FRACTION_I	COLD|LEVEL_I|PART|CLOSE	NONE	1	1	0	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	COLD|LEVEL_I|PART|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: kalt/kühl, Index/Stufe I, Teil-/Fraktionsfeld, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, Index/Stufe I, Teil-/Fraktionsfeld, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
kchain	kchain#GLOBAL	heiß getrocknete Droge, Stufe II	K_HOT+CHAIN_DRY_II	HOT|DRY|LEVEL_II|PROCESS	NONE	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|DRY|LEVEL_II|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, trocken, Index/Stufe II, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Index/Stufe II, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
kcharg	kcharg#GLOBAL	ein Gran erhitzte Trockenfraktion I	K_HOT+CH_DRY+AR_FRACTION_I+G_GRAIN_SIGLUM	HOT|DRY|LEVEL_I|PART|PROCESS	NONE	1	1	0	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|DRY|LEVEL_I|PART|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, trocken, Index/Stufe I, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Index/Stufe I, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
kchochaiin	kchochaiin#GLOBAL	Trockenansatz bis Stufe III erhitzt und getrocknet	K_HOT+CHO_DRY_PREP+CHAIIN_DRY_III	HOT|DRY|LEVEL_III|MATERIAL|PREPARATION|PROCESS	CHO_DRY_PREP	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|DRY|LEVEL_III|MATERIAL|PREPARATION|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, trocken, Index/Stufe III, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Index/Stufe III, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
keesy	keesy#GLOBAL	Saatgut vollständig erhitzen und abschließen	K_HOT+EE_END+S_SEED+Y_START_OR_CLOSE	HOT|BEGIN_STAGE|END_STAGE|MATERIAL|CLOSE	S_SEED	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|BEGIN_STAGE|END_STAGE|MATERIAL|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, Anfangsstufe, End-/Vollstufe, Stoff-/Materialrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Anfangsstufe, End-/Vollstufe, Stoff-/Materialrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
kochor	kochor#GLOBAL	erhitzter Pflanzenteil im Ansatz	K_HOT+O_PREP+CHOR_PLANT_PART	HOT|PART|MATERIAL|PREPARATION	O_PREP	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|PART|MATERIAL|PREPARATION	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
lshckhy	lshckhy#GLOBAL	angefeuchtete Kräutermischung mit Drogenholz	L_WOOD+SH_MOIST+CKH_COMPOSITE+Y_BASE	MOIST|MATERIAL|PREPARATION|PROCESS	L_WOOD|CKH_COMPOSITE|Y_BASE	1	1	0	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	MOIST|MATERIAL|PREPARATION|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: feucht/eingeweicht, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: feucht/eingeweicht, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
oaldary	oaldary#GLOBAL	die erste Fraktion des Rohstoff-I-Ansatzes abmessen und abschließen	O_PREP+AL_RAW_I+D_MEASURE+AR_FRACTION_I+Y_START_OR_CLOSE	BEGIN_STAGE|LEVEL_I|AMOUNT|PART|MATERIAL|PREPARATION|PROCESS|CLOSE	O_PREP|AL_RAW_I	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	BEGIN_STAGE|LEVEL_I|AMOUNT|PART|MATERIAL|PREPARATION|PROCESS|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Anfangsstufe, Index/Stufe I, Mengen-/Maßfeld, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Anfangsstufe, Index/Stufe I, Mengen-/Maßfeld, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
octhol	octhol#GLOBAL	Krautdroge im Ansatz	O_PREP+CTHOL_HERB_MATERIAL	MATERIAL|PREPARATION	O_PREP|CTHOL_HERB_MATERIAL	1	1	0	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	MATERIAL|PREPARATION	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
odys	odys#GLOBAL	fertige Arzneimischung im Ansatz	O_PREP+DY_FINISHED+S_DRUG_MIXTURE	MATERIAL|PREPARATION|CLOSE	O_PREP|S_DRUG_MIXTURE	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	MATERIAL|PREPARATION|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
oeeeody	oeeeody#GLOBAL	lange geruhter, fertig abgezogener Ansatz	O_PREP+EEE_LONG_REST+O_EXTRACT+DY_FINISHED	MATERIAL|PREPARATION|CLOSE	O_PREP|O_EXTRACT	1	1	0	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	MATERIAL|PREPARATION|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
oeeesoy	oeeesoy#GLOBAL	lange geruhter Samenmazerat	O_MACERATION+EEE_LONG+S_SEED+O_PREP+Y_BASE	MATERIAL|PREPARATION	S_SEED|O_PREP|Y_BASE	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	MATERIAL|PREPARATION	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
okaial	okaial#GLOBAL	heißer Ansatz aus drei Teilen Rohdroge I	O_PREP+K_HOT+AI_AL_RAW_III	HOT|LEVEL_III|MATERIAL|PREPARATION	O_PREP|AI_AL_RAW_III	1	1	0	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|LEVEL_III|MATERIAL|PREPARATION	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, Index/Stufe III, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Index/Stufe III, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
okalol	okalol#GLOBAL	erhitzter Drogenstoff aus Rohstoff-I-Ansatz	O_PREP+K_HOT+AL_RAW_I+OL_MATERIAL	HOT|LEVEL_I|MATERIAL|PREPARATION	O_PREP|AL_RAW_I|OL_MATERIAL	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|LEVEL_I|MATERIAL|PREPARATION	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
okeeaiin	okeeaiin#GLOBAL	drei Teile vollständig erhitzter Ansatz	O_PREP+K_HOT+EE_END+A+IIN_III	HOT|END_STAGE|LEVEL_III|MATERIAL|PREPARATION	O_PREP	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|END_STAGE|LEVEL_III|MATERIAL|PREPARATION	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, End-/Vollstufe, Index/Stufe III, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, End-/Vollstufe, Index/Stufe III, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
olan	olan#GLOBAL	Holzdrogenansatz der Stufe I	O_PREP+L_WOOD+AN_I	LEVEL_I|MATERIAL|PREPARATION	O_PREP|L_WOOD	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	LEVEL_I|MATERIAL|PREPARATION	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
olcheeo	olcheeo#GLOBAL	Holzdrogenauszug aus vollständig getrockneter Droge	O_PREP+L_WOOD+CHEE_DRY_END+O_EXTRACT	DRY|END_STAGE|MATERIAL|PREPARATION|PROCESS	O_PREP|L_WOOD|O_EXTRACT	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	DRY|END_STAGE|MATERIAL|PREPARATION|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
