surface	reading_id	current_working_meaning_de	current_layer	current_semantic_scope	source_dictionary_occurrences	source_dictionary_pages	source_dictionary_loci	current_score_not_probability	current_confidence	source_gdt	source_decision_id	source_card_type	source_composition	source_composition_axes	source_patient_or_carrier_components	source_strength	source_status	source_rival_de	literal_identity	confirmed_lexeme	component_export_credit	current_cache_cells	current_cache_pages	current_reader_exact_cells	current_reader_exact_pages	current_source_prose_active_cells	current_source_prose_active_pages	current_authority_counts	gdt737_quarantine_decision	gdt737_retired_head_words
okaial	okaial#GLOBAL	heißer Ansatz aus drei Teilen Rohdroge I	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT664	G664-D054	PRODUCTIVE_COMPOUND	O_PREP+K_HOT+AI_AL_RAW_III	HOT|LEVEL_III|MATERIAL|PREPARATION	O_PREP|AI_AL_RAW_III	LOW_EXPLORATORY	ACCEPT_V41_REPLACEABLE	heißer Rohstoff I mit Schreibvariante	OPEN	0	0	1	1	0	0	1	1	okaial#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
okalol	okalol#GLOBAL	erhitzter Drogenstoff aus Rohstoff-I-Ansatz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D124	PRODUCTIVE_COMPOUND	O_PREP+K_HOT+AL_RAW_I+OL_MATERIAL	HOT|LEVEL_I|MATERIAL|PREPARATION	O_PREP|AL_RAW_I|OL_MATERIAL	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	erhitzter Rohstoff-I-Grundansatz	OPEN	0	0	1	1	1	1	1	1	okalol#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
okeeaiin	okeeaiin#GLOBAL	drei Teile vollständig erhitzter Ansatz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT664	G664-D055	PRODUCTIVE_COMPOUND	O_PREP+K_HOT+EE_END+A+IIN_III	HOT|END_STAGE|LEVEL_III|MATERIAL|PREPARATION	O_PREP	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	heißer Ansatz, bloße Menge III	OPEN	0	0	1	1	1	1	1	1	okeeaiin#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
olan	olan#GLOBAL	Holzdrogenansatz der Stufe I	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D004	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+AN_I	LEVEL_I|MATERIAL|PREPARATION	O_PREP|L_WOOD	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	ein Teil Holzdrogenansatz	OPEN	0	0	1	1	1	1	1	1	olan#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
olcheeo	olcheeo#GLOBAL	Holzdrogenauszug aus vollständig getrockneter Droge	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT664	G664-D006	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+CHEE_DRY_END+O_EXTRACT	DRY|END_STAGE|MATERIAL|PREPARATION|PROCESS	O_PREP|L_WOOD|O_EXTRACT	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	lexikalisierte Drogenbasis plus Trockenstufe	OPEN	0	0	1	1	1	1	1	1	olcheeo#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
oldair	oldair#GLOBAL	zweite abgemessene Holzrohstofffraktion im Ansatz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT664	G664-D092	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+DAIR_MEASURED_FRACTION_II	LEVEL_II|PART|MATERIAL|PREPARATION	O_PREP|L_WOOD	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	lexikalisierter Grundauszug, Fraktion II	OPEN	0	0	1	1	0	0	1	1	oldair#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
olkeeshy	olkeeshy#GLOBAL	Holzdrogenansatz vollständig erhitzen und leicht anfeuchten	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D003	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+K_HOT+EE_END+SH_MOIST+Y_START_OR_CLOSE	HOT|MOIST|BEGIN_STAGE|END_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	O_PREP|L_WOOD	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	vollständig erhitzter und leicht angefeuchteter Holzdrogenansatz	OPEN	0	0	1	1	1	1	1	1	olkeeshy#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
olpchdy	olpchdy#GLOBAL	fertiges Trockenpulver aus Holzdroge im Ansatz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT664	G664-D129	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+PCHDY_DRY_POWDER_FINISHED	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	O_PREP|L_WOOD|PCHDY_DRY_POWDER_FINISHED	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	fertiges Pulver in lexikalisierter Drogenbasis	OPEN	0	0	1	1	1	1	1	1	olpchdy#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
olsheed	olsheed#GLOBAL	Holzdrogenansatz vollständig einweichen und abschließen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D098	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+SH_MOIST+EE_END+D_TERM_CLOSE	MOIST|END_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	O_PREP|L_WOOD	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	vollständig eingeweichter Holzdrogenansatz	OPEN	0	0	1	1	0	0	1	1	olsheed#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
orchedy	orchedy#GLOBAL	Portion vollständig getrocknete Droge	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT664	G664-D007	PRODUCTIVE_COMPOUND	OR_PORTION+CHEDY_DRY_FINISHED	DRY|PART|PROCESS|CLOSE	NONE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	getrockneter Wurzelstoff	OPEN	0	0	1	1	0	0	1	1	orchedy#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
orchochor	orchochor#GLOBAL	eine Portion Pflanzenteil für einen Trockenansatz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D061	PRODUCTIVE_COMPOUND	OR_PORTION+CH_DRY+O_PREP+CHOR_PLANT_PART	DRY|PART|MATERIAL|PREPARATION|PROCESS	O_PREP	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	eine Portion Pflanzenteile der Trockenfraktion	OPEN	0	0	1	1	0	0	1	1	orchochor#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
oroiiin	oroiiin#GLOBAL	eine Portion Ansatz in Zubereitungsform IV	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	0	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D118	PRODUCTIVE_COMPOUND	OR_PORTION+O_PREP+IIIN_FORM_IV	PART|MATERIAL|PREPARATION	O_PREP	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	vier Teile Ansatz	OPEN	0	0	1	1	1	1	1	1	oroiiin#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
oshol	oshol#GLOBAL	Mazerat aus eingeweichter Droge	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT664	G664-D082	PRODUCTIVE_COMPOUND	O_PREP+SHOL_MOIST_MATERIAL	MOIST|MATERIAL|PREPARATION|PROCESS	O_PREP|SHOL_MOIST_MATERIAL	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	feuchtes Material ohne Flüssigkeitswert	OPEN	0	0	1	1	1	1	1	1	oshol#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
otcheody	otcheody#GLOBAL	kalt-trockenen Ansatz bis zur Mittelstufe bringen und fertigstellen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D020	PRODUCTIVE_COMPOUND	O_PREP+T_COLD+CH_DRY+E_MIDDLE+O_PREP+DY_FINISHED	COLD|DRY|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	O_PREP|O_PREP	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	fertiger kalt-trockener Ansatz der Mittelstufe	OPEN	0	0	1	1	1	1	1	1	otcheody#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
otealshey	otealshey#GLOBAL	Rohstoff-I-Ansatz kalt vorbehandeln und bis zur Mittelstufe einweichen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D006	PRODUCTIVE_COMPOUND	O_PREP+T_COLD+E_MIDDLE+AL_RAW_I+SH_MOIST+E_MIDDLE+Y_START_OR_CLOSE	COLD|MOIST|BEGIN_STAGE|MIDDLE_STAGE|LEVEL_I|MATERIAL|PREPARATION|PROCESS|CLOSE	O_PREP|AL_RAW_I	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	kalt vorbehandelter und mittelfeuchter Rohstoff-I-Ansatz	OPEN	0	0	1	1	0	0	1	1	otealshey#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
otolkeechdy	otolkeechdy#GLOBAL	kalten Ansatzstoff vollständig erhitzen, trocknen und abschließen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D008	PRODUCTIVE_COMPOUND	O_PREP+T_COLD+OL_MATERIAL+K_HOT+EE_END+CH_DRY+DY_FINISHED	HOT|COLD|DRY|END_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	O_PREP|OL_MATERIAL	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	fertig heiß getrockneter Kaltansatzstoff	OPEN	0	0	1	1	0	0	1	1	otolkeechdy#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
qochol	qochol#GLOBAL	nimm getrockneten Drogenstoff	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D046	PRODUCTIVE_COMPOUND	QO_COMMAND+CH_DRY+OL_MATERIAL	DRY|MATERIAL|PROCESS	OL_MATERIAL	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	gib getrockneten Drogenstoff hinzu	OPEN	0	0	1	1	1	1	1	1	qochol#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
qokalchey	qokalchey#GLOBAL	Rohdroge I erhitzen und bis zur Mittelstufe trocknen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D095	PRODUCTIVE_COMPOUND	QO_COMMAND+K_HOT+AL_RAW_I+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	HOT|DRY|BEGIN_STAGE|MIDDLE_STAGE|LEVEL_I|MATERIAL|PROCESS|CLOSE	AL_RAW_I	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	heiß getrocknete Rohdroge I der Mittelstufe	OPEN	0	0	1	1	1	1	1	1	qokalchey#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
qoke	qoke#GLOBAL	bis zur Mittelstufe erhitzen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D109	PRODUCTIVE_COMPOUND	QO_COMMAND+K_HOT+E_MIDDLE	HOT|MIDDLE_STAGE|PROCESS	NONE	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	mittelstark erhitzte Droge	OPEN	0	0	1	1	0	0	1	1	qoke#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
qolkeshdy	qolkeshdy#GLOBAL	erhitztes und bis zur Mittelstufe eingeweichtes Drogenmaterial hinzugeben	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D110	PRODUCTIVE_COMPOUND	QOL_ADD+K_HOT+E_MIDDLE+SH_MOIST+DY_FINISHED	HOT|MOIST|MIDDLE_STAGE|PROCESS|CLOSE	NONE	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	gib fertig eingeweichtes Heißgut hinzu	OPEN	0	0	1	1	0	0	1	1	qolkeshdy#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
qopchaiin	qopchaiin#GLOBAL	nimm drei Teile des getrockneten Pulveransatzes	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D030	PRODUCTIVE_COMPOUND	QO_COMMAND+O_PREP+P_POWDER+CH_DRY+AIIN_III	DRY|LEVEL_III|MATERIAL|PREPARATION|PROCESS	O_PREP|P_POWDER	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	Pulveransatz auf Trockenstufe III	OPEN	0	0	1	1	1	1	1	1	qopchaiin#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
qotee	qotee#GLOBAL	vollständig abkühlen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	0	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D134	PRODUCTIVE_COMPOUND	QO_COMMAND+T_COLD+EE_END	COLD|END_STAGE|PROCESS	NONE	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	vollständig gekühlte Droge nehmen	OPEN	0	0	1	1	0	0	1	1	qotee#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
qoteeos	qoteeos#GLOBAL	nimm eine vollständig gekühlte Ansatzcharge	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D142	PRODUCTIVE_COMPOUND	QO_COMMAND+T_COLD+EE_END+O_PREP+S_TERM_SPECIES	COLD|END_STAGE|MATERIAL|PREPARATION|PROCESS	O_PREP	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	kühle die Ansatzcharge vollständig	OPEN	0	0	1	1	1	1	1	1	qoteeos#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
salchey	salchey#GLOBAL	Saatrohstoff bis zur mittleren Trockenstufe	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT664	G664-D111	PRODUCTIVE_COMPOUND	SAL_SEED_RAW+CHEY_DRY_MIDDLE	DRY|MIDDLE_STAGE|MATERIAL|PROCESS	SAL_SEED_RAW	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	Rohstoff I ohne Saatwert	OPEN	0	0	1	1	0	0	1	1	salchey#GLOBAL:1	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	saat
salshey	salshey#GLOBAL	Saatrohstoff bis zur mittleren Einweichstufe	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT664	G664-D121	PRODUCTIVE_COMPOUND	SAL_SEED_RAW+SHEY_MOIST_MIDDLE	MOIST|MIDDLE_STAGE|MATERIAL|PROCESS	SAL_SEED_RAW	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	Salzlösung statt Saatgut	OPEN	0	0	1	1	0	0	1	1	salshey#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
saltar	saltar#GLOBAL	kalte Saatgutfraktion I	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT664	G664-D115	PRODUCTIVE_COMPOUND	SAL_SEED_RAW+TAR_COLD_FRACTION_I	COLD|LEVEL_I|PART|MATERIAL	SAL_SEED_RAW	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	kalte Rohstofffraktion I	OPEN	0	0	1	1	1	1	1	1	saltar#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
schaiin	schaiin#GLOBAL	getrocknetes Saatgut, Stufe III	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT664	G664-D064	PRODUCTIVE_COMPOUND	S_SEED+CH_DRY+A+IIN_III	DRY|LEVEL_III|MATERIAL|PROCESS	S_SEED	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	Salz statt Saatgut	OPEN	0	0	1	1	1	1	1	1	schaiin#GLOBAL:1	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	saat
scthey	scthey#GLOBAL	Saatgut mit Krautdroge auf mittlerer Stufe	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D114	PRODUCTIVE_COMPOUND	S_SEED+CTH_HERB+E_MIDDLE+Y_START_OR_CLOSE	BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|CLOSE	S_SEED|CTH_HERB	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	Saat-Kraut-Kompositum in Grundform	OPEN	0	0	1	1	1	1	1	1	scthey#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
shas	shas#GLOBAL	angefeuchtete Kräutermischung	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT664	G664-D005	PRODUCTIVE_COMPOUND	SH_MOIST+AS_DRUG_MIXTURE	MOIST|MATERIAL|PREPARATION|PROCESS	AS_DRUG_MIXTURE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	feuchtes Saatgut in Grundform	OPEN	0	0	1	1	0	0	1	1	shas#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
sokal	sokal#GLOBAL	erhitzter Saatgut-Rohstoff-I-Ansatz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D019	PRODUCTIVE_COMPOUND	S_SEED+O_PREP+K_HOT+AL_RAW_I	HOT|LEVEL_I|MATERIAL|PREPARATION	S_SEED|O_PREP|AL_RAW_I	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	Saatgutansatz der Rohstoffklasse I	OPEN	0	0	1	1	1	1	1	1	sokal#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
sokol	sokol#GLOBAL	heißer Saatgutabsud	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT664	G664-D104	PRODUCTIVE_COMPOUND	S_SEED+O_PREP+KOL_HOT_MATERIAL	HOT|MATERIAL|PREPARATION	S_SEED|O_PREP|KOL_HOT_MATERIAL	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	heißer Salzansatz	OPEN	0	0	1	1	1	1	1	1	sokol#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
solor	solor#GLOBAL	eine Portion Saatgutansatz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	28	W1_WEAK_WORKING	GDT664	G664-D109	PRODUCTIVE_COMPOUND	SOL_SEED_PREP+OR_PORTION	PART|MATERIAL|PREPARATION	SOL_SEED_PREP	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	Salzportion	OPEN	0	0	1	1	1	1	1	1	solor#GLOBAL:1	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	saat
tedyol	tedyol#GLOBAL	Grundansatz bis zur mittleren Kühlstufe gebracht und abgeschlossen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT664	G664-D113	PRODUCTIVE_COMPOUND	T_COLD+E_MIDDLE+DY_FINISHED+OL_BASE	COLD|MIDDLE_STAGE|MATERIAL|PREPARATION|CLOSE	OL_BASE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	kalter Auszug mit umgekehrter Grenze	OPEN	0	0	1	1	0	0	1	1	tedyol#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
teeodain	teeodain#GLOBAL	zwei Maße vollständig gekühlter Ansatz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	28	W1_WEAK_WORKING	GDT664	G664-D026	PRODUCTIVE_COMPOUND	T_COLD+EE_END+O_PREP+DAIN_DOSE_II	COLD|END_STAGE|LEVEL_II|AMOUNT|MATERIAL|PREPARATION	O_PREP	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	kalter Ansatz, Dosis II ohne Endstufe	OPEN	0	0	1	1	1	1	1	1	teeodain#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
tolshy	tolshy#GLOBAL	kalten Drogenstoff leicht anfeuchten	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D035	PRODUCTIVE_COMPOUND	T_COLD+OL_MATERIAL+SH_MOIST+Y_START_OR_CLOSE	COLD|MOIST|BEGIN_STAGE|MATERIAL|PROCESS|CLOSE	OL_MATERIAL	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	leicht angefeuchteter kalter Drogenstoff	OPEN	0	0	1	1	0	0	1	1	tolshy#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
ycheckhey	ycheckhey#GLOBAL	trockne hiervon mäßig, trockne das Arzneikompositum nochmals mäßig und schließe ab	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D120	PRODUCTIVE_COMPOUND	Y_REFERENCE+CH_DRY+E_MIDDLE+CKH_COMPOSITE+E_MIDDLE+Y_START_OR_CLOSE	DRY|BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PROCESS|CLOSE|PASS	CKH_COMPOSITE	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	mitteltrockenes Arzneikompositum dieser Droge	OPEN	0	0	1	1	1	1	1	1	ycheckhey#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
yefaiin	yefaiin#GLOBAL	nimm hiervon drei Teile Blütenfraktion der Mittelstufe	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D119	PRODUCTIVE_COMPOUND	Y_REFERENCE+E_MIDDLE+F_FLOWER+AIIN_III	MIDDLE_STAGE|LEVEL_III|MATERIAL|PASS	F_FLOWER	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	Blütenfraktion der Mittelstufe in Klasse III	OPEN	0	0	1	1	1	1	1	1	yefaiin#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
ykeeochody	ykeeochody#GLOBAL	erhitze hiervon den Ansatz vollständig, trockne ihn, setze erneut an und stelle ihn fertig	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D025	PRODUCTIVE_COMPOUND	Y_REFERENCE+K_HOT+EE_END+O_PREP+CH_DRY+O_PREP+DY_FINISHED	HOT|DRY|END_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE|PASS	O_PREP|O_PREP	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	diesen Ansatz vollständig erhitzen, trocknen und fertigstellen	OPEN	0	0	1	1	1	1	1	1	ykeeochody#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
ysheed	ysheed#GLOBAL	weiche hiervon vollständig ein und schließe ab	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	0	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D023	PRODUCTIVE_COMPOUND	Y_REFERENCE+SH_MOIST+EE_END+D_TERM_CLOSE	MOIST|END_STAGE|PROCESS|CLOSE|PASS	NONE	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	diese Droge vollständig eingeweicht	OPEN	0	0	1	1	1	1	1	1	ysheed#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
ysheol	ysheol#GLOBAL	weiche hiervon den Drogenstoff bis zur Mittelstufe ein	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D036	PRODUCTIVE_COMPOUND	Y_REFERENCE+SH_MOIST+E_MIDDLE+OL_MATERIAL	MOIST|MIDDLE_STAGE|MATERIAL|PROCESS|PASS	OL_MATERIAL	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	mittelfeuchter Drogenstoff dieser Droge	OPEN	0	0	1	1	0	0	1	1	ysheol#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
yshos	yshos#GLOBAL	weiche hiervon eine Ansatzcharge ein	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	0	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D057	PRODUCTIVE_COMPOUND	Y_REFERENCE+SH_MOIST+O_PREP+S_TERM_SPECIES	MOIST|MATERIAL|PREPARATION|PROCESS|PASS	O_PREP	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	angefeuchtete Ansatzcharge dieser Droge	OPEN	0	0	1	1	1	1	1	1	yshos#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
yteeedy	yteeedy#GLOBAL	kühle hiervon bis zur letzten Stufe und schließe ab	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	0	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D135	PRODUCTIVE_COMPOUND	Y_REFERENCE+T_COLD+EEE_LONG_OR_FINAL+DY_FINISHED	COLD|CLOSE|PASS	NONE	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	diese Droge lange und vollständig gekühlt	OPEN	0	0	1	1	0	0	1	1	yteeedy#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
