head	root_before_a	role	working_role_de	occurrences	pages	values	distinct_values	count_I	count_II	count_III	count_IV	triple_stable_occurrences	herbal_occurrences	fixed_multi_value_frames	mixed_value_lines	line_first	line_middle	line_last	section_value_nmi	hand_value_nmi	position_value_nmi	default_policy
ochoa	ocho	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ocphora	ocphor	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
octha	octh	PLANT_PART_VALUE	Pflanzenteil, Menge/Dosis/Grad/Klasse I-IV	1	1	II	1	0	1	0	0	1	1	0	0	1	0	0	0.000000	0.000000	0.000000	COMPOSE
odcha	odch	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
odeeda	odeed	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
oea	oe	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
oeda	oed	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
oeea	oee	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
oeeeda	oeeed	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
oeeoda	oeeod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
oepa	oep	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ofada	ofad	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ofcheda	ofched	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
okada	okad	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	1	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
okalda	okald	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
okchara	okchar	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	0	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
okcheda	okched	QUALITY_BUNDLE_DEGREE	heiß-trocken, Grad I-IV	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	COMPOSE
okeea	okee	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
okeeeosa	okeeeos	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
okeeora	okeeor	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
okeeylka	okeeylk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
okeoa	okeo	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
okeoda	okeod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
okeoka	okeok	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
okeola	okeol	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	I	1	1	0	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
okoa	oko	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
okora	okor	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
okyta	okyt	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
olcha	olch	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
olcheda	olched	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
olfa	olf	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
olkedyka	olkedyk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
olkeeda	olkeed	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
olla	oll	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
oloa	olo	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
oloqora	oloqor	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	0	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
olora	olor	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ooa	oo	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
opara	opar	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
opchda	opchd	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
opchea	opche	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
opola	opol	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
opolka	opolk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
opora	opor	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
opsheola	opsheol	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
opya	opy	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
oqa	oq	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
orcha	orch	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
orda	ord	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
orolka	orolk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	1	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
osha	osh	QUALITY_AXIS_DEGREE	feucht im o-Rahmen, Grad I-IV	1	1	III	1	0	0	1	0	1	1	0	0	1	0	0	0.000000	0.000000	0.000000	COMPOSE
osheoka	osheok	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
otalka	otalk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
otchda	otchd	QUALITY_BUNDLE_DEGREE	kalt-trocken, Grad I-IV	1	1	II	1	0	1	0	0	1	1	0	0	1	0	0	0.000000	0.000000	0.000000	COMPOSE
otcheda	otched	QUALITY_BUNDLE_DEGREE	kalt-trocken, Grad I-IV	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	COMPOSE
otcheeda	otcheed	QUALITY_BUNDLE_DEGREE	kalt-trocken, Grad I-IV	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	COMPOSE
otcheoda	otcheod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
oteea	otee	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
otla	otl	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
otlchda	otlchd	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
otola	otol	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
otolda	otold	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
otoloa	otolo	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
otsha	otsh	QUALITY_BUNDLE_DEGREE	kalt-feucht, Grad I-IV	1	1	III	1	0	0	1	0	0	1	0	0	0	1	0	0.000000	0.000000	0.000000	COMPOSE
otshsa	otshs	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
otyteeoda	otyteeod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
paira	pair	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
pcha	pch	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
pchora	pchor	PLANT_PART_VALUE	Pflanzenteil, Menge/Dosis/Grad/Klasse I-IV	1	1	III	1	0	0	1	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	COMPOSE
poa	po	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
pocha	poch	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
poeea	poee	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
poka	pok	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
polcheolka	polcheolk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
polda	pold	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
poleedara	poleedar	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	I	1	1	0	0	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
polka	polk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
polla	poll	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
polsheda	polshed	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
posa	pos	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	1	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
pshda	pshd	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
psheda	pshed	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
pshoa	psho	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	1	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qea	qe	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qeta	qet	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qocha	qoch	QUALITY_AXIS_DEGREE	trocken im qo-Rahmen, Grad I-IV	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	COMPOSE
qocheda	qoched	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qoeeka	qoeek	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qoeeosa	qoeeos	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	0	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qoeka	qoek	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qofchda	qofchd	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qoira	qoir	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qokchda	qokchd	QUALITY_BUNDLE_DEGREE	heiß-trocken, Grad I-IV	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	COMPOSE
qokcheoda	qokcheod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qokcheolola	qokcheolol	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	0	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qokeeoka	qokeeok	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qokeeylka	qokeeylk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	0	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qokla	qokl	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qokoda	qokod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qokolka	qokolk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qopara	qopar	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qopcha	qopch	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qopcheda	qopched	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qopyda	qopyd	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qorcha	qorch	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qotchda	qotchd	QUALITY_BUNDLE_DEGREE	kalt-trocken, Grad I-IV	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	COMPOSE
qotcheea	qotchee	QUALITY_BUNDLE_DEGREE	kalt-trocken, Grad I-IV	1	1	III	1	0	0	1	0	1	1	0	0	1	0	0	0.000000	0.000000	0.000000	COMPOSE
qotchora	qotchor	PLANT_PART_VALUE	Pflanzenteil, Menge/Dosis/Grad/Klasse I-IV	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	COMPOSE
qotda	qotd	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qoteeda	qoteed	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qotola	qotol	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qsa	qs	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qyka	qyk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
