host_ordinal	primary_governor_key	action_slot_id	layer	source_event_or_card_id	statement_or_record_id	physical_page	register	action_root	gdt583_rule_id	gdt584_rule_id	gate_class	parent_rule_id	complete_host_slot_count	complete_host_values_written	direct_governor_tokens	previous_visible_action	next_visible_action	carrier_slot_count	carrier_slot_ids	written_root_sequence	written_root_multiset	repeated_root	historical_rule_replay_exact	historical_action_reading_de	source_id_gate_status	portable_runtime_rule_id	portable_action_reading_de	portable_action_reading_match	portable_runtime_parent_rule_match	parent_semantic_exact_slot_count	parent_semantic_changed_slot_count	parent_semantic_visible_exact_slot_count	parent_semantic_visible_changed_slot_count	parent_semantic_lemma_sequence	parent_semantic_packet_rule_id	parent_semantic_packet_match	expected_packet_rule_id	portable_packet_rule_id	portable_packet_match	portable_exact_slot_count	portable_changed_slot_count	portable_visible_exact_slot_count	portable_visible_changed_slot_count	portable_context_family_changed_slot_count	expected_lemma_sequence	portable_lemma_sequence	historical_count_trace_de	portable_count_trace_de	portable_broad_fallback_slot_count	portable_broad_fallback_alternatives_de	replay_outcome	next_page_action	guard	repeat_ordinal	repeat_class	written_extra_copy_count	ordered_written_slot_lemmas_de	gdt587_fluid_host_clause_de	gdt588_special_fluent_repair	gdt589_display_action	count_interpretation	repeat_guard
454	ACTION:G407-E2682@1:SH	RUNNING:G407-E2682@1	RUNNING_ATOM	G407-E2682	G407-S392	f77r	BIOLOGICAL	SH	SH_BIO_BATHE	SH_BIO_BATHE	AUTO_CONTEXT	SH_BIO_BATHE	6	SH|EE|Y|L|Y|Y	EE|SH|Y	NONE	NONE	3	RUNNING:G407-E2682@3|RUNNING:G407-E2683@3|RUNNING:G407-E2684@1	Y+Y+Y	Y*3	YES	YES	Halte im Bad	NOT_APPLICABLE	SH_BIO_BATHE	Halte im Bad	YES	YES	3	0	3	0	Stationsansatz|Stationsansatz|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	3	0	3	0	0	Stationsansatz|Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz|Stationsansatz	Stationsansatz ×3	Stationsansatz ×3	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	60	DEFAULT_COMPOSITION	2	Y=Stationsansatz | Y=Stationsansatz | Y=Stationsansatz	Halte den Stationsansatz im Bad auf Grad II und über den Stationskontakt oder die Leitung	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
458	ACTION:G407-E2704@2:SH	RUNNING:G407-E2704@2	RUNNING_ATOM	G407-E2704	G407-S392	f77r	BIOLOGICAL	SH	SH_BIO_BATHE	SH_BIO_BATHE	AUTO_CONTEXT	SH_BIO_BATHE	5	Y|SH|EE|Y|AL	EE|SH|Y	NONE	NONE	2	RUNNING:G407-E2704@1|RUNNING:G407-E2704@4	Y+Y	Y*2	YES	YES	Halte im Bad	NOT_APPLICABLE	SH_BIO_BATHE	Halte im Bad	YES	YES	2	0	2	0	Stationsansatz|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	Stationsansatz ×2	Stationsansatz ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	61	DEFAULT_COMPOSITION	1	Y=Stationsansatz | Y=Stationsansatz	Halte den Stationsansatz im Bad auf Grad II und zur Zielstation oder ins Zielbecken	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
460	ACTION:G407-E2719@3:SH	RUNNING:G407-E2719@3	RUNNING_ATOM	G407-E2719	G407-S396	f81r	BIOLOGICAL	SH	SH_BIO_BATHE	SH_BIO_BATHE	AUTO_CONTEXT	SH_BIO_BATHE	6	O|LOCAL_CHAR_F|SH|D_ADDR|Y|Y	D_ADDR|LOCAL_CHAR_F|O|SH|Y	NONE	NONE	2	RUNNING:G407-E2719@5|RUNNING:G407-E2720@2	Y+Y	Y*2	YES	YES	Halte im Bad	NOT_APPLICABLE	SH_BIO_BATHE	Halte im Bad	YES	YES	2	0	2	0	Stationsansatz|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	Stationsansatz ×2	Stationsansatz ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	62	DEFAULT_COMPOSITION	1	Y=Stationsansatz | Y=Stationsansatz	Halte den Stationsansatz im Bad in Anwendungsform, in Feinform und an der Stations-Arbeitsstelle	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
467	ACTION:G407-E2762@3:T	RUNNING:G407-E2762@3	RUNNING_ATOM	G407-E2762	G407-S397	f81r	BIOLOGICAL	T	T_BIO_STATION_REGULATE	T_BIO_STATION_REGULATE	AUTO_CONTEXT	T_BIO_STATION_REGULATE	3	T|Y|Y	T|Y	CH	NONE	2	RUNNING:G407-E2762@4|RUNNING:G407-E2763@3	Y+Y	Y*2	YES	YES	Reguliere	NOT_APPLICABLE	T_BIO_STATION_REGULATE	Reguliere die Station	NO	YES	2	0	2	0	Stationsansatz|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	Stationsansatz ×2	Stationsansatz ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	63	DEFAULT_COMPOSITION	1	Y=Stationsansatz | Y=Stationsansatz	Reguliere den Stationsansatz	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
469	ACTION:G407-E2778@1:SH	RUNNING:G407-E2778@1	RUNNING_ATOM	G407-E2778	G407-S401	f81r	BIOLOGICAL	SH	SH_BIO_BATHE	SH_BIO_BATHE	AUTO_CONTEXT	SH_BIO_BATHE	6	SH|EE|Y|AIN|L|Y	EE|SH|Y	NONE	NONE	3	RUNNING:G407-E2778@3|RUNNING:G407-E2779@2|RUNNING:G407-E2780@2	Y+AIN+Y	Y*2+AIN*1	YES	YES	Halte im Bad	NOT_APPLICABLE	SH_BIO_BATHE	Halte im Bad	YES	YES	3	0	3	0	Stationsansatz|Anwendungsportion|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	3	0	3	0	0	Stationsansatz|Anwendungsportion|Stationsansatz	Stationsansatz|Anwendungsportion|Stationsansatz	Stationsansatz ×2; Anwendungsportion ×1	Stationsansatz ×2; Anwendungsportion ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	64	DEFAULT_COMPOSITION	1	Y=Stationsansatz | AIN=Anwendungsportion | Y=Stationsansatz	Halte den Stationsansatz und die Anwendungsportion im Bad auf Grad II und über den Stationskontakt oder die Leitung	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
470	ACTION:G407-E2785@2:CHD	RUNNING:G407-E2785@2	RUNNING_ATOM	G407-E2785	G407-S404	f81r	BIOLOGICAL	CHD	CHD_BIO_TREAT	CHD_BIO_TREAT	AUTO_CONTEXT	CHD_BIO_TREAT	3	Y|CHD|Y	CHD|Y	NONE	NONE	2	RUNNING:G407-E2785@1|RUNNING:G407-E2785@3	Y+Y	Y*2	YES	YES	Behandle	NOT_APPLICABLE	CHD_BIO_TREAT	Behandle	YES	YES	2	0	2	0	Stationsansatz|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	Stationsansatz ×2	Stationsansatz ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	65	DEFAULT_COMPOSITION	1	Y=Stationsansatz | Y=Stationsansatz	Behandle den Stationsansatz	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
474	ACTION:G407-E2813@3:S	RUNNING:G407-E2813@3	RUNNING_ATOM	G407-E2813	G407-S415	f81r	BIOLOGICAL	S	S_REST_SELECT	S_REST_SELECT	AUTO_CONTEXT	S_REST_SELECT	5	OR|AIN|S|Y|Y	AIN|OR|S|Y	NONE	NONE	4	RUNNING:G407-E2813@1|RUNNING:G407-E2813@2|RUNNING:G407-E2813@4|RUNNING:G407-E2814@1	OR+AIN+Y+Y	Y*2+AIN*1+OR*1	YES	YES	Wähle aus	NOT_APPLICABLE	S_REST_SELECT	Wähle aus	YES	YES	4	0	4	0	Stationseinheit|Anwendungsportion|Stationsansatz|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	4	0	4	0	0	Stationseinheit|Anwendungsportion|Stationsansatz|Stationsansatz	Stationseinheit|Anwendungsportion|Stationsansatz|Stationsansatz	Stationsansatz ×2; Anwendungsportion ×1; Stationseinheit ×1	Stationseinheit ×1; Anwendungsportion ×1; Stationsansatz ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	66	DEFAULT_COMPOSITION	1	OR=Stationseinheit | AIN=Anwendungsportion | Y=Stationsansatz | Y=Stationsansatz	Wähle die Stationseinheit, die Anwendungsportion und den Stationsansatz aus	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
480	ACTION:G407-E2843@2:SH	RUNNING:G407-E2843@2	RUNNING_ATOM	G407-E2843	G407-S425	f81r	BIOLOGICAL	SH	SH_BIO_BATHE	SH_BIO_BATHE	AUTO_CONTEXT	SH_BIO_BATHE	5	SH|Y|Y|L|AL	SH|Y	NONE	NONE	2	RUNNING:G407-E2843@4|RUNNING:G407-E2844@3	Y+Y	Y*2	YES	YES	Halte im Bad	NOT_APPLICABLE	SH_BIO_BATHE	Halte im Bad	YES	YES	2	0	2	0	Stationsansatz|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	Stationsansatz ×2	Stationsansatz ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	67	DEFAULT_COMPOSITION	1	Y=Stationsansatz | Y=Stationsansatz	Halte den Stationsansatz im Bad zur Zielstation oder ins Zielbecken und über den Stationskontakt oder die Leitung	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
482	ACTION:G407-E2852@1:CHD	RUNNING:G407-E2852@1	RUNNING_ATOM	G407-E2852	G407-S425	f81r	BIOLOGICAL	CHD	CHD_BIO_TREAT	CHD_BIO_TREAT	AUTO_CONTEXT	CHD_BIO_TREAT	4	CHD|AR|Y|Y	AR|CHD	NONE	NONE	2	RUNNING:G407-E2854@2|RUNNING:G407-E2855@1	Y+Y	Y*2	YES	YES	Behandle	NOT_APPLICABLE	CHD_BIO_TREAT	Behandle	YES	YES	2	0	2	0	Stationsansatz|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	Stationsansatz ×2	Stationsansatz ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	68	DEFAULT_COMPOSITION	1	Y=Stationsansatz | Y=Stationsansatz	Behandle den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
483	ACTION:G407-E2858@1:S	RUNNING:G407-E2858@1	RUNNING_ATOM	G407-E2858	G407-S425	f81r	BIOLOGICAL	S	S_BIO_DIVERT	S_BIO_DIVERT	AUTO_CONTEXT	S_BIO_DIVERT	6	S|O|IIN|Y|L|Y	IIN|O|S	NONE	NONE	2	RUNNING:G407-E2859@1|RUNNING:G407-E2860@2	Y+Y	Y*2	YES	YES	Leite um	NOT_APPLICABLE	S_BIO_DIVERT	Leite um	YES	YES	2	0	2	0	Strom|Strom	BIOLOGICAL_FLOW_PACKET	YES	BIOLOGICAL_FLOW_PACKET	BIOLOGICAL_FLOW_PACKET	YES	2	0	2	0	0	Strom|Strom	Strom|Strom	Strom ×2	Strom ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	69	SPECIAL_PACKET	1	Y=Strom | Y=Strom	Leite den Strom in Anwendungsform, auf der Anwendungsstufe und über den Stationskontakt oder die Leitung um	YES	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
485	ACTION:G407-E2874@1:CHD	RUNNING:G407-E2874@1	RUNNING_ATOM	G407-E2874	G407-S428	f81r	BIOLOGICAL	CHD	CHD_BIO_TREAT	CHD_BIO_TREAT	AUTO_CONTEXT	CHD_BIO_TREAT	3	CHD|Y|Y	CHD|Y	NONE	NONE	2	RUNNING:G407-E2874@2|RUNNING:G407-E2875@1	Y+Y	Y*2	YES	YES	Behandle	NOT_APPLICABLE	CHD_BIO_TREAT	Behandle	YES	YES	2	0	2	0	Stationsansatz|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	Stationsansatz ×2	Stationsansatz ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	70	DEFAULT_COMPOSITION	1	Y=Stationsansatz | Y=Stationsansatz	Behandle den Stationsansatz	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
496	ACTION:G407-E2920@3:S	RUNNING:G407-E2920@3	RUNNING_ATOM	G407-E2920	G407-S440	f81r	BIOLOGICAL	S	S_BIO_DIVERT	S_BIO_DIVERT	AUTO_CONTEXT	S_BIO_DIVERT	6	S|AR|OR|OR|LOCAL_CHAR_I|AIIN	S	CH	NONE	3	RUNNING:G407-E2922@1|RUNNING:G407-E2923@1|RUNNING:G407-E2923@3	OR+OR+AIIN	AIIN*1+OR*2	YES	YES	Leite um	NOT_APPLICABLE	S_BIO_DIVERT	Leite um	YES	YES	3	0	3	0	Beckeninhalt|Beckeninhalt|Mengenangabe	BIOLOGICAL_FLOW_PACKET	YES	BIOLOGICAL_FLOW_PACKET	BIOLOGICAL_FLOW_PACKET	YES	3	0	3	0	0	Beckeninhalt|Beckeninhalt|Mengenangabe	Beckeninhalt|Beckeninhalt|Mengenangabe	Mengenangabe ×1; Beckeninhalt ×2	Beckeninhalt ×2; Mengenangabe ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	71	SPECIAL_PACKET	1	OR=Beckeninhalt | OR=Beckeninhalt | AIIN=Mengenangabe	Leite die angegebene Menge des Beckeninhalts in der Innenform und von der Ausgangsstation oder aus dem Ausgangsbecken um	YES	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
498	ACTION:G407-E2947@1:S	RUNNING:G407-E2947@1	RUNNING_ATOM	G407-E2947	G407-S444	f81v	BIOLOGICAL	S	S_REST_SELECT	S_REST_SELECT	AUTO_CONTEXT	S_REST_SELECT	3	S|AIIN|AIIN	AIIN|S	NONE	NONE	2	RUNNING:G407-E2947@2|RUNNING:G407-E2948@1	AIIN+AIIN	AIIN*2	YES	YES	Wähle aus	NOT_APPLICABLE	S_REST_SELECT	Wähle aus	YES	YES	2	0	2	0	Stationsmaß|Stationsmaß	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Stationsmaß|Stationsmaß	Stationsmaß|Stationsmaß	Stationsmaß ×2	Stationsmaß ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	72	DEFAULT_COMPOSITION	1	AIIN=Stationsmaß | AIIN=Stationsmaß	Wähle das Stationsmaß aus	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
505	ACTION:G407-E3020@2:SH	RUNNING:G407-E3020@2	RUNNING_ATOM	G407-E3020	G407-S458	f81v	BIOLOGICAL	SH	SH_BIO_BATHE	SH_BIO_BATHE	AUTO_CONTEXT	SH_BIO_BATHE	8	D_ADDR|AIR|A_ADDR|AM_ADDR|Y|SH|E|Y	E|SH|Y	NONE	NONE	2	RUNNING:G407-E3020@1|RUNNING:G407-E3020@4	Y+Y	Y*2	YES	YES	Halte im Bad	NOT_APPLICABLE	SH_BIO_BATHE	Halte im Bad	YES	YES	2	0	2	0	Stationsansatz|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	Stationsansatz ×2	Stationsansatz ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	73	DEFAULT_COMPOSITION	1	Y=Stationsansatz | Y=Stationsansatz	Halte den Stationsansatz im Bad auf Grad I, an der Stations-Hauptstelle, an der Stations-Nebenstelle, an der Stations-Arbeitsstelle und entlang des Stationswegs oder Kanals	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
536	ACTION:G407-E3149@2:SH	RUNNING:G407-E3149@2	RUNNING_ATOM	G407-E3149	G407-S488	f81v	BIOLOGICAL	SH	SH_BIO_BATHE	SH_BIO_BATHE	AUTO_CONTEXT	SH_BIO_BATHE	6	L|Y|O|SH|E|Y	E|O|SH|Y	NONE	NONE	2	RUNNING:G407-E3148@2|RUNNING:G407-E3149@4	Y+Y	Y*2	YES	YES	Halte im Bad	NOT_APPLICABLE	SH_BIO_BATHE	Halte im Bad	YES	YES	2	0	2	0	Stationsansatz|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	Stationsansatz ×2	Stationsansatz ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	74	DEFAULT_COMPOSITION	1	Y=Stationsansatz | Y=Stationsansatz	Halte den Stationsansatz im Bad in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
537	ACTION:G407-E3152@1:CHD	RUNNING:G407-E3152@1	RUNNING_ATOM	G407-E3152	G407-S489	f81v	BIOLOGICAL	CHD	CHD_BIO_TREAT	CHD_BIO_TREAT	AUTO_CONTEXT	CHD_BIO_TREAT	3	CHD|Y|Y	CHD|Y	NONE	NONE	2	RUNNING:G407-E3152@2|RUNNING:G407-E3153@1	Y+Y	Y*2	YES	YES	Behandle	NOT_APPLICABLE	CHD_BIO_TREAT	Behandle	YES	YES	2	0	2	0	Stationsansatz|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	Stationsansatz ×2	Stationsansatz ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	75	DEFAULT_COMPOSITION	1	Y=Stationsansatz | Y=Stationsansatz	Behandle den Stationsansatz	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
538	ACTION:G407-E3154@1:SH	RUNNING:G407-E3154@1	RUNNING_ATOM	G407-E3154	G407-S489	f81v	BIOLOGICAL	SH	SH_BIO_BATHE	SH_BIO_BATHE	AUTO_CONTEXT	SH_BIO_BATHE	3	SH|Y|Y	SH|Y	NONE	NONE	2	RUNNING:G407-E3154@2|RUNNING:G407-E3156@1	Y+Y	Y*2	YES	YES	Halte im Bad	NOT_APPLICABLE	SH_BIO_BATHE	Halte im Bad	YES	YES	2	0	2	0	Körper|Körper	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Körper|Körper	Körper|Körper	Körper ×2	Körper ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	76	DEFAULT_COMPOSITION	1	Y=Körper | Y=Körper	Halte den Körper im Bad	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
