event_serial	page	locus	record_unit_id	field_id	statement_id	joint_tuple_id_opaque	surface_display_only	formal_formula_opaque	terminal_status	fixed_exact_mnemonic	strict_formal_prompt	event_template	event_parse_status	fixed_value_clause	formal_clause_no_semantic_inheritance	v64_local_plant_filler	complete_layered_technical_reading	local_filler_source_class	local_input_id	local_output_id	statement_pre_state	statement_post_state	iatromedical_comparator_event	opaque_roundtrip_atom	noninheritance_contract	source_lineage
67	f55v	f55v.11	H4	F012	H4-S003	1b1ffdd869fb1429ad03	oldy	CLOSE(FRAME_O(LINK))	TERMINAL	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	zweite Blattflotte H4-P03 seihen und schließen	LOCAL[zweite Blattflotte H4-P03 seihen und schließen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H4-R02 zweite Blattfraktion	H4-P03 zweite geseihte Blattflotte	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=H4:T001;PREVIOUS_ITEM=UNSET	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	koche sanft und beende diesen Arbeitsschritt	E67@1b1ffdd869fb1429ad03	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
68	f55v	f55v.11	H4	F013	H4-S004	2f1c5e56e8f0ff459065	aiin	OPAQUE_PAYLOAD	NONCLOSE	MASS?	NONE	PARAMETER_ASSIGN	UNIQUE_EXACT	MASS?=vorgesehenen Mengenwert buchen	NONE	Sollmenge der zweiten Flotte buchen	MASS?=vorgesehenen Mengenwert buchen ; LOCAL[Sollmenge der zweiten Flotte buchen]	V60_EXACT_VALUE+V53/V64_LOCAL_ARGUMENT	H4-P02 + H4-P03	H4-P04 etikettierter Paarlagerposten	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	Ein vorgeschriebenes Maß	E68@2f1c5e56e8f0ff459065	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
69	f55v	f55v.11	H4	F013	H4-S004	308e8ea2d5d190c498e8	okal	SET(<ARG_AL>)	NONCLOSE	UNKNOWN	LOKALEN_RELATIONSSLOT_SETZEN	TARGET_ASSIGN	UNIQUE_FORMAL_ONLY	NONE	LOKALEN_RELATIONSSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION	opaken Relationsslot für Fraktionspaar und Lagergefäß setzen	LOKALEN_RELATIONSSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[opaken Relationsslot für Fraktionspaar und Lagergefäß setzen]	V63_FORMAL_CHANNEL_NO_SEMANTIC_WORD+V53/V64_LOCAL_ARGUMENT	H4-P02 + H4-P03	H4-P04 etikettierter Paarlagerposten	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	mische beide Anteile zusammen	E69@308e8ea2d5d190c498e8	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
70	f55v	f55v.11	H4	F013	H4-S004	204b04837409088c48f9	oltchy	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	erste und zweite Flotte nebeneinander prüfen	LOCAL[erste und zweite Flotte nebeneinander prüfen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H4-P02 + H4-P03	H4-P04 etikettierter Paarlagerposten	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	bewahre es in einem bedeckten Gefäß	E70@204b04837409088c48f9	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
71	f55v	f55v.11	H4	F013	H4-S004	7a4bb8136330ee4e6e56	or	OPAQUE_PAYLOAD	NONCLOSE	ANSATZ?	NONE	LINK_ACTIVE	UNIQUE_EXACT	ANSATZ?=aktiven Arbeitsansatz aufnehmen	NONE	zweite Flotte als aktiven Ansatz H4-P03 führen	ANSATZ?=aktiven Arbeitsansatz aufnehmen ; LOCAL[zweite Flotte als aktiven Ansatz H4-P03 führen]	V60_EXACT_VALUE+V53/V64_LOCAL_ARGUMENT	H4-P02 + H4-P03	H4-P04 etikettierter Paarlagerposten	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	Die bereitete Arbeitsflüssigkeit	E71@7a4bb8136330ee4e6e56	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
72	f55v	f55v.11	H4	F013	H4-S004	b921a237be883a820352	y	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	Presskuchen und Flotten als Paarposten etikettieren	LOCAL[Presskuchen und Flotten als Paarposten etikettieren]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H4-P02 + H4-P03	H4-P04 etikettierter Paarlagerposten	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	Diese aktive Portion	E72@b921a237be883a820352	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
73	f55v	f55v.11	H4	F013	H4-S004	6afeb5c9ab9f6cbdea0d	orain	OPAQUE_PAYLOAD + <ARG_AIN>	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	Paarposten H4-P04 bedeckt lagern	LOCAL[Paarposten H4-P04 bedeckt lagern]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H4-P02 + H4-P03	H4-P04 etikettierter Paarlagerposten	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	gebrauche die fertige Flüssigkeit frisch	E73@6afeb5c9ab9f6cbdea0d	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
74	f56r	f56r.5	H5	F014	H5-S001	b9d7b6d68209a9019e7a	chochor	FRAME_O(OPAQUE_PAYLOAD)	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	Bildbesitzer H5 als drüsiges Feuchtland-Rohlos H5-R01 eröffnen	LOCAL[Bildbesitzer H5 als drüsiges Feuchtland-Rohlos H5-R01 eröffnen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H5-R01 sichtbares drüsiges Feuchtlandmaterial	H5-R01 abgeteilte Krautfraktion	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T001;PREVIOUS_ITEM=UNSET	sammle die Pflanze im Frühjahr	E74@b9d7b6d68209a9019e7a	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
75	f56r	f56r.5	H5	F014	H5-S001	2cc054357a929df85f64	cho	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	kleine Gesamtpflanzenprobe sammeln	LOCAL[kleine Gesamtpflanzenprobe sammeln]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H5-R01 sichtbares drüsiges Feuchtlandmaterial	H5-R01 abgeteilte Krautfraktion	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T001;PREVIOUS_ITEM=UNSET	nimm danach den folgenden Zusatz oder Pflanzenteil	E75@2cc054357a929df85f64	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
76	f56r	f56r.5	H5	F014	H5-S001	0ec6a45e2950e8e7061d	chodaly	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	feine Wurzel- und Krautfraktion trennen	LOCAL[feine Wurzel- und Krautfraktion trennen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H5-R01 sichtbares drüsiges Feuchtlandmaterial	H5-R01 abgeteilte Krautfraktion	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T001;PREVIOUS_ITEM=UNSET	die dünne untere Wurzel	E76@0ec6a45e2950e8e7061d	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
77	f56r	f56r.5	H5	F014	H5-S001	2f1c5e56e8f0ff459065	daiin	OPAQUE_PAYLOAD	NONCLOSE	MASS?	VORGABEPARAMETER?	PARAMETER_ASSIGN	UNIQUE_CONVERGENT_CHANNELS	MASS?=vorgesehenen Mengenwert buchen	VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION	Sollmenge der Krautfraktion buchen	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[Sollmenge der Krautfraktion buchen]	V60_EXACT_VALUE+V63_FORMAL_CHANNEL_SEPARATE+V53/V64_LOCAL_ARGUMENT	H5-R01 sichtbares drüsiges Feuchtlandmaterial	H5-R01 abgeteilte Krautfraktion	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T001;PREVIOUS_ITEM=UNSET	Ein vorgeschriebenes Maß	E77@2f1c5e56e8f0ff459065	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
78	f56r	f56r.7	H5	F015	H5-S001	2cc054357a929df85f64	sho	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	Krautfraktion in wenig Wasser einweichen	LOCAL[Krautfraktion in wenig Wasser einweichen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H5-R01 Krautfraktion	H5-P01 Mucilage-Prüfcharge an H5-T01	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T001;PREVIOUS_ITEM=UNSET	nimm danach den folgenden Zusatz oder Pflanzenteil	E78@2cc054357a929df85f64	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
79	f56r	f56r.7	H5	F015	H5-S001	893c570f3fa3fce99711	kchol	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	weiches Material quetschen	LOCAL[weiches Material quetschen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H5-R01 Krautfraktion	H5-P01 Mucilage-Prüfcharge an H5-T01	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T001;PREVIOUS_ITEM=UNSET	lasse es in Weißwein ziehen	E79@893c570f3fa3fce99711	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
80	f56r	f56r.7	H5	F015	H5-S001	10488b911aae52b3b334	otchor	FRAME_OT(OPAQUE_PAYLOAD)	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	klebrige Flüssigkeit als Prüfcharge H5-P01 auffangen	LOCAL[klebrige Flüssigkeit als Prüfcharge H5-P01 auffangen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H5-R01 Krautfraktion	H5-P01 Mucilage-Prüfcharge an H5-T01	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T001;PREVIOUS_ITEM=UNSET	vor der Blüte gesammelt	E80@10488b911aae52b3b334	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
81	f56r	f56r.7	H5	F015	H5-S001	276a7c2d74d1143446f4	choky	OPAQUE_PAYLOAD	NONCLOSE	ANWENDEN?	NONE	ACTION_APPLY	UNIQUE_EXACT	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen	NONE	aktive Prüfcharge H5-P01 auf Prüffläche H5-T01 einsetzen	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL[aktive Prüfcharge H5-P01 auf Prüffläche H5-T01 einsetzen]	V60_EXACT_VALUE+V53/V64_LOCAL_ARGUMENT	H5-R01 Krautfraktion	H5-P01 Mucilage-Prüfcharge an H5-T01	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T001;PREVIOUS_ITEM=UNSET	Die aktive Portion verwenden	E81@276a7c2d74d1143446f4	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
82	f56r	f56r.7	H5	F015	H5-S001	dd0ecaf5e27d81befffc	dal	OPAQUE_PAYLOAD	NONCLOSE	ZIEL?	NONE	TARGET_ASSIGN	UNIQUE_EXACT	ZIEL?=Arbeitsziel setzen oder bestätigen	NONE	Zieladresse H5-T01 nach dem Auftrag im Register festhalten	ZIEL?=Arbeitsziel setzen oder bestätigen ; LOCAL[Zieladresse H5-T01 nach dem Auftrag im Register festhalten]	V60_EXACT_VALUE+V53/V64_LOCAL_ARGUMENT	H5-R01 Krautfraktion	H5-P01 Mucilage-Prüfcharge an H5-T01	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T001;PREVIOUS_ITEM=UNSET	An die bezeichnete Zielstelle führen	E82@dd0ecaf5e27d81befffc	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
83	f56r	f56r.8	H5	F016	H5-S002	d665560c8ff80799a82c	schol	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	H5-P01 als aktive Charge wieder aufnehmen	LOCAL[H5-P01 als aktive Charge wieder aufnehmen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H5-P01 aktive Prüfcharge	H5-T02 luftgetrocknete Beschichtungsprobe	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T001;PREVIOUS_ITEM=UNSET	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T002;PREVIOUS_ITEM=UNSET	von diesem abgebildeten Simplex	E83@d665560c8ff80799a82c	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
84	f56r	f56r.8	H5	F016	H5-S002	c10aec6d4dd877ec8bd8	choy	FRAME_O(OPAQUE_PAYLOAD)	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	zweite Prüffläche H5-T02 bereitstellen	LOCAL[zweite Prüffläche H5-T02 bereitstellen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H5-P01 aktive Prüfcharge	H5-T02 luftgetrocknete Beschichtungsprobe	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T001;PREVIOUS_ITEM=UNSET	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T002;PREVIOUS_ITEM=UNSET	die auf feuchter schattiger Heide wächst	E84@c10aec6d4dd877ec8bd8	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
85	f56r	f56r.8	H5	F016	H5-S002	276a7c2d74d1143446f4	choky	OPAQUE_PAYLOAD	NONCLOSE	ANWENDEN?	NONE	ACTION_APPLY	UNIQUE_EXACT	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen	NONE	aktive Charge auf H5-T02 einsetzen	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL[aktive Charge auf H5-T02 einsetzen]	V60_EXACT_VALUE+V53/V64_LOCAL_ARGUMENT	H5-P01 aktive Prüfcharge	H5-T02 luftgetrocknete Beschichtungsprobe	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T001;PREVIOUS_ITEM=UNSET	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T002;PREVIOUS_ITEM=UNSET	Die aktive Portion verwenden	E85@276a7c2d74d1143446f4	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
86	f56r	f56r.8	H5	F016	H5-S002	95987d6f198d6d247511	cheeckhody	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	beschichtete Prüffläche lufttrocknen lassen und schließen	LOCAL[beschichtete Prüffläche lufttrocknen lassen und schließen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H5-P01 aktive Prüfcharge	H5-T02 luftgetrocknete Beschichtungsprobe	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T001;PREVIOUS_ITEM=UNSET	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T002;PREVIOUS_ITEM=UNSET	lasse das Pflaster unbedeckt trocknen	E86@95987d6f198d6d247511	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
87	f56r	f56r.12	H5	F017	H5-S003	ad3581d3144f69a5912d	sh	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	Kopf- oder Knospenfraktion H5-R02 eröffnen	LOCAL[Kopf- oder Knospenfraktion H5-R02 eröffnen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H5-R02 Kopf + H5-R03 schmales Blatt	getrennte trocknende Referenzfraktionen	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T002;PREVIOUS_ITEM=UNSET	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I002;TARGET/STATION=H5:T003;PREVIOUS_ITEM=H5:I001	ihren kleinen Samen- oder Knospenkopf	E87@ad3581d3144f69a5912d	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
88	f56r	f56r.12	H5	F017	H5-S003	2cc054357a929df85f64	cho	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	schmale Blattfraktion H5-R03 getrennt einführen	LOCAL[schmale Blattfraktion H5-R03 getrennt einführen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H5-R02 Kopf + H5-R03 schmales Blatt	getrennte trocknende Referenzfraktionen	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T002;PREVIOUS_ITEM=UNSET	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I002;TARGET/STATION=H5:T003;PREVIOUS_ITEM=H5:I001	nimm danach den folgenden Zusatz oder Pflanzenteil	E88@2cc054357a929df85f64	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
