event_serial	page	locus	record_unit_id	field_id	statement_id	joint_tuple_id	surface_display_only	formal_formula_opaque	terminal_status	strict_formal_prompt	selected_exact_mnemonic	v63_event_template	v63_trigger_origin	v63_event_parse_status	v63_field_parse_status	v63_statement_parse_status	v62_statement_pre_state	v62_symbolic_register_effect	v62_statement_post_state	v61_inherited_local_expansion	v64_tagged_source_segment	source_layer_tags	unsupported_assumption_ids	editorial_status	semantic_contract
82	f56r	f56r.7	H5	F015	H5-S001	dd0ecaf5e27d81befffc	dal	OPAQUE_PAYLOAD	NONCLOSE	NONE	ZIEL?	TARGET_ASSIGN	EXACT_JOINT_TUPLE_MNEMONIC	UNIQUE_EXACT	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	TARGET/STATION:=EXACT_TARGET_ARGUMENT	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T001;PREVIOUS_ITEM=UNSET	An die bezeichnete Zielstelle führen	[CARD:ZIEL?] [EXEMPLAR:an der örtlich bezeichneten Hautstelle]	CARD|EXEMPLAR	A051	CARD_WITH_TAGGED_EXPANSION	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
83	f56r	f56r.8	H5	F016	H5-S002	d665560c8ff80799a82c	schol	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T001;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T002;PREVIOUS_ITEM=UNSET	von diesem abgebildeten Simplex	[GENRE:nimm die Auflage wieder ab]	GENRE	A053	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
84	f56r	f56r.8	H5	F016	H5-S002	c10aec6d4dd877ec8bd8	choy	FRAME_O(OPAQUE_PAYLOAD)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T001;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T002;PREVIOUS_ITEM=UNSET	die auf feuchter schattiger Heide wächst	[GENRE:wasche die Stelle mit Wasser]	GENRE	A053	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
85	f56r	f56r.8	H5	F016	H5-S002	276a7c2d74d1143446f4	choky	OPAQUE_PAYLOAD	NONCLOSE	NONE	ANWENDEN?	ACTION_APPLY	EXACT_JOINT_TUPLE_MNEMONIC	UNIQUE_EXACT	AMBIGUOUS	AMBIGUOUS	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T001;PREVIOUS_ITEM=UNSET	APPLY(ACTIVE_ITEM/PREPARATION,TARGET/STATION)	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T002;PREVIOUS_ITEM=UNSET	Die aktive Portion verwenden	[CARD:ANWENDEN?] [EXEMPLAR:wiederhole den Gebrauch nur falls vertragen]	CARD|EXEMPLAR	A054	CARD_WITH_TAGGED_EXPANSION	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
86	f56r	f56r.8	H5	F016	H5-S002	95987d6f198d6d247511	cheeckhody	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T001;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T002;PREVIOUS_ITEM=UNSET	lasse das Pflaster unbedeckt trocknen	[FORMAL:CLOSE; keine Wortbedeutung] [GENRE:beende die äußere Anwendung]	FORMAL|GENRE	A053	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
87	f56r	f56r.12	H5	F017	H5-S003	ad3581d3144f69a5912d	sh	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	UNPARSED	UNPARSED	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T002;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I002;TARGET/STATION=H5:T003;PREVIOUS_ITEM=H5:I001	ihren kleinen Samen- oder Knospenkopf	[IMAGE:nimm vom übrigen Kraut die blühenden Stiele]	IMAGE	A055	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
88	f56r	f56r.12	H5	F017	H5-S003	2cc054357a929df85f64	cho	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	UNPARSED	UNPARSED	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T002;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I002;TARGET/STATION=H5:T003;PREVIOUS_ITEM=H5:I001	nimm danach den folgenden Zusatz oder Pflanzenteil	[GENRE:trockne sie im Schatten]	GENRE	A055	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
89	f56r	f56r.12	H5	F017	H5-S003	b74e9e65637b7c8538dd	kchey	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	UNPARSED	UNPARSED	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T002;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I002;TARGET/STATION=H5:T003;PREVIOUS_ITEM=H5:I001	das getrocknete schmale Blatt	[GENRE:zerreibe sie grob]	GENRE	A055	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
90	f56r	f56r.12	H5	F017	H5-S003	1322bc176443fc2a8a86	qokokchy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	UNPARSED	UNPARSED	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T002;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I002;TARGET/STATION=H5:T003;PREVIOUS_ITEM=H5:I001	trockne es im Schatten	[GENRE:verwahre sie trocken]	GENRE	A056	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
91	f56r	f56r.13	H5	F018	H5-S004	9ad66e67803a12e745de	okchy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	UNPARSED	UNPARSED	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I002;TARGET/STATION=H5:T003;PREVIOUS_ITEM=H5:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I002;TARGET/STATION=H5:T004;PREVIOUS_ITEM=H5:I001	gebrauche die frisch bereitete Arznei	[GENRE:setze daraus einen schwachen Auszug an]	GENRE	A057	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
92	f56r	f56r.13	H5	F018	H5-S004	087a47b5423438cd6b6a	chokcheo	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	UNPARSED	UNPARSED	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I002;TARGET/STATION=H5:T003;PREVIOUS_ITEM=H5:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I002;TARGET/STATION=H5:T004;PREVIOUS_ITEM=H5:I001	trinke es bei Magenschmerz	[GENRE:mit mildem Wein]	GENRE	A057	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
93	f56r	f56r.13	H5	F018	H5-S004	75a523fcf039b006f97b	kchal	OPAQUE_PAYLOAD + <ARG_AL>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	UNPARSED	UNPARSED	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I002;TARGET/STATION=H5:T003;PREVIOUS_ITEM=H5:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I002;TARGET/STATION=H5:T004;PREVIOUS_ITEM=H5:I001	bewahre den Rest trocken im Schatten	[GENRE:seihe ihn durch ein Tuch]	GENRE	A058	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
94	f56r	f56r.18	H5	F019	H5-S005	2cc054357a929df85f64	sho	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	UNPARSED	UNPARSED	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I002;TARGET/STATION=H5:T004;PREVIOUS_ITEM=H5:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H5:I002	nimm danach den folgenden Zusatz oder Pflanzenteil	[GENRE:füge Honig hinzu]	GENRE	A059	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
95	f56r	f56r.18	H5	F019	H5-S005	9ad66e67803a12e745de	chokchy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	UNPARSED	UNPARSED	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I002;TARGET/STATION=H5:T004;PREVIOUS_ITEM=H5:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H5:I002	gebrauche die frisch bereitete Arznei	[GENRE:erwärme gelinde]	GENRE	A060	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
96	f56r	f56r.18	H5	F019	H5-S005	c71c72da4e09e0833392	kchoar	OPAQUE_PAYLOAD + <ARG_AR>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	UNPARSED	UNPARSED	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I002;TARGET/STATION=H5:T004;PREVIOUS_ITEM=H5:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H5:I002	mische es mit Honig	[GENRE:gib den Auszug als Brusttrank]	GENRE	A061	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
97	f56r	f56r.18	H5	F019	H5-S005	61a075bc54793c1c781f	sotodan	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	UNPARSED	UNPARSED	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I002;TARGET/STATION=H5:T004;PREVIOUS_ITEM=H5:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H5:I002	gebrauche es frisch vermischt	[GENRE:bei trockenem Husten]	GENRE	A062	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
98	f56r	f56r.19	H5	F020	H5-S006	faf321940aed922846a9	otchey	FRAME_OT(OPAQUE_PAYLOAD)	NONCLOSE	NONE	ANTEIL?	SELECT_PART	EXACT_JOINT_TUPLE_MNEMONIC	UNIQUE_EXACT	AMBIGUOUS	AMBIGUOUS	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H5:I002	PREVIOUS_ITEM:=ACTIVE_ITEM/PREPARATION;ACTIVE_ITEM/PREPARATION:=EXACT_SELECTED_PART	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=H5:I003	Nimm den bezeichneten Anteil	[CARD:ANTEIL?] [REGISTER:H5:I004 als ausgewählten Teil führen]	CARD|REGISTER	NONE	CARD_WITH_TAGGED_EXPANSION	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
99	f56r	f56r.19	H5	F020	H5-S006	9bb7122b386ebbc6138f	keol	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H5:I002	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=H5:I003	die helle geöffnete Blüte	[EXEMPLAR:je Gabe]	EXEMPLAR	A063	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
100	f56r	f56r.19	H5	F020	H5-S006	2f1c5e56e8f0ff459065	daiin	OPAQUE_PAYLOAD	NONCLOSE	VORGABEPARAMETER?	MASS?	PARAMETER_ASSIGN	EXACT_PLUS_FORMAL_CONVERGENT	UNIQUE_CONVERGENT_CHANNELS	AMBIGUOUS	AMBIGUOUS	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H5:I002	PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY || FORMAL_PARAMETER_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=H5:I003	Ein vorgeschriebenes Maß	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:ein kleines örtliches Maß]	CARD|FORMAL|EXEMPLAR	A049|A063	CARD_PLUS_FORMAL_WITH_TAGGED_EXPANSION	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
