event_id	diagram_unit	physical_page	locus	surface	visible_owner_de	component_recipe	address_reading_de	diagram_model
P912-E2206	f70v1	f70v	f70v1.12	qokeeol	Widderrad mit Stern tragenden Figuren	OK+EE+OL	Widderrad mit Stern tragenden Figuren: Platz aktivieren, zweiter Grad, gleiche Reihe weiter.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2207	f70v1	f70v	f70v1.12	otchykey	Widderrad mit Stern tragenden Figuren	OT+Y+K+E+Y	Widderrad mit Stern tragenden Figuren: nächster Platz, dieser Platz, Wert zuordnen, erster Grad, dieser Platz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2208	f70v1	f70v	f70v1.12	chekeal	Widderrad mit Stern tragenden Figuren	CHK+E+AL	Widderrad mit Stern tragenden Figuren: Bedingungsklasse, erster Grad, Zielplatz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2209	f70v1	f70v	f70v1.12	oteosaiin	Widderrad mit Stern tragenden Figuren	OT+E+O+S_ADDR+AIIN	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Sternbezug, verzeichneter Sollwert.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2210	f70v1	f70v	f70v1.12	chekey	Widderrad mit Stern tragenden Figuren	CHK+E+Y	Widderrad mit Stern tragenden Figuren: Bedingungsklasse, erster Grad, dieser Platz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2211	f70v1	f70v	f70v1.12	okeolol	Widderrad mit Stern tragenden Figuren	OK+E+OL+OL	Widderrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, gleiche Reihe weiter.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2212	f70v1	f70v	f70v1.12	chees	Widderrad mit Stern tragenden Figuren	SH+EE+S_ADDR	Widderrad mit Stern tragenden Figuren: Bezug halten, zweiter Grad, Sternbezug.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2213	f70v1	f70v	f70v1.12	oeey	Widderrad mit Stern tragenden Figuren	O+EE+Y	Widderrad mit Stern tragenden Figuren: Reihe aufrufen, zweiter Grad, dieser Platz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2214	f70v1	f70v	f70v1.12	opotey	Widderrad mit Stern tragenden Figuren	O+P+O+T+E+Y	Widderrad mit Stern tragenden Figuren: Reihe aufrufen, Eintrag beginnen, Reihe aufrufen, Platz einstellen, erster Grad, dieser Platz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2215	f70v1	f70v	f70v1.12	dal	Widderrad mit Stern tragenden Figuren	AL	Widderrad mit Stern tragenden Figuren: Zielplatz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2216	f70v1	f70v	f70v1.12	al	Widderrad mit Stern tragenden Figuren	AL	Widderrad mit Stern tragenden Figuren: Zielplatz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2217	f70v1	f70v	f70v1.12	s	Widderrad mit Stern tragenden Figuren	S	Widderrad mit Stern tragenden Figuren: Klasse wählen.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2218	f70v1	f70v	f70v1.12	otecheo	Widderrad mit Stern tragenden Figuren	OT+E+CHEO	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, lokaler Eintrag.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2219	f70v1	f70v	f70v1.12	dal	Widderrad mit Stern tragenden Figuren	AL	Widderrad mit Stern tragenden Figuren: Zielplatz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2220	f70v1	f70v	f70v1.13	okoly	Widderrad mit Stern tragenden Figuren	OK+OL+Y	Widderrad mit Stern tragenden Figuren: Platz aktivieren, gleiche Reihe weiter, dieser Platz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2221	f70v1	f70v	f70v1.14	otalaiin	Widderrad mit Stern tragenden Figuren	OT+AL+AIIN	Widderrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, verzeichneter Sollwert.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2222	f70v1	f70v	f70v1.15	oteo	Widderrad mit Stern tragenden Figuren	OT+E+O	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2223	f70v1	f70v	f70v1.15	alals	Widderrad mit Stern tragenden Figuren	AL+AL+S_ADDR	Widderrad mit Stern tragenden Figuren: Zielplatz, Sternbezug.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2224	f70v1	f70v	f70v1.15	araly	Widderrad mit Stern tragenden Figuren	AR+AL+Y	Widderrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle, Zielplatz, dieser Platz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2225	f70v1	f70v	f70v1.16	oteoeey	Widderrad mit Stern tragenden Figuren	OT+E+O+EE+Y	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, zweiter Grad, dieser Platz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2226	f70v1	f70v	f70v1.16	otal	Widderrad mit Stern tragenden Figuren	OT+AL	Widderrad mit Stern tragenden Figuren: nächster Platz, Zielplatz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2227	f70v1	f70v	f70v1.16	okealar	Widderrad mit Stern tragenden Figuren	OK+E+AL+AR	Widderrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, Zielplatz, Quell- oder Bezugsstelle.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2228	f70v1	f70v	f70v1.17	otear	Widderrad mit Stern tragenden Figuren	OT+E+AR	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Quell- oder Bezugsstelle.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2229	f70v1	f70v	f70v1.17	araydy	Widderrad mit Stern tragenden Figuren	AR+A_ADDR+Y+DY	Widderrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle, lokale Adresse, dieser Platz, Eintrag schließen.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2230	f70v2	f70v	f70v2.1	okcheo	Fischrad mit Stern tragenden Figuren	OK+CHEO	Fischrad mit Stern tragenden Figuren: Platz aktivieren, lokaler Eintrag.	FISCHRING_MIT_STERNFIGUREN
P912-E2231	f70v2	f70v	f70v2.1	dar	Fischrad mit Stern tragenden Figuren	D_ADDR+AR	Fischrad mit Stern tragenden Figuren: Unterplatz, Quell- oder Bezugsstelle.	FISCHRING_MIT_STERNFIGUREN
P912-E2232	f70v2	f70v	f70v2.1	otey	Fischrad mit Stern tragenden Figuren	OT+E+Y	Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, dieser Platz.	FISCHRING_MIT_STERNFIGUREN
P912-E2233	f70v2	f70v	f70v2.1	ykeey	Fischrad mit Stern tragenden Figuren	Y+K+EE+Y	Fischrad mit Stern tragenden Figuren: dieser Platz, Wert zuordnen, zweiter Grad, dieser Platz.	FISCHRING_MIT_STERNFIGUREN
P912-E2234	f70v2	f70v	f70v2.1	tchy	Fischrad mit Stern tragenden Figuren	T+Y	Fischrad mit Stern tragenden Figuren: Platz einstellen, dieser Platz.	FISCHRING_MIT_STERNFIGUREN
P912-E2235	f70v2	f70v	f70v2.1	otsheo	Fischrad mit Stern tragenden Figuren	OT+SH+E+O	Fischrad mit Stern tragenden Figuren: nächster Platz, Bezug halten, erster Grad, Reihe aufrufen.	FISCHRING_MIT_STERNFIGUREN
P912-E2236	f70v2	f70v	f70v2.1	oteotey	Fischrad mit Stern tragenden Figuren	OT+E+O+T+E+Y	Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Platz einstellen, erster Grad, dieser Platz.	FISCHRING_MIT_STERNFIGUREN
P912-E2237	f70v2	f70v	f70v2.1	shey	Fischrad mit Stern tragenden Figuren	SH+E+Y	Fischrad mit Stern tragenden Figuren: Bezug halten, erster Grad, dieser Platz.	FISCHRING_MIT_STERNFIGUREN
P912-E2238	f70v2	f70v	f70v2.1	shecth	Fischrad mit Stern tragenden Figuren	SH+E+CTH	Fischrad mit Stern tragenden Figuren: Bezug halten, erster Grad, Bereitschaftsklasse.	FISCHRING_MIT_STERNFIGUREN
P912-E2239	f70v2	f70v	f70v2.1	opcheoldair	Fischrad mit Stern tragenden Figuren	O+P+CH+E+OL+D_ADDR+AIR	Fischrad mit Stern tragenden Figuren: Reihe aufrufen, Eintrag beginnen, Klassenkennung, erster Grad, gleiche Reihe weiter, Unterplatz, Ringlauf.	FISCHRING_MIT_STERNFIGUREN
P912-E2240	f70v2	f70v	f70v2.1	dateey	Fischrad mit Stern tragenden Figuren	DA+T+EE+Y	Fischrad mit Stern tragenden Figuren: zweite Stufe, Platz einstellen, zweiter Grad, dieser Platz.	FISCHRING_MIT_STERNFIGUREN
P912-E2241	f70v2	f70v	f70v2.1	sal	Fischrad mit Stern tragenden Figuren	S+AL	Fischrad mit Stern tragenden Figuren: Klasse wählen, Zielplatz.	FISCHRING_MIT_STERNFIGUREN
P912-E2242	f70v2	f70v	f70v2.1	ody	Fischrad mit Stern tragenden Figuren	O+DY	Fischrad mit Stern tragenden Figuren: Reihe aufrufen, Eintrag schließen.	FISCHRING_MIT_STERNFIGUREN
P912-E2243	f70v2	f70v	f70v2.1	choteey	Fischrad mit Stern tragenden Figuren	CH+OT+EE+Y	Fischrad mit Stern tragenden Figuren: Klassenkennung, nächster Platz, zweiter Grad, dieser Platz.	FISCHRING_MIT_STERNFIGUREN
P912-E2244	f70v2	f70v	f70v2.1	choeteedy	Fischrad mit Stern tragenden Figuren	HO+E+T+EE+DY	Fischrad mit Stern tragenden Figuren: Teil, erster Grad, Platz einstellen, zweiter Grad, Eintrag schließen.	FISCHRING_MIT_STERNFIGUREN
P912-E2245	f70v2	f70v	f70v2.1	oteoteotsho	Fischrad mit Stern tragenden Figuren	OT+E+O+T+E+O+T+SH+O	Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Platz einstellen, erster Grad, Reihe aufrufen, Platz einstellen, Bezug halten, Reihe aufrufen.	FISCHRING_MIT_STERNFIGUREN
P912-E2246	f70v2	f70v	f70v2.1	yteos	Fischrad mit Stern tragenden Figuren	Y+T+E+O+S_ADDR	Fischrad mit Stern tragenden Figuren: dieser Platz, Platz einstellen, erster Grad, Reihe aufrufen, Sternbezug.	FISCHRING_MIT_STERNFIGUREN
P912-E2247	f70v2	f70v	f70v2.1	alain	Fischrad mit Stern tragenden Figuren	AL+AIN	Fischrad mit Stern tragenden Figuren: Zielplatz, Einheit.	FISCHRING_MIT_STERNFIGUREN
P912-E2248	f70v2	f70v	f70v2.1	sheodaly	Fischrad mit Stern tragenden Figuren	SH+E+O+AL+Y	Fischrad mit Stern tragenden Figuren: Bezug halten, erster Grad, Reihe aufrufen, Zielplatz, dieser Platz.	FISCHRING_MIT_STERNFIGUREN
P912-E2249	f70v2	f70v	f70v2.1	o	Fischrad mit Stern tragenden Figuren	O	Fischrad mit Stern tragenden Figuren: Reihe aufrufen.	FISCHRING_MIT_STERNFIGUREN
P912-E2250	f70v2	f70v	f70v2.1	aiin	Fischrad mit Stern tragenden Figuren	AIIN	Fischrad mit Stern tragenden Figuren: verzeichneter Sollwert.	FISCHRING_MIT_STERNFIGUREN
P912-E2251	f70v2	f70v	f70v2.1	cholkal	Fischrad mit Stern tragenden Figuren	OL+K+AL	Fischrad mit Stern tragenden Figuren: gleiche Reihe weiter, Wert zuordnen, Zielplatz.	FISCHRING_MIT_STERNFIGUREN
P912-E2252	f70v2	f70v	f70v2.1	chokear	Fischrad mit Stern tragenden Figuren	OK+E+AR	Fischrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, Quell- oder Bezugsstelle.	FISCHRING_MIT_STERNFIGUREN
P912-E2253	f70v2	f70v	f70v2.1	oteody	Fischrad mit Stern tragenden Figuren	OT+E+O+Y	Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, dieser Platz.	FISCHRING_MIT_STERNFIGUREN
P912-E2254	f70v2	f70v	f70v2.1	cholaiin	Fischrad mit Stern tragenden Figuren	OL+AIIN	Fischrad mit Stern tragenden Figuren: gleiche Reihe weiter, verzeichneter Sollwert.	FISCHRING_MIT_STERNFIGUREN
P912-E2255	f70v2	f70v	f70v2.1	oteeoal	Fischrad mit Stern tragenden Figuren	OT+EE+O+AL	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Reihe aufrufen, Zielplatz.	FISCHRING_MIT_STERNFIGUREN
P912-E2256	f70v2	f70v	f70v2.1	al	Fischrad mit Stern tragenden Figuren	AL	Fischrad mit Stern tragenden Figuren: Zielplatz.	FISCHRING_MIT_STERNFIGUREN
P912-E2257	f70v2	f70v	f70v2.1	sheeos	Fischrad mit Stern tragenden Figuren	SH+EE+O+S_ADDR	Fischrad mit Stern tragenden Figuren: Bezug halten, zweiter Grad, Reihe aufrufen, Sternbezug.	FISCHRING_MIT_STERNFIGUREN
P912-E2258	f70v2	f70v	f70v2.1	okey	Fischrad mit Stern tragenden Figuren	OK+E+Y	Fischrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, dieser Platz.	FISCHRING_MIT_STERNFIGUREN
P912-E2259	f70v2	f70v	f70v2.1	chol	Fischrad mit Stern tragenden Figuren	OL	Fischrad mit Stern tragenden Figuren: gleiche Reihe weiter.	FISCHRING_MIT_STERNFIGUREN
P912-E2260	f70v2	f70v	f70v2.1	dy	Fischrad mit Stern tragenden Figuren	Y	Fischrad mit Stern tragenden Figuren: dieser Platz.	FISCHRING_MIT_STERNFIGUREN
P912-E2261	f70v2	f70v	f70v2.1	otees	Fischrad mit Stern tragenden Figuren	OT+EE+S_ADDR	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Sternbezug.	FISCHRING_MIT_STERNFIGUREN
P912-E2262	f70v2	f70v	f70v2.1	cho	Fischrad mit Stern tragenden Figuren	HO	Fischrad mit Stern tragenden Figuren: Teil.	FISCHRING_MIT_STERNFIGUREN
P912-E2263	f70v2	f70v	f70v2.1	s	Fischrad mit Stern tragenden Figuren	S	Fischrad mit Stern tragenden Figuren: Klasse wählen.	FISCHRING_MIT_STERNFIGUREN
P912-E2264	f70v2	f70v	f70v2.1	olar	Fischrad mit Stern tragenden Figuren	OL+AR	Fischrad mit Stern tragenden Figuren: gleiche Reihe weiter, Quell- oder Bezugsstelle.	FISCHRING_MIT_STERNFIGUREN
P912-E2265	f70v2	f70v	f70v2.1	otoaiin	Fischrad mit Stern tragenden Figuren	OT+O+AIIN	Fischrad mit Stern tragenden Figuren: nächster Platz, Reihe aufrufen, verzeichneter Sollwert.	FISCHRING_MIT_STERNFIGUREN
P912-E2266	f70v2	f70v	f70v2.1	oteeody	Fischrad mit Stern tragenden Figuren	OT+EE+O+DY	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Reihe aufrufen, Eintrag schließen.	FISCHRING_MIT_STERNFIGUREN
P912-E2267	f70v2	f70v	f70v2.1	sos	Fischrad mit Stern tragenden Figuren	S_ADDR+O+S_ADDR	Fischrad mit Stern tragenden Figuren: Sternbezug, Reihe aufrufen, Sternbezug.	FISCHRING_MIT_STERNFIGUREN
P912-E2268	f70v2	f70v	f70v2.1	todaiin	Fischrad mit Stern tragenden Figuren	T+O+AIIN	Fischrad mit Stern tragenden Figuren: Platz einstellen, Reihe aufrufen, verzeichneter Sollwert.	FISCHRING_MIT_STERNFIGUREN
P912-E2269	f70v2	f70v	f70v2.1	chokain	Fischrad mit Stern tragenden Figuren	OK+AIN	Fischrad mit Stern tragenden Figuren: Platz aktivieren, Einheit.	FISCHRING_MIT_STERNFIGUREN
P912-E2270	f70v2	f70v	f70v2.1	otalal	Fischrad mit Stern tragenden Figuren	OT+AL+AL	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz.	FISCHRING_MIT_STERNFIGUREN
P912-E2271	f70v2	f70v	f70v2.1	oteeam	Fischrad mit Stern tragenden Figuren	OT+EE+AM_ADDR	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Innenplatz.	FISCHRING_MIT_STERNFIGUREN
P912-E2272	f70v2	f70v	f70v2.2	otalalg	Fischrad mit Stern tragenden Figuren	OT+AL+AL+G_LABEL	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, g-Zeichen.	FISCHRING_MIT_STERNFIGUREN
P912-E2273	f70v2	f70v	f70v2.3	ykary	Fischrad mit Stern tragenden Figuren	Y+K+AR+Y	Fischrad mit Stern tragenden Figuren: dieser Platz, Wert zuordnen, Quell- oder Bezugsstelle, dieser Platz.	FISCHRING_MIT_STERNFIGUREN
P912-E2274	f70v2	f70v	f70v2.4	otar	Fischrad mit Stern tragenden Figuren	OT+AR	Fischrad mit Stern tragenden Figuren: nächster Platz, Quell- oder Bezugsstelle.	FISCHRING_MIT_STERNFIGUREN
P912-E2275	f70v2	f70v	f70v2.5	oty	Fischrad mit Stern tragenden Figuren	OT+Y	Fischrad mit Stern tragenden Figuren: nächster Platz, dieser Platz.	FISCHRING_MIT_STERNFIGUREN
P912-E2276	f70v2	f70v	f70v2.6	oky	Fischrad mit Stern tragenden Figuren	OK+Y	Fischrad mit Stern tragenden Figuren: Platz aktivieren, dieser Platz.	FISCHRING_MIT_STERNFIGUREN
P912-E2277	f70v2	f70v	f70v2.6	ody	Fischrad mit Stern tragenden Figuren	O+DY	Fischrad mit Stern tragenden Figuren: Reihe aufrufen, Eintrag schließen.	FISCHRING_MIT_STERNFIGUREN
P912-E2278	f70v2	f70v	f70v2.7	oty	Fischrad mit Stern tragenden Figuren	OT+Y	Fischrad mit Stern tragenden Figuren: nächster Platz, dieser Platz.	FISCHRING_MIT_STERNFIGUREN
P912-E2279	f70v2	f70v	f70v2.7	ar	Fischrad mit Stern tragenden Figuren	AR	Fischrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle.	FISCHRING_MIT_STERNFIGUREN
P912-E2280	f70v2	f70v	f70v2.8	okala	Fischrad mit Stern tragenden Figuren	OK+AL+A_ADDR	Fischrad mit Stern tragenden Figuren: Platz aktivieren, Zielplatz, lokale Adresse.	FISCHRING_MIT_STERNFIGUREN
P912-E2281	f70v2	f70v	f70v2.9	otody	Fischrad mit Stern tragenden Figuren	OT+O+DY	Fischrad mit Stern tragenden Figuren: nächster Platz, Reihe aufrufen, Eintrag schließen.	FISCHRING_MIT_STERNFIGUREN
P912-E2282	f70v2	f70v	f70v2.10	otald	Fischrad mit Stern tragenden Figuren	OT+AL+D_LABEL	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, d-Zeichen.	FISCHRING_MIT_STERNFIGUREN
P912-E2283	f70v2	f70v	f70v2.11	otaldar	Fischrad mit Stern tragenden Figuren	OT+AL+D_ADDR+AR	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, Unterplatz, Quell- oder Bezugsstelle.	FISCHRING_MIT_STERNFIGUREN
P912-E2284	f70v2	f70v	f70v2.12	okody	Fischrad mit Stern tragenden Figuren	OK+O+Y	Fischrad mit Stern tragenden Figuren: Platz aktivieren, Reihe aufrufen, dieser Platz.	FISCHRING_MIT_STERNFIGUREN
P912-E2285	f70v2	f70v	f70v2.13	opysam	Fischrad mit Stern tragenden Figuren	O+P+Y+S_ADDR+AM_ADDR	Fischrad mit Stern tragenden Figuren: Reihe aufrufen, Eintrag beginnen, dieser Platz, Sternbezug, Innenplatz.	FISCHRING_MIT_STERNFIGUREN
P912-E2286	f70v2	f70v	f70v2.14	chy	Fischrad mit Stern tragenden Figuren	Y	Fischrad mit Stern tragenden Figuren: dieser Platz.	FISCHRING_MIT_STERNFIGUREN
P912-E2287	f70v2	f70v	f70v2.15	otaly	Fischrad mit Stern tragenden Figuren	OT+AL+Y	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, dieser Platz.	FISCHRING_MIT_STERNFIGUREN
P912-E2288	f70v2	f70v	f70v2.16	otal	Fischrad mit Stern tragenden Figuren	OT+AL	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz.	FISCHRING_MIT_STERNFIGUREN
P912-E2289	f70v2	f70v	f70v2.16	arar	Fischrad mit Stern tragenden Figuren	AR+AR	Fischrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle.	FISCHRING_MIT_STERNFIGUREN
P912-E2290	f70v2	f70v	f70v2.17	otaldy	Fischrad mit Stern tragenden Figuren	OT+AL+DY	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, Eintrag schließen.	FISCHRING_MIT_STERNFIGUREN
P912-E2291	f70v2	f70v	f70v2.18	okeoly	Fischrad mit Stern tragenden Figuren	OK+E+OL+Y	Fischrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, gleiche Reihe weiter, dieser Platz.	FISCHRING_MIT_STERNFIGUREN
P912-E2292	f70v2	f70v	f70v2.19	okydy	Fischrad mit Stern tragenden Figuren	OK+Y+DY	Fischrad mit Stern tragenden Figuren: Platz aktivieren, dieser Platz, Eintrag schließen.	FISCHRING_MIT_STERNFIGUREN
P912-E2293	f70v2	f70v	f70v2.20	okees	Fischrad mit Stern tragenden Figuren	OK+EE+S_LABEL	Fischrad mit Stern tragenden Figuren: Platz aktivieren, zweiter Grad, s-Zeichen.	FISCHRING_MIT_STERNFIGUREN
P912-E2294	f70v2	f70v	f70v2.21	daii	Fischrad mit Stern tragenden Figuren	DA+IIN	Fischrad mit Stern tragenden Figuren: zweite Stufe, Indexstufe.	FISCHRING_MIT_STERNFIGUREN
P912-E2295	f70v2	f70v	f70v2.21	amdy	Fischrad mit Stern tragenden Figuren	AM_ADDR+DY	Fischrad mit Stern tragenden Figuren: Innenplatz, Eintrag schließen.	FISCHRING_MIT_STERNFIGUREN
P912-E2296	f70v2	f70v	f70v2.21	otar	Fischrad mit Stern tragenden Figuren	OT+AR	Fischrad mit Stern tragenden Figuren: nächster Platz, Quell- oder Bezugsstelle.	FISCHRING_MIT_STERNFIGUREN
P912-E2297	f70v2	f70v	f70v2.21	am	Fischrad mit Stern tragenden Figuren	AM_ADDR	Fischrad mit Stern tragenden Figuren: Innenplatz.	FISCHRING_MIT_STERNFIGUREN
P912-E2298	f70v2	f70v	f70v2.21	aral	Fischrad mit Stern tragenden Figuren	AR+AL	Fischrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle, Zielplatz.	FISCHRING_MIT_STERNFIGUREN
P912-E2299	f70v2	f70v	f70v2.21	otair	Fischrad mit Stern tragenden Figuren	OT+AIR	Fischrad mit Stern tragenden Figuren: nächster Platz, Ringlauf.	FISCHRING_MIT_STERNFIGUREN
P912-E2300	f70v2	f70v	f70v2.21	chedaiin	Fischrad mit Stern tragenden Figuren	CHD+AIIN	Fischrad mit Stern tragenden Figuren: zum nächsten Platz wechseln, verzeichneter Sollwert.	FISCHRING_MIT_STERNFIGUREN
P912-E2301	f70v2	f70v	f70v2.21	oteey	Fischrad mit Stern tragenden Figuren	OT+EE+Y	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, dieser Platz.	FISCHRING_MIT_STERNFIGUREN
P912-E2302	f70v2	f70v	f70v2.21	dair	Fischrad mit Stern tragenden Figuren	D_ADDR+AIR	Fischrad mit Stern tragenden Figuren: Unterplatz, Ringlauf.	FISCHRING_MIT_STERNFIGUREN
P912-E2303	f70v2	f70v	f70v2.21	shchey	Fischrad mit Stern tragenden Figuren	SH+Y	Fischrad mit Stern tragenden Figuren: Bezug halten, dieser Platz.	FISCHRING_MIT_STERNFIGUREN
P912-E2304	f70v2	f70v	f70v2.21	daiin	Fischrad mit Stern tragenden Figuren	AIIN	Fischrad mit Stern tragenden Figuren: verzeichneter Sollwert.	FISCHRING_MIT_STERNFIGUREN
P912-E2305	f70v2	f70v	f70v2.21	chalaly	Fischrad mit Stern tragenden Figuren	CH+AL+AL+Y	Fischrad mit Stern tragenden Figuren: Klassenkennung, Zielplatz, dieser Platz.	FISCHRING_MIT_STERNFIGUREN
P912-E2306	f70v2	f70v	f70v2.21	oteody	Fischrad mit Stern tragenden Figuren	OT+E+O+Y	Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, dieser Platz.	FISCHRING_MIT_STERNFIGUREN
P912-E2307	f70v2	f70v	f70v2.21	chotol	Fischrad mit Stern tragenden Figuren	CH+OT+OL	Fischrad mit Stern tragenden Figuren: Klassenkennung, nächster Platz, gleiche Reihe weiter.	FISCHRING_MIT_STERNFIGUREN
P912-E2308	f70v2	f70v	f70v2.21	chedy	Fischrad mit Stern tragenden Figuren	CHD+Y	Fischrad mit Stern tragenden Figuren: zum nächsten Platz wechseln, dieser Platz.	FISCHRING_MIT_STERNFIGUREN
P912-E2309	f70v2	f70v	f70v2.21	oteotey	Fischrad mit Stern tragenden Figuren	OT+E+O+T+E+Y	Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Platz einstellen, erster Grad, dieser Platz.	FISCHRING_MIT_STERNFIGUREN
P912-E2310	f70v2	f70v	f70v2.21	oteeeor	Fischrad mit Stern tragenden Figuren	OT+EEE+OR	Fischrad mit Stern tragenden Figuren: nächster Platz, voller Grad, Eintragsklasse.	FISCHRING_MIT_STERNFIGUREN
P912-E2311	f70v2	f70v	f70v2.21	ar	Fischrad mit Stern tragenden Figuren	AR	Fischrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle.	FISCHRING_MIT_STERNFIGUREN
P912-E2312	f70v2	f70v	f70v2.21	alody	Fischrad mit Stern tragenden Figuren	AL+O+DY	Fischrad mit Stern tragenden Figuren: Zielplatz, Reihe aufrufen, Eintrag schließen.	FISCHRING_MIT_STERNFIGUREN
P912-E2313	f70v2	f70v	f70v2.21	daiir	Fischrad mit Stern tragenden Figuren	DA+IIN+R	Fischrad mit Stern tragenden Figuren: zweite Stufe, Indexstufe, Zustandsmarke.	FISCHRING_MIT_STERNFIGUREN
P912-E2314	f70v2	f70v	f70v2.21	oteedar	Fischrad mit Stern tragenden Figuren	OT+EE+AR	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Quell- oder Bezugsstelle.	FISCHRING_MIT_STERNFIGUREN
P912-E2315	f70v2	f70v	f70v2.21	oteey	Fischrad mit Stern tragenden Figuren	OT+EE+Y	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, dieser Platz.	FISCHRING_MIT_STERNFIGUREN
P912-E2316	f70v2	f70v	f70v2.21	teey	Fischrad mit Stern tragenden Figuren	T+EE+Y	Fischrad mit Stern tragenden Figuren: Platz einstellen, zweiter Grad, dieser Platz.	FISCHRING_MIT_STERNFIGUREN
P912-E2317	f70v2	f70v	f70v2.21	dalal	Fischrad mit Stern tragenden Figuren	AL+AL	Fischrad mit Stern tragenden Figuren: Zielplatz.	FISCHRING_MIT_STERNFIGUREN
P912-E2318	f70v2	f70v	f70v2.21	cheoltey	Fischrad mit Stern tragenden Figuren	CH+E+OL+T+E+Y	Fischrad mit Stern tragenden Figuren: Klassenkennung, erster Grad, gleiche Reihe weiter, Platz einstellen, erster Grad, dieser Platz.	FISCHRING_MIT_STERNFIGUREN
P912-E2319	f70v2	f70v	f70v2.21	oteedy	Fischrad mit Stern tragenden Figuren	OT+EE+DY	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Eintrag schließen.	FISCHRING_MIT_STERNFIGUREN
P912-E2320	f70v2	f70v	f70v2.21	sheeteey	Fischrad mit Stern tragenden Figuren	SH+EE+T+EE+Y	Fischrad mit Stern tragenden Figuren: Bezug halten, zweiter Grad, Platz einstellen, zweiter Grad, dieser Platz.	FISCHRING_MIT_STERNFIGUREN
