word	count	h12	h12_collision_size	line_first	line_last	mean_line_position	P_running	L_label	C_circle	R_radius	section_H	section_S	section_B	section_P	section_Z	section_C	section_A	section_T	currier_A	currier_B
kairy	1	kæra	4	0	0	0.3333	1	0	0	0	0	1	0	0	0	0	0	0	0	1
opaichy	1	upæa	1	0	0	0.6667	1	0	0	0	0	1	0	0	0	0	0	0	0	1
sheykal	1	meagala	1	0	0	0.3077	1	0	0	0	0	1	0	0	0	0	0	0	0	1
yols	1	aulasa	1	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
salxar	1	salaxara	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
okr	1	ugara	14	0	0	0.5556	1	0	0	0	0	1	0	0	0	0	0	0	0	1
rolky	1	rulaga	1	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
lcheel	1	lēla	1	0	0	0.8000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
pairar	1	pærara	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
cheotain	1	eutæna	1	0	0	0.5000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
opaim	1	upæ	2	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
kaldaim	1	kaladæ	1	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
alchor	1	alura	5	0	0	0.0909	1	0	0	0	0	1	0	0	0	0	0	0	0	1
rkeey	1	ragēa	1	0	0	0.2727	1	0	0	0	0	1	0	0	0	0	0	0	0	1
ychklkaiin	1	akalagena	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
poaral	1	puarala	2	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
otlchdain	1	utaladæna	1	0	0	0.8750	1	0	0	0	0	1	0	0	0	0	0	0	0	1
kchekain	1	kegæna	1	0	0	0.2727	1	0	0	0	0	1	0	0	0	0	0	0	0	1
cheear	1	ēara	2	0	0	0.3636	1	0	0	0	0	1	0	0	0	0	0	0	0	1
lolkaiin	1	lulagena	2	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
paichy	1	pæa	1	0	0	0.5000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
chykaiin	1	agena	5	0	0	0.5556	1	0	0	0	0	1	0	0	0	0	0	0	0	1
chotaiir	1	utera	4	0	0	0.8889	1	0	0	0	0	1	0	0	0	0	0	0	0	1
ycheodain	1	aeudæna	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
podky	1	pudaga	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
qokokil	1	ugugila	1	0	0	0.4000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
alkal	1	alagala	1	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
loeey	1	luēa	1	0	0	0.7500	1	0	0	0	0	1	0	0	0	0	0	0	0	1
oiinal	1	uīnala	1	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
fairal	1	cærala	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
raty	1	rata	1	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
taidy	1	tæda	1	0	0	0.3333	1	0	0	0	0	1	0	0	0	0	0	0	0	1
lfchal	1	lacala	1	0	0	0.7500	1	0	0	0	0	1	0	0	0	0	0	0	0	1
otaily	1	utæla	4	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
kaisar	1	kæsara	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
otalkchy	1	utalaga	2	0	0	0.2000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
dckhy	1	gakha	4	0	0	0.0833	1	0	0	0	0	1	0	0	0	0	0	0	0	1
olkiir	1	ulagīra	1	0	0	0.9167	1	0	0	0	0	1	0	0	0	0	0	0	0	1
sheockhedy	1	meukheda	1	0	0	0.1000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
aiiil	1	eila	1	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
qokaiy	1	ugæa	2	0	0	0.2000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
polcheolkain	1	puleulagæna	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
aty	1	ata	14	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
qopchcfhy	1	upacha	1	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
ockheody	1	ukheuda	1	0	0	0.2222	1	0	0	0	0	1	0	0	0	0	0	0	0	1
dlkal	1	galagala	2	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
solain	1	sulæna	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
tarairy	1	taræra	2	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
parair	1	paræra	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
tolkol	1	tulagula	1	0	0	0.7778	1	0	0	0	0	1	0	0	0	0	0	0	0	1
aiiraly	1	erala	1	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
qoklaiin	1	ugalena	3	0	0	0.6000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
palar	1	palara	2	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
pcholkal	1	pulagala	1	0	0	0.8889	1	0	0	0	0	1	0	0	0	0	0	0	0	1
opalkam	1	upalaga	1	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
palchar	1	palara	2	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
akaiiky	1	agega	1	0	0	0.2222	1	0	0	0	0	1	0	0	0	0	0	0	0	1
raikchy	1	ræga	1	0	0	0.4444	1	0	0	0	0	1	0	0	0	0	0	0	0	1
opchain	1	upæna	2	0	0	0.5556	1	0	0	0	0	1	0	0	0	0	0	0	0	1
opalkar	1	upalagara	1	0	0	0.6667	1	0	0	0	0	1	0	0	0	0	0	0	0	1
kaolkar	1	kaulagara	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
kolkar	1	kulagara	1	0	0	0.0909	1	0	0	0	0	1	0	0	0	0	0	0	0	1
tolkeeedy	1	tulagēeda	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
ltam	1	lata	3	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
sokod	1	suguda	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
qe	1	e	5	0	0	0.5714	1	0	0	0	0	1	0	0	0	0	0	0	0	1
dyair	1	gaæra	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
lpcheedy	1	lapēda	1	0	0	0.5000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
qokaiii	1	ugei	1	0	0	0.4000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
aiily	1	ela	2	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
pokar	1	pugara	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
oloeeey	1	uluēea	1	0	0	0.6667	1	0	0	0	0	1	0	0	0	0	0	0	0	1
keeeo	1	kēea	5	0	0	0.1000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
kaiisr	1	kesara	1	0	0	0.2000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
lkchaly	1	lagala	3	0	0	0.5000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
cheokaly	1	eugala	2	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
kaich	1	kæa	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
porain	1	puræna	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
keeedal	1	kēedala	1	0	0	0.4444	1	0	0	0	0	1	0	0	0	0	0	0	0	1
okeeolkcheey	1	ugēulagēa	1	0	0	0.6667	1	0	0	0	0	1	0	0	0	0	0	0	0	1
soain	1	suæna	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
qokeeylkain	1	ugēalagæna	1	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
okeoteey	1	ugeutēa	1	0	0	0.3000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
ycheosaiin	1	aeusena	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
teodeeor	1	teudēura	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
qopchety	1	upeta	2	0	0	0.1000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
okchdpchy	1	ugadapa	1	0	0	0.3000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
todax	1	tudax	1	0	0	0.4000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
yo	1	aa	13	0	0	0.6000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
lpair	1	lapæra	1	0	0	0.7000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
chockhed	1	ukheda	5	0	0	0.2000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
cheodchy	1	euda	7	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
qoter	1	utera	4	0	0	0.1111	1	0	0	0	0	1	0	0	0	0	0	0	0	1
chokedal	1	ugedala	5	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
tchokedy	1	tugeda	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
lkededy	1	lagededa	1	0	0	0.3636	1	0	0	0	0	1	0	0	0	0	0	0	0	1
pchofar	1	pucara	1	0	0	0.6364	1	0	0	0	0	1	0	0	0	0	0	0	0	1
chsy	1	sa	16	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
shokeedar	1	mugēdara	1	0	0	0.1818	1	0	0	0	0	1	0	0	0	0	0	0	0	1
kedal	1	kedala	1	0	0	0.3636	1	0	0	0	0	1	0	0	0	0	0	0	0	1
qetam	1	eta	11	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
shkeedy	1	magēda	1	0	0	0.1111	1	0	0	0	0	1	0	0	0	0	0	0	0	1
okeyty	1	ugeata	2	0	0	0.8889	1	0	0	0	0	1	0	0	0	0	0	0	0	1
teodeey	1	teudēa	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
qetchdy	1	etada	4	0	0	0.4000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
aloiin	1	aluīna	1	0	0	0.3000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
chlam	1	la	15	0	0	0.6000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
polchal	1	pulala	2	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
otalod	1	utaluda	3	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
iirain	1	īræna	1	0	0	0.9000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
fcheokair	1	ceugæra	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
cholcheey	1	ulēa	7	0	0	0.6000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
lkealshedy	1	lagealameda	1	0	0	0.2500	1	0	0	0	0	1	0	0	0	0	0	0	0	1
dkedam	1	gageda	3	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
folaiin	1	culena	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
alkedy	1	alageda	1	0	0	0.6154	1	0	0	0	0	1	0	0	0	0	0	0	0	1
lkeam	1	lagea	7	0	0	0.7692	1	0	0	0	0	1	0	0	0	0	0	0	0	1
chalkeedy	1	alagēda	3	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
ychedain	1	aedæna	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
orcheory	1	ureura	2	0	0	0.1111	1	0	0	0	0	1	0	0	0	0	0	0	0	1
arolkeey	1	arulagēa	1	0	0	0.2500	1	0	0	0	0	1	0	0	0	0	0	0	0	1
okeolkey	1	ugeulagea	1	0	0	0.3750	1	0	0	0	0	1	0	0	0	0	0	0	0	1
alkan	1	alagana	1	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
qokoy	1	ugua	5	0	0	0.4444	1	0	0	0	0	1	0	0	0	0	0	0	0	1
qoiiedy	1	uīeda	1	0	0	0.5556	1	0	0	0	0	1	0	0	0	0	0	0	0	1
ykedar	1	agedara	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
alodar	1	aludara	1	0	0	0.8182	1	0	0	0	0	1	0	0	0	0	0	0	0	1
alold	1	alulada	1	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
pychory	1	paura	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
poro	1	pura	4	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
lchdain	1	ladæna	2	0	0	0.2727	1	0	0	0	0	1	0	0	0	0	0	0	0	1
cheykeeed	1	eagēeda	1	0	0	0.5000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
chckhom	1	kha	12	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
sheedain	1	mēdæna	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
keesho	1	kēma	1	0	0	0.4444	1	0	0	0	0	1	0	0	0	0	0	0	0	1
keodky	1	keudaga	1	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
oolals	1	uulalasa	1	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
pcheedy	1	pēda	2	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
qoeechy	1	uēa	9	0	0	0.3000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
ssheedal	1	samēdala	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
chedalkedy	1	edalageda	1	0	0	0.4444	1	0	0	0	0	1	0	0	0	0	0	0	0	1
oeeedain	1	uēedæna	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
loety	1	lueta	1	0	0	0.4444	1	0	0	0	0	1	0	0	0	0	0	0	0	1
kedarxy	1	kedaraxa	1	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
lkedeed	1	lagedēda	1	0	0	0.3000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
okaldain	1	ugaladæna	1	0	0	0.3636	1	0	0	0	0	1	0	0	0	0	0	0	0	1
kel	1	kela	1	0	0	0.9091	1	0	0	0	0	1	0	0	0	0	0	0	0	1
leedaiin	1	lēdena	1	0	0	0.2000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
shckhaiin	1	makhena	1	0	0	0.3000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
aralor	1	aralura	1	0	0	0.6000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
kay	1	kaa	2	0	0	0.9000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
chectham	1	etha	3	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
olkeeed	1	ulagēeda	2	0	0	0.3636	1	0	0	0	0	1	0	0	0	0	0	0	0	1
oteshy	1	utema	2	0	0	0.8182	1	0	0	0	0	1	0	0	0	0	0	0	0	1
tshedky	1	tamedaga	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
akey	1	agea	8	0	0	0.1818	1	0	0	0	0	1	0	0	0	0	0	0	0	1
aldor	1	aladura	1	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
ykeealkey	1	agēalagea	1	0	0	0.4444	1	0	0	0	0	1	0	0	0	0	0	0	0	1
opsholal	1	upamulala	1	0	0	0.7778	1	0	0	0	0	1	0	0	0	0	0	0	0	1
ofaramoty	1	ucarauta	1	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
teedu	1	tēdaa	1	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
qokeshdy	1	ugemada	2	0	0	0.7000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
cheykedy	1	eageda	1	0	0	0.3571	1	0	0	0	0	1	0	0	0	0	0	0	0	1
polkeedal	1	pulagēdala	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
lotedaiin	1	lutedena	1	0	0	0.3000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
oteedain	1	utēdæna	1	0	0	0.8182	1	0	0	0	0	1	0	0	0	0	0	0	0	1
llod	1	laluda	1	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
alsar	1	alasara	1	0	0	0.3636	1	0	0	0	0	1	0	0	0	0	0	0	0	1
cheeegaiin	1	ēēna	1	0	0	0.7273	1	0	0	0	0	1	0	0	0	0	0	0	0	1
oloeeedy	1	uluēeda	1	0	0	0.8182	1	0	0	0	0	1	0	0	0	0	0	0	0	1
chodaal	1	udaala	1	0	0	0.3000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
checthal	1	ethala	1	0	0	0.5000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
chekeek	1	egēga	1	0	0	0.0909	1	0	0	0	0	1	0	0	0	0	0	0	0	1
okeedaiin	1	ugēdena	2	0	0	0.9091	1	0	0	0	0	1	0	0	0	0	0	0	0	1
dlaiin	1	galena	2	0	0	0.3846	1	0	0	0	0	1	0	0	0	0	0	0	0	1
ldyr	1	ladara	2	0	0	0.9231	1	0	0	0	0	1	0	0	0	0	0	0	0	1
olcheees	1	ulēesa	2	0	0	0.5000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
paror	1	parura	2	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
tan	1	tana	1	0	0	0.9231	1	0	0	0	0	1	0	0	0	0	0	0	0	1
chedeey	1	edēa	1	0	0	0.6667	1	0	0	0	0	1	0	0	0	0	0	0	0	1
chea	1	ea	12	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
polshedaiin	1	pulamedena	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
otalys	1	utalasa	5	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
lsheedain	1	lamēdæna	1	0	0	0.4000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
rcheetey	1	rētea	1	0	0	0.3750	1	0	0	0	0	1	0	0	0	0	0	0	0	1
chedytey	1	edatea	1	0	0	0.8750	1	0	0	0	0	1	0	0	0	0	0	0	0	1
okeearam	1	ugēara	3	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
cheekeey	1	ēgēa	1	0	0	0.9231	1	0	0	0	0	1	0	0	0	0	0	0	0	1
sheeain	1	mēæna	1	0	0	0.1000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
checkhedy	1	ekheda	2	0	0	0.8182	1	0	0	0	0	1	0	0	0	0	0	0	0	1
oam	1	ua	14	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
ssheodain	1	sameudæna	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
qoksheedy	1	ugamēda	1	0	0	0.3000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
qokeeolchey	1	ugēulea	1	0	0	0.7000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
llchey	1	lalea	1	0	0	0.7000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
kcholchdar	1	kuladara	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
aiip	1	epa	6	0	0	0.2000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
chetalshy	1	etalama	1	0	0	0.4000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
qaal	1	aala	3	0	0	0.3636	1	0	0	0	0	1	0	0	0	0	0	0	0	1
sheekshy	1	mēgama	1	0	0	0.1667	1	0	0	0	0	1	0	0	0	0	0	0	0	1
ycheeodain	1	aēudæna	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
chedyteey	1	edatēa	1	0	0	0.8000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
ykeedaiin	1	agēdena	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
reeey	1	rēea	1	0	0	0.4545	1	0	0	0	0	1	0	0	0	0	0	0	0	1
dsheeo	1	gamēa	2	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
otchedey	1	utedea	1	0	0	0.2000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
oteolair	1	uteulæra	1	0	0	0.7000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
qosheo	1	umea	4	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
dchedar	1	gedara	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
ykeeeos	1	agēeusa	1	0	0	0.2727	1	0	0	0	0	1	0	0	0	0	0	0	0	1
pchedey	1	pedea	1	0	0	0.8182	1	0	0	0	0	1	0	0	0	0	0	0	0	1
dchedshey	1	gedamea	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
sheota	1	meuta	3	0	0	0.4000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
shtar	1	matara	1	0	0	0.9000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
shecthey	1	methea	1	0	0	0.0909	1	0	0	0	0	1	0	0	0	0	0	0	0	1
lcheoekam	1	leuega	1	0	0	0.3636	1	0	0	0	0	1	0	0	0	0	0	0	0	1
qokeeodar	1	ugēudara	2	0	0	0.6364	1	0	0	0	0	1	0	0	0	0	0	0	0	1
checthdy	1	ethada	1	0	0	0.7273	1	0	0	0	0	1	0	0	0	0	0	0	0	1
chedey	1	edea	2	0	0	0.3077	1	0	0	0	0	1	0	0	0	0	0	0	0	1
kai	1	kæ	1	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
ox	1	ux	1	0	0	0.2778	1	0	0	0	0	1	0	0	0	0	0	0	0	1
cheotydy	1	eutada	1	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
ssheo	1	samea	2	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
qokeshey	1	ugemea	2	0	0	0.2222	1	0	0	0	0	1	0	0	0	0	0	0	0	1
keeshody	1	kēmuda	1	0	0	0.3333	1	0	0	0	0	1	0	0	0	0	0	0	0	1
lkechey	1	lagēa	3	0	0	0.3636	1	0	0	0	0	1	0	0	0	0	0	0	0	1
lchr	1	lara	6	0	0	0.9091	1	0	0	0	0	1	0	0	0	0	0	0	0	1
ainai	1	ænæ	1	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
oxar	1	uxara	1	0	0	0.7692	1	0	0	0	0	1	0	0	0	0	0	0	0	1
qoteedaiin	1	utēdena	3	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
chedyteedain	1	edatēdæna	1	0	0	0.9091	1	0	0	0	0	1	0	0	0	0	0	0	0	1
sheokar	1	meugara	1	0	0	0.3636	1	0	0	0	0	1	0	0	0	0	0	0	0	1
salkeedy	1	salagēda	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
rky	1	raga	1	0	0	0.2500	1	0	0	0	0	1	0	0	0	0	0	0	0	1
qoirain	1	uiræna	1	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
sheotchedy	1	meuteda	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
shkeyqokeaiin	1	mageaugēna	1	0	0	0.2857	1	0	0	0	0	1	0	0	0	0	0	0	0	1
dsheeoteey	1	gamēutēa	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
tear	1	teara	1	0	0	0.4000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
lchechdy	1	leda	5	0	0	0.9000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
akeom	1	agea	8	0	0	0.5455	1	0	0	0	0	1	0	0	0	0	0	0	0	1
lkedlkey	1	lagedalagea	1	0	0	0.9091	1	0	0	0	0	1	0	0	0	0	0	0	0	1
pykeor	1	pageura	1	0	0	0.4444	1	0	0	0	0	1	0	0	0	0	0	0	0	1
cheefy	1	ēca	2	0	0	0.5556	1	0	0	0	0	1	0	0	0	0	0	0	0	1
opchedal	1	upedala	2	0	0	0.7778	1	0	0	0	0	1	0	0	0	0	0	0	0	1
dched	1	geda	4	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
cheamar	1	eaara	1	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
qokeokedy	1	ugeugeda	2	0	0	0.5000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
oteeolkeey	1	utēulagēa	1	0	0	0.7000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
lainal	1	lænala	1	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
chedyteokain	1	edateugæna	1	0	0	0.6667	1	0	0	0	0	1	0	0	0	0	0	0	0	1
lkedar	1	lagedara	1	0	0	0.5000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
lkeedain	1	lagēdæna	1	0	0	0.2000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
teolkedain	1	teulagedæna	1	0	0	0.5000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
lteeal	1	latēala	1	0	0	0.8000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
teed	1	tēda	4	0	0	0.2500	1	0	0	0	0	1	0	0	0	0	0	0	0	1
iir	1	īra	1	0	0	0.4167	1	0	0	0	0	1	0	0	0	0	0	0	0	1
okeeshey	1	ugēmea	1	0	0	0.4167	1	0	0	0	0	1	0	0	0	0	0	0	0	1
olchal	1	ulala	9	0	0	0.7500	1	0	0	0	0	1	0	0	0	0	0	0	0	1
qeear	1	ēara	2	0	0	0.5000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
poeokeey	1	pueugēa	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
chepcham	1	epa	6	0	0	0.8889	1	0	0	0	0	1	0	0	0	0	0	0	0	1
qokeeokain	1	ugēugæna	1	0	0	0.4000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
keel	1	kēla	1	0	0	0.7000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
polkeeo	1	pulagēa	2	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
cheokeain	1	eugeæna	1	0	0	0.1667	1	0	0	0	0	1	0	0	0	0	0	0	0	1
yshe	1	ame	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
okshdy	1	ugamada	4	0	0	0.2500	1	0	0	0	0	1	0	0	0	0	0	0	0	1
alolshey	1	alulamea	1	0	0	0.7500	1	0	0	0	0	1	0	0	0	0	0	0	0	1
chcthydain	1	thadæna	1	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
chckheal	1	kheala	2	0	0	0.2222	1	0	0	0	0	1	0	0	0	0	0	0	0	1
opcheodair	1	upeudæra	1	0	0	0.3333	1	0	0	0	0	1	0	0	0	0	0	0	0	1
sheokain	1	meugæna	1	0	0	0.5556	1	0	0	0	0	1	0	0	0	0	0	0	0	1
ralchy	1	rala	6	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	0	1
