statement_id	record_unit_id	page	statement_ordinal_in_record	start_locus	start_field	end_locus	end_field	constituent_fields	entry_boundary_id	entry_boundary_class	selected_short_card_skeleton	concrete_source_clause	required_roles	explicit_required_roles	missing_roles_needed	unresolved_required_roles	input_picture_owner	picture_owner_needed	picture_owner_resolution	picture_owner_evidence	picture_owner_operation	next_picture_owner	input_active_preparation_or_item	active_preparation_or_item_needed	active_preparation_or_item_resolution	active_preparation_or_item_evidence	active_preparation_or_item_operation	next_active_preparation_or_item	input_target_or_station	target_or_station_needed	target_or_station_resolution	target_or_station_evidence	target_or_station_operation	next_target_or_station	input_previous_item_reference	previous_item_reference_needed	previous_item_reference_resolution	previous_item_reference_evidence	previous_item_reference_operation	next_previous_item_reference	exact_next_register_state	strongest_register_alternative	semantic_guard
B3-S004	B3	f83r	4	f83r.3	F074	f83r.3	F074	F074	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F074[∅]	beginne den nächsten abgemessenen Posten ; zum unteren Ablauf hin ; Daraus, aus demselben Ansatz	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	PICTURE_OWNER	NONE	OWNER_B3	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B3	ITEM_B3_001	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_NEW_ITEM	ITEM_B3_002	TARGET_B3_002	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B3_003	UNSET	YES	EXPLICIT	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	ITEM_B3_001	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=ITEM_B3_002;TARGET_OR_STATION=TARGET_B3_003;PREVIOUS_ITEM_REFERENCE=ITEM_B3_001	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B3-S005	B3	f83r	5	f83r.6	F075	f83r.6	F075	F075	B3-LB01	RESUME_ACTIVE_ITEM	F075[∅]	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	TARGET_OR_STATION	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|PREVIOUS_ITEM_REFERENCE	NONE	OWNER_B3	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B3	ITEM_B3_002	YES	INHERITED	BOUNDARY	RESUME	ITEM_B3_002	TARGET_B3_003	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B3_004	ITEM_B3_001	YES	INHERITED	BOUNDARY	RESUME_REFERENCE	ITEM_B3_002	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=ITEM_B3_002;TARGET_OR_STATION=TARGET_B3_004;PREVIOUS_ITEM_REFERENCE=ITEM_B3_002	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B3-S006	B3	f83r	6	f83r.6	F076	f83r.6	F076	F076	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F076[∅]	gieße das erwärmte Wasser ein ; mische beide Anteile zusammen ; stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	PICTURE_OWNER	NONE	OWNER_B3	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B3	ITEM_B3_002	YES	EXPLICIT	EXEMPLAR_ONLY	CARRY_EXPLICIT_REASSERTION	ITEM_B3_002	TARGET_B3_004	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B3_005	ITEM_B3_002	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B3_002	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=ITEM_B3_002;TARGET_OR_STATION=TARGET_B3_005;PREVIOUS_ITEM_REFERENCE=ITEM_B3_002	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B3-S007	B3	f83r	7	f83r.6	F077	f83r.6	F077	F077	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F077[∅]	beginne den nächsten abgemessenen Posten ; rühre, bis alles gleichmäßig vermischt ist ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM	PICTURE_OWNER|TARGET_OR_STATION	NONE	OWNER_B3	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B3	ITEM_B3_002	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_NEW_ITEM	ITEM_B3_003	TARGET_B3_005	YES	INHERITED	EXEMPLAR_ONLY	CARRY	TARGET_B3_005	ITEM_B3_002	NO	NOT_REQUIRED	EXEMPLAR_ONLY	ARCHIVE_ACTIVE_ON_RESET	ITEM_B3_002	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=ITEM_B3_003;TARGET_OR_STATION=TARGET_B3_005;PREVIOUS_ITEM_REFERENCE=ITEM_B3_002	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B3-S008	B3	f83r	8	f83r.6	F078	f83r.6	F078	F078	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F078[ABLASSEN?]	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	PICTURE_OWNER	NONE	OWNER_B3	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B3	ITEM_B3_003	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	CARRY_EXPLICIT_REASSERTION	ITEM_B3_003	TARGET_B3_005	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B3_006	ITEM_B3_002	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B3_002	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=ITEM_B3_003;TARGET_OR_STATION=TARGET_B3_006;PREVIOUS_ITEM_REFERENCE=ITEM_B3_002	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B3-S009	B3	f83r	9	f83r.6	F079	f83r.6	F079	F079	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F079[ANWENDEN?]	Die aktive Portion verwenden	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM	PICTURE_OWNER|TARGET_OR_STATION	NONE	OWNER_B3	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B3	ITEM_B3_003	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	CARRY_EXPLICIT_REASSERTION	ITEM_B3_003	TARGET_B3_006	YES	INHERITED	SELECTED_MNEMONIC+EXEMPLAR_ONLY	CARRY	TARGET_B3_006	ITEM_B3_002	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B3_002	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=ITEM_B3_003;TARGET_OR_STATION=TARGET_B3_006;PREVIOUS_ITEM_REFERENCE=ITEM_B3_002	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B3-S010	B3	f83r	10	f83r.8	F080	f83r.8	F080	F080	B3-LB02	RESUME_ACTIVE_ITEM	F080[∅]	fülle danach das Gefäß ; lasse es bis zur Klarheit ziehen und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	PREVIOUS_ITEM_REFERENCE	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	NONE	OWNER_B3	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B3	ITEM_B3_003	YES	INHERITED	BOUNDARY	RESUME	ITEM_B3_003	TARGET_B3_006	YES	INHERITED	BOUNDARY	RESUME	TARGET_B3_006	ITEM_B3_002	YES	EXPLICIT	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	ITEM_B3_002	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=ITEM_B3_003;TARGET_OR_STATION=TARGET_B3_006;PREVIOUS_ITEM_REFERENCE=ITEM_B3_002	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B3-S011	B3	f83r	11	f83r.8	F081	f83r.8	F081	F081	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F081[ANWENDEN?]	wende es an der markierten Stelle an ; Die aktive Portion verwenden ; rühre, bis alles gleichmäßig vermischt ist ; und lasse es abkühlen	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	PICTURE_OWNER	NONE	OWNER_B3	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B3	ITEM_B3_003	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	CARRY_EXPLICIT_REASSERTION	ITEM_B3_003	TARGET_B3_006	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B3_007	ITEM_B3_002	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B3_002	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=ITEM_B3_003;TARGET_OR_STATION=TARGET_B3_007;PREVIOUS_ITEM_REFERENCE=ITEM_B3_002	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B3-S012	B3	f83r	12	f83r.11	F082	f83r.11	F082	F082	B3-LB03	RESUME_ACTIVE_ITEM	F082[ANSATZ?]	Die bereitete Arbeitsflüssigkeit ; lasse es bis zur Bereitschaft stehen und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|PREVIOUS_ITEM_REFERENCE	ACTIVE_PREPARATION_OR_ITEM	PICTURE_OWNER|PREVIOUS_ITEM_REFERENCE	NONE	OWNER_B3	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B3	ITEM_B3_003	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESUME	ITEM_B3_003	TARGET_B3_007	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	TARGET_B3_007	ITEM_B3_002	YES	INHERITED	BOUNDARY	RESUME_REFERENCE	ITEM_B3_003	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=ITEM_B3_003;TARGET_OR_STATION=TARGET_B3_007;PREVIOUS_ITEM_REFERENCE=ITEM_B3_003	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B3-S013	B3	f83r	13	f83r.11	F083	f83r.11	F083	F083	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F083[SPÜLEN?]	beginne den nächsten abgemessenen Posten ; ein abgemessener Anteil ; unter derselben Einstellung ; spüle die bezeichnete Stelle einmal und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	PICTURE_OWNER	NONE	OWNER_B3	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B3	ITEM_B3_003	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_NEW_ITEM	ITEM_B3_004	TARGET_B3_007	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B3_008	ITEM_B3_003	NO	NOT_REQUIRED	EXEMPLAR_ONLY	ARCHIVE_ACTIVE_ON_RESET	ITEM_B3_003	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=ITEM_B3_004;TARGET_OR_STATION=TARGET_B3_008;PREVIOUS_ITEM_REFERENCE=ITEM_B3_003	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B3-S014	B3	f83r	14	f83r.11	F084	f83r.11	F084	F084	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F084[∅]	öffne danach den oberen Lauf ; wasche einmal und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	NONE	OWNER_B3	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B3	ITEM_B3_004	YES	INHERITED	EXEMPLAR_ONLY	CARRY	ITEM_B3_004	TARGET_B3_008	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B3_009	ITEM_B3_003	YES	EXPLICIT	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	ITEM_B3_003	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=ITEM_B3_004;TARGET_OR_STATION=TARGET_B3_009;PREVIOUS_ITEM_REFERENCE=ITEM_B3_003	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B3-S015	B3	f83r	15	f83r.11	F085	f83r.11	F085	F085	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F085[ABLASSEN?]	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	PICTURE_OWNER	NONE	OWNER_B3	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B3	ITEM_B3_004	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	CARRY_EXPLICIT_REASSERTION	ITEM_B3_004	TARGET_B3_009	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B3_010	ITEM_B3_003	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B3_003	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=ITEM_B3_004;TARGET_OR_STATION=TARGET_B3_010;PREVIOUS_ITEM_REFERENCE=ITEM_B3_003	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B3-S016	B3	f83r	16	f83r.11	F086	f83r.14	F087	F086|F087	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F086[∅] > F087[∅]	schließe den unteren Ablauf || lasse es abkühlen und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	TARGET_OR_STATION	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	NONE	OWNER_B3	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B3	ITEM_B3_004	YES	INHERITED	EXEMPLAR_ONLY	CARRY	ITEM_B3_004	TARGET_B3_010	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B3_011	ITEM_B3_003	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B3_003	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=ITEM_B3_004;TARGET_OR_STATION=TARGET_B3_011;PREVIOUS_ITEM_REFERENCE=ITEM_B3_003	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B3-S017	B3	f83r	17	f83r.14	F088	f83r.14	F088	F088	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F088[∅]	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM	PICTURE_OWNER|TARGET_OR_STATION	NONE	OWNER_B3	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B3	ITEM_B3_004	YES	EXPLICIT	EXEMPLAR_ONLY	CARRY_EXPLICIT_REASSERTION	ITEM_B3_004	TARGET_B3_011	YES	INHERITED	EXEMPLAR_ONLY	CARRY	TARGET_B3_011	ITEM_B3_003	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B3_003	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=ITEM_B3_004;TARGET_OR_STATION=TARGET_B3_011;PREVIOUS_ITEM_REFERENCE=ITEM_B3_003	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B3-S018	B3	f83r	18	f83r.14	F089	f83r.14	F089	F089	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F089[∅]	lasse es bis zur Bereitschaft stehen und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	NONE	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	NONE	OWNER_B3	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B3	ITEM_B3_004	YES	INHERITED	EXEMPLAR_ONLY	CARRY	ITEM_B3_004	TARGET_B3_011	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	TARGET_B3_011	ITEM_B3_003	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B3_003	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=ITEM_B3_004;TARGET_OR_STATION=TARGET_B3_011;PREVIOUS_ITEM_REFERENCE=ITEM_B3_003	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B3-S019	B3	f83r	19	f83r.14	F090	f83r.14	F090	F090	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F090[∅]	koche sanft und beende diesen Arbeitsschritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	NONE	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	NONE	OWNER_B3	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B3	ITEM_B3_004	YES	INHERITED	EXEMPLAR_ONLY	CARRY	ITEM_B3_004	TARGET_B3_011	YES	INHERITED	EXEMPLAR_ONLY	CARRY	TARGET_B3_011	ITEM_B3_003	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B3_003	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=ITEM_B3_004;TARGET_OR_STATION=TARGET_B3_011;PREVIOUS_ITEM_REFERENCE=ITEM_B3_003	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B3-S020	B3	f83r	20	f83r.14	F091	f83r.14	F091	F091	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F091[ZIEL? ABLASSEN?]	An die bezeichnete Zielstelle führen ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	PICTURE_OWNER	NONE	OWNER_B3	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B3	ITEM_B3_004	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	CARRY_EXPLICIT_REASSERTION	ITEM_B3_004	TARGET_B3_011	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B3_012	ITEM_B3_003	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B3_003	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=ITEM_B3_004;TARGET_OR_STATION=TARGET_B3_012;PREVIOUS_ITEM_REFERENCE=ITEM_B3_003	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B3-S021	B3	f83r	21	f83r.14	F092	f83r.15	F093	F092|F093	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F092[BEREIT? ZIEL?] > F093[MASS? ZIEL? BEREIT?]	beginne den nächsten abgemessenen Posten ; Sobald die Zubereitung gebrauchsfertig ist ; An die bezeichnete Zielstelle führen ; Diese aktive Portion || Ein vorgeschriebenes Maß ; für einen Zeitabschnitt ; warmes Wasser ; Diese aktive Portion ; An die bezeichnete Zielstelle führen ; Sobald die Zubereitung gebrauchsfertig ist ; behalte den Rückstand und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	PICTURE_OWNER	NONE	OWNER_B3	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B3	ITEM_B3_004	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_NEW_ITEM	ITEM_B3_005	TARGET_B3_012	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B3_013	ITEM_B3_003	NO	NOT_REQUIRED	EXEMPLAR_ONLY	ARCHIVE_ACTIVE_ON_RESET	ITEM_B3_004	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=ITEM_B3_005;TARGET_OR_STATION=TARGET_B3_013;PREVIOUS_ITEM_REFERENCE=ITEM_B3_004	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B3-S022	B3	f83r	22	f83r.15	F094	f83r.15	F094	F094	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F094[∅]	mische zu gleichen Teilen und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|PREVIOUS_ITEM_REFERENCE	PREVIOUS_ITEM_REFERENCE	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	NONE	OWNER_B3	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B3	ITEM_B3_005	YES	INHERITED	EXEMPLAR_ONLY	CARRY	ITEM_B3_005	TARGET_B3_013	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	TARGET_B3_013	ITEM_B3_004	YES	EXPLICIT	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	ITEM_B3_004	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=ITEM_B3_005;TARGET_OR_STATION=TARGET_B3_013;PREVIOUS_ITEM_REFERENCE=ITEM_B3_004	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
