host_ordinal_global	statement_id	host_ordinal_in_statement	physical_page	register	owner_id	primary_governor_key	anchor_event_id	packet_event_ids	packet_count	action_root	action_slot_id	gdt584_rule_id	written_slot_count	carrier_slot_count	carrier_roots	carrier_slot_ids	gdt587_packet_rule_id	paragraph_boundary	gdt584_reader_clause_de	gdt587_reader_clause_de	reader_clause_changed	written_packet_slot_ids	gdt587_exact_host_trace_de	guard
3713	G407-S624	6	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	CONTROL:G407-E3694@3:DY	G407-E3694	G407-E3694	1	CONTROL	NONE	CONTROL_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	PARAGRAPH_AFTER	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	RUNNING:G407-E3694@3	[RUNNING:G407-E3694@3=DY:Arbeitsgang abschließen|CONTROL:G407-E3694@3:DY]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3714	G407-S627	1	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ACTION:G407-E3697@1:S	G407-E3697	G407-E3697	1	S	RUNNING:G407-E3697@1	S_BIO_DIVERT	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Leite den Strom zur Zielstation oder ins Zielbecken um	Leite den Strom zur Zielstation oder ins Zielbecken um	NO	RUNNING:G407-E3697@1|RUNNING:G407-E3697@2	[RUNNING:G407-E3697@1=S:Leite um|ACTION:G407-E3697@1:S] [RUNNING:G407-E3697@2=AL:zur Zielstation oder ins Zielbecken|ACTION:G407-E3697@1:S]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3715	G407-S627	2	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ACTION:G407-E3697@3:CHD	G407-E3697	G407-E3697	1	CHD	RUNNING:G407-E3697@3	CHD_BIO_TREAT	2	1	Y	RUNNING:G407-E3697@4	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Behandle den Stationsansatz	Behandle den Stationsansatz	NO	RUNNING:G407-E3697@3|RUNNING:G407-E3697@4	[RUNNING:G407-E3697@3=CHD:Behandle|ACTION:G407-E3697@3:CHD] [RUNNING:G407-E3697@4=Y:Stationsansatz|ACTION:G407-E3697@3:CHD]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3716	G407-S627	3	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ACTION:G407-E3698@1:SH	G407-E3698	G407-E3698	1	SH	RUNNING:G407-E3698@1	SH_BIO_BATHE	3	1	Y	RUNNING:G407-E3698@3	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Halte den Stationsansatz im Bad auf Grad II	Halte den Körper im Bad auf Grad II	YES	RUNNING:G407-E3698@1|RUNNING:G407-E3698@2|RUNNING:G407-E3698@3	[RUNNING:G407-E3698@1=SH:Halte im Bad|ACTION:G407-E3698@1:SH] [RUNNING:G407-E3698@2=EE:auf Grad II|ACTION:G407-E3698@1:SH] [RUNNING:G407-E3698@3=Y:Körper|ACTION:G407-E3698@1:SH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3717	G407-S627	4	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	CONTROL:G407-E3699:STATE_CARD	G407-E3699	G407-E3699	1	FRAME	NONE	FRAME_READER_REALIZATION	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Verwende für den vorangehenden Arbeitsschritt in Anwendungsform und als neuer Bad- oder Stationsansatz	Verwende für den vorangehenden Arbeitsschritt in Anwendungsform und als neuer Bad- oder Stationsansatz	NO	RUNNING:G407-E3699@1|RUNNING:G407-E3699@2	[RUNNING:G407-E3699@1=CARRIER_Q:als neuer Bad- oder Stationsansatz|CONTROL:G407-E3699:STATE_CARD] [RUNNING:G407-E3699@2=O:in Anwendungsform|CONTROL:G407-E3699:STATE_CARD]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3718	G407-S627	5	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	CONTROL:G407-E3699@3:DY	G407-E3699	G407-E3699	1	CONTROL	NONE	CONTROL_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	PARAGRAPH_AFTER	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	RUNNING:G407-E3699@3	[RUNNING:G407-E3699@3=DY:Arbeitsgang abschließen|CONTROL:G407-E3699@3:DY]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3719	G407-S631	1	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ACTION:G407-E3705@1:OK	G407-E3705	G407-E3705	1	OK	RUNNING:G407-E3705@1	GDT582_RETAINED_NON_TARGET	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Beschicke oder bereite den Stationsansatz vor	Beschicke oder bereite den Stationsansatz vor	NO	RUNNING:G407-E3705@1|RUNNING:G407-E3705@2	[RUNNING:G407-E3705@1=OK:Beschicke oder bereite vor|ACTION:G407-E3705@1:OK] [RUNNING:G407-E3705@2=Y:Stationsansatz|ACTION:G407-E3705@1:OK]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3720	G407-S631	2	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ACTION:G407-E3706@1:S	G407-E3706	G407-E3706	1	S	RUNNING:G407-E3706@1	S_REST_SELECT	2	1	AIIN	RUNNING:G407-E3706@2	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Wähle das Stations- oder Badmaß aus	Wähle das Stationsmaß aus	YES	RUNNING:G407-E3706@1|RUNNING:G407-E3706@2	[RUNNING:G407-E3706@1=S:Wähle aus|ACTION:G407-E3706@1:S] [RUNNING:G407-E3706@2=AIIN:Stationsmaß|ACTION:G407-E3706@1:S]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3721	G407-S631	3	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ACTION:G407-E3707@1:T	G407-E3707	G407-E3707	1	T	RUNNING:G407-E3707@1	T_PHYSICAL_GRADE_TEMPER	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Temperiere auf Grad I	Temperiere auf Grad I	NO	RUNNING:G407-E3707@1|RUNNING:G407-E3707@2	[RUNNING:G407-E3707@1=T:Temperiere|ACTION:G407-E3707@1:T] [RUNNING:G407-E3707@2=E:auf Grad I|ACTION:G407-E3707@1:T]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3722	G407-S631	4	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ACTION:G407-E3707@3:CHD	G407-E3707	G407-E3707	1	CHD	RUNNING:G407-E3707@3	CHD_BIO_TREAT	2	1	Y	RUNNING:G407-E3707@4	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Behandle den Stationsansatz	Behandle den Stationsansatz	NO	RUNNING:G407-E3707@3|RUNNING:G407-E3707@4	[RUNNING:G407-E3707@3=CHD:Behandle|ACTION:G407-E3707@3:CHD] [RUNNING:G407-E3707@4=Y:Stationsansatz|ACTION:G407-E3707@3:CHD]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3723	G407-S631	5	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	CONTROL:G407-E3708@1:OT	G407-E3708	G407-E3708	1	CONTROL	NONE	CONTROL_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	PARAGRAPH_AFTER	Beginne danach den nächsten Arbeitsgang	Beginne danach den nächsten Arbeitsgang	NO	RUNNING:G407-E3708@1	[RUNNING:G407-E3708@1=OT:danach / neuer Arbeitsgang|CONTROL:G407-E3708@1:OT]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3724	G407-S631	6	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ACTION:G407-E3708@2:CHD	G407-E3708	G407-E3708	1	CHD	RUNNING:G407-E3708@2	CHD_BIO_TREAT	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Behandle den Ansatz	Behandle den Ansatz	NO	RUNNING:G407-E3708@2	[RUNNING:G407-E3708@2=CHD:Behandle|ACTION:G407-E3708@2:CHD]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3725	G407-S631	7	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	CONTROL:G407-E3708@3:DY	G407-E3708	G407-E3708	1	CONTROL	NONE	CONTROL_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	PARAGRAPH_AFTER	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	RUNNING:G407-E3708@3	[RUNNING:G407-E3708@3=DY:Arbeitsgang abschließen|CONTROL:G407-E3708@3:DY]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3726	G407-S634	1	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ACTION:G407-E3711@1:CH	G407-E3711	G407-E3711	1	CH	RUNNING:G407-E3711@1	GDT582_RETAINED_NON_TARGET	4	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Entnimm oder lass in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung ab	Entnimm oder lass in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung ab	NO	RUNNING:G407-E3711@1|RUNNING:G407-E3711@2|RUNNING:G407-E3711@3|RUNNING:G407-E3711@4	[RUNNING:G407-E3711@1=CH:Entnimm oder lass ab|ACTION:G407-E3711@1:CH] [RUNNING:G407-E3711@2=E:auf Grad I|ACTION:G407-E3711@1:CH] [RUNNING:G407-E3711@3=O:in Anwendungsform|ACTION:G407-E3711@1:CH] [RUNNING:G407-E3711@4=L:über den Stationskontakt oder die Leitung|ACTION:G407-E3711@1:CH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3727	G407-S634	2	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ACTION:G407-E3712@1:OK	G407-E3712	G407-E3712	1	OK	RUNNING:G407-E3712@1	GDT582_RETAINED_NON_TARGET	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Beschicke oder bereite vor	Beschicke oder bereite vor	NO	RUNNING:G407-E3712@1	[RUNNING:G407-E3712@1=OK:Beschicke oder bereite vor|ACTION:G407-E3712@1:OK]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3728	G407-S634	3	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ACTION:G407-E3712@2:CHD	G407-E3712	G407-E3712	1	CHD	RUNNING:G407-E3712@2	CHD_BIO_TREAT	2	1	Y	RUNNING:G407-E3712@3	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Behandle den Stationsansatz	Behandle den Stationsansatz	NO	RUNNING:G407-E3712@2|RUNNING:G407-E3712@3	[RUNNING:G407-E3712@2=CHD:Behandle|ACTION:G407-E3712@2:CHD] [RUNNING:G407-E3712@3=Y:Stationsansatz|ACTION:G407-E3712@2:CHD]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3729	G407-S634	4	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ACTION:G407-E3713@2:CHD	G407-E3713	G407-E3713	1	CHD	RUNNING:G407-E3713@2	CHD_BIO_TREAT	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Behandle den Ansatz über den Stationskontakt oder die Leitung	Behandle den Ansatz über den Stationskontakt oder die Leitung	NO	RUNNING:G407-E3713@1|RUNNING:G407-E3713@2	[RUNNING:G407-E3713@1=L:über den Stationskontakt oder die Leitung|ACTION:G407-E3713@2:CHD] [RUNNING:G407-E3713@2=CHD:Behandle|ACTION:G407-E3713@2:CHD]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3730	G407-S634	5	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	CONTROL:G407-E3713@3:DY	G407-E3713	G407-E3713	1	CONTROL	NONE	CONTROL_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	PARAGRAPH_AFTER	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	RUNNING:G407-E3713@3	[RUNNING:G407-E3713@3=DY:Arbeitsgang abschließen|CONTROL:G407-E3713@3:DY]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3731	G407-S635	1	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ACTION:G407-E3714@1:OK	G407-E3714	G407-E3714|G407-E3715	2	OK	RUNNING:G407-E3714@1	GDT582_RETAINED_NON_TARGET	4	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Beschicke oder bereite den Stationsansatz auf Grad I vor	Beschicke oder bereite den Stationsansatz auf Grad I vor	NO	RUNNING:G407-E3714@1|RUNNING:G407-E3714@2|RUNNING:G407-E3714@3|RUNNING:G407-E3715@1	[RUNNING:G407-E3714@1=OK:Beschicke oder bereite vor|ACTION:G407-E3714@1:OK] [RUNNING:G407-E3714@2=E:auf Grad I|ACTION:G407-E3714@1:OK] [RUNNING:G407-E3714@3=Y:Stationsansatz|ACTION:G407-E3714@1:OK] [RUNNING:G407-E3715@1=Y:Stationsansatz|ACTION:G407-E3714@1:OK]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3732	G407-S635	2	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ACTION:G407-E3716@1:S	G407-E3716	G407-E3716|G407-E3717	2	S	RUNNING:G407-E3716@1	S_REST_SELECT	2	1	AIIN	RUNNING:G407-E3717@1	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Wähle das Stations- oder Badmaß aus	Wähle das Stationsmaß aus	YES	RUNNING:G407-E3716@1|RUNNING:G407-E3717@1	[RUNNING:G407-E3716@1=S:Wähle aus|ACTION:G407-E3716@1:S] [RUNNING:G407-E3717@1=AIIN:Stationsmaß|ACTION:G407-E3716@1:S]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3733	G407-S635	3	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ACTION:G407-E3718@1:SH	G407-E3718	G407-E3718	1	SH	RUNNING:G407-E3718@1	SH_BIO_BATHE	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Halte im Bad auf Grad II	Halte im Bad auf Grad II	NO	RUNNING:G407-E3718@1|RUNNING:G407-E3718@2	[RUNNING:G407-E3718@1=SH:Halte im Bad|ACTION:G407-E3718@1:SH] [RUNNING:G407-E3718@2=EE:auf Grad II|ACTION:G407-E3718@1:SH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3734	G407-S635	4	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ACTION:G407-E3718@3:K	G407-E3718	G407-E3718	1	K	RUNNING:G407-E3718@3	GDT582_RETAINED_NON_TARGET	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Führe zu	Führe zu	NO	RUNNING:G407-E3718@3	[RUNNING:G407-E3718@3=K:Führe zu|ACTION:G407-E3718@3:K]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3735	G407-S635	5	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ACTION:G407-E3718@4:CH	G407-E3718	G407-E3718	1	CH	RUNNING:G407-E3718@4	GDT582_RETAINED_NON_TARGET	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Entnimm oder lass den Stationsansatz ab	Entnimm oder lass den Stationsansatz ab	NO	RUNNING:G407-E3718@4|RUNNING:G407-E3718@5	[RUNNING:G407-E3718@4=CH:Entnimm oder lass ab|ACTION:G407-E3718@4:CH] [RUNNING:G407-E3718@5=Y:Stationsansatz|ACTION:G407-E3718@4:CH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3736	G407-S635	6	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ACTION:G407-E3719@1:OK	G407-E3719	G407-E3719	1	OK	RUNNING:G407-E3719@1	GDT582_RETAINED_NON_TARGET	3	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Beschicke oder bereite den Stationsansatz auf Grad I vor	Beschicke oder bereite den Stationsansatz auf Grad I vor	NO	RUNNING:G407-E3719@1|RUNNING:G407-E3719@2|RUNNING:G407-E3719@3	[RUNNING:G407-E3719@1=OK:Beschicke oder bereite vor|ACTION:G407-E3719@1:OK] [RUNNING:G407-E3719@2=E:auf Grad I|ACTION:G407-E3719@1:OK] [RUNNING:G407-E3719@3=Y:Stationsansatz|ACTION:G407-E3719@1:OK]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3737	G407-S635	7	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ACTION:G407-E3720@1:S	G407-E3720	G407-E3720	1	S	RUNNING:G407-E3720@1	S_REST_SELECT	2	1	AIN	RUNNING:G407-E3720@2	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Wähle die Anwendungsportion aus	Wähle die Anwendungsportion aus	NO	RUNNING:G407-E3720@1|RUNNING:G407-E3720@2	[RUNNING:G407-E3720@1=S:Wähle aus|ACTION:G407-E3720@1:S] [RUNNING:G407-E3720@2=AIN:Anwendungsportion|ACTION:G407-E3720@1:S]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3738	G407-S635	8	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ACTION:G407-E3721@1:SH	G407-E3721	G407-E3721	1	SH	RUNNING:G407-E3721@1	SH_REST_HOLD	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Halte den Zustand	Halte den Zustand	NO	RUNNING:G407-E3721@1	[RUNNING:G407-E3721@1=SH:Halte|ACTION:G407-E3721@1:SH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3739	G407-S635	9	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ACTION:G407-E3721@2:K	G407-E3721	G407-E3721	1	K	RUNNING:G407-E3721@2	GDT582_RETAINED_NON_TARGET	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Führe den Stationsansatz zu	Führe den Stationsansatz zu	NO	RUNNING:G407-E3721@2|RUNNING:G407-E3721@3	[RUNNING:G407-E3721@2=K:Führe zu|ACTION:G407-E3721@2:K] [RUNNING:G407-E3721@3=Y:Stationsansatz|ACTION:G407-E3721@2:K]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3740	G407-S635	10	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ACTION:G407-E3722@2:CHD	G407-E3722	G407-E3722	1	CHD	RUNNING:G407-E3722@2	CHD_BIO_TREAT	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Behandle den Ansatz über den Stationskontakt oder die Leitung	Behandle den Ansatz über den Stationskontakt oder die Leitung	NO	RUNNING:G407-E3722@1|RUNNING:G407-E3722@2	[RUNNING:G407-E3722@1=L:über den Stationskontakt oder die Leitung|ACTION:G407-E3722@2:CHD] [RUNNING:G407-E3722@2=CHD:Behandle|ACTION:G407-E3722@2:CHD]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3741	G407-S635	11	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	CONTROL:G407-E3722@3:DY	G407-E3722	G407-E3722	1	CONTROL	NONE	CONTROL_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	PARAGRAPH_AFTER	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	RUNNING:G407-E3722@3	[RUNNING:G407-E3722@3=DY:Arbeitsgang abschließen|CONTROL:G407-E3722@3:DY]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3742	G407-S636	1	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ACTION:G407-E3723@3:SH	G407-E3723	G407-E3723	1	SH	RUNNING:G407-E3723@3	SH_REST_HOLD	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Halte den Zustand an der Stations-Arbeitsstelle	Halte den Zustand an der Stations-Arbeitsstelle	NO	RUNNING:G407-E3723@1|RUNNING:G407-E3723@3	[RUNNING:G407-E3723@1=D_ADDR:an der Stations-Arbeitsstelle|ACTION:G407-E3723@3:SH] [RUNNING:G407-E3723@3=SH:Halte|ACTION:G407-E3723@3:SH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3743	G407-S636	2	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	CONTROL:G407-E3723@2:OL	G407-E3723	G407-E3723	1	CONTROL	NONE	CONTROL_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	RUNNING:G407-E3723@2	[RUNNING:G407-E3723@2=OL:weiter im selben Arbeitsgang|CONTROL:G407-E3723@2:OL]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3744	G407-S636	3	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ACTION_CHAIN:G407-E3723:SH	G407-E3723	G407-E3723	1	FRAME	NONE	FRAME_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Verwende für den vorangehenden Arbeitsschritt auf Grad I	Verwende für den vorangehenden Arbeitsschritt auf Grad I	NO	RUNNING:G407-E3723@4	[RUNNING:G407-E3723@4=E:auf Grad I|ACTION_CHAIN:G407-E3723:SH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3745	G407-S636	4	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ACTION:G407-E3724@1:OK	G407-E3724	G407-E3724	1	OK	RUNNING:G407-E3724@1	GDT582_RETAINED_NON_TARGET	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Beschicke oder bereite den Stationsansatz vor	Beschicke oder bereite den Stationsansatz vor	NO	RUNNING:G407-E3724@1|RUNNING:G407-E3724@2	[RUNNING:G407-E3724@1=OK:Beschicke oder bereite vor|ACTION:G407-E3724@1:OK] [RUNNING:G407-E3724@2=Y:Stationsansatz|ACTION:G407-E3724@1:OK]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3746	G407-S636	5	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ACTION:G407-E3725@1:S	G407-E3725	G407-E3725	1	S	RUNNING:G407-E3725@1	S_REST_SELECT	2	1	AIIN	RUNNING:G407-E3725@2	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Wähle das Stations- oder Badmaß aus	Wähle das Stationsmaß aus	YES	RUNNING:G407-E3725@1|RUNNING:G407-E3725@2	[RUNNING:G407-E3725@1=S:Wähle aus|ACTION:G407-E3725@1:S] [RUNNING:G407-E3725@2=AIIN:Stationsmaß|ACTION:G407-E3725@1:S]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3747	G407-S636	6	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ACTION:G407-E3726@1:CH	G407-E3726	G407-E3726	1	CH	RUNNING:G407-E3726@1	GDT582_RETAINED_NON_TARGET	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Entnimm oder lass ab	Entnimm oder lass ab	NO	RUNNING:G407-E3726@1	[RUNNING:G407-E3726@1=CH:Entnimm oder lass ab|ACTION:G407-E3726@1:CH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3748	G407-S636	7	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ACTION:G407-E3726@2:K	G407-E3726	G407-E3726	1	K	RUNNING:G407-E3726@2	GDT582_RETAINED_NON_TARGET	3	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Führe den Stationsansatz auf Grad I zu	Führe den Stationsansatz auf Grad I zu	NO	RUNNING:G407-E3726@2|RUNNING:G407-E3726@3|RUNNING:G407-E3726@4	[RUNNING:G407-E3726@2=K:Führe zu|ACTION:G407-E3726@2:K] [RUNNING:G407-E3726@3=E:auf Grad I|ACTION:G407-E3726@2:K] [RUNNING:G407-E3726@4=Y:Stationsansatz|ACTION:G407-E3726@2:K]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3749	G407-S636	8	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ACTION:G407-E3727@1:OK	G407-E3727	G407-E3727	1	OK	RUNNING:G407-E3727@1	GDT582_RETAINED_NON_TARGET	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Beschicke oder bereite vor	Beschicke oder bereite vor	NO	RUNNING:G407-E3727@1	[RUNNING:G407-E3727@1=OK:Beschicke oder bereite vor|ACTION:G407-E3727@1:OK]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
3750	G407-S636	9	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ACTION_CHAIN:G407-E3727:OK	G407-E3727	G407-E3727	1	FRAME	NONE	FRAME_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Verwende für den vorangehenden Arbeitsschritt auf Grad II	Verwende für den vorangehenden Arbeitsschritt auf Grad II	NO	RUNNING:G407-E3727@2	[RUNNING:G407-E3727@2=EE:auf Grad II|ACTION_CHAIN:G407-E3727:OK]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
