assignment_ordinal	carrier_slot_id	action_slot_id	layer	source_event_or_card_id	statement_or_record_id	physical_page	register	owner	surface	slot_position	carrier_root	portable_carrier_core	primary_governor_key	action_root	gdt584_rule_id	carrier_root_signature	same_root_written_slot_count	gdt582_default_de	gdt584_base_lemma_de	gdt587_context_family	gdt587_lemma_de	gdt587_object_form_de	gdt587_genitive_form_de	gdt587_disposition	gdt587_rationale	gdt587_packet_rule_id	circularity_note	guard
976	RUNNING:G407-E4375@3	RUNNING:G407-E4375@1	RUNNING_ATOM	G407-E4375	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	cheey	3	Y	POSTEN	ACTION:G407-E4375@1:SH	SH	SH_HP_SOAK	Y	1	Drogencharge	Drogencharge	PHARMA_MATERIAL	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	ACTION_NARROWED	the carrier is the drug material acted on; process state stays in the verb	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
977	RUNNING:G407-E4379@1	RUNNING:G407-E4378@1	RUNNING_ATOM	G407-E4379	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	aiin	1	AIIN	WERT	ACTION:G407-E4378@1:S	S	S_HP_STRAIN	AIIN	1	Dosis- oder Mengenmaß	Dosis- oder Mengenmaß	PHARMA_EXTRACT_OR_DOSE	Arzneiauszug	den Arzneiauszug	des Arzneiauszugs	ACTION_NARROWED	explicit measure-setting selects dose measure; other wet or physical heads select medicinal extract	HP_EXTRACT_OF_MATERIAL	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
978	RUNNING:G407-E4383@1	RUNNING:G407-E4381@1	RUNNING_ATOM	G407-E4383	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	chey	1	Y	POSTEN	ACTION:G407-E4381@1:S	S	S_HP_STRAIN	Y+AIIN	1	Drogencharge	Drogencharge	PHARMA_MATERIAL	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	ACTION_NARROWED	the carrier is the drug material acted on; process state stays in the verb	HP_EXTRACT_OF_MATERIAL	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
979	RUNNING:G407-E4384@1	RUNNING:G407-E4381@1	RUNNING_ATOM	G407-E4384	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	daiin	1	AIIN	WERT	ACTION:G407-E4381@1:S	S	S_HP_STRAIN	Y+AIIN	1	Dosis- oder Mengenmaß	Dosis- oder Mengenmaß	PHARMA_EXTRACT_OR_DOSE	Arzneiauszug	den Arzneiauszug	des Arzneiauszugs	ACTION_NARROWED	explicit measure-setting selects dose measure; other wet or physical heads select medicinal extract	HP_EXTRACT_OF_MATERIAL	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
980	RUNNING:G407-E4402@4	RUNNING:G407-E4403@3	RUNNING_ATOM	G407-E4402	G407-S688	f95v	HERBAL	F95V_WHOLE_PLANT	qofaiin	4	AIIN	WERT	ACTION:G407-E4403@3:CHD	CHD	CHD_HP_WET_EXTRACT_PROCESS	Y+AIIN	1	Pflanzenauszug oder Arbeitsmaß	Pflanzenauszug	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	BASE_RETAINED	wet and processing heads select extract; explicit measure-setting selects extract quantity	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
981	RUNNING:G407-E4403@4	RUNNING:G407-E4403@3	RUNNING_ATOM	G407-E4403	G407-S688	f95v	HERBAL	F95V_WHOLE_PLANT	ofchdy	4	Y	POSTEN	ACTION:G407-E4403@3:CHD	CHD	CHD_HP_WET_EXTRACT_PROCESS	Y+AIIN	1	Pflanzencharge	Pflanzencharge	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	ACTION_NARROWED	the written carrier is the plant material acted on, while wet/dry state remains in the verb	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
982	RUNNING:G407-E4405@3	RUNNING:G407-E4406@1	RUNNING_ATOM	G407-E4405	G407-S689	f95v	HERBAL	F95V_WHOLE_PLANT	qotedaiin	3	AIIN	WERT	ACTION:G407-E4406@1:SH	SH	SH_HP_EXTRACT_STEEP	AIIN+OR	1	Pflanzenauszug oder Arbeitsmaß	Pflanzenauszug	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	BASE_RETAINED	wet and processing heads select extract; explicit measure-setting selects extract quantity	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
983	RUNNING:G407-E4406@2	RUNNING:G407-E4406@1	RUNNING_ATOM	G407-E4406	G407-S689	f95v	HERBAL	F95V_WHOLE_PLANT	shor	2	OR	EINHEIT	ACTION:G407-E4406@1:SH	SH	SH_HP_EXTRACT_STEEP	AIIN+OR	1	Pflanzen- oder Arbeitseinheit	Pflanzen- oder Arbeitseinheit	HERBAL_HELD_UNIT	Pflanzeneinheit	die Pflanzeneinheit	der Pflanzeneinheit	ACTION_NARROWED	the action selects held plant unit, set work unit, or processed plant batch	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
984	RUNNING:G407-E4407@3	RUNNING:G407-E4407@2	RUNNING_ATOM	G407-E4407	G407-S689	f95v	HERBAL	F95V_WHOLE_PLANT	olsain	3	AIN	ANTEIL	ACTION:G407-E4407@2:S	S	S_HP_STRAIN_AFTER_WET_STEP	AIN	1	Pflanzenportion	Pflanzenportion	HERBAL_PORTION	Pflanzenportion	die Pflanzenportion	der Pflanzenportion	BASE_RETAINED	the existing portion reading is already action-compatible	HP_EXTRACT_OF_MATERIAL	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
985	RUNNING:G407-E4410@3	RUNNING:G407-E4410@2	RUNNING_ATOM	G407-E4410	G407-S690	f95v	HERBAL	F95V_WHOLE_PLANT	qotchey	3	Y	POSTEN	ACTION:G407-E4410@2:CHD	CHD	CHD_HP_MATERIAL_COMMINUTE	Y+OR	1	Pflanzencharge	Pflanzencharge	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	ACTION_NARROWED	the written carrier is the plant material acted on, while wet/dry state remains in the verb	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
986	RUNNING:G407-E4411@2	RUNNING:G407-E4410@2	RUNNING_ATOM	G407-E4411	G407-S690	f95v	HERBAL	F95V_WHOLE_PLANT	alor	2	OR	EINHEIT	ACTION:G407-E4410@2:CHD	CHD	CHD_HP_MATERIAL_COMMINUTE	Y+OR	1	Pflanzen- oder Arbeitseinheit	Pflanzen- oder Arbeitseinheit	HERBAL_PROCESSED_BATCH	Pflanzenansatz	den Pflanzenansatz	des Pflanzenansatzes	ACTION_NARROWED	the action selects held plant unit, set work unit, or processed plant batch	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
987	RUNNING:G407-E4412@2	RUNNING:G407-E4412@1	RUNNING_ATOM	G407-E4412	G407-S690	f95v	HERBAL	F95V_WHOLE_PLANT	chdyty	2	Y	POSTEN	ACTION:G407-E4412@1:CHD	CHD	CHD_HP_MATERIAL_COMMINUTE	Y	1	Pflanzencharge	Pflanzencharge	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	ACTION_NARROWED	the written carrier is the plant material acted on, while wet/dry state remains in the verb	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
988	RUNNING:G407-E4412@4	RUNNING:G407-E4412@3	RUNNING_ATOM	G407-E4412	G407-S690	f95v	HERBAL	F95V_WHOLE_PLANT	chdyty	4	Y	POSTEN	ACTION:G407-E4412@3:T	T	T_PHYSICAL_BROAD	Y+OR	1	Pflanzencharge	Pflanzencharge	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	ACTION_NARROWED	the written carrier is the plant material acted on, while wet/dry state remains in the verb	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
989	RUNNING:G407-E4413@2	RUNNING:G407-E4412@3	RUNNING_ATOM	G407-E4413	G407-S690	f95v	HERBAL	F95V_WHOLE_PLANT	olor	2	OR	EINHEIT	ACTION:G407-E4412@3:T	T	T_PHYSICAL_BROAD	Y+OR	1	Pflanzen- oder Arbeitseinheit	Pflanzen- oder Arbeitseinheit	HERBAL_PROCESSED_BATCH	Pflanzenansatz	den Pflanzenansatz	des Pflanzenansatzes	ACTION_NARROWED	the action selects held plant unit, set work unit, or processed plant batch	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
990	RUNNING:G407-E4419@5	RUNNING:G407-E4419@4	RUNNING_ATOM	G407-E4419	G407-S690	f95v	HERBAL	F95V_WHOLE_PLANT	archytaiin	5	AIIN	WERT	ACTION:G407-E4419@4:T	T	T_HP_MEASURE_SET	AIIN	1	Pflanzenauszug oder Arbeitsmaß	Pflanzenauszug	HERBAL_EXTRACT_OR_MEASURE	Auszugsmenge	die Auszugsmenge	der Auszugsmenge	ACTION_NARROWED	wet and processing heads select extract; explicit measure-setting selects extract quantity	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
991	RUNNING:G407-E4440@1	RUNNING:G407-E4439@3	RUNNING_ATOM	G407-E4440	G407-S692	f95v	HERBAL	F95V_WHOLE_PLANT	aiin	1	AIIN	WERT	ACTION:G407-E4439@3:S	S	S_HP_STRAIN	AIIN	1	Pflanzenauszug oder Arbeitsmaß	Pflanzenauszug	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	BASE_RETAINED	wet and processing heads select extract; explicit measure-setting selects extract quantity	HP_EXTRACT_OF_MATERIAL	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
992	RUNNING:G407-E4449@3	RUNNING:G407-E4449@1	RUNNING_ATOM	G407-E4449	G407-S692	f95v	HERBAL	F95V_WHOLE_PLANT	shedain	3	AIN	ANTEIL	ACTION:G407-E4449@1:SH	SH	SH_HP_EXTRACT_STEEP	Y+AIIN+AIN	1	Pflanzenportion	Pflanzenportion	HERBAL_PORTION	Pflanzenportion	die Pflanzenportion	der Pflanzenportion	BASE_RETAINED	the existing portion reading is already action-compatible	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
993	RUNNING:G407-E4450@2	RUNNING:G407-E4449@1	RUNNING_ATOM	G407-E4450	G407-S692	f95v	HERBAL	F95V_WHOLE_PLANT	olaiin	2	AIIN	WERT	ACTION:G407-E4449@1:SH	SH	SH_HP_EXTRACT_STEEP	Y+AIIN+AIN	1	Pflanzenauszug oder Arbeitsmaß	Pflanzenauszug	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	BASE_RETAINED	wet and processing heads select extract; explicit measure-setting selects extract quantity	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
994	RUNNING:G407-E4451@1	RUNNING:G407-E4449@1	RUNNING_ATOM	G407-E4451	G407-S692	f95v	HERBAL	F95V_WHOLE_PLANT	y	1	Y	POSTEN	ACTION:G407-E4449@1:SH	SH	SH_HP_EXTRACT_STEEP	Y+AIIN+AIN	1	Pflanzencharge	Pflanzencharge	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	ACTION_NARROWED	the written carrier is the plant material acted on, while wet/dry state remains in the verb	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
995	RUNNING:G407-E4456@2	RUNNING:G407-E4456@1	RUNNING_ATOM	G407-E4456	G407-S693	f95v	HERBAL	F95V_WHOLE_PLANT	chdykain	2	Y	POSTEN	ACTION:G407-E4456@1:CHD	CHD	CHD_HP_MATERIAL_COMMINUTE	Y	1	Pflanzencharge	Pflanzencharge	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	ACTION_NARROWED	the written carrier is the plant material acted on, while wet/dry state remains in the verb	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
996	RUNNING:G407-E4457@1	RUNNING:G407-E4457@2	RUNNING_ATOM	G407-E4457	G407-S693	f95v	HERBAL	F95V_WHOLE_PLANT	ytasal	1	Y	POSTEN	ACTION:G407-E4457@2:T	T	T_PHYSICAL_BROAD	Y	1	Pflanzencharge	Pflanzencharge	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	ACTION_NARROWED	the written carrier is the plant material acted on, while wet/dry state remains in the verb	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
997	RUNNING:G407-E4458@2	RUNNING:G407-E4457@4	RUNNING_ATOM	G407-E4458	G407-S693	f95v	HERBAL	F95V_WHOLE_PLANT	otain	2	AIN	ANTEIL	ACTION:G407-E4457@4:S	S	S_HP_SIEVE	AIN	1	Pflanzenportion	Pflanzenportion	HERBAL_PORTION	Pflanzenportion	die Pflanzenportion	der Pflanzenportion	BASE_RETAINED	the existing portion reading is already action-compatible	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
998	RUNNING:G407-E4461@5	RUNNING:G407-E4461@4	RUNNING_ATOM	G407-E4461	G407-S695	f95v	HERBAL	F95V_WHOLE_PLANT	oekshy	5	Y	POSTEN	ACTION:G407-E4461@4:SH	SH	SH_REST_HOLD	Y	1	Pflanzencharge	Pflanzencharge	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	ACTION_NARROWED	the written carrier is the plant material acted on, while wet/dry state remains in the verb	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
999	RUNNING:G407-E4462@5	RUNNING:G407-E4462@4	RUNNING_ATOM	G407-E4462	G407-S695	f95v	HERBAL	F95V_WHOLE_PLANT	qofchdaiin	5	AIIN	WERT	ACTION:G407-E4462@4:CHD	CHD	CHD_REST_PROCESS	AIIN	1	Pflanzenauszug oder Arbeitsmaß	Pflanzenauszug	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	BASE_RETAINED	wet and processing heads select extract; explicit measure-setting selects extract quantity	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
1000	RUNNING:G407-E4463@3	RUNNING:G407-E4463@1	RUNNING_ATOM	G407-E4463	G407-S695	f95v	HERBAL	F95V_WHOLE_PLANT	shoyfar	3	Y	POSTEN	ACTION:G407-E4463@1:SH	SH	SH_HP_SOAK	Y	1	Pflanzencharge	Pflanzencharge	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	ACTION_NARROWED	the written carrier is the plant material acted on, while wet/dry state remains in the verb	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
1001	RUNNING:G407-E4469@3	RUNNING:G407-E4469@2	RUNNING_ATOM	G407-E4469	G407-S695	f95v	HERBAL	F95V_WHOLE_PLANT	tshor	3	OR	EINHEIT	ACTION:G407-E4469@2:SH	SH	SH_REST_HOLD	OR	1	Pflanzen- oder Arbeitseinheit	Pflanzen- oder Arbeitseinheit	HERBAL_HELD_UNIT	Pflanzeneinheit	die Pflanzeneinheit	der Pflanzeneinheit	ACTION_NARROWED	the action selects held plant unit, set work unit, or processed plant batch	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
1002	RUNNING:G407-E4476@1	RUNNING:G407-E4476@2	RUNNING_ATOM	G407-E4476	G407-S696	f95v	HERBAL	F95V_WHOLE_PLANT	ytchdy	1	Y	POSTEN	ACTION:G407-E4476@2:T	T	T_HP_BEFORE_CHD_DRY	Y	1	Pflanzencharge	Pflanzencharge	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	ACTION_NARROWED	the written carrier is the plant material acted on, while wet/dry state remains in the verb	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
1003	RUNNING:G407-E4476@4	RUNNING:G407-E4476@3	RUNNING_ATOM	G407-E4476	G407-S696	f95v	HERBAL	F95V_WHOLE_PLANT	ytchdy	4	Y	POSTEN	ACTION:G407-E4476@3:CHD	CHD	CHD_HP_DRY_GRIND_CONFIRMED	Y	1	Pflanzencharge	Pflanzencharge	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	ACTION_NARROWED	the written carrier is the plant material acted on, while wet/dry state remains in the verb	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
1004	RUNNING:G407-E4484@5	RUNNING:G407-E4484@1	RUNNING_ATOM	G407-E4484	G407-S697	f95v	HERBAL	F95V_WHOLE_PLANT	sheody	5	Y	POSTEN	ACTION:G407-E4484@1:SH	SH	SH_HP_SOAK	Y	1	Pflanzencharge	Pflanzencharge	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	ACTION_NARROWED	the written carrier is the plant material acted on, while wet/dry state remains in the verb	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
1005	RUNNING:G407-E4485@2	RUNNING:G407-E4485@1	RUNNING_ATOM	G407-E4485	G407-S697	f95v	HERBAL	F95V_WHOLE_PLANT	chedy	2	Y	POSTEN	ACTION:G407-E4485@1:CHD	CHD	CHD_HP_WET_TRITURATE	Y	1	Pflanzencharge	Pflanzencharge	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	ACTION_NARROWED	the written carrier is the plant material acted on, while wet/dry state remains in the verb	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
1006	RUNNING:G407-E4486@4	RUNNING:G407-E4486@3	RUNNING_ATOM	G407-E4486	G407-S697	f95v	HERBAL	F95V_WHOLE_PLANT	chcthykedy	4	Y	POSTEN	ACTION:G407-E4486@3:T	T	T_PHYSICAL_BROAD	Y	1	Pflanzencharge	Pflanzencharge	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	ACTION_NARROWED	the written carrier is the plant material acted on, while wet/dry state remains in the verb	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
1007	RUNNING:G407-E4487@3	RUNNING:G407-E4487@2	RUNNING_ATOM	G407-E4487	G407-S698	f95v	HERBAL	F95V_WHOLE_PLANT	ety	3	Y	POSTEN	ACTION:G407-E4487@2:T	T	T_PHYSICAL_GRADE_TEMPER	Y+AIN	1	Pflanzencharge	Pflanzencharge	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	ACTION_NARROWED	the written carrier is the plant material acted on, while wet/dry state remains in the verb	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
1008	RUNNING:G407-E4488@1	RUNNING:G407-E4487@2	RUNNING_ATOM	G407-E4488	G407-S698	f95v	HERBAL	F95V_WHOLE_PLANT	dain	1	AIN	ANTEIL	ACTION:G407-E4487@2:T	T	T_PHYSICAL_GRADE_TEMPER	Y+AIN	1	Pflanzenportion	Pflanzenportion	HERBAL_PORTION	Pflanzenportion	die Pflanzenportion	der Pflanzenportion	BASE_RETAINED	the existing portion reading is already action-compatible	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
