definitive_bundle_id	bundle_id	record_id	physical_page	register	locus	owner_de	event_count	source_event_ids	surface_sequence	recipe_sequence	literal_working_reading_de	boundary_role	record_bundle_count	bundle_ordinal_in_record	local_best_models	gdt474_selected_model	active_model	active_model_source	gdt476_context_decided	model_changed_from_gdt474	coordinate_repair_count	instruction_repair_count	catalogue_repair_count	coordinate_bundle_reading_de	instruction_bundle_reading_de	catalogue_bundle_reading_de	active_bundle_reading_de	order_occurrence_count	order_root_sequence	state_operation_sequence	order_scope_trace_de	definitive_bundle_reading_de	all_three_alternative_readings_retained	root_meaning_change	learned_name_change	claim_status
G479-B081	G474-B081	G475-R078	f72r	CELESTIAL	f72r3.23	lokale Kennung für Tierkreis-Ringgruppe H	1	P1008-E0421	orara	OR+AR	EINHEIT · AUSGANG · [STERNSTELLENNAME:a]	UNMARKED_NEW_LOCUS	3	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_RECORD_CONTEXT	YES	NO	0	1	0	Adressspur: Positionseinheit → Ausgangsposition → Sternstelle »a«.	Beziehe den Sternstelleneintrag »a« und die Positionseinheit von der Ausgangsposition.	Sternstelle »a« — Einheitsangabe, Ausgangszuordnung.	Sternstelle »a« — Einheitsangabe, Ausgangszuordnung.	0	NONE	NONE	NONE	Sternstelle »a« — Einheitsangabe, Ausgangszuordnung.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B082	G474-B082	G475-R078	f72r	CELESTIAL	f72r3.24	lokale Kennung für Tierkreis-Ringgruppe H	2	P1008-E0422|P1008-E0423	olaiin|olay	OL+AIIN / OL	FORTSETZEN · WERT / FORTSETZEN · [STERNSTELLENNAME:ay]	EXPLICIT_CONTINUATION_OL	3	2	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_RECORD_CONTEXT	YES	NO	0	2	0	1. Adressspur: weiter → Positionswert. 2. Adressspur: weiter → Sternstelle »ay«.	1. Weiter beziehe den Positionswert. 2. Weiter beziehe den Sternstelleneintrag »ay«.	1. Eintrag »olaiin« — Fortsetzungsvermerk, Wertangabe. 2. Sternstelle »ay« — Fortsetzungsvermerk.	1. Eintrag »olaiin« — Fortsetzungsvermerk, Wertangabe. 2. Sternstelle »ay« — Fortsetzungsvermerk.	2	OL|OL	KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT	OL:weiter mit Wert | OL:weiter mit Sternstelle »ay«	1. Eintrag »olaiin« — Fortsetzungsvermerk, Wertangabe. 2. Sternstelle »ay« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Wert; OL — weiter mit Sternstelle »ay«.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B083	G474-B083	G475-R078	f72r	CELESTIAL	f72r3.25	lokale Kennung für Tierkreis-Ringgruppe H	1	P1008-E0424	olfsheoral	OL+SH+AL	FORTSETZEN · [STERNSTELLENNAME:f] · HALTEN · [STERNSTELLENNAME:eor] · ZIELORT	EXPLICIT_CONTINUATION_OL	3	3	INSTRUCTION	INSTRUCTION	INSTRUCTION	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	1	0	1	Adressspur: weiter → Sternstelle »f« → Haltepunkt → Sternstelle »eor« → Zielposition.	Weiter halte den Sternstelleneintrag »f« und den Sternstelleneintrag »eor« zur Zielposition.	Sternstelle »f« / Sternstelle »eor« — Fortsetzungsvermerk, Haltevermerk, Zielzuordnung.	Weiter halte den Sternstelleneintrag »f« und den Sternstelleneintrag »eor« zur Zielposition.	1	OL	KEEP_ACTIVE_UNIT	OL:weiter mit Sternstelle »f«	Weiter halte den Sternstelleneintrag »f« und den Sternstelleneintrag »eor« zur Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »f«.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B084	G474-B084	G475-R079	f72r	CELESTIAL	f72r3.27	lokale Kennung für Tierkreis-Ringgruppe I	1	P1008-E0452	opalal	AL+AL	[STERNSTELLENNAME:op] · ZIELORT · ZIELORT	UNMARKED_NEW_LOCUS	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	1	0	Adressspur: Sternstelle »op« → Zielposition → Zielposition.	Beziehe den Sternstelleneintrag »op« zur Zielposition [außen] und zur Zielposition [innen].	Sternstelle »op« — Zielzuordnung, Zielzuordnung.	Sternstelle »op« — Zielzuordnung, Zielzuordnung.	0	NONE	NONE	NONE	Sternstelle »op« — Zielzuordnung, Zielzuordnung.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B085	G474-B085	G475-R080	f72r	CELESTIAL	f72r3.28	lokale Kennung für Tierkreis-Ringgruppe I	1	P1008-E0453	yfary	AR	[STERNSTELLENNAME:yf] · AUSGANG · [STERNSTELLENNAME:y]	UNMARKED_NEW_LOCUS	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	1	0	Adressspur: Sternstelle »yf« → Ausgangsposition → Sternstelle »y«.	Beziehe den Sternstelleneintrag »yf« und den Sternstelleneintrag »y« von der Ausgangsposition.	Sternstelle »yf« / Sternstelle »y« — Ausgangszuordnung.	Sternstelle »yf« / Sternstelle »y« — Ausgangszuordnung.	0	NONE	NONE	NONE	Sternstelle »yf« / Sternstelle »y« — Ausgangszuordnung.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B086	G474-B086	G475-R081	f72r	CELESTIAL	f72r3.29	lokale Kennung für Tierkreis-Ringgruppe I	1	P1008-E0454	oraiiral	OR+AL	EINHEIT · [STERNSTELLENNAME:aiir] · ZIELORT	UNMARKED_NEW_LOCUS	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	1	0	Adressspur: Positionseinheit → Sternstelle »aiir« → Zielposition.	Beziehe den Sternstelleneintrag »aiir« und die Positionseinheit zur Zielposition.	Sternstelle »aiir« — Einheitsangabe, Zielzuordnung.	Sternstelle »aiir« — Einheitsangabe, Zielzuordnung.	0	NONE	NONE	NONE	Sternstelle »aiir« — Einheitsangabe, Zielzuordnung.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B087	G474-B087	G475-R082	f72r	CELESTIAL	f72r3.30	lokale Kennung für Tierkreis-Ringgruppe I	2	P1008-E0455|P1008-E0456	ytoar|shar	AR / SH+AR	[STERNSTELLENNAME:yto] · AUSGANG / HALTEN · AUSGANG	UNMARKED_NEW_LOCUS	1	1	COORDINATE|INSTRUCTION|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	1	1	1	1. Adressspur: Sternstelle »yto« → Ausgangsposition. 2. Adressspur: Haltepunkt → Ausgangsposition.	1. Beziehe den Sternstelleneintrag »yto« von der Ausgangsposition. 2. Halte den Eintrag von der Ausgangsposition.	1. Sternstelle »yto« — Ausgangszuordnung. 2. Eintrag »shar« — Haltevermerk, Ausgangszuordnung.	1. Sternstelle »yto« — Ausgangszuordnung. 2. Eintrag »shar« — Haltevermerk, Ausgangszuordnung.	0	NONE	NONE	NONE	1. Sternstelle »yto« — Ausgangszuordnung. 2. Eintrag »shar« — Haltevermerk, Ausgangszuordnung.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B088	G474-B088	G475-R083	f72r	CELESTIAL	f72r3.31	lokale Kennung für Tierkreis-Ringgruppe I	1	P1008-E0457	octho	CH+T	[STERNSTELLENNAME:o] · NEHMEN · EINSTELLEN · [STERNSTELLENNAME:o]	UNMARKED_NEW_LOCUS	1	1	INSTRUCTION	INSTRUCTION	INSTRUCTION	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	2	0	2	Adressspur: Sternstelle »o« → Entnahmepunkt → Einstellpunkt → Sternstelle »o«.	Nimm den Sternstelleneintrag »o« und den Sternstelleneintrag »o« auf und stelle den Sternstelleneintrag »o« und den Sternstelleneintrag »o« ein.	Sternstelle »o« / Sternstelle »o« — Entnahmevermerk, Einstellvermerk.	Nimm den Sternstelleneintrag »o« und den Sternstelleneintrag »o« auf und stelle den Sternstelleneintrag »o« und den Sternstelleneintrag »o« ein.	0	NONE	NONE	NONE	Nimm den Sternstelleneintrag »o« und den Sternstelleneintrag »o« auf und stelle den Sternstelleneintrag »o« und den Sternstelleneintrag »o« ein.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B089	G474-B089	G475-R084	f72r	CELESTIAL	f72r3.32	lokale Kennung für Tierkreis-Ringgruppe I	1	P1008-E0458	aral	AR+AL	AUSGANG · ZIELORT	UNMARKED_NEW_LOCUS	2	1	COORDINATE	COORDINATE	COORDINATE	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	0	1	1	Adressspur: Ausgangsposition → Zielposition.	Beziehe den Eintrag von der Ausgangsposition und zur Zielposition.	Eintrag »aral« — Ausgangszuordnung, Zielzuordnung.	Adressspur: Ausgangsposition → Zielposition.	0	NONE	NONE	NONE	Adressspur: Ausgangsposition → Zielposition.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B090	G474-B090	G475-R084	f72r	CELESTIAL	f72r3.33	lokale Kennung für Tierkreis-Ringgruppe I	1	P1008-E0459	oletal	OL+AL	FORTSETZEN · [STERNSTELLENNAME:et] · ZIELORT	EXPLICIT_CONTINUATION_OL	2	2	COORDINATE|CATALOGUE	CATALOGUE	COORDINATE	GDT476_RECORD_CONTEXT	YES	YES	0	1	0	Adressspur: weiter → Sternstelle »et« → Zielposition.	Weiter beziehe den Sternstelleneintrag »et« zur Zielposition.	Sternstelle »et« — Fortsetzungsvermerk, Zielzuordnung.	Adressspur: weiter → Sternstelle »et« → Zielposition.	1	OL	KEEP_ACTIVE_UNIT	OL:weiter mit Sternstelle »et«	Adressspur: weiter → Sternstelle »et« → Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »et«.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B091	G474-B091	G475-R085	f77r	BIOLOGICAL	f77r.1	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	1	P1003-E0081	darchdar	AR+AR	[BADSTATIONSNAME:d] · AUSGANG · [BADSTATIONSNAME:chd] · AUSGANG	PAGE_START	2	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_RECORD_CONTEXT	YES	NO	0	1	0	Adressspur: Badstation »d« → Ausgangsstation → Badstation »chd« → Ausgangsstation.	Beziehe die Badstation »d« und die Badstation »chd« von der Ausgangsstation [außen] und von der Ausgangsstation [innen].	Badstation »d« / Badstation »chd« — Ausgangszuordnung, Ausgangszuordnung.	Badstation »d« / Badstation »chd« — Ausgangszuordnung, Ausgangszuordnung.	0	NONE	NONE	NONE	Badstation »d« / Badstation »chd« — Ausgangszuordnung, Ausgangszuordnung.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B092	G474-B092	G475-R085	f77r	BIOLOGICAL	f77r.2	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	1	P1003-E0082	olkchs	OL	FORTSETZEN · [BADSTATIONSNAME:kchs]	EXPLICIT_CONTINUATION_OL	2	2	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_RECORD_CONTEXT	YES	NO	0	1	0	Adressspur: weiter → Badstation »kchs«.	Weiter beziehe die Badstation »kchs«.	Badstation »kchs« — Fortsetzungsvermerk.	Badstation »kchs« — Fortsetzungsvermerk.	1	OL	KEEP_ACTIVE_UNIT	OL:weiter mit Badstation »kchs«	Badstation »kchs« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Badstation »kchs«.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B093	G474-B093	G475-R086	f77r	BIOLOGICAL	f77r.3	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	1	P1003-E0083	otedy	OT+E+DY	DANACH · GRAD I · SCHLUSS	EXPLICIT_NEXT_SIBLING_OT	1	1	COORDINATE|INSTRUCTION|CATALOGUE	COORDINATE	COORDINATE	GDT476_LOCAL_DEFAULT	NO	NO	1	1	1	Adressspur: danach → Grad I → Endpunkt.	Danach beziehe den Eintrag, auf Grad I, und schließe den Schritt.	Eintrag »otedy« — Folgevermerk, Grad I, Schlussvermerk.	Adressspur: danach → Grad I → Endpunkt.	1	OT	START_FRESH_SIBLING	OT:danach Grad I	Adressspur: danach → Grad I → Endpunkt. Reihenfolge konkret: OT — danach Grad I.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B094	G474-B094	G475-R087	f77r	BIOLOGICAL	f77r.4	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	1	P1003-E0084	otork	OT	DANACH · [BADSTATIONSNAME:ork]	EXPLICIT_NEXT_SIBLING_OT	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	1	0	Adressspur: danach → Badstation »ork«.	Danach beziehe die Badstation »ork«.	Badstation »ork« — Folgevermerk.	Badstation »ork« — Folgevermerk.	1	OT	START_FRESH_SIBLING	OT:danach Badstation »ork«	Badstation »ork« — Folgevermerk. Reihenfolge konkret: OT — danach Badstation »ork«.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B095	G474-B095	G475-R088	f77r	BIOLOGICAL	f77r.5	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	1	P1003-E0085	otol	OT+OL	DANACH · FORTSETZEN	EXPLICIT_NEXT_SIBLING_OT	1	1	COORDINATE	COORDINATE	COORDINATE	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	0	1	1	Adressspur: danach → weiter.	Danach und weiter beziehe den Eintrag.	Eintrag »otol« — Folgevermerk, Fortsetzungsvermerk.	Adressspur: danach → weiter.	2	OT|OL	START_FRESH_SIBLING|KEEP_ACTIVE_UNIT	OT:danach Fortsetzung | OL:Folgeschritt weiterführen	Adressspur: danach → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt weiterführen.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B096	G474-B096	G475-R089	f77r	BIOLOGICAL	f77r.6	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	1	P1003-E0086	dchdy	CHD+DY	BEARBEITEN · SCHLUSS	UNMARKED_NEW_LOCUS	1	1	INSTRUCTION	INSTRUCTION	INSTRUCTION	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	2	0	2	Adressspur: Bearbeitungsstelle → Endpunkt.	Bearbeite den Eintrag, und schließe den Schritt.	Eintrag »dchdy« — Bearbeitungsvermerk, Schlussvermerk.	Bearbeite den Eintrag, und schließe den Schritt.	0	NONE	NONE	NONE	Bearbeite den Eintrag, und schließe den Schritt.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B097	G474-B097	G475-R090	f77r	BIOLOGICAL	f77r.7	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	1	P1003-E0087	soral	AL	[BADSTATIONSNAME:sor] · ZIELORT	UNMARKED_NEW_LOCUS	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	1	0	Adressspur: Badstation »sor« → Zielstation.	Beziehe die Badstation »sor« zur Zielstation.	Badstation »sor« — Zielzuordnung.	Badstation »sor« — Zielzuordnung.	0	NONE	NONE	NONE	Badstation »sor« — Zielzuordnung.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B098	G474-B098	G475-R091	f77r	BIOLOGICAL	f77r.8	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	1	P1003-E0088	dotedy	OT	[BADSTATIONSNAME:d] · DANACH · [BADSTATIONSNAME:edy]	EXPLICIT_NEXT_SIBLING_OT	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	1	0	Adressspur: Badstation »d« → danach → Badstation »edy«.	Danach beziehe die Badstation »d« und die Badstation »edy«.	Badstation »d« / Badstation »edy« — Folgevermerk.	Badstation »d« / Badstation »edy« — Folgevermerk.	1	OT	START_FRESH_SIBLING	OT:nach Badstation »d« folgt Badstation »edy«	Badstation »d« / Badstation »edy« — Folgevermerk. Reihenfolge konkret: OT — nach Badstation »d« folgt Badstation »edy«.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B099	G474-B099	G475-R092	f77r	BIOLOGICAL	f77r.49	Name oder Kennung fuer untere Gefaess-/Beckenstation	1	P1003-E0410	otchdy	OT+CHD+DY	DANACH · BEARBEITEN · SCHLUSS	EXPLICIT_NEXT_SIBLING_OT	1	1	INSTRUCTION	INSTRUCTION	INSTRUCTION	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	2	0	2	Adressspur: danach → Bearbeitungsstelle → Endpunkt.	Danach bearbeite den Eintrag, und schließe den Schritt.	Eintrag »otchdy« — Folgevermerk, Bearbeitungsvermerk, Schlussvermerk.	Danach bearbeite den Eintrag, und schließe den Schritt.	1	OT	START_FRESH_SIBLING	OT:danach Bearbeiten	Danach bearbeite den Eintrag, und schließe den Schritt. Reihenfolge konkret: OT — danach Bearbeiten.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B100	G474-B100	G475-R093	f77r	BIOLOGICAL	f77r.50	Name oder Kennung fuer untere Gefaess-/Beckenstation	2	P1003-E0411|P1003-E0412	otolaiin|o	OT+OL+AIIN / O	DANACH · FORTSETZEN · WERT / AUSFÜHRUNG	EXPLICIT_NEXT_SIBLING_OT	1	1	COORDINATE	COORDINATE	COORDINATE	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	1	2	2	1. Adressspur: danach → weiter → Stationswert. 2. Adressspur: Ausführungspunkt.	1. Danach und weiter beziehe den Stationswert. 2. Beziehe den Eintrag, als Ausführung.	1. Eintrag »otolaiin« — Folgevermerk, Fortsetzungsvermerk, Wertangabe. 2. Eintrag »o« — Ausführungsvermerk.	1. Adressspur: danach → weiter → Stationswert. 2. Adressspur: Ausführungspunkt.	2	OT|OL	START_FRESH_SIBLING|KEEP_ACTIVE_UNIT	OT:danach Fortsetzung | OL:Folgeschritt in Wert weiterführen	1. Adressspur: danach → weiter → Stationswert. 2. Adressspur: Ausführungspunkt. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Wert weiterführen.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B101	G474-B101	G475-R094	f88v	PHARMA	f88v.1	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	1	P1003-E0413	okalyd	OK+AL	SETZEN · ZIELORT · [DROGENNAME:yd]	PAGE_START	1	1	INSTRUCTION	INSTRUCTION	INSTRUCTION	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	1	0	1	Adressspur: Setzpunkt → Zielgefäß → Droge »yd«.	Setze den Drogeneintrag »yd« als Ansatz an zum Zielgefäß.	Droge »yd« — Setzvermerk, Zielzuordnung.	Setze den Drogeneintrag »yd« als Ansatz an zum Zielgefäß.	0	NONE	NONE	NONE	Setze den Drogeneintrag »yd« als Ansatz an zum Zielgefäß.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B102	G474-B102	G475-R095	f88v	PHARMA	f88v.2	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	1	P1003-E0414	cheocthy	CH+T+Y	[DROGENNAME:cheo] · NEHMEN · EINSTELLEN · POSTEN	UNMARKED_NEW_LOCUS	1	1	INSTRUCTION	INSTRUCTION	INSTRUCTION	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	2	0	2	Adressspur: Droge »cheo« → Entnahmepunkt → Einstellpunkt → Drogenposten.	Nimm den Drogeneintrag »cheo« und den Drogenposten und stelle den Drogeneintrag »cheo« und den Drogenposten ein.	Droge »cheo« — Entnahmevermerk, Einstellvermerk, Postenangabe.	Nimm den Drogeneintrag »cheo« und den Drogenposten und stelle den Drogeneintrag »cheo« und den Drogenposten ein.	0	NONE	NONE	NONE	Nimm den Drogeneintrag »cheo« und den Drogenposten und stelle den Drogeneintrag »cheo« und den Drogenposten ein.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B103	G474-B103	G475-R096	f88v	PHARMA	f88v.3	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	1	P1003-E0415	cpheor	OR	[DROGENNAME:cphe] · EINHEIT	UNMARKED_NEW_LOCUS	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	1	0	Adressspur: Droge »cphe« → Ansatzeinheit.	Beziehe den Drogeneintrag »cphe« und die Ansatzeinheit.	Droge »cphe« — Einheitsangabe.	Droge »cphe« — Einheitsangabe.	0	NONE	NONE	NONE	Droge »cphe« — Einheitsangabe.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B104	G474-B104	G475-R097	f88v	PHARMA	f88v.4	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	2	P1003-E0416|P1003-E0417	otar|arody	OT+AR / AR	DANACH · AUSGANG / AUSGANG · [DROGENNAME:ody]	EXPLICIT_NEXT_SIBLING_OT	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	2	0	1. Adressspur: danach → Ausgangsgefäß. 2. Adressspur: Ausgangsgefäß → Droge »ody«.	1. Danach beziehe den Eintrag vom Ausgangsgefäß. 2. Beziehe den Drogeneintrag »ody« vom Ausgangsgefäß.	1. Eintrag »otar« — Folgevermerk, Ausgangszuordnung. 2. Droge »ody« — Ausgangszuordnung.	1. Eintrag »otar« — Folgevermerk, Ausgangszuordnung. 2. Droge »ody« — Ausgangszuordnung.	1	OT	START_FRESH_SIBLING	OT:danach Ausgang	1. Eintrag »otar« — Folgevermerk, Ausgangszuordnung. 2. Droge »ody« — Ausgangszuordnung. Reihenfolge konkret: OT — danach Ausgang.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B105	G474-B105	G475-R098	f88v	PHARMA	f88v.5	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	1	P1003-E0418	otokol	OT+OK+OL	DANACH · SETZEN · FORTSETZEN	EXPLICIT_NEXT_SIBLING_OT	1	1	INSTRUCTION	INSTRUCTION	INSTRUCTION	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	1	0	2	Adressspur: danach → Setzpunkt → weiter.	Danach und weiter setze den Eintrag als Ansatz an.	Eintrag »otokol« — Folgevermerk, Setzvermerk, Fortsetzungsvermerk.	Danach und weiter setze den Eintrag als Ansatz an.	2	OT|OL	START_FRESH_SIBLING|KEEP_ACTIVE_UNIT	OT:danach Setzen | OL:Setzen weiterführen	Danach und weiter setze den Eintrag als Ansatz an. Reihenfolge konkret: OT — danach Setzen; OL — Setzen weiterführen.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B106	G474-B106	G475-R099	f88v	PHARMA	f88v.11	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	1	P1003-E0458	otoram	OT+AM_ADDR	DANACH · [DROGENNAME:or] · HIER	EXPLICIT_NEXT_SIBLING_OT	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	1	0	Adressspur: danach → Droge »or« → hier.	Danach beziehe den Drogeneintrag »or« an der bezeichneten Stelle.	Droge »or« — Folgevermerk, Hier-Vermerk.	Droge »or« — Folgevermerk, Hier-Vermerk.	1	OT	START_FRESH_SIBLING	OT:danach Droge »or«	Droge »or« — Folgevermerk, Hier-Vermerk. Reihenfolge konkret: OT — danach Droge »or«.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B107	G474-B107	G475-R100	f88v	PHARMA	f88v.12	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	1	P1003-E0459	otora	OT	DANACH · [DROGENNAME:ora]	EXPLICIT_NEXT_SIBLING_OT	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	1	0	Adressspur: danach → Droge »ora«.	Danach beziehe den Drogeneintrag »ora«.	Droge »ora« — Folgevermerk.	Droge »ora« — Folgevermerk.	1	OT	START_FRESH_SIBLING	OT:danach Droge »ora«	Droge »ora« — Folgevermerk. Reihenfolge konkret: OT — danach Droge »ora«.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B108	G474-B108	G475-R101	f88v	PHARMA	f88v.13	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	1	P1003-E0460	cheosdy	NONE	cheo:DROGENFAMILIE · [DROGENNAME:cheosdy]	UNMARKED_NEW_LOCUS	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	1	0	Adressspur: Drogenfamilie »cheo« → Droge »cheosdy«.	Verwende den Drogeneintrag »cheosdy«, aus der Drogenfamilie »cheo«.	Droge »cheosdy« — Drogenfamilie »cheo«.	Droge »cheosdy« — Drogenfamilie »cheo«.	0	NONE	NONE	NONE	Droge »cheosdy« — Drogenfamilie »cheo«.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
