group_serial	page	locus	event_index	opaque_local_id	surface_display_only	canonical_namespace_id	local_image_owner	local_content_class	interface_role	instrument_reading_de	possible_condition_use_de	memory_atlas_rival_de	prose_dictionary_import	cross_section_pointer	orientation_or_rotation	f68_f69_key
179	f67r2	f67r2.74	2	A1:G179	qokeeody	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	PAIRED_PAGE_LEGEND_OWNER_UNRESOLVED	OWNER_OR_KEY_UNRESOLVED	ungeloeste Seitenlegende zwischen beiden Raedern	nur als gemeinsame Ueberschrift oder Gebrauchshinweis abschreiben	reiner Seitentitel ohne Auswahlinhalt	NONE	NONE	NONE	NONE
180	f67r2	f67r2.74	3	A1:G180	cheos	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	PAIRED_PAGE_LEGEND_OWNER_UNRESOLVED	OWNER_OR_KEY_UNRESOLVED	ungeloeste Seitenlegende zwischen beiden Raedern	nur als gemeinsame Ueberschrift oder Gebrauchshinweis abschreiben	reiner Seitentitel ohne Auswahlinhalt	NONE	NONE	NONE	NONE
181	f67r2	f67r2.74	4	A1:G181	oeeos	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	PAIRED_PAGE_LEGEND_OWNER_UNRESOLVED	OWNER_OR_KEY_UNRESOLVED	ungeloeste Seitenlegende zwischen beiden Raedern	nur als gemeinsame Ueberschrift oder Gebrauchshinweis abschreiben	reiner Seitentitel ohne Auswahlinhalt	NONE	NONE	NONE	NONE
182	f67r2	f67r2.74	5	A1:G182	qockhy	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	PAIRED_PAGE_LEGEND_OWNER_UNRESOLVED	OWNER_OR_KEY_UNRESOLVED	ungeloeste Seitenlegende zwischen beiden Raedern	nur als gemeinsame Ueberschrift oder Gebrauchshinweis abschreiben	reiner Seitentitel ohne Auswahlinhalt	NONE	NONE	NONE	NONE
183	f67r2	f67r2.74	6	A1:G183	chos	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	PAIRED_PAGE_LEGEND_OWNER_UNRESOLVED	OWNER_OR_KEY_UNRESOLVED	ungeloeste Seitenlegende zwischen beiden Raedern	nur als gemeinsame Ueberschrift oder Gebrauchshinweis abschreiben	reiner Seitentitel ohne Auswahlinhalt	NONE	NONE	NONE	NONE
184	f67r2	f67r2.74	7	A1:G184	aiin	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	PAIRED_PAGE_LEGEND_OWNER_UNRESOLVED	OWNER_OR_KEY_UNRESOLVED	ungeloeste Seitenlegende zwischen beiden Raedern	nur als gemeinsame Ueberschrift oder Gebrauchshinweis abschreiben	reiner Seitentitel ohne Auswahlinhalt	NONE	NONE	NONE	NONE
185	f67r2	f67r2.74	8	A1:G185	okeeody	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	PAIRED_PAGE_LEGEND_OWNER_UNRESOLVED	OWNER_OR_KEY_UNRESOLVED	ungeloeste Seitenlegende zwischen beiden Raedern	nur als gemeinsame Ueberschrift oder Gebrauchshinweis abschreiben	reiner Seitentitel ohne Auswahlinhalt	NONE	NONE	NONE	NONE
186	f67r2	f67r2.74	9	A1:G186	qokoaiin	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	PAIRED_PAGE_LEGEND_OWNER_UNRESOLVED	OWNER_OR_KEY_UNRESOLVED	ungeloeste Seitenlegende zwischen beiden Raedern	nur als gemeinsame Ueberschrift oder Gebrauchshinweis abschreiben	reiner Seitentitel ohne Auswahlinhalt	NONE	NONE	NONE	NONE
187	f67r2	f67r2.74	10	A1:G187	odain	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	PAIRED_PAGE_LEGEND_OWNER_UNRESOLVED	OWNER_OR_KEY_UNRESOLVED	ungeloeste Seitenlegende zwischen beiden Raedern	nur als gemeinsame Ueberschrift oder Gebrauchshinweis abschreiben	reiner Seitentitel ohne Auswahlinhalt	NONE	NONE	NONE	NONE
188	f67r2	f67r2.74	11	A1:G188	ar	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	PAIRED_PAGE_LEGEND_OWNER_UNRESOLVED	OWNER_OR_KEY_UNRESOLVED	ungeloeste Seitenlegende zwischen beiden Raedern	nur als gemeinsame Ueberschrift oder Gebrauchshinweis abschreiben	reiner Seitentitel ohne Auswahlinhalt	NONE	NONE	NONE	NONE
189	f67r2	f67r2.74	12	A1:G189	air	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	PAIRED_PAGE_LEGEND_OWNER_UNRESOLVED	OWNER_OR_KEY_UNRESOLVED	ungeloeste Seitenlegende zwischen beiden Raedern	nur als gemeinsame Ueberschrift oder Gebrauchshinweis abschreiben	reiner Seitentitel ohne Auswahlinhalt	NONE	NONE	NONE	NONE
190	f67r2	f67r2.74	13	A1:G190	ay	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	PAIRED_PAGE_LEGEND_OWNER_UNRESOLVED	OWNER_OR_KEY_UNRESOLVED	ungeloeste Seitenlegende zwischen beiden Raedern	nur als gemeinsame Ueberschrift oder Gebrauchshinweis abschreiben	reiner Seitentitel ohne Auswahlinhalt	NONE	NONE	NONE	NONE
191	f68r1	f68r1.1	1	A2:G001	shokchy	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	LEFT_STAR_PANEL_RUBRIC	LOCAL_INSTRUMENT_LEGEND	linke Sternfeld-Ueberschrift	das linke Sternfeld als eigene Nachschlageeinheit aufrufen	Rubrik eines Bild- oder Lehratlasses	NONE	NONE	NONE	NONE
192	f68r1	f68r1.1	2	A2:G002	chteey	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	LEFT_STAR_PANEL_RUBRIC	LOCAL_INSTRUMENT_LEGEND	linke Sternfeld-Ueberschrift	das linke Sternfeld als eigene Nachschlageeinheit aufrufen	Rubrik eines Bild- oder Lehratlasses	NONE	NONE	NONE	NONE
193	f68r1	f68r1.1	3	A2:G003	choteey	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	LEFT_STAR_PANEL_RUBRIC	LOCAL_INSTRUMENT_LEGEND	linke Sternfeld-Ueberschrift	das linke Sternfeld als eigene Nachschlageeinheit aufrufen	Rubrik eines Bild- oder Lehratlasses	NONE	NONE	NONE	NONE
194	f68r1	f68r1.1	4	A2:G004	cphol	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	LEFT_STAR_PANEL_RUBRIC	LOCAL_INSTRUMENT_LEGEND	linke Sternfeld-Ueberschrift	das linke Sternfeld als eigene Nachschlageeinheit aufrufen	Rubrik eines Bild- oder Lehratlasses	NONE	NONE	NONE	NONE
195	f68r1	f68r1.1	5	A2:G005	cheor	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	LEFT_STAR_PANEL_RUBRIC	LOCAL_INSTRUMENT_LEGEND	linke Sternfeld-Ueberschrift	das linke Sternfeld als eigene Nachschlageeinheit aufrufen	Rubrik eines Bild- oder Lehratlasses	NONE	NONE	NONE	NONE
196	f68r1	f68r1.1	6	A2:G006	opcheeol	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	LEFT_STAR_PANEL_RUBRIC	LOCAL_INSTRUMENT_LEGEND	linke Sternfeld-Ueberschrift	das linke Sternfeld als eigene Nachschlageeinheit aufrufen	Rubrik eines Bild- oder Lehratlasses	NONE	NONE	NONE	NONE
197	f68r1	f68r1.1	7	A2:G007	otor	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	LEFT_STAR_PANEL_RUBRIC	LOCAL_INSTRUMENT_LEGEND	linke Sternfeld-Ueberschrift	das linke Sternfeld als eigene Nachschlageeinheit aufrufen	Rubrik eines Bild- oder Lehratlasses	NONE	NONE	NONE	NONE
198	f68r1	f68r1.1	8	A2:G008	choctheeey	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	LEFT_STAR_PANEL_RUBRIC	LOCAL_INSTRUMENT_LEGEND	linke Sternfeld-Ueberschrift	das linke Sternfeld als eigene Nachschlageeinheit aufrufen	Rubrik eines Bild- oder Lehratlasses	NONE	NONE	NONE	NONE
199	f68r1	f68r1.1	9	A2:G009	okchoal	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	LEFT_STAR_PANEL_RUBRIC	LOCAL_INSTRUMENT_LEGEND	linke Sternfeld-Ueberschrift	das linke Sternfeld als eigene Nachschlageeinheit aufrufen	Rubrik eines Bild- oder Lehratlasses	NONE	NONE	NONE	NONE
200	f68r1	f68r1.2	1	A2:G010	tochso	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	MIDDLE_STAR_PANEL_RUBRIC	LOCAL_INSTRUMENT_LEGEND	mittlere Sternfeld-Ueberschrift	das mittlere Sternfeld als eigene Nachschlageeinheit aufrufen	Rubrik eines Bild- oder Lehratlasses	NONE	NONE	NONE	NONE
201	f68r1	f68r1.2	2	A2:G011	otchl	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	MIDDLE_STAR_PANEL_RUBRIC	LOCAL_INSTRUMENT_LEGEND	mittlere Sternfeld-Ueberschrift	das mittlere Sternfeld als eigene Nachschlageeinheit aufrufen	Rubrik eines Bild- oder Lehratlasses	NONE	NONE	NONE	NONE
202	f68r1	f68r1.2	3	A2:G012	qokeeedy	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	MIDDLE_STAR_PANEL_RUBRIC	LOCAL_INSTRUMENT_LEGEND	mittlere Sternfeld-Ueberschrift	das mittlere Sternfeld als eigene Nachschlageeinheit aufrufen	Rubrik eines Bild- oder Lehratlasses	NONE	NONE	NONE	NONE
203	f68r1	f68r1.2	4	A2:G013	cheey	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	MIDDLE_STAR_PANEL_RUBRIC	LOCAL_INSTRUMENT_LEGEND	mittlere Sternfeld-Ueberschrift	das mittlere Sternfeld als eigene Nachschlageeinheit aufrufen	Rubrik eines Bild- oder Lehratlasses	NONE	NONE	NONE	NONE
204	f68r1	f68r1.2	5	A2:G014	cheeteey	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	MIDDLE_STAR_PANEL_RUBRIC	LOCAL_INSTRUMENT_LEGEND	mittlere Sternfeld-Ueberschrift	das mittlere Sternfeld als eigene Nachschlageeinheit aufrufen	Rubrik eines Bild- oder Lehratlasses	NONE	NONE	NONE	NONE
205	f68r1	f68r1.2	6	A2:G015	yteody	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	MIDDLE_STAR_PANEL_RUBRIC	LOCAL_INSTRUMENT_LEGEND	mittlere Sternfeld-Ueberschrift	das mittlere Sternfeld als eigene Nachschlageeinheit aufrufen	Rubrik eines Bild- oder Lehratlasses	NONE	NONE	NONE	NONE
206	f68r1	f68r1.2	7	A2:G016	chpor	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	MIDDLE_STAR_PANEL_RUBRIC	LOCAL_INSTRUMENT_LEGEND	mittlere Sternfeld-Ueberschrift	das mittlere Sternfeld als eigene Nachschlageeinheit aufrufen	Rubrik eines Bild- oder Lehratlasses	NONE	NONE	NONE	NONE
207	f68r1	f68r1.2	8	A2:G017	cheokorchey	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	MIDDLE_STAR_PANEL_RUBRIC	LOCAL_INSTRUMENT_LEGEND	mittlere Sternfeld-Ueberschrift	das mittlere Sternfeld als eigene Nachschlageeinheit aufrufen	Rubrik eines Bild- oder Lehratlasses	NONE	NONE	NONE	NONE
208	f68r1	f68r1.2	9	A2:G018	chod	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	MIDDLE_STAR_PANEL_RUBRIC	LOCAL_INSTRUMENT_LEGEND	mittlere Sternfeld-Ueberschrift	das mittlere Sternfeld als eigene Nachschlageeinheit aufrufen	Rubrik eines Bild- oder Lehratlasses	NONE	NONE	NONE	NONE
209	f68r1	f68r1.3	1	A2:G019	ykor	F68_RIGHT_PANEL_HEADER_NS	A2_RIGHT_PANEL_HEADER	RIGHT_SECTORIZED_PANEL_RUBRIC	LOCAL_INSTRUMENT_LEGEND	rechte Sternfeld-Ueberschrift	das rechte gegliederte Sternfeld als eigene Nachschlageeinheit aufrufen	Rubrik eines Bild- oder Lehratlasses	NONE	NONE	NONE	NONE
210	f68r1	f68r1.3	2	A2:G020	shey	F68_RIGHT_PANEL_HEADER_NS	A2_RIGHT_PANEL_HEADER	RIGHT_SECTORIZED_PANEL_RUBRIC	LOCAL_INSTRUMENT_LEGEND	rechte Sternfeld-Ueberschrift	das rechte gegliederte Sternfeld als eigene Nachschlageeinheit aufrufen	Rubrik eines Bild- oder Lehratlasses	NONE	NONE	NONE	NONE
211	f68r1	f68r1.3	3	A2:G021	qocheey	F68_RIGHT_PANEL_HEADER_NS	A2_RIGHT_PANEL_HEADER	RIGHT_SECTORIZED_PANEL_RUBRIC	LOCAL_INSTRUMENT_LEGEND	rechte Sternfeld-Ueberschrift	das rechte gegliederte Sternfeld als eigene Nachschlageeinheit aufrufen	Rubrik eines Bild- oder Lehratlasses	NONE	NONE	NONE	NONE
212	f68r1	f68r1.3	4	A2:G022	chokal	F68_RIGHT_PANEL_HEADER_NS	A2_RIGHT_PANEL_HEADER	RIGHT_SECTORIZED_PANEL_RUBRIC	LOCAL_INSTRUMENT_LEGEND	rechte Sternfeld-Ueberschrift	das rechte gegliederte Sternfeld als eigene Nachschlageeinheit aufrufen	Rubrik eines Bild- oder Lehratlasses	NONE	NONE	NONE	NONE
213	f68r1	f68r1.3	5	A2:G023	okeey	F68_RIGHT_PANEL_HEADER_NS	A2_RIGHT_PANEL_HEADER	RIGHT_SECTORIZED_PANEL_RUBRIC	LOCAL_INSTRUMENT_LEGEND	rechte Sternfeld-Ueberschrift	das rechte gegliederte Sternfeld als eigene Nachschlageeinheit aufrufen	Rubrik eines Bild- oder Lehratlasses	NONE	NONE	NONE	NONE
214	f68r1	f68r1.3	6	A2:G024	ror	F68_RIGHT_PANEL_HEADER_NS	A2_RIGHT_PANEL_HEADER	RIGHT_SECTORIZED_PANEL_RUBRIC	LOCAL_INSTRUMENT_LEGEND	rechte Sternfeld-Ueberschrift	das rechte gegliederte Sternfeld als eigene Nachschlageeinheit aufrufen	Rubrik eines Bild- oder Lehratlasses	NONE	NONE	NONE	NONE
215	f68r1	f68r1.3	7	A2:G025	eckhear	F68_RIGHT_PANEL_HEADER_NS	A2_RIGHT_PANEL_HEADER	RIGHT_SECTORIZED_PANEL_RUBRIC	LOCAL_INSTRUMENT_LEGEND	rechte Sternfeld-Ueberschrift	das rechte gegliederte Sternfeld als eigene Nachschlageeinheit aufrufen	Rubrik eines Bild- oder Lehratlasses	NONE	NONE	NONE	NONE
216	f68r1	f68r1.3	8	A2:G026	daram	F68_RIGHT_PANEL_HEADER_NS	A2_RIGHT_PANEL_HEADER	RIGHT_SECTORIZED_PANEL_RUBRIC	LOCAL_INSTRUMENT_LEGEND	rechte Sternfeld-Ueberschrift	das rechte gegliederte Sternfeld als eigene Nachschlageeinheit aufrufen	Rubrik eines Bild- oder Lehratlasses	NONE	NONE	NONE	NONE
217	f68r1	f68r1.4	1	A2:G027	dchor	F68_MULTIPANEL_HEADER_QUARANTINE_NS	A2_MULTIPANEL_HEADER_FRAGMENT_04	MULTIPANEL_HEADER_OWNER_UNRESOLVED	LOCAL_INSTRUMENT_LEGEND	ungeloeste mehrpaneelige Kopfstuecke	sichtbaren Kopftext bewahren, aber keinem einzelnen Sternplatz zwingen	ornamentale oder redaktionelle Zwischenrubriken	NONE	NONE	NONE	NONE
218	f68r1	f68r1.4	2	A2:G028	okaiiin	F68_MULTIPANEL_HEADER_QUARANTINE_NS	A2_MULTIPANEL_HEADER_FRAGMENT_04	MULTIPANEL_HEADER_OWNER_UNRESOLVED	LOCAL_INSTRUMENT_LEGEND	ungeloeste mehrpaneelige Kopfstuecke	sichtbaren Kopftext bewahren, aber keinem einzelnen Sternplatz zwingen	ornamentale oder redaktionelle Zwischenrubriken	NONE	NONE	NONE	NONE
219	f68r1	f68r1.5	1	A2:G029	yky	F68_MULTIPANEL_HEADER_QUARANTINE_NS	A2_MULTIPANEL_HEADER_FRAGMENT_05	MULTIPANEL_HEADER_OWNER_UNRESOLVED	LOCAL_INSTRUMENT_LEGEND	ungeloeste mehrpaneelige Kopfstuecke	sichtbaren Kopftext bewahren, aber keinem einzelnen Sternplatz zwingen	ornamentale oder redaktionelle Zwischenrubriken	NONE	NONE	NONE	NONE
220	f68r1	f68r1.6	1	A2:G030	dary	F68_MULTIPANEL_HEADER_QUARANTINE_NS	A2_MULTIPANEL_HEADER_FRAGMENT_06	MULTIPANEL_HEADER_OWNER_UNRESOLVED	LOCAL_INSTRUMENT_LEGEND	ungeloeste mehrpaneelige Kopfstuecke	sichtbaren Kopftext bewahren, aber keinem einzelnen Sternplatz zwingen	ornamentale oder redaktionelle Zwischenrubriken	NONE	NONE	NONE	NONE
221	f68r1	f68r1.7	1	A2:G031	chkchykoly	F68_MULTIPANEL_HEADER_QUARANTINE_NS	A2_MULTIPANEL_HEADER_FRAGMENT_07	MULTIPANEL_HEADER_OWNER_UNRESOLVED	LOCAL_INSTRUMENT_LEGEND	ungeloeste mehrpaneelige Kopfstuecke	sichtbaren Kopftext bewahren, aber keinem einzelnen Sternplatz zwingen	ornamentale oder redaktionelle Zwischenrubriken	NONE	NONE	NONE	NONE
222	f68r1	f68r1.8	1	A2:G032	okodaly	F68_CENTRE_KEY_QUARANTINE_NS	A2_CENTRE_KEY_UNRESOLVED	FACE_CENTRE_IDENTITY_UNRESOLVED	OWNER_OR_KEY_UNRESOLVED	ungeloestes Gesichts- oder Zentrumszeichen	nur als moeglichen lokalen Schluesselhalter behandeln	Bildmedaillon ohne katalogische Funktion	NONE	NONE	NONE	NONE
223	f68r1	f68r1.9	1	A2:G033	odchecthy	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_01	LOCAL_STAR_OR_ASTERISM_STATION	SELECTABLE_CELESTIAL_SLOT	achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	benannter Sternatlas, dessen Eintraege nur zum Wiedererkennen dienen	NONE	NONE	NONE	NONE
224	f68r1	f68r1.10	1	A2:G034	otcheody	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_02	LOCAL_STAR_OR_ASTERISM_STATION	SELECTABLE_CELESTIAL_SLOT	achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	benannter Sternatlas, dessen Eintraege nur zum Wiedererkennen dienen	NONE	NONE	NONE	NONE
225	f68r1	f68r1.11	1	A2:G035	okoaly	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_03	LOCAL_STAR_OR_ASTERISM_STATION	SELECTABLE_CELESTIAL_SLOT	achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	benannter Sternatlas, dessen Eintraege nur zum Wiedererkennen dienen	NONE	NONE	NONE	NONE
226	f68r1	f68r1.12	1	A2:G036	chocfhy	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_04	LOCAL_STAR_OR_ASTERISM_STATION	SELECTABLE_CELESTIAL_SLOT	achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	benannter Sternatlas, dessen Eintraege nur zum Wiedererkennen dienen	NONE	NONE	NONE	NONE
227	f68r1	f68r1.13	1	A2:G037	octhey	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_05	LOCAL_STAR_OR_ASTERISM_STATION	SELECTABLE_CELESTIAL_SLOT	achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	benannter Sternatlas, dessen Eintraege nur zum Wiedererkennen dienen	NONE	NONE	NONE	NONE
228	f68r1	f68r1.14	1	A2:G038	otshey	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_06	LOCAL_STAR_OR_ASTERISM_STATION	SELECTABLE_CELESTIAL_SLOT	achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	benannter Sternatlas, dessen Eintraege nur zum Wiedererkennen dienen	NONE	NONE	NONE	NONE
229	f68r1	f68r1.15	1	A2:G039	otydy	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_07	LOCAL_STAR_OR_ASTERISM_STATION	SELECTABLE_CELESTIAL_SLOT	achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	benannter Sternatlas, dessen Eintraege nur zum Wiedererkennen dienen	NONE	NONE	NONE	NONE
230	f68r1	f68r1.16	1	A2:G040	okear	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_08	LOCAL_STAR_OR_ASTERISM_STATION	SELECTABLE_CELESTIAL_SLOT	achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	benannter Sternatlas, dessen Eintraege nur zum Wiedererkennen dienen	NONE	NONE	NONE	NONE
231	f68r1	f68r1.17	1	A2:G041	cphocthy	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_09	LOCAL_STAR_OR_ASTERISM_STATION	SELECTABLE_CELESTIAL_SLOT	achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	benannter Sternatlas, dessen Eintraege nur zum Wiedererkennen dienen	NONE	NONE	NONE	NONE
232	f68r1	f68r1.18	1	A2:G042	ytchody	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_10	LOCAL_STAR_OR_ASTERISM_STATION	SELECTABLE_CELESTIAL_SLOT	achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	benannter Sternatlas, dessen Eintraege nur zum Wiedererkennen dienen	NONE	NONE	NONE	NONE
233	f68r1	f68r1.19	1	A2:G043	otys	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_11	LOCAL_STAR_OR_ASTERISM_STATION	SELECTABLE_CELESTIAL_SLOT	achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	benannter Sternatlas, dessen Eintraege nur zum Wiedererkennen dienen	NONE	NONE	NONE	NONE
234	f68r1	f68r1.20	1	A2:G044	olor	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_12	LOCAL_STAR_OR_ASTERISM_STATION	SELECTABLE_CELESTIAL_SLOT	achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	benannter Sternatlas, dessen Eintraege nur zum Wiedererkennen dienen	NONE	NONE	NONE	NONE
235	f68r1	f68r1.21	1	A2:G045	ockhy	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_13	LOCAL_STAR_OR_ASTERISM_STATION	SELECTABLE_CELESTIAL_SLOT	achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	benannter Sternatlas, dessen Eintraege nur zum Wiedererkennen dienen	NONE	NONE	NONE	NONE
236	f68r1	f68r1.22	1	A2:G046	ofcheor	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_14	LOCAL_STAR_OR_ASTERISM_STATION	SELECTABLE_CELESTIAL_SLOT	achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	benannter Sternatlas, dessen Eintraege nur zum Wiedererkennen dienen	NONE	NONE	NONE	NONE
237	f68r1	f68r1.23	1	A2:G047	otchdy	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_15	LOCAL_STAR_OR_ASTERISM_STATION	SELECTABLE_CELESTIAL_SLOT	achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	benannter Sternatlas, dessen Eintraege nur zum Wiedererkennen dienen	NONE	NONE	NONE	NONE
238	f68r1	f68r1.24	1	A2:G048	otykchs	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_16	LOCAL_STAR_OR_ASTERISM_STATION	SELECTABLE_CELESTIAL_SLOT	achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	benannter Sternatlas, dessen Eintraege nur zum Wiedererkennen dienen	NONE	NONE	NONE	NONE
239	f68r1	f68r1.25	1	A2:G049	otol	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_17	LOCAL_STAR_OR_ASTERISM_STATION	SELECTABLE_CELESTIAL_SLOT	achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	benannter Sternatlas, dessen Eintraege nur zum Wiedererkennen dienen	NONE	NONE	NONE	NONE
240	f68r1	f68r1.26	1	A2:G050	otor	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_18	LOCAL_STAR_OR_ASTERISM_STATION	SELECTABLE_CELESTIAL_SLOT	achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	benannter Sternatlas, dessen Eintraege nur zum Wiedererkennen dienen	NONE	NONE	NONE	NONE
241	f68r1	f68r1.27	1	A2:G051	oiinar	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_19	LOCAL_STAR_OR_ASTERISM_STATION	SELECTABLE_CELESTIAL_SLOT	achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	benannter Sternatlas, dessen Eintraege nur zum Wiedererkennen dienen	NONE	NONE	NONE	NONE
242	f68r1	f68r1.28	1	A2:G052	okoldy	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_20	LOCAL_STAR_OR_ASTERISM_STATION	SELECTABLE_CELESTIAL_SLOT	achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	benannter Sternatlas, dessen Eintraege nur zum Wiedererkennen dienen	NONE	NONE	NONE	NONE
