global_running_ordinal	global_running_event_id	source_layer	source_event_id	source_replay_event_id	physical_page	source_panel	register	locus	source_order	source_statement_id	owner_de	surface	component_recipe	literal_core_reading_de	surface_status	admission_color
3545	G407-E3545	ORIGINAL22_RUNNING	P912-E1494	G399-E3035	f83r	f83r	BIOLOGICAL	f83r.10	3656	P1009-S521	Variantenatlas lokaler Becken und Anwendungen	aiin	AIIN	WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3546	G407-E3546	ORIGINAL22_RUNNING	P912-E1495	G399-E3036	f83r	f83r	BIOLOGICAL	f83r.10	3657	P1009-S521	Variantenatlas lokaler Becken und Anwendungen	chky	CH+K+Y	NEHMEN · GEBEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3547	G407-E3547	ORIGINAL22_RUNNING	P912-E1496	G399-E3037	f83r	f83r	BIOLOGICAL	f83r.10	3658	P1009-S521	Variantenatlas lokaler Becken und Anwendungen	lal	L+AL	VERBINDUNG · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3548	G407-E3548	ORIGINAL22_RUNNING	P912-E1497	G399-E3038	f83r	f83r	BIOLOGICAL	f83r.10	3659	P1009-S521	Variantenatlas lokaler Becken und Anwendungen	sam	S+AM_ADDR	WÄHLEN · HIER	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3549	G407-E3549	ORIGINAL22_RUNNING	P912-E1498	G399-E3039	f83r	f83r	BIOLOGICAL	f83r.11	3660	P1009-S521	Variantenatlas lokaler Becken und Anwendungen	sor	S+OR	WÄHLEN · EINHEIT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3550	G407-E3550	ORIGINAL22_RUNNING	P912-E1499	G399-E3040	f83r	f83r	BIOLOGICAL	f83r.11	3661	P1009-S521	Variantenatlas lokaler Becken und Anwendungen	shedy	SH+E+DY	HALTEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3551	G407-E3551	ORIGINAL22_RUNNING	P912-E1500	G399-E3041	f83r	f83r	BIOLOGICAL	f83r.11	3662	P1009-S522	Variantenatlas lokaler Becken und Anwendungen	qokaiin	OK+AIIN	SETZEN · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3552	G407-E3552	ORIGINAL22_RUNNING	P912-E1501	G399-E3042	f83r	f83r	BIOLOGICAL	f83r.11	3663	P1009-S522	Variantenatlas lokaler Becken und Anwendungen	chkain	CH+K+AIN	NEHMEN · GEBEN · ANTEIL	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3553	G407-E3553	ORIGINAL22_RUNNING	P912-E1502	G399-E3043	f83r	f83r	BIOLOGICAL	f83r.11	3664	P1009-S522	Variantenatlas lokaler Becken und Anwendungen	shcthey	SH+CH+T+E+Y	HALTEN · NEHMEN · EINSTELLEN · GRAD I · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3554	G407-E3554	ORIGINAL22_RUNNING	P912-E1503	G399-E3044	f83r	f83r	BIOLOGICAL	f83r.11	3665	P1009-S522	Variantenatlas lokaler Becken und Anwendungen	qokedy	OK+E+DY	SETZEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3555	G407-E3555	ORIGINAL22_RUNNING	P912-E1504	G399-E3045	f83r	f83r	BIOLOGICAL	f83r.11	3666	P1009-S523	Variantenatlas lokaler Becken und Anwendungen	okair	OK+AIR	SETZEN · LAUF	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3556	G407-E3556	ORIGINAL22_RUNNING	P912-E1505	G399-E3046	f83r	f83r	BIOLOGICAL	f83r.11	3667	P1009-S523	Variantenatlas lokaler Becken und Anwendungen	sheedy	SH+EE+DY	HALTEN · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3557	G407-E3557	ORIGINAL22_RUNNING	P912-E1506	G399-E3047	f83r	f83r	BIOLOGICAL	f83r.11	3668	P1009-S524	Variantenatlas lokaler Becken und Anwendungen	lchedy	L+CHD+DY	VERBINDUNG · UMSETZEN · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3558	G407-E3558	ORIGINAL22_RUNNING	P912-E1507	G399-E3048	f83r	f83r	BIOLOGICAL	f83r.11	3669	P1009-S525	Variantenatlas lokaler Becken und Anwendungen	lo	L+O	VERBINDUNG · AUSFÜHRUNG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3559	G407-E3559	ORIGINAL22_RUNNING	P912-E1508	G399-E3049	f83r	f83r	BIOLOGICAL	f83r.12	3670	P1009-S525	Variantenatlas lokaler Becken und Anwendungen	qockhol	CARRIER_Q+O+CH+K+OL	BEGINNMARKER · AUSFÜHRUNG · NEHMEN · GEBEN · FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3560	G407-E3560	ORIGINAL22_RUNNING	P912-E1509	G399-E3050	f83r	f83r	BIOLOGICAL	f83r.12	3671	P1009-S525	Variantenatlas lokaler Becken und Anwendungen	sheckhy	SH+E+CH+K+Y	HALTEN · GRAD I · NEHMEN · GEBEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3561	G407-E3561	ORIGINAL22_RUNNING	P912-E1510	G399-E3051	f83r	f83r	BIOLOGICAL	f83r.12	3672	P1009-S525	Variantenatlas lokaler Becken und Anwendungen	otal	OT+AL	DANACH · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3562	G407-E3562	ORIGINAL22_RUNNING	P912-E1511	G399-E3052	f83r	f83r	BIOLOGICAL	f83r.12	3673	P1009-S525	Variantenatlas lokaler Becken und Anwendungen	qokeal	OK+E+AL	SETZEN · GRAD I · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3563	G407-E3563	ORIGINAL22_RUNNING	P912-E1512	G399-E3053	f83r	f83r	BIOLOGICAL	f83r.12	3674	P1009-S525	Variantenatlas lokaler Becken und Anwendungen	sheckhdy	SH+E+CH+K+D_ADDR+Y	HALTEN · GRAD I · NEHMEN · GEBEN · HIER · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3564	G407-E3564	ORIGINAL22_RUNNING	P912-E1513	G399-E3054	f83r	f83r	BIOLOGICAL	f83r.12	3675	P1009-S525	Variantenatlas lokaler Becken und Anwendungen	al	AL	ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3565	G407-E3565	ORIGINAL22_RUNNING	P912-E1514	G399-E3055	f83r	f83r	BIOLOGICAL	f83r.12	3676	P1009-S525	Variantenatlas lokaler Becken und Anwendungen	okedy	OK+E+DY	SETZEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3566	G407-E3566	ORIGINAL22_RUNNING	P912-E1515	G399-E3056	f83r	f83r	BIOLOGICAL	f83r.12	3677	P1009-S526	Variantenatlas lokaler Becken und Anwendungen	qokedy	OK+E+DY	SETZEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3567	G407-E3567	ORIGINAL22_RUNNING	P912-E1516	G399-E3057	f83r	f83r	BIOLOGICAL	f83r.12	3678	P1009-S527	Variantenatlas lokaler Becken und Anwendungen	qokal	OK+AL	SETZEN · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3568	G407-E3568	ORIGINAL22_RUNNING	P912-E1517	G399-E3058	f83r	f83r	BIOLOGICAL	f83r.13	3679	P1009-S527	Variantenatlas lokaler Becken und Anwendungen	salcheol	S+AL+CH+E+O+L	WÄHLEN · ZIELORT · NEHMEN · GRAD I · AUSFÜHRUNG · VERBINDUNG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3569	G407-E3569	ORIGINAL22_RUNNING	P912-E1518	G399-E3059	f83r	f83r	BIOLOGICAL	f83r.13	3680	P1009-S527	Variantenatlas lokaler Becken und Anwendungen	tar	T+AR	EINSTELLEN · AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3570	G407-E3570	ORIGINAL22_RUNNING	P912-E1519	G399-E3060	f83r	f83r	BIOLOGICAL	f83r.13	3681	P1009-S527	Variantenatlas lokaler Becken und Anwendungen	shedy	SH+E+DY	HALTEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3571	G407-E3571	ORIGINAL22_RUNNING	P912-E1520	G399-E3061	f83r	f83r	BIOLOGICAL	f83r.13	3682	P1009-S528	Variantenatlas lokaler Becken und Anwendungen	s	S	WÄHLEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3572	G407-E3572	ORIGINAL22_RUNNING	P912-E1521	G399-E3062	f83r	f83r	BIOLOGICAL	f83r.13	3683	P1009-S528	Variantenatlas lokaler Becken und Anwendungen	altedy	AL+T+E+D_ADDR+Y	ZIELORT · EINSTELLEN · GRAD I · HIER · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3573	G407-E3573	ORIGINAL22_RUNNING	P912-E1522	G399-E3063	f83r	f83r	BIOLOGICAL	f83r.13	3684	P1009-S528	Variantenatlas lokaler Becken und Anwendungen	sair	S+AIR	WÄHLEN · LAUF	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3574	G407-E3574	ORIGINAL22_RUNNING	P912-E1523	G399-E3064	f83r	f83r	BIOLOGICAL	f83r.13	3685	P1009-S528	Variantenatlas lokaler Becken und Anwendungen	qokedy	OK+E+DY	SETZEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3575	G407-E3575	ORIGINAL22_RUNNING	P912-E1524	G399-E3065	f83r	f83r	BIOLOGICAL	f83r.13	3686	P1009-S529	Variantenatlas lokaler Becken und Anwendungen	qedy	CARRIER_Q+E+DY	BEGINNMARKER · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3576	G407-E3576	ORIGINAL22_RUNNING	P912-E1525	G399-E3066	f83r	f83r	BIOLOGICAL	f83r.13	3687	P1009-S530	Variantenatlas lokaler Becken und Anwendungen	lchcphedy	L+CH+CH+P+E+DY	VERBINDUNG · NEHMEN · NEHMEN · EINSETZEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3577	G407-E3577	ORIGINAL22_RUNNING	P912-E1526	G399-E3067	f83r	f83r	BIOLOGICAL	f83r.13	3688	P1009-S531	Variantenatlas lokaler Becken und Anwendungen	ldar	L+DA+R	VERBINDUNG · ZWEITE STUFE · MARKIEREN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3578	G407-E3578	ORIGINAL22_RUNNING	P912-E1527	G399-E3068	f83r	f83r	BIOLOGICAL	f83r.14	3689	P1009-S531	Variantenatlas lokaler Becken und Anwendungen	qokchedy	OK+CHD+Y	SETZEN · UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3579	G407-E3579	ORIGINAL22_RUNNING	P912-E1528	G399-E3069	f83r	f83r	BIOLOGICAL	f83r.14	3690	P1009-S531	Variantenatlas lokaler Becken und Anwendungen	qokeedy	OK+EE+DY	SETZEN · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3580	G407-E3580	ORIGINAL22_RUNNING	P912-E1529	G399-E3070	f83r	f83r	BIOLOGICAL	f83r.14	3691	P1009-S532	Variantenatlas lokaler Becken und Anwendungen	shedy	SH+E+DY	HALTEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3581	G407-E3581	ORIGINAL22_RUNNING	P912-E1530	G399-E3071	f83r	f83r	BIOLOGICAL	f83r.14	3692	P1009-S533	Variantenatlas lokaler Becken und Anwendungen	qokshedy	OK+SH+E+DY	SETZEN · HALTEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3582	G407-E3582	ORIGINAL22_RUNNING	P912-E1531	G399-E3072	f83r	f83r	BIOLOGICAL	f83r.14	3693	P1009-S534	Variantenatlas lokaler Becken und Anwendungen	dal	AL	ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3583	G407-E3583	ORIGINAL22_RUNNING	P912-E1532	G399-E3073	f83r	f83r	BIOLOGICAL	f83r.14	3694	P1009-S534	Variantenatlas lokaler Becken und Anwendungen	lchedy	L+CHD+DY	VERBINDUNG · UMSETZEN · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3584	G407-E3584	ORIGINAL22_RUNNING	P912-E1533	G399-E3074	f83r	f83r	BIOLOGICAL	f83r.14	3695	P1009-S535	Variantenatlas lokaler Becken und Anwendungen	qokaiin	OK+AIIN	SETZEN · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3585	G407-E3585	ORIGINAL22_RUNNING	P912-E1534	G399-E3075	f83r	f83r	BIOLOGICAL	f83r.14	3696	P1009-S535	Variantenatlas lokaler Becken und Anwendungen	shcthy	SH+CH+T+Y	HALTEN · NEHMEN · EINSTELLEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3586	G407-E3586	ORIGINAL22_RUNNING	P912-E1535	G399-E3076	f83r	f83r	BIOLOGICAL	f83r.14	3697	P1009-S535	Variantenatlas lokaler Becken und Anwendungen	dal	AL	ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3587	G407-E3587	ORIGINAL22_RUNNING	P912-E1536	G399-E3077	f83r	f83r	BIOLOGICAL	f83r.14	3698	P1009-S535	Variantenatlas lokaler Becken und Anwendungen	sy	Y	AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3588	G407-E3588	ORIGINAL22_RUNNING	P912-E1537	G399-E3078	f83r	f83r	BIOLOGICAL	f83r.15	3699	P1009-S535	Variantenatlas lokaler Becken und Anwendungen	saiin	S+AIIN	WÄHLEN · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3589	G407-E3589	ORIGINAL22_RUNNING	P912-E1538	G399-E3079	f83r	f83r	BIOLOGICAL	f83r.15	3700	P1009-S535	Variantenatlas lokaler Becken und Anwendungen	shedal	SH+E+AL	HALTEN · GRAD I · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3590	G407-E3590	ORIGINAL22_RUNNING	P912-E1539	G399-E3080	f83r	f83r	BIOLOGICAL	f83r.15	3701	P1009-S535	Variantenatlas lokaler Becken und Anwendungen	shecthy	SH+E+CH+T+Y	HALTEN · GRAD I · NEHMEN · EINSTELLEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3591	G407-E3591	ORIGINAL22_RUNNING	P912-E1540	G399-E3081	f83r	f83r	BIOLOGICAL	f83r.15	3702	P1009-S535	Variantenatlas lokaler Becken und Anwendungen	chey	Y	AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3592	G407-E3592	ORIGINAL22_RUNNING	P912-E1541	G399-E3082	f83r	f83r	BIOLOGICAL	f83r.15	3703	P1009-S535	Variantenatlas lokaler Becken und Anwendungen	tal	T+AL	EINSTELLEN · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3593	G407-E3593	ORIGINAL22_RUNNING	P912-E1542	G399-E3083	f83r	f83r	BIOLOGICAL	f83r.15	3704	P1009-S535	Variantenatlas lokaler Becken und Anwendungen	shcthy	SH+CH+T+Y	HALTEN · NEHMEN · EINSTELLEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3594	G407-E3594	ORIGINAL22_RUNNING	P912-E1543	G399-E3084	f83r	f83r	BIOLOGICAL	f83r.15	3705	P1009-S535	Variantenatlas lokaler Becken und Anwendungen	dalchdy	AL+CHD+DY	ZIELORT · UMSETZEN · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3595	G407-E3595	ORIGINAL22_RUNNING	P912-E1544	G399-E3085	f83r	f83r	BIOLOGICAL	f83r.15	3706	P1009-S536	Variantenatlas lokaler Becken und Anwendungen	qotchedy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3596	G407-E3596	ORIGINAL22_RUNNING	P912-E1545	G399-E3086	f83r	f83r	BIOLOGICAL	f83r.15	3707	P1009-S537	Variantenatlas lokaler Becken und Anwendungen	lchedy	L+CHD+DY	VERBINDUNG · UMSETZEN · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3597	G407-E3597	ORIGINAL22_RUNNING	P912-E1546	G399-E3087	f83r	f83r	BIOLOGICAL	f83r.16	3708	P1009-S538	Variantenatlas lokaler Becken und Anwendungen	tchedy	T+CHD+Y	EINSTELLEN · UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3598	G407-E3598	ORIGINAL22_RUNNING	P912-E1547	G399-E3088	f83r	f83r	BIOLOGICAL	f83r.16	3709	P1009-S538	Variantenatlas lokaler Becken und Anwendungen	qokchdy	OK+CHD+DY	SETZEN · UMSETZEN · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3599	G407-E3599	ORIGINAL22_RUNNING	P912-E1548	G399-E3089	f83r	f83r	BIOLOGICAL	f83r.16	3710	P1009-S539	Variantenatlas lokaler Becken und Anwendungen	cheedar	EE+AR	GRAD II · AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3600	G407-E3600	ORIGINAL22_RUNNING	P912-E1549	G399-E3090	f83r	f83r	BIOLOGICAL	f83r.16	3711	P1009-S539	Variantenatlas lokaler Becken und Anwendungen	chldaiin	L+AIIN	VERBINDUNG · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3601	G407-E3601	ORIGINAL22_RUNNING	P912-E1550	G399-E3091	f83r	f83r	BIOLOGICAL	f83r.16	3712	P1009-S539	Variantenatlas lokaler Becken und Anwendungen	chedy	CHD+Y	UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3602	G407-E3602	ORIGINAL22_RUNNING	P912-E1551	G399-E3092	f83r	f83r	BIOLOGICAL	f83r.16	3713	P1009-S539	Variantenatlas lokaler Becken und Anwendungen	qokain	OK+AIN	SETZEN · ANTEIL	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3603	G407-E3603	ORIGINAL22_RUNNING	P912-E1552	G399-E3093	f83r	f83r	BIOLOGICAL	f83r.16	3714	P1009-S539	Variantenatlas lokaler Becken und Anwendungen	checthy	CH+T+Y	NEHMEN · EINSTELLEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3604	G407-E3604	ORIGINAL22_RUNNING	P912-E1553	G399-E3094	f83r	f83r	BIOLOGICAL	f83r.16	3715	P1009-S539	Variantenatlas lokaler Becken und Anwendungen	chealror	AL+R+OR	ZIELORT · MARKIEREN · EINHEIT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3605	G407-E3605	ORIGINAL22_RUNNING	P912-E1554	G399-E3095	f83r	f83r	BIOLOGICAL	f83r.17	3716	P1009-S539	Variantenatlas lokaler Becken und Anwendungen	dcheokedy	D_ADDR+CH+E+O+K+E+D_ADDR+Y	HIER · NEHMEN · GRAD I · AUSFÜHRUNG · GEBEN · GRAD I · HIER · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3606	G407-E3606	ORIGINAL22_RUNNING	P912-E1555	G399-E3096	f83r	f83r	BIOLOGICAL	f83r.17	3717	P1009-S539	Variantenatlas lokaler Becken und Anwendungen	lkeed	L+K+EE+D_ADDR	VERBINDUNG · GEBEN · GRAD II · HIER	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3607	G407-E3607	ORIGINAL22_RUNNING	P912-E1556	G399-E3097	f83r	f83r	BIOLOGICAL	f83r.17	3718	P1009-S539	Variantenatlas lokaler Becken und Anwendungen	shckhey	SH+CH+K+E+Y	HALTEN · NEHMEN · GEBEN · GRAD I · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3608	G407-E3608	ORIGINAL22_RUNNING	P912-E1557	G399-E3098	f83r	f83r	BIOLOGICAL	f83r.17	3719	P1009-S539	Variantenatlas lokaler Becken und Anwendungen	ytaiin	Y+T+AIIN	AKTIVER POSTEN · EINSTELLEN · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3609	G407-E3609	ORIGINAL22_RUNNING	P912-E1558	G399-E3099	f83r	f83r	BIOLOGICAL	f83r.17	3720	P1009-S539	Variantenatlas lokaler Becken und Anwendungen	shechy	SH+E+CH+Y	HALTEN · GRAD I · NEHMEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3610	G407-E3610	ORIGINAL22_RUNNING	P912-E1559	G399-E3100	f83r	f83r	BIOLOGICAL	f83r.17	3721	P1009-S539	Variantenatlas lokaler Becken und Anwendungen	schety	S+CH+E+T+Y	WÄHLEN · NEHMEN · GRAD I · EINSTELLEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3611	G407-E3611	ORIGINAL22_RUNNING	P912-E1560	G399-E3101	f83r	f83r	BIOLOGICAL	f83r.18	3722	P1009-S539	Variantenatlas lokaler Becken und Anwendungen	pdalshdy	P+DA+L+SH+D_ADDR+Y	EINSETZEN · ZWEITE STUFE · VERBINDUNG · HALTEN · HIER · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3612	G407-E3612	ORIGINAL22_RUNNING	P912-E1561	G399-E3102	f83r	f83r	BIOLOGICAL	f83r.18	3723	P1009-S539	Variantenatlas lokaler Becken und Anwendungen	shocphedy	SH+O+CH+P+E+DY	HALTEN · AUSFÜHRUNG · NEHMEN · EINSETZEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3613	G407-E3613	ORIGINAL22_RUNNING	P912-E1562	G399-E3103	f83r	f83r	BIOLOGICAL	f83r.18	3724	P1009-S540	Variantenatlas lokaler Becken und Anwendungen	otor	OT+OR	DANACH · EINHEIT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3614	G407-E3614	ORIGINAL22_RUNNING	P912-E1563	G399-E3104	f83r	f83r	BIOLOGICAL	f83r.18	3725	P1009-S540	Variantenatlas lokaler Becken und Anwendungen	shedy	SH+E+DY	HALTEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3615	G407-E3615	ORIGINAL22_RUNNING	P912-E1564	G399-E3105	f83r	f83r	BIOLOGICAL	f83r.18	3726	P1009-S541	Variantenatlas lokaler Becken und Anwendungen	opshedy	O+P+SH+E+Y	AUSFÜHRUNG · EINSETZEN · HALTEN · GRAD I · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3616	G407-E3616	ORIGINAL22_RUNNING	P912-E1565	G399-E3106	f83r	f83r	BIOLOGICAL	f83r.18	3727	P1009-S541	Variantenatlas lokaler Becken und Anwendungen	otshdy	OT+SH+D_ADDR+Y	DANACH · HALTEN · HIER · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3617	G407-E3617	ORIGINAL22_RUNNING	P912-E1566	G399-E3107	f83r	f83r	BIOLOGICAL	f83r.18	3728	P1009-S541	Variantenatlas lokaler Becken und Anwendungen	qokedol	OK+E+D_ADDR+OL	SETZEN · GRAD I · HIER · FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3618	G407-E3618	ORIGINAL22_RUNNING	P912-E1567	G399-E3108	f83r	f83r	BIOLOGICAL	f83r.18	3729	P1009-S541	Variantenatlas lokaler Becken und Anwendungen	shdy	SH+D_ADDR+Y	HALTEN · HIER · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3619	G407-E3619	ORIGINAL22_RUNNING	P912-E1568	G399-E3109	f83r	f83r	BIOLOGICAL	f83r.18	3730	P1009-S541	Variantenatlas lokaler Becken und Anwendungen	soldy	S+OL+D_ADDR+Y	WÄHLEN · FORTSETZEN · HIER · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3620	G407-E3620	ORIGINAL22_RUNNING	P912-E1569	G399-E3110	f83r	f83r	BIOLOGICAL	f83r.19	3731	P1009-S541	Variantenatlas lokaler Becken und Anwendungen	sar	S+AR	WÄHLEN · AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3621	G407-E3621	ORIGINAL22_RUNNING	P912-E1570	G399-E3111	f83r	f83r	BIOLOGICAL	f83r.19	3732	P1009-S541	Variantenatlas lokaler Becken und Anwendungen	shedaiin	SH+E+AIIN	HALTEN · GRAD I · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3622	G407-E3622	ORIGINAL22_RUNNING	P912-E1571	G399-E3112	f83r	f83r	BIOLOGICAL	f83r.19	3733	P1009-S541	Variantenatlas lokaler Becken und Anwendungen	ockhey	O+CH+K+E+Y	AUSFÜHRUNG · NEHMEN · GEBEN · GRAD I · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3623	G407-E3623	ORIGINAL22_RUNNING	P912-E1572	G399-E3113	f83r	f83r	BIOLOGICAL	f83r.19	3734	P1009-S541	Variantenatlas lokaler Becken und Anwendungen	sain	S+AIN	WÄHLEN · ANTEIL	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3624	G407-E3624	ORIGINAL22_RUNNING	P912-E1573	G399-E3114	f83r	f83r	BIOLOGICAL	f83r.19	3735	P1009-S541	Variantenatlas lokaler Becken und Anwendungen	ched	CHD	UMSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3625	G407-E3625	ORIGINAL22_RUNNING	P912-E1574	G399-E3115	f83r	f83r	BIOLOGICAL	f83r.19	3736	P1009-S541	Variantenatlas lokaler Becken und Anwendungen	shedy	SH+E+DY	HALTEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3626	G407-E3626	ORIGINAL22_RUNNING	P912-E1575	G399-E3116	f83r	f83r	BIOLOGICAL	f83r.19	3737	P1009-S542	Variantenatlas lokaler Becken und Anwendungen	qetal	CARRIER_Q+E+T+AL	BEGINNMARKER · GRAD I · EINSTELLEN · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3627	G407-E3627	ORIGINAL22_RUNNING	P912-E1576	G399-E3117	f83r	f83r	BIOLOGICAL	f83r.19	3738	P1009-S542	Variantenatlas lokaler Becken und Anwendungen	dal	AL	ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3628	G407-E3628	ORIGINAL22_RUNNING	P912-E1577	G399-E3118	f83r	f83r	BIOLOGICAL	f83r.19	3739	P1009-S542	Variantenatlas lokaler Becken und Anwendungen	shedy	SH+E+DY	HALTEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
