global_attachment_ordinal	global_attachment_id	source_layer	source_factorized_id	source_attachment_id	physical_page	register	source_statement_id	global_statement_id	source_event_id	global_running_event_id	surface	focus_core	focus_value_de	focus_family	focus_atom_ordinal	selector_rule	attachment_geometry	selected_action_source_event_id	resolved_action_source_event_id	selected_action_global_event_id	selected_action_atom_ordinal	action_core	action_value_de	head_kind	r_topology	duplicate_mode	duplicate_role	lookahead_cards	owner_boundary_crossed	statement_boundary_crossed	factorized_result
4098	G407-A04098	ORIGINAL22_GDT402	G402-A03615	G399-A03615	f83r	BIOLOGICAL	P1009-S582	G407-S640	P912-E1692	G407-E3743	qockhey	Y	AKTIVER POSTEN	ARGUMENT	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1692	P912-E1692	G407-E3743	3	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4099	G407-A04099	ORIGINAL22_GDT402	G402-A03616	G399-A03616	f83r	BIOLOGICAL	P1009-S582	G407-S640	P912-E1693	G407-E3744	dairydy	AIR	LAUF	RELATION	1	L_AIR_RIGHT_FALLBACK	PREVIOUS_CARD_ACTION	P912-E1692	P912-E1692	G407-E3743	3	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4100	G407-A04100	ORIGINAL22_GDT402	G402-A03617	G399-A03617	f83r	BIOLOGICAL	P1009-S582	G407-S640	P912-E1693	G407-E3744	dairydy	Y	AKTIVER POSTEN	ARGUMENT	2	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P912-E1692	P912-E1692	G407-E3743	3	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4101	G407-A04101	ORIGINAL22_GDT402	G402-A03618	G399-A03618	f83r	BIOLOGICAL	P1009-S583	G407-S641	P912-E1694	G407-E3745	qokain	AIN	ANTEIL	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1694	P912-E1694	G407-E3745	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4102	G407-A04102	ORIGINAL22_GDT402	G402-A03619	G399-A03619	f83r	BIOLOGICAL	P1009-S583	G407-S641	P912-E1695	G407-E3746	shey	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1695	P912-E1695	G407-E3746	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4103	G407-A04103	ORIGINAL22_GDT402	G402-A03620	G399-A03620	f83r	BIOLOGICAL	P1009-S583	G407-S641	P912-E1695	G407-E3746	shey	Y	AKTIVER POSTEN	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1695	P912-E1695	G407-E3746	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4104	G407-A04104	ORIGINAL22_GDT402	G402-A03621	G399-A03621	f83r	BIOLOGICAL	P1009-S583	G407-S641	P912-E1696	G407-E3747	kain	AIN	ANTEIL	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1696	P912-E1696	G407-E3747	1	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4105	G407-A04105	ORIGINAL22_GDT402	G402-A03622	G399-A03622	f83r	BIOLOGICAL	P1009-S583	G407-S641	P912-E1697	G407-E3748	chckhal	AL	ZIELORT	RELATION	4	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	P912-E1697	P912-E1697	G407-E3748	3	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4106	G407-A04106	ORIGINAL22_GDT402	G402-A03623	G399-A03623	f83r	BIOLOGICAL	P1009-S583	G407-S641	P912-E1698	G407-E3749	solchedy	Y	AKTIVER POSTEN	ARGUMENT	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1698	P912-E1698	G407-E3749	3	CHD	UMSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4107	G407-A04107	ORIGINAL22_GDT402	G402-A03624	G399-A03624	f83r	BIOLOGICAL	P1009-S584	G407-S642	P912-E1700	G407-E3751	chedaiin	AIIN	WERT	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1700	P912-E1700	G407-E3751	1	CHD	UMSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4108	G407-A04108	ORIGINAL22_GDT402	G402-A03625	G399-A03625	f83r	BIOLOGICAL	P1009-S584	G407-S642	P912-E1701	G407-E3752	solkey	E	GRAD I	GRADE	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1701	P912-E1701	G407-E3752	2	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4109	G407-A04109	ORIGINAL22_GDT402	G402-A03626	G399-A03626	f83r	BIOLOGICAL	P1009-S584	G407-S642	P912-E1701	G407-E3752	solkey	Y	AKTIVER POSTEN	ARGUMENT	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1701	P912-E1701	G407-E3752	2	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4110	G407-A04110	ORIGINAL22_GDT402	G402-A03627	G399-A03627	f83r	BIOLOGICAL	P1009-S584	G407-S642	P912-E1702	G407-E3753	lchedy	L	VERBINDUNG	RELATION	1	L_AIR_RIGHT_FALLBACK	SAME_CARD_RIGHT_ACTION	P912-E1702	P912-E1702	G407-E3753	2	CHD	UMSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4111	G407-A04111	ORIGINAL22_GDT402	G402-A03628	G399-A03628	f83r	BIOLOGICAL	P1009-S585	G407-S643	P912-E1703	G407-E3754	qolkain	AIN	ANTEIL	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1703	P912-E1703	G407-E3754	2	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4112	G407-A04112	ORIGINAL22_GDT402	G402-A03629	G399-A03629	f83r	BIOLOGICAL	P1009-S585	G407-S643	P912-E1704	G407-E3755	dal	AL	ZIELORT	RELATION	1	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	P912-E1703	P912-E1703	G407-E3754	2	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4113	G407-A04113	ORIGINAL22_GDT402	G402-A03630	G399-A03630	f83r	BIOLOGICAL	P1009-S585	G407-S643	P912-E1707	G407-E3758	chcthdy	Y	AKTIVER POSTEN	ARGUMENT	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1707	P912-E1707	G407-E3758	3	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4114	G407-A04114	ORIGINAL22_GDT402	G402-A03631	G399-A03631	f83r	BIOLOGICAL	P1009-S585	G407-S643	P912-E1708	G407-E3759	l	L	VERBINDUNG	RELATION	1	L_AIR_RIGHT_FALLBACK	PREVIOUS_CARD_ACTION	P912-E1707	P912-E1707	G407-E3758	3	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4115	G407-A04115	ORIGINAL22_GDT402	G402-A03632	G399-A03632	f83r	BIOLOGICAL	P1009-S585	G407-S643	P912-E1709	G407-E3760	chedy	Y	AKTIVER POSTEN	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1709	P912-E1709	G407-E3760	1	CHD	UMSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4116	G407-A04116	ORIGINAL22_GDT402	G402-A03633	G399-A03633	f83r	BIOLOGICAL	P1009-S585	G407-S643	P912-E1710	G407-E3761	lchdy	L	VERBINDUNG	RELATION	1	L_AIR_RIGHT_FALLBACK	SAME_CARD_RIGHT_ACTION	P912-E1710	P912-E1710	G407-E3761	2	CHD	UMSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4117	G407-A04117	ORIGINAL22_GDT402	G402-A03634	G399-A03634	f83r	BIOLOGICAL	P1009-S585	G407-S643	P912-E1710	G407-E3761	lchdy	Y	AKTIVER POSTEN	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1710	P912-E1710	G407-E3761	2	CHD	UMSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4118	G407-A04118	ORIGINAL22_GDT402	G402-A03635	G399-A03635	f83r	BIOLOGICAL	P1009-S585	G407-S643	P912-E1711	G407-E3762	daiin	AIIN	WERT	ARGUMENT	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P912-E1710	P912-E1710	G407-E3761	2	CHD	UMSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4119	G407-A04119	ORIGINAL22_GDT402	G402-A03636	G399-A03636	f83r	BIOLOGICAL	P1009-S585	G407-S643	P912-E1712	G407-E3763	sheol	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1712	P912-E1712	G407-E3763	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4120	G407-A04120	ORIGINAL22_GDT402	G402-A03637	G399-A03637	f83r	BIOLOGICAL	P1009-S585	G407-S643	P912-E1713	G407-E3764	chedy	Y	AKTIVER POSTEN	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1713	P912-E1713	G407-E3764	1	CHD	UMSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4121	G407-A04121	ORIGINAL22_GDT402	G402-A03638	G399-A03638	f83r	BIOLOGICAL	P1009-S585	G407-S643	P912-E1714	G407-E3765	qotal	AL	ZIELORT	RELATION	2	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	P912-E1713	P912-E1713	G407-E3764	1	CHD	UMSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4122	G407-A04122	ORIGINAL22_GDT402	G402-A03639	G399-A03639	f83r	BIOLOGICAL	P1009-S585	G407-S643	P912-E1715	G407-E3766	sar	AR	AUSGANG	RELATION	2	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	P912-E1715	P912-E1715	G407-E3766	1	S	WÄHLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4123	G407-A04123	ORIGINAL22_GDT402	G402-A03640	G399-A03640	f83r	BIOLOGICAL	P1009-S585	G407-S643	P912-E1716	G407-E3767	skar	AR	AUSGANG	RELATION	2	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	P912-E1716	P912-E1716	G407-E3767	1	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4124	G407-A04124	ORIGINAL22_GDT402	G402-A03641	G399-A03641	f83r	BIOLOGICAL	P1009-S585	G407-S643	P912-E1717	G407-E3768	shedy	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1717	P912-E1717	G407-E3768	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4125	G407-A04125	ORIGINAL22_GDT402	G402-A03642	G399-A03642	f83r	BIOLOGICAL	P1009-S588	G407-S646	P912-E1722	G407-E3771	shedal	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1722	P912-E1722	G407-E3771	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4126	G407-A04126	ORIGINAL22_GDT402	G402-A03643	G399-A03643	f83r	BIOLOGICAL	P1009-S588	G407-S646	P912-E1722	G407-E3771	shedal	AL	ZIELORT	RELATION	3	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	P912-E1722	P912-E1722	G407-E3771	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4127	G407-A04127	ORIGINAL22_GDT402	G402-A03644	G399-A03644	f83r	BIOLOGICAL	P1009-S588	G407-S646	P912-E1723	G407-E3772	dal	AL	ZIELORT	RELATION	1	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	P912-E1722	P912-E1722	G407-E3771	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4128	G407-A04128	ORIGINAL22_GDT402	G402-A03645	G399-A03645	f83r	BIOLOGICAL	P1009-S588	G407-S646	P912-E1724	G407-E3773	cheol	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1724	P912-E1724	G407-E3773	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4129	G407-A04129	ORIGINAL22_GDT402	G402-A03646	G399-A03646	f83r	BIOLOGICAL	P1009-S588	G407-S646	P912-E1724	G407-E3773	cheol	L	VERBINDUNG	RELATION	4	L_AIR_RIGHT_FALLBACK	SAME_CARD_LEFT_ACTION	P912-E1724	P912-E1724	G407-E3773	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4130	G407-A04130	ORIGINAL22_GDT402	G402-A03647	G399-A03647	f83r	BIOLOGICAL	P1009-S588	G407-S646	P912-E1725	G407-E3774	lol	L	VERBINDUNG	RELATION	1	L_AIR_RIGHT_FALLBACK	PREVIOUS_CARD_ACTION	P912-E1724	P912-E1724	G407-E3773	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4131	G407-A04131	ORIGINAL22_GDT402	G402-A03648	G399-A03648	f83r	BIOLOGICAL	P1009-S588	G407-S646	P912-E1726	G407-E3775	chdal	AL	ZIELORT	RELATION	2	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	P912-E1726	P912-E1726	G407-E3775	1	CHD	UMSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4132	G407-A04132	ORIGINAL22_GDT402	G402-A03649	G399-A03649	f83r	BIOLOGICAL	P1009-S588	G407-S646	P912-E1727	G407-E3776	aiin	AIIN	WERT	ARGUMENT	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P912-E1726	P912-E1726	G407-E3775	1	CHD	UMSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4133	G407-A04133	ORIGINAL22_GDT402	G402-A03650	G399-A03650	f83r	BIOLOGICAL	P1009-S588	G407-S646	P912-E1730	G407-E3779	chedy	Y	AKTIVER POSTEN	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1730	P912-E1730	G407-E3779	1	CHD	UMSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4134	G407-A04134	ORIGINAL22_GDT402	G402-A03651	G399-A03651	f83r	BIOLOGICAL	P1009-S589	G407-S647	P912-E1733	G407-E3780	solkeey	EE	GRAD II	GRADE	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1733	P912-E1733	G407-E3780	2	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4135	G407-A04135	ORIGINAL22_GDT402	G402-A03652	G399-A03652	f83r	BIOLOGICAL	P1009-S589	G407-S647	P912-E1733	G407-E3780	solkeey	Y	AKTIVER POSTEN	ARGUMENT	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1733	P912-E1733	G407-E3780	2	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4136	G407-A04136	ORIGINAL22_GDT402	G402-A03653	G399-A03653	f83r	BIOLOGICAL	P1009-S589	G407-S647	P912-E1734	G407-E3781	qekey	E	GRAD I	GRADE	1	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	P912-E1734	P912-E1734	G407-E3781	2	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4137	G407-A04137	ORIGINAL22_GDT402	G402-A03654	G399-A03654	f83r	BIOLOGICAL	P1009-S589	G407-S647	P912-E1734	G407-E3781	qekey	E	GRAD I	GRADE	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1734	P912-E1734	G407-E3781	2	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4138	G407-A04138	ORIGINAL22_GDT402	G402-A03655	G399-A03655	f83r	BIOLOGICAL	P1009-S589	G407-S647	P912-E1734	G407-E3781	qekey	Y	AKTIVER POSTEN	ARGUMENT	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1734	P912-E1734	G407-E3781	2	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4139	G407-A04139	ORIGINAL22_GDT402	G402-A03656	G399-A03656	f83r	BIOLOGICAL	P1009-S589	G407-S647	P912-E1735	G407-E3782	raly	AL	ZIELORT	RELATION	2	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	P912-E1735	P912-E1735	G407-E3782	1	R	MARKIEREN	R_ACTION_HEAD	R_POSITIONAL_HEAD	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4140	G407-A04140	ORIGINAL22_GDT402	G402-A03657	G399-A03657	f83r	BIOLOGICAL	P1009-S589	G407-S647	P912-E1735	G407-E3782	raly	Y	AKTIVER POSTEN	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1735	P912-E1735	G407-E3782	1	R	MARKIEREN	R_ACTION_HEAD	R_POSITIONAL_HEAD	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4141	G407-A04141	ORIGINAL22_GDT402	G402-A03658	G399-A03658	f83r	BIOLOGICAL	P1009-S589	G407-S647	P912-E1737	G407-E3784	solchkal	AL	ZIELORT	RELATION	5	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	P912-E1737	P912-E1737	G407-E3784	4	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4142	G407-A04142	ORIGINAL22_GDT402	G402-A03659	G399-A03659	f83r	BIOLOGICAL	P1009-S589	G407-S647	P912-E1738	G407-E3785	cheol	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1738	P912-E1738	G407-E3785	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4143	G407-A04143	ORIGINAL22_GDT402	G402-A03660	G399-A03660	f83r	BIOLOGICAL	P1009-S589	G407-S647	P912-E1738	G407-E3785	cheol	L	VERBINDUNG	RELATION	4	L_AIR_RIGHT_FALLBACK	SAME_CARD_LEFT_ACTION	P912-E1738	P912-E1738	G407-E3785	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4144	G407-A04144	ORIGINAL22_GDT402	G402-A03661	G399-A03661	f83r	BIOLOGICAL	P1009-S589	G407-S647	P912-E1739	G407-E3786	qotar	AR	AUSGANG	RELATION	2	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	P912-E1738	P912-E1738	G407-E3785	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4145	G407-A04145	ORIGINAL22_GDT402	G402-A03662	G399-A03662	f83r	BIOLOGICAL	P1009-S589	G407-S647	P912-E1741	G407-E3788	daiin	AIIN	WERT	ARGUMENT	1	INHERITED_ACTION_STACK	INHERITED_ACTION	P912-E1738	P912-E1738	G407-E3785	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4146	G407-A04146	ORIGINAL22_GDT402	G402-A03663	G399-A03663	f83r	BIOLOGICAL	P1009-S589	G407-S647	P912-E1743	G407-E3790	dain	AIN	ANTEIL	ARGUMENT	1	INHERITED_ACTION_STACK	INHERITED_ACTION	P912-E1738	P912-E1738	G407-E3785	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4147	G407-A04147	ORIGINAL22_GDT402	G402-A03664	G399-A03664	f83r	BIOLOGICAL	P1009-S589	G407-S647	P912-E1744	G407-E3791	chey	Y	AKTIVER POSTEN	ARGUMENT	1	INHERITED_ACTION_STACK	INHERITED_ACTION	P912-E1738	P912-E1738	G407-E3785	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4148	G407-A04148	ORIGINAL22_GDT402	G402-A03665	G399-A03665	f83r	BIOLOGICAL	P1009-S589	G407-S647	P912-E1745	G407-E3792	ldalor	L	VERBINDUNG	RELATION	1	L_AIR_RIGHT_FALLBACK	INHERITED_ACTION	P912-E1738	P912-E1738	G407-E3785	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4149	G407-A04149	ORIGINAL22_GDT402	G402-A03666	G399-A03666	f83r	BIOLOGICAL	P1009-S589	G407-S647	P912-E1745	G407-E3792	ldalor	AL	ZIELORT	RELATION	2	AL_AR_ORDERED_FALLBACK	INHERITED_ACTION	P912-E1738	P912-E1738	G407-E3785	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4150	G407-A04150	ORIGINAL22_GDT402	G402-A03667	G399-A03667	f83r	BIOLOGICAL	P1009-S589	G407-S647	P912-E1745	G407-E3792	ldalor	OR	EINHEIT	ARGUMENT	3	INHERITED_ACTION_STACK	INHERITED_ACTION	P912-E1738	P912-E1738	G407-E3785	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4151	G407-A04151	ORIGINAL22_GDT402	G402-A03668	G399-A03668	f83r	BIOLOGICAL	P1009-S589	G407-S647	P912-E1747	G407-E3794	rtain	AIN	ANTEIL	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1747	P912-E1747	G407-E3794	2	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4152	G407-A04152	ORIGINAL22_GDT402	G402-A03669	G399-A03669	f83r	BIOLOGICAL	P1009-S589	G407-S647	P912-E1748	G407-E3795	cthal	AL	ZIELORT	RELATION	3	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	P912-E1748	P912-E1748	G407-E3795	2	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4153	G407-A04153	ORIGINAL22_GDT402	G402-A03670	G399-A03670	f88r	PHARMA	P1009-S590	G407-S648	P912-E2368	G407-E3796	dorsheoy	OR	EINHEIT	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	P912-E2368	P912-E2368	G407-E3796	3	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4154	G407-A04154	ORIGINAL22_GDT402	G402-A03671	G399-A03671	f88r	PHARMA	P1009-S590	G407-S648	P912-E2368	G407-E3796	dorsheoy	E	GRAD I	GRADE	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2368	P912-E2368	G407-E3796	3	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
