local_card_ordinal	source_event_id	physical_page	register	owner_de	surface	complete_slot_count	target_slot_count	host_count	gdt584_rule_ids	gdt584_polished_local_clause_de	gdt584_exact_slot_trace_de	gdt584_guard
115	P1008-E0353	f72r	CELESTIAL	lokale Kennung für Tierkreis-Ringgruppe G	osarsheeeo	4	1	2	SH_CELESTIAL_FIX	Halte die Position von der Ausgangsposition fest. Verwende für den vorangehenden Arbeitsschritt Sternringstelle 27 und Sternringstelle 28.	[LOCAL_COMPONENT:P1008-E0353@1=AR:von der Ausgangsposition|LOCAL_ACTION:P1008-E0353@2:SH] [LOCAL_NAME:P1008-E0353:NAME_1=os:Sternringstelle 27|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0353] [LOCAL_COMPONENT:P1008-E0353@2=SH:Halte die Position fest|LOCAL_ACTION:P1008-E0353@2:SH] [LOCAL_NAME:P1008-E0353:NAME_2=eeeo:Sternringstelle 28|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0353]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
116	P1008-E0358	f72r	CELESTIAL	lokale Kennung für Tierkreis-Ringgruppe G	ches	3	1	2	S_CELESTIAL_SELECT	Lies auf Ringstufe I ab. Wähle die Einheit aus.	[LOCAL_COMPONENT:P1008-E0358@1=CH:Lies ab|LOCAL_ACTION:P1008-E0358@1:CH] [LOCAL_COMPONENT:P1008-E0358@2=E:auf Ringstufe I|LOCAL_ACTION:P1008-E0358@1:CH] [LOCAL_COMPONENT:P1008-E0358@3=S:Wähle aus|LOCAL_ACTION:P1008-E0358@3:S]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
117	P1008-E0364	f72r	CELESTIAL	lokale Kennung für Tierkreis-Ringgruppe G	ofsholdy	5	1	3	SH_CELESTIAL_FIX	Halte die Position in Eintragsform und bei der f-Marke fest. Verwende für den vorangehenden Arbeitsschritt Sternringstelle 07. Fahre im selben Arbeitsgang fort.	[LOCAL_COMPONENT:P1008-E0364@1=O:in Eintragsform|LOCAL_ACTION:P1008-E0364@3:SH] [LOCAL_NAME:P1008-E0364:NAME_1=dy:Sternringstelle 07|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0364] [LOCAL_COMPONENT:P1008-E0364@2=LOCAL_CHAR_F:bei der f-Marke|LOCAL_ACTION:P1008-E0364@3:SH] [LOCAL_COMPONENT:P1008-E0364@3=SH:Halte die Position fest|LOCAL_ACTION:P1008-E0364@3:SH] [LOCAL_COMPONENT:P1008-E0364@4=OL:weiter im selben Arbeitsgang|LOCAL_CONTROL:P1008-E0364@4:OL]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
118	P1008-E0424	f72r	CELESTIAL	lokale Kennung für Tierkreis-Ringgruppe H	olfsheoral	5	1	3	SH_CELESTIAL_FIX	Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt Sternringstelle 35 und Sternringstelle 39. Halte die Position zur Zielposition fest.	[LOCAL_COMPONENT:P1008-E0424@1=OL:weiter im selben Arbeitsgang|LOCAL_CONTROL:P1008-E0424@1:OL] [LOCAL_NAME:P1008-E0424:NAME_1=f:Sternringstelle 35|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0424] [LOCAL_COMPONENT:P1008-E0424@2=SH:Halte die Position fest|LOCAL_ACTION:P1008-E0424@2:SH] [LOCAL_NAME:P1008-E0424:NAME_2=eor:Sternringstelle 39|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0424] [LOCAL_COMPONENT:P1008-E0424@3=AL:zur Zielposition|LOCAL_ACTION:P1008-E0424@2:SH]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
119	P1008-E0456	f72r	CELESTIAL	lokale Kennung für Tierkreis-Ringgruppe I	shar	2	1	1	SH_CELESTIAL_FIX	Halte die Position von der Ausgangsposition fest.	[LOCAL_COMPONENT:P1008-E0456@1=SH:Halte die Position fest|LOCAL_ACTION:P1008-E0456@1:SH] [LOCAL_COMPONENT:P1008-E0456@2=AR:von der Ausgangsposition|LOCAL_ACTION:P1008-E0456@1:SH]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
120	P1008-E0457	f72r	CELESTIAL	lokale Kennung für Tierkreis-Ringgruppe I	octho	4	1	3	T_CELESTIAL_SET	Lies ab. Verwende für den vorangehenden Arbeitsschritt Sternringstelle 08. Stelle die Position ein.	[LOCAL_COMPONENT:P1008-E0457@1=CH:Lies ab|LOCAL_ACTION:P1008-E0457@1:CH] [LOCAL_NAME:P1008-E0457:NAME_1=o:Sternringstelle 08|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0457] [LOCAL_COMPONENT:P1008-E0457@2=T:Stelle die Ringposition ein|LOCAL_ACTION:P1008-E0457@2:T] [LOCAL_NAME:P1008-E0457:NAME_2=o:Sternringstelle 08|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0457]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
121	P912-E0848	f75r	BIOLOGICAL	Zielklasse wählen; am zweiten Grad eintragen und schließen.	sal	2	1	1	S_BIO_DIVERT	Leite den Strom zur Zielstation oder ins Zielbecken um.	[LOCAL_COMPONENT:P912-E0848@1=S:Leite um|LOCAL_ACTION:P912-E0848@1:S] [LOCAL_COMPONENT:P912-E0848@2=AL:zur Zielstation oder ins Zielbecken|LOCAL_ACTION:P912-E0848@1:S]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
122	P912-E0852	f75r	BIOLOGICAL	Dieselbe Klasse an der unteren Quelladresse fortführen.	sols	2	1	2	S_REST_SELECT	Fahre im selben Arbeitsgang fort. Wähle die Einheit aus.	[LOCAL_COMPONENT:P912-E0852@1=OL:weiter im selben Arbeitsgang|LOCAL_CONTROL:P912-E0852@1:OL] [LOCAL_COMPONENT:P912-E0852@2=S:Wähle aus|LOCAL_ACTION:P912-E0852@2:S]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
123	P912-E0854	f75r	BIOLOGICAL	Diesen Platz auswählen, markieren und wieder als laufenden Platz setzen.	ychty	4	1	2	T_BIO_STATION_REGULATE	Entnimm oder lass den Stationsansatz ab. Reguliere den Stationsansatz.	[LOCAL_COMPONENT:P912-E0854@1=Y:Stationsansatz|LOCAL_ACTION:P912-E0854@2:CH] [LOCAL_COMPONENT:P912-E0854@2=CH:Entnimm oder lass ab|LOCAL_ACTION:P912-E0854@2:CH] [LOCAL_COMPONENT:P912-E0854@3=T:Reguliere die Station|LOCAL_ACTION:P912-E0854@3:T] [LOCAL_COMPONENT:P912-E0854@4=Y:Stationsansatz|LOCAL_ACTION:P912-E0854@3:T]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
124	P912-E0855	f75r	BIOLOGICAL	Eine Einheit auswählen und ihren örtlichen Gang aufrufen.	saino	3	1	1	S_REST_SELECT	Wähle die Anwendungsportion in Anwendungsform aus.	[LOCAL_COMPONENT:P912-E0855@1=S:Wähle aus|LOCAL_ACTION:P912-E0855@1:S] [LOCAL_COMPONENT:P912-E0855@2=AIN:Anwendungsportion|LOCAL_ACTION:P912-E0855@1:S] [LOCAL_COMPONENT:P912-E0855@3=O:in Anwendungsform|LOCAL_ACTION:P912-E0855@1:S]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
125	P912-E0856	f75r	BIOLOGICAL	Den gewählten Zielplatz schließen.	saldy	3	1	2	S_BIO_DIVERT	Leite den Strom zur Zielstation oder ins Zielbecken um. Schließe den Arbeitsgang.	[LOCAL_COMPONENT:P912-E0856@1=S:Leite um|LOCAL_ACTION:P912-E0856@1:S] [LOCAL_COMPONENT:P912-E0856@2=AL:zur Zielstation oder ins Zielbecken|LOCAL_ACTION:P912-E0856@1:S] [LOCAL_COMPONENT:P912-E0856@3=DY:Arbeitsgang abschließen|LOCAL_CONTROL:P912-E0856@3:DY]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
126	P1003-E0086	f77r	BIOLOGICAL	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	dchdy	2	1	2	CHD_BIO_TREAT	Behandle den Ansatz. Schließe den Arbeitsgang.	[LOCAL_COMPONENT:P1003-E0086@1=CHD:Behandle|LOCAL_ACTION:P1003-E0086@1:CHD] [LOCAL_COMPONENT:P1003-E0086@2=DY:Arbeitsgang abschließen|LOCAL_CONTROL:P1003-E0086@2:DY]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
127	P1003-E0410	f77r	BIOLOGICAL	Name oder Kennung fuer untere Gefaess-/Beckenstation	otchdy	3	1	3	CHD_BIO_TREAT	Beginne danach den nächsten Arbeitsgang. Behandle den Ansatz. Schließe den Arbeitsgang.	[LOCAL_COMPONENT:P1003-E0410@1=OT:danach / neuer Arbeitsgang|LOCAL_CONTROL:P1003-E0410@1:OT] [LOCAL_COMPONENT:P1003-E0410@2=CHD:Behandle|LOCAL_ACTION:P1003-E0410@2:CHD] [LOCAL_COMPONENT:P1003-E0410@3=DY:Arbeitsgang abschließen|LOCAL_CONTROL:P1003-E0410@3:DY]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
128	P912-E1398	f82r	BIOLOGICAL	mehrere lokale Bad- und Leitungsstationen	sororl	4	1	1	S_BIO_DIVERT	Leite die Becken- oder Körpereinheit über den Stationskontakt oder die Leitung um.	[LOCAL_COMPONENT:P912-E1398@1=S:Leite um|LOCAL_ACTION:P912-E1398@1:S] [LOCAL_COMPONENT:P912-E1398@2=OR:Becken- oder Körpereinheit|LOCAL_ACTION:P912-E1398@1:S] [LOCAL_COMPONENT:P912-E1398@3=OR:Becken- oder Körpereinheit|LOCAL_ACTION:P912-E1398@1:S] [LOCAL_COMPONENT:P912-E1398@4=L:über den Stationskontakt oder die Leitung|LOCAL_ACTION:P912-E1398@1:S]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
129	P912-E1400	f82r	BIOLOGICAL	mehrere lokale Bad- und Leitungsstationen	sokoly	4	1	3	S_REST_SELECT	Wähle die Einheit aus. Beschicke oder bereite den Stationsansatz vor. Fahre im selben Arbeitsgang fort.	[LOCAL_COMPONENT:P912-E1400@1=S:Wähle aus|LOCAL_ACTION:P912-E1400@1:S] [LOCAL_COMPONENT:P912-E1400@2=OK:Beschicke oder bereite vor|LOCAL_ACTION:P912-E1400@2:OK] [LOCAL_COMPONENT:P912-E1400@3=OL:weiter im selben Arbeitsgang|LOCAL_CONTROL:P912-E1400@3:OL] [LOCAL_COMPONENT:P912-E1400@4=Y:Stationsansatz|LOCAL_ACTION:P912-E1400@2:OK]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
130	P912-E1718	f83r	BIOLOGICAL	lokale Becken-, Figuren- und Verbindungsstationen	chtorol	4	1	3	T_BIO_STATION_REGULATE	Entnimm oder lass ab. Reguliere die Becken- oder Körpereinheit. Fahre im selben Arbeitsgang fort.	[LOCAL_COMPONENT:P912-E1718@1=CH:Entnimm oder lass ab|LOCAL_ACTION:P912-E1718@1:CH] [LOCAL_COMPONENT:P912-E1718@2=T:Reguliere die Station|LOCAL_ACTION:P912-E1718@2:T] [LOCAL_COMPONENT:P912-E1718@3=OR:Becken- oder Körpereinheit|LOCAL_ACTION:P912-E1718@2:T] [LOCAL_COMPONENT:P912-E1718@4=OL:weiter im selben Arbeitsgang|LOCAL_CONTROL:P912-E1718@4:OL]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
131	P912-E1719	f83r	BIOLOGICAL	lokale Becken-, Figuren- und Verbindungsstationen	olsaiin	3	1	2	S_REST_SELECT	Fahre im selben Arbeitsgang fort. Wähle das Stations- oder Badmaß aus.	[LOCAL_COMPONENT:P912-E1719@1=OL:weiter im selben Arbeitsgang|LOCAL_CONTROL:P912-E1719@1:OL] [LOCAL_COMPONENT:P912-E1719@2=S:Wähle aus|LOCAL_ACTION:P912-E1719@2:S] [LOCAL_COMPONENT:P912-E1719@3=AIIN:Stations- oder Badmaß|LOCAL_ACTION:P912-E1719@2:S]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
132	P912-E1731	f83r	BIOLOGICAL	lokale Becken-, Figuren- und Verbindungsstationen	sasoldal	6	2	3	S_BIO_DIVERT|S_REST_SELECT	Wähle die Einheit an der Stations-Hauptstelle aus. Leite den Strom im zweiten Durchgang und über den Stationskontakt oder die Leitung um. Fahre im selben Arbeitsgang fort.	[LOCAL_COMPONENT:P912-E1731@1=S:Wähle aus|LOCAL_ACTION:P912-E1731@1:S] [LOCAL_COMPONENT:P912-E1731@2=A_ADDR:an der Stations-Hauptstelle|LOCAL_ACTION:P912-E1731@1:S] [LOCAL_COMPONENT:P912-E1731@3=S:Leite um|LOCAL_ACTION:P912-E1731@3:S] [LOCAL_COMPONENT:P912-E1731@4=OL:weiter im selben Arbeitsgang|LOCAL_CONTROL:P912-E1731@4:OL] [LOCAL_COMPONENT:P912-E1731@5=DA:im zweiten Durchgang|LOCAL_ACTION:P912-E1731@3:S] [LOCAL_COMPONENT:P912-E1731@6=L:über den Stationskontakt oder die Leitung|LOCAL_ACTION:P912-E1731@3:S]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
133	P912-E1732	f83r	BIOLOGICAL	lokale Becken-, Figuren- und Verbindungsstationen	darolsy	5	1	3	S_REST_SELECT	Kennzeichne oder prüfe im zweiten Durchgang. Fahre im selben Arbeitsgang fort. Wähle den Stationsansatz aus.	[LOCAL_COMPONENT:P912-E1732@1=DA:im zweiten Durchgang|LOCAL_ACTION:P912-E1732@2:R] [LOCAL_COMPONENT:P912-E1732@2=R:Kennzeichne oder prüfe|LOCAL_ACTION:P912-E1732@2:R] [LOCAL_COMPONENT:P912-E1732@3=OL:weiter im selben Arbeitsgang|LOCAL_CONTROL:P912-E1732@3:OL] [LOCAL_COMPONENT:P912-E1732@4=S:Wähle aus|LOCAL_ACTION:P912-E1732@4:S] [LOCAL_COMPONENT:P912-E1732@5=Y:Stationsansatz|LOCAL_ACTION:P912-E1732@4:S]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
134	P912-E2362	f88r	PHARMA	WURZELBÜNDEL	otorchety	6	1	3	T_PHYSICAL_BROAD	Beginne danach den nächsten Arbeitsgang. Entnimm die Gefäß- oder Arbeitseinheit auf Grad I. Reguliere oder temperiere die Drogencharge.	[LOCAL_COMPONENT:P912-E2362@1=OT:danach / neuer Arbeitsgang|LOCAL_CONTROL:P912-E2362@1:OT] [LOCAL_COMPONENT:P912-E2362@2=OR:Gefäß- oder Arbeitseinheit|LOCAL_ACTION:P912-E2362@3:CH] [LOCAL_COMPONENT:P912-E2362@3=CH:Entnimm oder ziehe aus|LOCAL_ACTION:P912-E2362@3:CH] [LOCAL_COMPONENT:P912-E2362@4=E:auf Grad I|LOCAL_ACTION:P912-E2362@3:CH] [LOCAL_COMPONENT:P912-E2362@5=T:Stelle ein oder temperiere|LOCAL_ACTION:P912-E2362@5:T] [LOCAL_COMPONENT:P912-E2362@6=Y:Drogencharge|LOCAL_ACTION:P912-E2362@5:T]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
135	P912-E2363	f88r	PHARMA	SPINDELWURZEL	osal	3	1	1	S_REST_SELECT	Wähle die Einheit in Arzneiform und ins Aufnahme- oder Zielgefäß aus.	[LOCAL_COMPONENT:P912-E2363@1=O:in Arzneiform|LOCAL_ACTION:P912-E2363@2:S] [LOCAL_COMPONENT:P912-E2363@2=S:Wähle aus|LOCAL_ACTION:P912-E2363@2:S] [LOCAL_COMPONENT:P912-E2363@3=AL:ins Aufnahme- oder Zielgefäß|LOCAL_ACTION:P912-E2363@2:S]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
136	P912-E2419	f88r	PHARMA	FLECKKNOLLE	sorory	4	1	1	S_HP_SIEVE	Siebe die Drogencharge.	[LOCAL_COMPONENT:P912-E2419@1=S:Siebe|LOCAL_ACTION:P912-E2419@1:S] [LOCAL_COMPONENT:P912-E2419@2=OR:Gefäß- oder Arbeitseinheit|LOCAL_ACTION:P912-E2419@1:S] [LOCAL_COMPONENT:P912-E2419@3=OR:Gefäß- oder Arbeitseinheit|LOCAL_ACTION:P912-E2419@1:S] [LOCAL_COMPONENT:P912-E2419@4=Y:Drogencharge|LOCAL_ACTION:P912-E2419@1:S]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
137	P912-E2460	f88r	PHARMA	WURZELKRONE	ofyskydal	8	1	2	S_HP_SIEVE	Siebe die Drogencharge in Arzneiform und in Feinform. Gib die Drogencharge im zweiten Durchgang und über den Gefäßkontakt zu.	[LOCAL_COMPONENT:P912-E2460@1=O:in Arzneiform|LOCAL_ACTION:P912-E2460@4:S] [LOCAL_COMPONENT:P912-E2460@2=LOCAL_CHAR_F:in Feinform|LOCAL_ACTION:P912-E2460@4:S] [LOCAL_COMPONENT:P912-E2460@3=Y:Drogencharge|LOCAL_ACTION:P912-E2460@4:S] [LOCAL_COMPONENT:P912-E2460@4=S:Siebe|LOCAL_ACTION:P912-E2460@4:S] [LOCAL_COMPONENT:P912-E2460@5=K:Gib zu|LOCAL_ACTION:P912-E2460@5:K] [LOCAL_COMPONENT:P912-E2460@6=Y:Drogencharge|LOCAL_ACTION:P912-E2460@5:K] [LOCAL_COMPONENT:P912-E2460@7=DA:im zweiten Durchgang|LOCAL_ACTION:P912-E2460@5:K] [LOCAL_COMPONENT:P912-E2460@8=L:über den Gefäßkontakt|LOCAL_ACTION:P912-E2460@5:K]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
138	P1003-E0414	f88v	PHARMA	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	cheocthy	4	1	3	T_PHYSICAL_BROAD	Entnimm. Verwende für den vorangehenden Arbeitsschritt Essig. Reguliere oder temperiere die Drogencharge.	[LOCAL_COMPONENT:P1003-E0414@1=CH:Entnimm oder ziehe aus|LOCAL_ACTION:P1003-E0414@1:CH] [LOCAL_NAME:P1003-E0414:NAME_1=cheo:Essig|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0414] [LOCAL_COMPONENT:P1003-E0414@2=T:Stelle ein oder temperiere|LOCAL_ACTION:P1003-E0414@2:T] [LOCAL_COMPONENT:P1003-E0414@3=Y:Drogencharge|LOCAL_ACTION:P1003-E0414@2:T]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
139	P1008-E1092	f89r	PHARMA	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	ches	3	1	2	S_REST_SELECT	Entnimm auf Grad I. Wähle die Einheit aus.	[LOCAL_COMPONENT:P1008-E1092@1=CH:Entnimm oder ziehe aus|LOCAL_ACTION:P1008-E1092@1:CH] [LOCAL_COMPONENT:P1008-E1092@2=E:auf Grad I|LOCAL_ACTION:P1008-E1092@1:CH] [LOCAL_COMPONENT:P1008-E1092@3=S:Wähle aus|LOCAL_ACTION:P1008-E1092@3:S]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
140	P1008-E1182	f89r	PHARMA	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	saloiinsheol	6	1	3	SH_REST_HOLD	Halte den Zustand ins Aufnahme- oder Zielgefäß. Verwende für den vorangehenden Arbeitsschritt Salz, Myrrhe und Weihrauch. Fahre im selben Arbeitsgang fort.	[LOCAL_COMPONENT:P1008-E1182@1=AL:ins Aufnahme- oder Zielgefäß|LOCAL_ACTION:P1008-E1182@2:SH] [LOCAL_NAME:P1008-E1182:NAME_1=s:Salz|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1182] [LOCAL_COMPONENT:P1008-E1182@2=SH:Halte|LOCAL_ACTION:P1008-E1182@2:SH] [LOCAL_NAME:P1008-E1182:NAME_2=oiin:Myrrhe|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1182] [LOCAL_COMPONENT:P1008-E1182@3=OL:weiter im selben Arbeitsgang|LOCAL_CONTROL:P1008-E1182@3:OL] [LOCAL_NAME:P1008-E1182:NAME_3=e:Weihrauch|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1182]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
141	P1008-E1231	f89r	PHARMA	lokale Kennung für Gefäß-/Pflanzenteilgruppe E	shol	2	1	2	SH_REST_HOLD	Halte den Zustand. Fahre im selben Arbeitsgang fort.	[LOCAL_COMPONENT:P1008-E1231@1=SH:Halte|LOCAL_ACTION:P1008-E1231@1:SH] [LOCAL_COMPONENT:P1008-E1231@2=OL:weiter im selben Arbeitsgang|LOCAL_CONTROL:P1008-E1231@2:OL]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
142	P1008-E1297	f89r	PHARMA	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	sodar	4	1	2	S_REST_SELECT	Wähle die Einheit in Arzneiform aus. Kennzeichne oder prüfe im zweiten Durchgang.	[LOCAL_COMPONENT:P1008-E1297@1=S:Wähle aus|LOCAL_ACTION:P1008-E1297@1:S] [LOCAL_COMPONENT:P1008-E1297@2=O:in Arzneiform|LOCAL_ACTION:P1008-E1297@1:S] [LOCAL_COMPONENT:P1008-E1297@3=DA:im zweiten Durchgang|LOCAL_ACTION:P1008-E1297@4:R] [LOCAL_COMPONENT:P1008-E1297@4=R:Kennzeichne oder prüfe|LOCAL_ACTION:P1008-E1297@4:R]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
143	P1008-E1298	f89r	PHARMA	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	cheys	2	1	1	S_HP_SEPARATE	Sondere die Drogencharge aus.	[LOCAL_COMPONENT:P1008-E1298@1=Y:Drogencharge|LOCAL_ACTION:P1008-E1298@2:S] [LOCAL_COMPONENT:P1008-E1298@2=S:Trenne ab|LOCAL_ACTION:P1008-E1298@2:S]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
144	P1008-E1301	f89r	PHARMA	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	okshdchos	3	1	3	SH_REST_HOLD	Setze an. Verwende für den vorangehenden Arbeitsschritt Ingwerwurzel. Halte den Zustand.	[LOCAL_COMPONENT:P1008-E1301@1=OK:Setze den Ansatz an|LOCAL_ACTION:P1008-E1301@1:OK] [LOCAL_NAME:P1008-E1301:NAME_1=dchos:Ingwerwurzel|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1301] [LOCAL_COMPONENT:P1008-E1301@2=SH:Halte|LOCAL_ACTION:P1008-E1301@2:SH]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
145	G515-E0255	f66r	SOURCE_SECTION_T	sichtbare Randkennungszone von f66r	rals	3	1	2	S_SOURCE_SORT_OUT	Kennzeichne oder prüfe zur Zielstelle oder ins Zielgefäß. Sondere das Material aus.	[LOCAL_COMPONENT:G515-E0255@1=R:Kennzeichne oder prüfe|LOCAL_ACTION:G515-E0255@1:R] [LOCAL_COMPONENT:G515-E0255@2=AL:zur Zielstelle oder ins Zielgefäß|LOCAL_ACTION:G515-E0255@1:R] [LOCAL_COMPONENT:G515-E0255@3=S:Sondere aus|LOCAL_ACTION:G515-E0255@3:S]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
146	G515-E0259	f66r	SOURCE_SECTION_T	sichtbare Randkennungszone von f66r	saly	3	1	1	S_SOURCE_SORT_OUT	Sondere das Arbeitsgut zur Zielstelle oder ins Zielgefäß aus.	[LOCAL_COMPONENT:G515-E0259@1=S:Sondere aus|LOCAL_ACTION:G515-E0259@1:S] [LOCAL_COMPONENT:G515-E0259@2=AL:zur Zielstelle oder ins Zielgefäß|LOCAL_ACTION:G515-E0259@1:S] [LOCAL_COMPONENT:G515-E0259@3=Y:Arbeitsgut|LOCAL_ACTION:G515-E0259@1:S]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
147	G515-E0260	f66r	SOURCE_SECTION_T	sichtbare Randkennungszone von f66r	salf	3	1	1	S_SOURCE_SORT_OUT	Sondere das Material in Feinform und zur Zielstelle oder ins Zielgefäß aus.	[LOCAL_COMPONENT:G515-E0260@1=S:Sondere aus|LOCAL_ACTION:G515-E0260@1:S] [LOCAL_COMPONENT:G515-E0260@2=AL:zur Zielstelle oder ins Zielgefäß|LOCAL_ACTION:G515-E0260@1:S] [LOCAL_COMPONENT:G515-E0260@3=LOCAL_CHAR_F:in Feinform|LOCAL_ACTION:G515-E0260@1:S]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
148	G515-E0262	f66r	SOURCE_SECTION_T	sichtbare Randkennungszone von f66r	qotesy	4	1	2	S_SOURCE_SORT_OUT	Beginne danach den nächsten Arbeitsgang. Sondere das Arbeitsgut auf Grad I aus.	[LOCAL_COMPONENT:G515-E0262@1=OT:danach / neuer Arbeitsgang|LOCAL_CONTROL:G515-E0262@1:OT] [LOCAL_COMPONENT:G515-E0262@2=E:auf Grad I|LOCAL_ACTION:G515-E0262@3:S] [LOCAL_COMPONENT:G515-E0262@3=S:Sondere aus|LOCAL_ACTION:G515-E0262@3:S] [LOCAL_COMPONENT:G515-E0262@4=Y:Arbeitsgut|LOCAL_ACTION:G515-E0262@3:S]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
149	G515-E0265	f66r	SOURCE_SECTION_T	sichtbare Randkennungszone von f66r	saiin	2	1	1	S_SOURCE_SORT_OUT	Sondere das Flüssigkeitsmaß aus.	[LOCAL_COMPONENT:G515-E0265@1=S:Sondere aus|LOCAL_ACTION:G515-E0265@1:S] [LOCAL_COMPONENT:G515-E0265@2=AIIN:Flüssigkeitsmaß|LOCAL_ACTION:G515-E0265@1:S]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
150	G515-E0267	f66r	SOURCE_SECTION_T	sichtbare Randkennungszone von f66r	qolsa	3	1	2	S_SOURCE_SORT_OUT	Fahre im selben Arbeitsgang fort. Sondere das Material an der Hauptstelle aus.	[LOCAL_COMPONENT:G515-E0267@1=OL:weiter im selben Arbeitsgang|LOCAL_CONTROL:G515-E0267@1:OL] [LOCAL_COMPONENT:G515-E0267@2=S:Sondere aus|LOCAL_ACTION:G515-E0267@2:S] [LOCAL_COMPONENT:G515-E0267@3=A_ADDR:an der Hauptstelle|LOCAL_ACTION:G515-E0267@2:S]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
