event_ordinal	event_id	statement_id	physical_page	register	owner_id	surface	written_slot_count	target_slot_count	target_roots	gdt584_rule_ids	anchored_host_count	packet_membership_host_count	gdt584_polished_event_clause_de	gdt584_local_written_slot_ids	gdt584_guard
1447	G515-E0054	G515-S005	f4r	HERBAL	F4R_WHOLE_PLANT	shor	2	1	SH	SH_REST_HOLD	1	1	Halte die Pflanzen- oder Arbeitseinheit.	RUNNING:G515-E0054@1|RUNNING:G515-E0054@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1448	G515-E0055	G515-S005	f4r	HERBAL	F4R_WHOLE_PLANT	shyshol	4	2	SH	SH_REST_HOLD	3	3	Halte die Pflanzencharge. Halte den Zustand. Fahre im selben Arbeitsgang fort.	RUNNING:G515-E0055@1|RUNNING:G515-E0055@2|RUNNING:G515-E0055@3|RUNNING:G515-E0055@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1449	G515-E0058	G515-S005	f4r	HERBAL	F4R_WHOLE_PLANT	sheor	3	1	SH	SH_HP_SOAK	1	1	Weiche die Pflanzencharge auf Grad I ein.	RUNNING:G515-E0058@1|RUNNING:G515-E0058@2|RUNNING:G515-E0058@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1450	G515-E0060	G515-S005	f4r	HERBAL	F4R_WHOLE_PLANT	soiin	3	1	S	S_REST_SELECT	1	1	Wähle die Einheit in Zubereitungsform und auf der Verarbeitungsstufe aus.	RUNNING:G515-E0060@1|RUNNING:G515-E0060@2|RUNNING:G515-E0060@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1451	G515-E0064	G515-S005	f4r	HERBAL	F4R_WHOLE_PLANT	cthey	4	1	T	T_PHYSICAL_GRADE_TEMPER	2	2	Entnimm. Temperiere die Pflanzencharge auf Grad I.	RUNNING:G515-E0064@1|RUNNING:G515-E0064@2|RUNNING:G515-E0064@3|RUNNING:G515-E0064@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1452	G515-E0065	G515-S006	f20v	HERBAL	F20V_WHOLE_PLANT	faiis	3	1	S	S_HP_SIEVE	1	1	Siebe das Material auf der Verarbeitungsstufe, in Feinform und vom Ausgangsmaterial oder -gefäß.	RUNNING:G515-E0065@1|RUNNING:G515-E0065@2|RUNNING:G515-E0065@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1453	G515-E0075	G515-S007	f20v	HERBAL	F20V_WHOLE_PLANT	sos	3	2	S	S_REST_SELECT	2	2	Wähle die Einheit in Zubereitungsform aus. Wähle die Einheit aus.	RUNNING:G515-E0075@1|RUNNING:G515-E0075@2|RUNNING:G515-E0075@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1454	G515-E0080	G515-S007	f20v	HERBAL	F20V_WHOLE_PLANT	checthy	3	1	T	T_PHYSICAL_BROAD	2	2	Entnimm. Reguliere oder temperiere die Pflanzencharge.	RUNNING:G515-E0080@1|RUNNING:G515-E0080@2|RUNNING:G515-E0080@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1455	G515-E0086	G515-S007	f20v	HERBAL	F20V_WHOLE_PLANT	sho	2	1	SH	SH_REST_HOLD	1	1	Halte den Zustand in Zubereitungsform.	RUNNING:G515-E0086@1|RUNNING:G515-E0086@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1456	G515-E0088	G515-S007	f20v	HERBAL	F20V_WHOLE_PLANT	shol	2	1	SH	SH_REST_HOLD	2	2	Halte den Zustand. Fahre im selben Arbeitsgang fort.	RUNNING:G515-E0088@1|RUNNING:G515-E0088@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1457	G515-E0089	G515-S007	f20v	HERBAL	F20V_WHOLE_PLANT	chcthy	4	1	T	T_PHYSICAL_BROAD	3	3	Entnimm. Entnimm. Reguliere oder temperiere die Pflanzencharge.	RUNNING:G515-E0089@1|RUNNING:G515-E0089@2|RUNNING:G515-E0089@3|RUNNING:G515-E0089@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1458	G515-E0092	G515-S007	f20v	HERBAL	F20V_WHOLE_PLANT	tolshy	4	2	SH|T	SH_REST_HOLD|T_HP_BEFORE_SH_WARM	3	3	Erwärme das Material. Fahre im selben Arbeitsgang fort. Halte die Pflanzencharge warm.	RUNNING:G515-E0092@1|RUNNING:G515-E0092@2|RUNNING:G515-E0092@3|RUNNING:G515-E0092@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1459	G515-E0094	G515-S007	f20v	HERBAL	F20V_WHOLE_PLANT	sho	2	1	SH	SH_HP_EXTRACT_STEEP	1	1	Lass die Pflanzen- oder Arbeitseinheit im Auszug in Zubereitungsform ziehen.	RUNNING:G515-E0094@1|RUNNING:G515-E0094@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1460	G515-E0097	G515-S007	f20v	HERBAL	F20V_WHOLE_PLANT	shol	2	1	SH	SH_HP_EXTRACT_STEEP	2	2	Lass den Auszug ziehen. Fahre im selben Arbeitsgang fort.	RUNNING:G515-E0097@1|RUNNING:G515-E0097@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1461	G515-E0099	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	tshol	3	2	SH|T	SH_REST_HOLD|T_HP_BEFORE_SH_WARM	3	3	Erwärme das Material. Halte die Pflanzen- oder Arbeitseinheit warm. Fahre im selben Arbeitsgang fort.	RUNNING:G515-E0099@1|RUNNING:G515-E0099@2|RUNNING:G515-E0099@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1462	G515-E0102	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	shol	2	1	SH	SH_REST_HOLD	2	2	Halte den Zustand. Fahre im selben Arbeitsgang fort.	RUNNING:G515-E0102@1|RUNNING:G515-E0102@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1463	G515-E0103	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	shor	2	1	SH	SH_REST_HOLD	1	1	Halte die Pflanzen- oder Arbeitseinheit.	RUNNING:G515-E0103@1|RUNNING:G515-E0103@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1464	G515-E0104	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	fshodchy	6	1	SH	SH_REST_HOLD	2	2	Halte den Zustand in Zubereitungsform und in Feinform. Entnimm die Pflanzencharge an der Pflanzen-Arbeitsstelle.	RUNNING:G515-E0104@1|RUNNING:G515-E0104@2|RUNNING:G515-E0104@3|RUNNING:G515-E0104@4|RUNNING:G515-E0104@5|RUNNING:G515-E0104@6	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1465	G515-E0112	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	shos	3	2	S|SH	SH_HP_SETTLE_BEFORE_STRAIN|S_REST_SELECT	2	2	Lass den Ansatz in Zubereitungsform stehen oder absetzen. Wähle die Einheit aus.	RUNNING:G515-E0112@1|RUNNING:G515-E0112@2|RUNNING:G515-E0112@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1466	G515-E0113	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	cheos	4	1	S	S_HP_STRAIN	2	2	Entnimm auf Grad I. Seihe den Auszug in Zubereitungsform und vom Ausgangsmaterial oder -gefäß ab.	RUNNING:G515-E0113@1|RUNNING:G515-E0113@2|RUNNING:G515-E0113@3|RUNNING:G515-E0113@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1467	G515-E0116	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	shocthy	5	2	SH|T	SH_REST_HOLD|T_PHYSICAL_BROAD	3	3	Halte den Zustand in Zubereitungsform. Entnimm. Reguliere oder temperiere die Pflanzencharge.	RUNNING:G515-E0116@1|RUNNING:G515-E0116@2|RUNNING:G515-E0116@3|RUNNING:G515-E0116@4|RUNNING:G515-E0116@5	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1468	G515-E0117	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	sho	2	1	SH	SH_REST_HOLD	1	1	Halte den Zustand in Zubereitungsform.	RUNNING:G515-E0117@1|RUNNING:G515-E0117@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1469	G515-E0118	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	cthy	3	1	T	T_PHYSICAL_BROAD	2	2	Entnimm. Reguliere oder temperiere die Pflanzencharge und den Pflanzenauszug.	RUNNING:G515-E0118@1|RUNNING:G515-E0118@2|RUNNING:G515-E0118@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1470	G515-E0120	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	sheoy	4	1	SH	SH_HP_SOAK	1	1	Weiche die Pflanzencharge in Zubereitungsform und auf Grad I ein.	RUNNING:G515-E0120@1|RUNNING:G515-E0120@2|RUNNING:G515-E0120@3|RUNNING:G515-E0120@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1471	G515-E0121	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	tey	3	1	T	T_PHYSICAL_GRADE_TEMPER	1	1	Temperiere die Pflanzencharge auf Grad I.	RUNNING:G515-E0121@1|RUNNING:G515-E0121@2|RUNNING:G515-E0121@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1472	G515-E0122	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	s	1	1	S	S_REST_SELECT	1	1	Wähle die Einheit aus.	RUNNING:G515-E0122@1	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1473	G515-E0123	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	soaiin	3	1	S	S_HP_STRAIN	1	1	Seihe den Auszug in Zubereitungsform ab.	RUNNING:G515-E0123@1|RUNNING:G515-E0123@2|RUNNING:G515-E0123@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1474	G515-E0124	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	shain	2	1	SH	SH_REST_HOLD	1	1	Halte die Pflanzenportion.	RUNNING:G515-E0124@1|RUNNING:G515-E0124@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1475	G515-E0126	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	sho	2	1	SH	SH_HP_EXTRACT_STEEP	1	1	Lass die Pflanzencharge im Auszug in Zubereitungsform und vom Ausgangsmaterial oder -gefäß ziehen.	RUNNING:G515-E0126@1|RUNNING:G515-E0126@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1476	G515-E0131	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	s	1	1	S	S_HP_TAKE_OFF_AFTER_WET_STEP	1	1	Nimm oder sondere den abgesetzten Anteil ab.	RUNNING:G515-E0131@1	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1477	G515-E0135	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	cthy	3	1	T	T_PHYSICAL_BROAD	2	2	Entnimm. Reguliere oder temperiere die Pflanzencharge.	RUNNING:G515-E0135@1|RUNNING:G515-E0135@2|RUNNING:G515-E0135@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1478	G515-E0137	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	shd	2	1	SH	SH_REST_HOLD	1	1	Halte die Pflanzencharge an der Pflanzen-Arbeitsstelle.	RUNNING:G515-E0137@1|RUNNING:G515-E0137@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1479	G515-E0140	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	shokaiin	3	1	SH	SH_REST_HOLD	2	2	Halte den Zustand. Setze den Pflanzenauszug an.	RUNNING:G515-E0140@1|RUNNING:G515-E0140@2|RUNNING:G515-E0140@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1480	G515-E0141	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	chocthy	5	1	T	T_PHYSICAL_BROAD	3	3	Entnimm in Zubereitungsform. Entnimm. Reguliere oder temperiere die Pflanzencharge und den Pflanzenauszug.	RUNNING:G515-E0141@1|RUNNING:G515-E0141@2|RUNNING:G515-E0141@3|RUNNING:G515-E0141@4|RUNNING:G515-E0141@5	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1481	G515-E0146	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	ety	3	1	T	T_PHYSICAL_GRADE_TEMPER	1	1	Temperiere die Pflanzencharge auf Grad I.	RUNNING:G515-E0146@1|RUNNING:G515-E0146@2|RUNNING:G515-E0146@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1482	G515-E0152	G515-S009	f31r	HERBAL	F31R_WHOLE_PLANT	qofchedy	5	1	CHD	CHD_HP_MATERIAL_COMMINUTE	1	1	Zerkleinere die Pflanzencharge in Zubereitungsform, in Feinform und als neuer Pflanzenansatz.	RUNNING:G515-E0152@1|RUNNING:G515-E0152@2|RUNNING:G515-E0152@3|RUNNING:G515-E0152@4|RUNNING:G515-E0152@5	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1483	G515-E0153	G515-S009	f31r	HERBAL	F31R_WHOLE_PLANT	shee	2	1	SH	SH_HP_SETTLE_BEFORE_STRAIN	1	1	Lass den Ansatz auf Grad II stehen oder absetzen.	RUNNING:G515-E0153@1|RUNNING:G515-E0153@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1484	G515-E0154	G515-S009	f31r	HERBAL	F31R_WHOLE_PLANT	s	1	1	S	S_HP_STRAIN	1	1	Seihe den Auszug ab.	RUNNING:G515-E0154@1	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1485	G515-E0161	G515-S010	f31r	HERBAL	F31R_WHOLE_PLANT	qokees	3	1	S	S_REST_SELECT	2	2	Setze auf Grad II an. Wähle die Einheit aus.	RUNNING:G515-E0161@1|RUNNING:G515-E0161@2|RUNNING:G515-E0161@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1486	G515-E0162	G515-S010	f31r	HERBAL	F31R_WHOLE_PLANT	s	1	1	S	S_HP_STRAIN	1	1	Seihe den Auszug ab.	RUNNING:G515-E0162@1	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1487	G515-E0164	G515-S010	f31r	HERBAL	F31R_WHOLE_PLANT	shekeey	5	1	SH	SH_REST_HOLD	2	2	Halte den Zustand auf Grad I. Gib die Pflanzencharge auf Grad I, auf Grad II und in Feinform zu.	RUNNING:G515-E0164@1|RUNNING:G515-E0164@2|RUNNING:G515-E0164@3|RUNNING:G515-E0164@4|RUNNING:G515-E0164@5	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1488	G515-E0170	G515-S010	f31r	HERBAL	F31R_WHOLE_PLANT	sair	2	1	S	S_REST_SELECT	1	1	Wähle die Einheit entlang des Verarbeitungswegs aus.	RUNNING:G515-E0170@1|RUNNING:G515-E0170@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1489	G515-E0172	G515-S010	f31r	HERBAL	F31R_WHOLE_PLANT	s	1	1	S	S_HP_STRAIN	1	1	Seihe den Auszug der Pflanzencharge in Zubereitungsform, an der Pflanzen-Arbeitsstelle, vom Ausgangsmaterial oder -gefäß und über den Materialkontakt ab.	RUNNING:G515-E0172@1	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1490	G515-E0181	G515-S010	f31r	HERBAL	F31R_WHOLE_PLANT	cheey	3	1	SH	SH_HP_SOAK	1	1	Weiche die Pflanzencharge auf Grad II ein.	RUNNING:G515-E0181@1|RUNNING:G515-E0181@2|RUNNING:G515-E0181@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1491	G515-E0183	G515-S010	f31r	HERBAL	F31R_WHOLE_PLANT	chedy	2	1	CHD	CHD_HP_WET_TRITURATE	1	1	Verreibe oder mazeriere die Pflanzencharge.	RUNNING:G515-E0183@1|RUNNING:G515-E0183@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1492	G515-E0186	G515-S010	f31r	HERBAL	F31R_WHOLE_PLANT	sheeody	5	1	SH	SH_HP_SOAK	1	1	Weiche die Pflanzencharge in Zubereitungsform, auf Grad II und an der Pflanzen-Arbeitsstelle ein.	RUNNING:G515-E0186@1|RUNNING:G515-E0186@2|RUNNING:G515-E0186@3|RUNNING:G515-E0186@4|RUNNING:G515-E0186@5	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1493	G515-E0188	G515-S011	f31r	HERBAL	F31R_WHOLE_PLANT	tshokeody	7	2	SH|T	SH_REST_HOLD|T_HP_BEFORE_SH_WARM	3	3	Erwärme das Material. Halte anschließend warm. Setze die Pflanzencharge in Zubereitungsform, auf Grad I und an der Pflanzen-Arbeitsstelle an.	RUNNING:G515-E0188@1|RUNNING:G515-E0188@2|RUNNING:G515-E0188@3|RUNNING:G515-E0188@4|RUNNING:G515-E0188@5|RUNNING:G515-E0188@6|RUNNING:G515-E0188@7	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1494	G515-E0191	G515-S013	f31r	HERBAL	F31R_WHOLE_PLANT	chepos	5	1	S	S_REST_SELECT	3	3	Entnimm auf Grad I. Bringe in Zubereitungsform ein. Wähle die Einheit aus.	RUNNING:G515-E0191@1|RUNNING:G515-E0191@2|RUNNING:G515-E0191@3|RUNNING:G515-E0191@4|RUNNING:G515-E0191@5	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1495	G515-E0192	G515-S013	f31r	HERBAL	F31R_WHOLE_PLANT	cheda	2	1	CHD	CHD_REST_PROCESS	1	1	Bearbeite das Material an der Pflanzen-Hauptstelle.	RUNNING:G515-E0192@1|RUNNING:G515-E0192@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1496	G515-E0193	G515-S013	f31r	HERBAL	F31R_WHOLE_PLANT	s	1	1	S	S_HP_STRAIN	1	1	Seihe den Auszug zur Zielstelle oder ins Auffanggefäß ab.	RUNNING:G515-E0193@1	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1497	G515-E0197	G515-S013	f31r	HERBAL	F31R_WHOLE_PLANT	saiin	2	1	S	S_HP_STRAIN	1	1	Seihe den Auszug ab.	RUNNING:G515-E0197@1|RUNNING:G515-E0197@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1498	G515-E0199	G515-S013	f31r	HERBAL	F31R_WHOLE_PLANT	sheol	3	1	SH	SH_REST_HOLD	3	3	Halte den Zustand. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort.	RUNNING:G515-E0199@1|RUNNING:G515-E0199@2|RUNNING:G515-E0199@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1499	G515-E0202	G515-S014	f31r	HERBAL	F31R_WHOLE_PLANT	chedy	2	1	CHD	CHD_HP_MATERIAL_COMMINUTE	1	1	Zerkleinere die Pflanzencharge über den Materialkontakt.	RUNNING:G515-E0202@1|RUNNING:G515-E0202@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1500	G515-E0204	G515-S015	f31r	HERBAL	F31R_WHOLE_PLANT	shedy	3	1	SH	SH_REST_HOLD	2	2	Halte den Zustand auf Grad I. Schließe den Arbeitsgang.	RUNNING:G515-E0204@1|RUNNING:G515-E0204@2|RUNNING:G515-E0204@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1501	G515-E0210	G515-S017	f31r	HERBAL	F31R_WHOLE_PLANT	checthy	3	1	T	T_PHYSICAL_BROAD	2	2	Entnimm. Reguliere oder temperiere die Pflanzencharge.	RUNNING:G515-E0210@1|RUNNING:G515-E0210@2|RUNNING:G515-E0210@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1502	G515-E0212	G515-S017	f31r	HERBAL	F31R_WHOLE_PLANT	sheeo	3	1	SH	SH_REST_HOLD	1	1	Halte den Zustand in Zubereitungsform und auf Grad II.	RUNNING:G515-E0212@1|RUNNING:G515-E0212@2|RUNNING:G515-E0212@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1503	G515-E0213	G515-S017	f31r	HERBAL	F31R_WHOLE_PLANT	shcthey	5	2	SH|T	SH_REST_HOLD|T_PHYSICAL_GRADE_TEMPER	3	3	Halte den Zustand. Entnimm. Temperiere die Pflanzencharge auf Grad I.	RUNNING:G515-E0213@1|RUNNING:G515-E0213@2|RUNNING:G515-E0213@3|RUNNING:G515-E0213@4|RUNNING:G515-E0213@5	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1504	G515-E0215	G515-S018	f31r	HERBAL	F31R_WHOLE_PLANT	tol	2	1	T	T_PHYSICAL_BROAD	2	2	Reguliere oder temperiere die Arbeitsbedingung. Fahre im selben Arbeitsgang fort.	RUNNING:G515-E0215@1|RUNNING:G515-E0215@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1505	G515-E0216	G515-S018	f31r	HERBAL	F31R_WHOLE_PLANT	shso	3	2	S|SH	SH_REST_HOLD|S_REST_SELECT	2	2	Halte den Zustand. Wähle die Einheit in Zubereitungsform aus.	RUNNING:G515-E0216@1|RUNNING:G515-E0216@2|RUNNING:G515-E0216@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
1506	G515-E0222	G515-S022	f31r	HERBAL	F31R_WHOLE_PLANT	shedshey	6	2	SH	SH_HP_SOAK|SH_REST_HOLD	2	2	Halte den Zustand auf Grad I. Weiche die Pflanzencharge auf Grad I und an der Pflanzen-Arbeitsstelle ein.	RUNNING:G515-E0222@1|RUNNING:G515-E0222@2|RUNNING:G515-E0222@3|RUNNING:G515-E0222@4|RUNNING:G515-E0222@5|RUNNING:G515-E0222@6	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
