statement_id	record_unit_id	page	loci	field_ids	event_ids	event_count	application_revised_event_count	surface_sequence	card_sequence_de	event_slot_trace	canonical_slots_present	workshop_sentence_de	physical_line_note	r3_medium_revised_event_count	r3_revision_families	r3_previous_card_sequence_de	r3_previous_workshop_sentence_de	selected_medium_revised_event_count	selected_medium_families	selected_previous_card_sequence_de	selected_previous_workshop_sentence_de
B3-S029	B3	f83r	f83r.20	F102	E295|E296|E297	3	0	sol · cheeety · qokedy	mit Vorigem weiter · erste Spülung · kurz benetzen; Schluss	E295[OPERATION] | E296[OPERATION] | E297[OPERATION+FLOW_TRANSFER+CLOSE+STATE_GRADE]	OPERATION>FLOW_TRANSFER>CLOSE>STATE_GRADE	und mit dem vorigen Ansatz weiter; Nach der ersten Spülung; Kurz benetzen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	mit Vorigem weiter · erste Spülung · kurz benetzen; Schluss	Und mit dem vorigen Ansatz weiter; Nach der ersten Spülung; Kurz benetzen; Schluss	0	R3_ACCEPTED	mit Vorigem weiter · erste Spülung · kurz benetzen; Schluss	und mit dem vorigen Ansatz weiter; Nach der ersten Spülung; Kurz benetzen; Schluss
B3-S030	B3	f83r	f83r.20|f83r.22	F103|F104	E298|E299|E300|E301	4	0	qoky · saiin · schedair · otchedy	den laufenden Posten einsetzen · vorgeschriebenes Maß · Wasser weiterführen · danach oder erneut umsetzen; Schluss	E298[OWNER_ITEM+OPERATION] | E299[QUANTITY] | E300[MEDIUM+OPERATION+FLOW_TRANSFER] | E301[OPERATION+CLOSE]	OWNER_ITEM>OPERATION>QUANTITY>MEDIUM>FLOW_TRANSFER>CLOSE	Den laufenden Posten einsetzen; Vorgeschriebenes Maß; Wasser weiterführen; Danach oder erneut umsetzen; Schluss	CONTINUES_ACROSS_LINE	1	AIR_WATER	den laufenden Posten einsetzen · vorgeschriebenes Maß · fließende Flüssigkeit durch den Lauf führen · danach oder erneut umsetzen; Schluss	Den laufenden Posten einsetzen; Vorgeschriebenes Maß; Fließende Flüssigkeit durch den Lauf führen; Danach oder erneut umsetzen; Schluss	1	AIR_WATER	den laufenden Posten einsetzen · vorgeschriebenes Maß · Wasser weiterführen · danach oder erneut umsetzen; Schluss	Den laufenden Posten einsetzen; Vorgeschriebenes Maß; Führe das Wasser weiter; Danach oder erneut umsetzen; Schluss
B3-S031	B3	f83r	f83r.22	F105	E302	1	1	qokeedy	länger einwirken; Schluss	E302[OPERATION+STATE_GRADE+CLOSE]	OPERATION>STATE_GRADE>CLOSE	Länger einwirken; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	länger einwirken; Schluss	Länger einwirken; Schluss	0	R3_ACCEPTED	länger einwirken; Schluss	Länger einwirken; Schluss
B3-S032	B3	f83r	f83r.22	F106	E303|E304|E305|E306|E307	5	0	chedain · chedy · qotedaiin · otaiin · otedy	eine Portion umsetzen · den laufenden Posten umsetzen oder durcharbeiten · breites Gefäß · das nächste Maß · danach kurz einwirken lassen; Schluss	E303[QUANTITY+OPERATION] | E304[OWNER_ITEM+OPERATION] | E305[OPERATION] | E306[QUANTITY] | E307[CLOSE+STATE_GRADE]	QUANTITY>OPERATION>OWNER_ITEM>CLOSE>STATE_GRADE	Eine Portion umsetzen; Den laufenden Posten umsetzen oder durcharbeiten; Das breite Gefäß; Das nächste Maß; Danach kurz einwirken lassen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	eine Portion umsetzen · den laufenden Posten umsetzen oder durcharbeiten · breites Gefäß · das nächste Maß · danach kurz einwirken lassen; Schluss	Eine Portion umsetzen; Den laufenden Posten umsetzen oder durcharbeiten; Das breite Gefäß; Das nächste Maß; Danach kurz einwirken lassen; Schluss	0	R3_ACCEPTED	eine Portion umsetzen · den laufenden Posten umsetzen oder durcharbeiten · breites Gefäß · das nächste Maß · danach kurz einwirken lassen; Schluss	Eine Portion umsetzen; Den laufenden Posten umsetzen oder durcharbeiten; Das breite Gefäß; Das nächste Maß; Danach kurz einwirken lassen; Schluss
B3-S033	B3	f83r	f83r.22	F107	E308	1	0	ldy	abziehen; Ende	E308[CLOSE]	CLOSE	Ziehe es ab und beende den Schritt	CONTINUES_ACROSS_LINE	0	UNCHANGED	abziehen; Ende	Ziehe es ab und beende den Schritt	0	R3_ACCEPTED	abziehen; Ende	Ziehe es ab und beende den Schritt
B3-S034	B3	f83r	f83r.24	F108	E309|E310|E311|E312|E313|E314	6	1	soiiin · checthy · chety · otaiin · olsaly · shedy	Sollstufe · gebrauchsfertig · zerkleinern · das nächste Maß · untere Stelle · ruhen oder absetzen; Schluss	E309[QUANTITY+STATE_GRADE] | E310[STATE_GRADE] | E311[OPERATION] | E312[QUANTITY] | E313[TARGET] | E314[STATE_GRADE+CLOSE]	QUANTITY>STATE_GRADE>OPERATION>TARGET>CLOSE	Sollstufe; Gebrauchsfertig; Gleichmäßig bearbeiten; Das nächste Maß; Untere Stelle; Ruhen oder absetzen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	Sollstufe · gebrauchsfertig · zerkleinern · das nächste Maß · untere Stelle · ruhen oder absetzen; Schluss	Sollstufe; Gebrauchsfertig; Gleichmäßig bearbeiten; Das nächste Maß; Untere Stelle; Ruhen oder absetzen; Schluss	0	R3_ACCEPTED	Sollstufe · gebrauchsfertig · zerkleinern · das nächste Maß · untere Stelle · ruhen oder absetzen; Schluss	Sollstufe; Gebrauchsfertig; Gleichmäßig bearbeiten; Das nächste Maß; Untere Stelle; Ruhen oder absetzen; Schluss
B4-S001	B4	f83r	f83r.25	F109	E315	1	1	qokeedy	länger einwirken; Schluss	E315[OPERATION+STATE_GRADE+CLOSE]	OPERATION>STATE_GRADE>CLOSE	Länger einwirken; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	länger einwirken; Schluss	Länger einwirken; Schluss	0	R3_ACCEPTED	länger einwirken; Schluss	Länger einwirken; Schluss
B4-S002	B4	f83r	f83r.25	F110	E316|E317|E318	3	1	qolchey · qokeey · qokedy	Arbeitsbecken · länger halten · kurz benetzen; Schluss	E316[TARGET] | E317[OWNER_ITEM+OPERATION+STATE_GRADE] | E318[OPERATION+FLOW_TRANSFER+CLOSE+STATE_GRADE]	TARGET>OWNER_ITEM>OPERATION>STATE_GRADE>FLOW_TRANSFER>CLOSE	Bereite das Arbeitsbecken vor; Länger halten; Kurz benetzen; Schluss	CONTINUES_ACROSS_LINE	1	CONTAINER_DECK	Gefäß füllen · länger halten · kurz benetzen; Schluss	Fülle danach das Gefäß; Länger halten; Kurz benetzen; Schluss	0	R3_ACCEPTED	Arbeitsbecken · länger halten · kurz benetzen; Schluss	Bereite das Arbeitsbecken vor; Länger halten; Kurz benetzen; Schluss
B4-S003	B4	f83r	f83r.25|f83r.26	F111|F112	E319|E320|E321|E322|E323|E324|E325	7	2	chedy · otal · otchey · qokeey · qoky · tol · shedy	den laufenden Posten umsetzen oder durcharbeiten · danach zur Stelle · den nächsten Posten wählen · länger halten · den laufenden Posten einsetzen · mit Vorigem weiter · ruhen oder absetzen; Schluss	E319[OWNER_ITEM+OPERATION] | E320[TARGET] | E321[OWNER_ITEM] | E322[OWNER_ITEM+OPERATION+STATE_GRADE] | E323[OWNER_ITEM+OPERATION] | E324[OPERATION] | E325[STATE_GRADE+CLOSE]	OWNER_ITEM>OPERATION>TARGET>STATE_GRADE>CLOSE	Den laufenden Posten umsetzen oder durcharbeiten; Danach zur Stelle; Den nächsten Posten wählen; Länger halten; Den laufenden Posten einsetzen; und mit dem vorigen Ansatz weiter; Ruhen oder absetzen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	den laufenden Posten umsetzen oder durcharbeiten · danach zur Stelle · den nächsten Posten wählen · länger halten · den laufenden Posten einsetzen · mit Vorigem weiter · ruhen oder absetzen; Schluss	Den laufenden Posten umsetzen oder durcharbeiten; Danach zur Stelle; Den nächsten Posten wählen; Länger halten; Den laufenden Posten einsetzen; und mit dem vorigen Ansatz weiter; Ruhen oder absetzen; Schluss	0	R3_ACCEPTED	den laufenden Posten umsetzen oder durcharbeiten · danach zur Stelle · den nächsten Posten wählen · länger halten · den laufenden Posten einsetzen · mit Vorigem weiter · ruhen oder absetzen; Schluss	Den laufenden Posten umsetzen oder durcharbeiten; Danach zur Stelle; Den nächsten Posten wählen; Länger halten; Den laufenden Posten einsetzen; und mit dem vorigen Ansatz weiter; Ruhen oder absetzen; Schluss
B4-S004	B4	f83r	f83r.26	F113	E326	1	1	qokylddy	Posten befestigen; Schluss	E326[OWNER_ITEM+OPERATION+CLOSE]	OWNER_ITEM>OPERATION>CLOSE	Befestige den laufenden Posten; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	Posten befestigen; Schluss	Befestige den laufenden Posten; Schluss	0	R3_ACCEPTED	Posten befestigen; Schluss	Befestige den laufenden Posten; Schluss
B4-S005	B4	f83r	f83r.27	F114	E327|E328|E329	3	1	dain · chedy · qokeedy	Tuch · den laufenden Posten umsetzen oder durcharbeiten · länger einwirken; Schluss	E327[OPERATION] | E328[OWNER_ITEM+OPERATION] | E329[OPERATION+STATE_GRADE+CLOSE]	OPERATION>OWNER_ITEM>STATE_GRADE>CLOSE	Tuch; Den laufenden Posten umsetzen oder durcharbeiten; Länger einwirken; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	Tuch · den laufenden Posten umsetzen oder durcharbeiten · länger einwirken; Schluss	Tuch; Den laufenden Posten umsetzen oder durcharbeiten; Länger einwirken; Schluss	0	R3_ACCEPTED	Tuch · den laufenden Posten umsetzen oder durcharbeiten · länger einwirken; Schluss	Tuch; Den laufenden Posten umsetzen oder durcharbeiten; Länger einwirken; Schluss
B4-S006	B4	f83r	f83r.27	F115	E330	1	0	shckhedy	seihen; Schluss	E330[FLOW_TRANSFER+CLOSE]	FLOW_TRANSFER>CLOSE	Seihen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	seihen; Schluss	Seihen; Schluss	0	R3_ACCEPTED	seihen; Schluss	Seihen; Schluss
B4-S007	B4	f83r	f83r.27	F116	E331	1	0	shckhedy	seihen; Schluss	E331[FLOW_TRANSFER+CLOSE]	FLOW_TRANSFER>CLOSE	Seihen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	seihen; Schluss	Seihen; Schluss	0	R3_ACCEPTED	seihen; Schluss	Seihen; Schluss
B4-S008	B4	f83r	f83r.28	F117	E332|E333|E334|E335	4	0	saiin · cheeky · sheey · qokedy	vorgeschriebenes Maß · länger warm halten · erste Öffnung · kurz benetzen; Schluss	E332[QUANTITY] | E333[STATE_GRADE] | E334[OPERATION] | E335[OPERATION+FLOW_TRANSFER+CLOSE+STATE_GRADE]	QUANTITY>STATE_GRADE>OPERATION>FLOW_TRANSFER>CLOSE	Vorgeschriebenes Maß; Länger warm halten; Die erste Öffnung; Kurz benetzen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	vorgeschriebenes Maß · länger warm halten · erste Öffnung · kurz benetzen; Schluss	Vorgeschriebenes Maß; Länger warm halten; Die erste Öffnung; Kurz benetzen; Schluss	0	R3_ACCEPTED	vorgeschriebenes Maß · länger warm halten · erste Öffnung · kurz benetzen; Schluss	Vorgeschriebenes Maß; Länger warm halten; Die erste Öffnung; Kurz benetzen; Schluss
B4-S009	B4	f83r	f83r.28	F118	E336	1	0	shedy	ruhen oder absetzen; Schluss	E336[STATE_GRADE+CLOSE]	STATE_GRADE>CLOSE	Ruhen oder absetzen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	ruhen oder absetzen; Schluss	Ruhen oder absetzen; Schluss	0	R3_ACCEPTED	ruhen oder absetzen; Schluss	Ruhen oder absetzen; Schluss
B4-S010	B4	f83r	f83r.28	F119	E337	1	0	oldy	weiterführen; Ende	E337[CLOSE]	CLOSE	Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt	CONTINUES_ACROSS_LINE	0	UNCHANGED	weiterführen; Ende	Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt	0	R3_ACCEPTED	weiterführen; Ende	Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt
B4-S011	B4	f83r	f83r.35|f83r.37	F120|F121	E338|E339|E340|E341|E342|E343|E344	7	0	saiin · cheky · okeeol · okain · chdy · sol · lkedy	vorgeschriebenes Maß · kurz oder mild erwärmen · länger mit dem Vorigen fortführen · eine Portion zugeben · den laufenden Posten umsetzen oder durcharbeiten · mit Vorigem weiter · zweimal waschen; Ende	E338[QUANTITY] | E339[STATE_GRADE] | E340[OPERATION+STATE_GRADE] | E341[QUANTITY+OPERATION] | E342[OWNER_ITEM+OPERATION] | E343[OPERATION] | E344[FLOW_TRANSFER+CLOSE]	QUANTITY>STATE_GRADE>OPERATION>OWNER_ITEM>FLOW_TRANSFER>CLOSE	Vorgeschriebenes Maß; Kurz oder mild erwärmen; Länger mit dem Vorigen fortführen; Eine Portion zugeben; Den laufenden Posten umsetzen oder durcharbeiten; und mit dem vorigen Ansatz weiter; Wasche zweimal und beende den Schritt	CONTINUES_ACROSS_LINE	0	UNCHANGED	vorgeschriebenes Maß · kurz oder mild erwärmen · länger mit dem Vorigen fortführen · eine Portion zugeben · den laufenden Posten umsetzen oder durcharbeiten · mit Vorigem weiter · zweimal waschen; Ende	Vorgeschriebenes Maß; Kurz oder mild erwärmen; Länger mit dem Vorigen fortführen; Eine Portion zugeben; Den laufenden Posten umsetzen oder durcharbeiten; und mit dem vorigen Ansatz weiter; Wasche zweimal und beende den Schritt	0	R3_ACCEPTED	vorgeschriebenes Maß · kurz oder mild erwärmen · länger mit dem Vorigen fortführen · eine Portion zugeben · den laufenden Posten umsetzen oder durcharbeiten · mit Vorigem weiter · zweimal waschen; Ende	Vorgeschriebenes Maß; Kurz oder mild erwärmen; Länger mit dem Vorigen fortführen; Eine Portion zugeben; Den laufenden Posten umsetzen oder durcharbeiten; und mit dem vorigen Ansatz weiter; Wasche zweimal und beende den Schritt
B4-S012	B4	f83r	f83r.37	F122	E345	1	0	lchedy	hinausführen; Schluss	E345[OPERATION+FLOW_TRANSFER+CLOSE]	OPERATION>FLOW_TRANSFER>CLOSE	Hinausführen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	hinausführen; Schluss	Hinausführen; Schluss	0	R3_ACCEPTED	hinausführen; Schluss	Hinausführen; Schluss
B4-S013	B4	f83r	f83r.37	F123	E346|E347	2	0	qokol · shedy	vorigen Arbeitsgang weiterführen · ruhen oder absetzen; Schluss	E346[OPERATION] | E347[STATE_GRADE+CLOSE]	OPERATION>STATE_GRADE>CLOSE	Vorigen Arbeitsgang weiterführen; Ruhen oder absetzen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	vorigen Arbeitsgang weiterführen · ruhen oder absetzen; Schluss	Vorigen Arbeitsgang weiterführen; Ruhen oder absetzen; Schluss	0	R3_ACCEPTED	vorigen Arbeitsgang weiterführen · ruhen oder absetzen; Schluss	Vorigen Arbeitsgang weiterführen; Ruhen oder absetzen; Schluss
B4-S014	B4	f83r	f83r.38	F124	E348|E349|E350|E351	4	0	or · chey · qockhey · dairydy	Ansatz · dieser Arbeitsposten · über der Stelle · Wasserlauf schließen; Schluss	E348[PREPARATION] | E349[OWNER_ITEM] | E350[OPERATION] | E351[MEDIUM+FLOW_TRANSFER+CLOSE]	PREPARATION>OWNER_ITEM>OPERATION>MEDIUM>FLOW_TRANSFER>CLOSE	Ansatz; Dieser Arbeitsposten; Über der örtlich bezeichneten Stelle; Wasserlauf schließen; Schluss	CONTINUES_ACROSS_LINE	2	OR_BATCH|AIR_WATER	Zubereitung · dieser Arbeitsposten · über der Stelle · den Flüssigkeitslauf abschließen	Zubereitung; Dieser Arbeitsposten; Über der örtlich bezeichneten Stelle; Den Flüssigkeitslauf abschließen	2	OR_BATCH|AIR_WATER	Ansatz · dieser Arbeitsposten · über der Stelle · laufendes Wasser schließen; Schluss	Ansatz; Dieser Arbeitsposten; Über der örtlich bezeichneten Stelle; Schließe das laufende Wasser; Schluss
B4-S015	B4	f83r	f83r.39|f83r.41	F125|F126	E352|E353|E354|E355|E356|E357	6	0	qokain · shey · kain · chckhal · solkey · lchedy	eine Portion zugeben · Klarauszug · eine Portion · Dauer · kurz auffangen · hinausführen; Schluss	E352[QUANTITY+OPERATION] | E353[PREPARATION+STATE_GRADE] | E354[QUANTITY] | E355[OPERATION] | E356[TARGET+STATE_GRADE] | E357[OPERATION+FLOW_TRANSFER+CLOSE]	QUANTITY>OPERATION>PREPARATION>STATE_GRADE>TARGET>FLOW_TRANSFER>CLOSE	Eine Portion zugeben; Klarauszug; Eine Portion; Für die angegebene Dauer; Kurz auffangen; Hinausführen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	eine Portion zugeben · Klarauszug · eine Portion · Dauer · kurz auffangen · hinausführen; Schluss	Eine Portion zugeben; Klarauszug; Eine Portion; Für die angegebene Dauer; Kurz auffangen; Hinausführen; Schluss	1	PRODUCT_WHOLE_CARD	eine Portion zugeben · Klarauszug · eine Portion · Dauer · kurz auffangen · hinausführen; Schluss	Eine Portion zugeben; Klarauszug; Eine Portion; Für die angegebene Dauer; Kurz auffangen; Hinausführen; Schluss
B4-S016	B4	f83r	f83r.41|f83r.44	F127|F128	E358|E359|E360|E361	4	1	qolkain · dal · skar · shedy	eine weitere Portion zugeben · Stelle · Warmausguss · ruhen oder absetzen; Schluss	E358[QUANTITY+OPERATION] | E359[TARGET] | E360[MEDIUM+FLOW_TRANSFER] | E361[STATE_GRADE+CLOSE]	QUANTITY>OPERATION>TARGET>MEDIUM>FLOW_TRANSFER>STATE_GRADE>CLOSE	Eine weitere Portion zugeben; Stelle; Warmausguss; Ruhen oder absetzen; Schluss	CONTINUES_ACROSS_LINE	1	WARM_MEDIUM	eine weitere Portion zugeben · Stelle · erwärmtes Medium ausgießen · ruhen oder absetzen; Schluss	Eine weitere Portion zugeben; Stelle; Erwärmtes Medium ausgießen; Ruhen oder absetzen; Schluss	1	MEDIUM_WHOLE_CARD	eine weitere Portion zugeben · Stelle · warmes Medium aus der Quelle · ruhen oder absetzen; Schluss	Eine weitere Portion zugeben; Stelle; Gib warmes Medium aus der Quelle an die Stelle; Ruhen oder absetzen; Schluss
B5-S001	B5	f83r	f83r.47	F129	E362	1	0	otchdy	danach umsetzen; Schluss	E362[OPERATION+CLOSE]	OPERATION>CLOSE	Danach umsetzen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	danach umsetzen; Schluss	Danach umsetzen; Schluss	0	R3_ACCEPTED	danach umsetzen; Schluss	Danach umsetzen; Schluss
B5-S002	B5	f83r	f83r.47	F130	E363	1	0	qokchdy	Ansatz umsetzen; Schluss	E363[PREPARATION+OPERATION+CLOSE]	PREPARATION>OPERATION>CLOSE	Ansatz umsetzen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	Ansatz umsetzen; Schluss	Ansatz umsetzen; Schluss	0	R3_ACCEPTED	Ansatz umsetzen; Schluss	Ansatz umsetzen; Schluss
B5-S003	B5	f83r	f83r.47|f83r.48|f83r.49	F131|F132|F133	E364|E365|E366|E367|E368|E369|E370|E371|E372	9	3	shedal · dal · cheol · lol · chdal · aiin · sol · daiiin · chedy	Ruhe-/Absetzstelle · Stelle · mit Vorigem weiter · bis warm · an der Stelle umsetzen · vorgeschriebenes Maß · mit Vorigem weiter · zweite Öffnungsstufe · den laufenden Posten umsetzen oder durcharbeiten	E364[TARGET+STATE_GRADE] | E365[TARGET] | E366[OPERATION] | E367[STATE_GRADE] | E368[TARGET+OPERATION] | E369[QUANTITY] | E370[OPERATION] | E371[QUANTITY+STATE_GRADE] | E372[OWNER_ITEM+OPERATION]	TARGET>STATE_GRADE>OPERATION>QUANTITY>OWNER_ITEM	Ruhe-/Absetzstelle; Stelle; und mit dem vorigen Ansatz weiter; Bis es warm ist; An der Stelle umsetzen; Vorgeschriebenes Maß; und mit dem vorigen Ansatz weiter; Zweite Öffnungsstufe; Den laufenden Posten umsetzen oder durcharbeiten	CONTINUES_ACROSS_LINE	0	UNCHANGED	Ruhe-/Absetzstelle · Stelle · mit Vorigem weiter · bis warm · an der Stelle umsetzen · vorgeschriebenes Maß · mit Vorigem weiter · zweite Öffnungsstufe · den laufenden Posten umsetzen oder durcharbeiten	Ruhe-/Absetzstelle; Stelle; und mit dem vorigen Ansatz weiter; Bis es warm ist; An der Stelle umsetzen; Vorgeschriebenes Maß; und mit dem vorigen Ansatz weiter; Zweite Öffnungsstufe; Den laufenden Posten umsetzen oder durcharbeiten	0	R3_ACCEPTED	Ruhe-/Absetzstelle · Stelle · mit Vorigem weiter · bis warm · an der Stelle umsetzen · vorgeschriebenes Maß · mit Vorigem weiter · zweite Öffnungsstufe · den laufenden Posten umsetzen oder durcharbeiten	Ruhe-/Absetzstelle; Stelle; und mit dem vorigen Ansatz weiter; Bis es warm ist; An der Stelle umsetzen; Vorgeschriebenes Maß; und mit dem vorigen Ansatz weiter; Zweite Öffnungsstufe; Den laufenden Posten umsetzen oder durcharbeiten
B6-S001	B6	f83r	f83r.52|f83r.54	F134|F135	E373|E374|E375|E376|E377|E378|E379|E380|E381	9	1	solkeey · qekey · raly · ol · daiin · ol · dain · chey · ldalor	länger auffangen · ungekocht · erste Öffnung · mit Vorigem weiter · vorgeschriebenes Maß · mit Vorigem weiter · Tuch · dieser Arbeitsposten · bezeichnete Stelle	E373[TARGET+STATE_GRADE] | E374[STATE_GRADE] | E375[OPERATION] | E376[OPERATION] | E377[QUANTITY] | E378[OPERATION] | E379[OPERATION] | E380[OWNER_ITEM] | E381[TARGET]	TARGET>STATE_GRADE>OPERATION>QUANTITY>OWNER_ITEM	Länger auffangen; Ohne Kochen; Die erste Öffnung; und mit dem vorigen Ansatz weiter; Vorgeschriebenes Maß; und mit dem vorigen Ansatz weiter; Tuch; Dieser Arbeitsposten; Bezeichnete Stelle	CONTINUES_ACROSS_LINE	0	UNCHANGED	länger auffangen · ungekocht · erste Öffnung · mit Vorigem weiter · vorgeschriebenes Maß · mit Vorigem weiter · Tuch · dieser Arbeitsposten · bezeichnete Stelle	Länger auffangen; Ohne Kochen; Die erste Öffnung; und mit dem vorigen Ansatz weiter; Vorgeschriebenes Maß; und mit dem vorigen Ansatz weiter; Tuch; Dieser Arbeitsposten; Bezeichnete Stelle	0	R3_ACCEPTED	länger auffangen · ungekocht · erste Öffnung · mit Vorigem weiter · vorgeschriebenes Maß · mit Vorigem weiter · Tuch · dieser Arbeitsposten · bezeichnete Stelle	Länger auffangen; Ohne Kochen; Die erste Öffnung; und mit dem vorigen Ansatz weiter; Vorgeschriebenes Maß; und mit dem vorigen Ansatz weiter; Tuch; Dieser Arbeitsposten; Bezeichnete Stelle
