group_serial	diagram_id	page	locus	event_index	opaque_local_id	surface	visible_owner	local_namespace	transfer_status	exact_prose_joint_tuple_id	selected_component_parse	candidate_workshop_value_de	parse_alternatives	owner_and_namespace_preserved	cross_instrument_join	previous_candidate_value_de	atomic_common_root_value_de	common_root_revision	ambiguity_resolution_rule	label_frame_resolution_rule	address_core_resolution_rule	nomenclator_resolution
185	A1	f67r2	f67r2.74	8	A1:G185	okeeody	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	OK+EE+O+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OK+EE+O+DY || OK+EE+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	ansetzen + laenger + Arbeitsgang + dies	NO	LOCUS_INTERNAL_GROUP_KEEPS_CURRENT_ITEM	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
186	A1	f67r2	f67r2.74	9	A1:G186	qokoaiin	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+O+AIIN	ansetzen + Arbeitsgang + Mass	NONE	YES	NONE	ansetzen + Arbeitsgang + Mass	ansetzen + Arbeitsgang + Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
187	A1	f67r2	f67r2.74	10	A1:G187	odain	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	UNIQUE_COMPONENT_SEQUENCE	NONE	O+AIN	Arbeitsgang + Portion	NONE	YES	NONE	Arbeitsgang + Portion	Arbeitsgang + Portion	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
188	A1	f67r2	f67r2.74	11	A1:G188	ar	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	UNIQUE_COMPONENT_SEQUENCE	NONE	AR	von dort	NONE	YES	NONE	von dort	von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
189	A1	f67r2	f67r2.74	12	A1:G189	air	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	UNIQUE_COMPONENT_SEQUENCE	NONE	AIR	Wasser	NONE	YES	NONE	Wasser	Lauf	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
190	A1	f67r2	f67r2.74	13	A1:G190	ay	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	A_ADDR+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Nebenadresse + dies	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED
191	A2	f68r1	f68r1.1	1	A2:G001	shokchy	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	HO+K+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	HO+K+Y || SH+OK+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Gabe + zufuehren + dies	NO	PANEL_HEADER_PREFERS_HO_ENTRY_MACRO	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
192	A2	f68r1	f68r1.1	2	A2:G002	chteey	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	CH+T+EE+Y	abziehen + fuellen + laenger + dies	NONE	YES	NONE	abziehen + fuellen + laenger + dies	abziehen + eintragen + laenger + dies	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
193	A2	f68r1	f68r1.1	3	A2:G003	choteey	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	HO+T+EE+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	CH+OT+EE+Y || HO+T+EE+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Gabe + eintragen + laenger + dies	NO	PANEL_HEADER_PREFERS_HO_ENTRY_MACRO	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
194	A2	f68r1	f68r1.1	4	A2:G004	cphol	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	CPH_CLASS+OL	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Sternfigur + fortsetzen	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED
195	A2	f68r1	f68r1.1	5	A2:G005	cheor	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	CHEO+R	Auszug + abkuehlen	NONE	YES	NONE	Auszug + abkuehlen	Auszug + abkuehlen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
196	A2	f68r1	f68r1.1	6	A2:G006	opcheeol	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+P+CH+EE+OL	Arbeitsgang + hinein + abziehen + laenger + fortsetzen	NONE	YES	NONE	Arbeitsgang + hinein + abziehen + laenger + fortsetzen	Arbeitsgang + hinein + abziehen + laenger + fortsetzen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
197	A2	f68r1	f68r1.1	7	A2:G007	otor	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+OR	danach + Ansatz	NONE	YES	NONE	danach + Ansatz	danach + Ansatz	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
198	A2	f68r1	f68r1.1	8	A2:G008	choctheeey	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	HO+CTH+EEE+Y	Zutat + bereit + vollstaendig + dies	NONE	YES	NONE	Zutat + bereit + vollstaendig + dies	Gabe + bereit + vollstaendig + dies	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
199	A2	f68r1	f68r1.1	9	A2:G009	okchoal	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+HO+AL	ansetzen + Zutat + Stelle	NONE	YES	NONE	ansetzen + Zutat + Stelle	ansetzen + Gabe + Stelle	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
200	A2	f68r1	f68r1.2	1	A2:G010	tochso	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	T+O+CH+S_ADDR+O	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	eintragen + Arbeitsgang + abziehen + Sternbezug + Arbeitsgang	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED
201	A2	f68r1	f68r1.2	2	A2:G011	otchl	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+CH+L	danach + abziehen + fuehren	NONE	YES	NONE	danach + abziehen + fuehren	danach + abziehen + fuehren	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
202	A2	f68r1	f68r1.2	3	A2:G012	qokeeedy	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	EXACT_PROSE_SURFACE	d25110e0d8488927278f	OK+EEE+DY	vollständig ansetzen; Schluss	NONE	YES	NONE	vollständig ansetzen; Schluss	vollständig ansetzen; Schluss	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
203	A2	f68r1	f68r1.2	4	A2:G013	cheey	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	EXACT_PROSE_SURFACE	b5df9126607030b95175	WHOLE[cheey|shey]	Klarauszug	NONE	YES	NONE	Klarauszug	Ergebnis	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
204	A2	f68r1	f68r1.2	5	A2:G014	cheeteey	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	CH+EE+T+EE+Y	abziehen + laenger + fuellen + laenger + dies	NONE	YES	NONE	abziehen + laenger + fuellen + laenger + dies	abziehen + laenger + eintragen + laenger + dies	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
205	A2	f68r1	f68r1.2	6	A2:G015	yteody	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	Y+T+E+O+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Y+T+E+O+DY || Y+T+E+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	dies + eintragen + kurz + Arbeitsgang + dies	NO	LOCUS_INTERNAL_GROUP_KEEPS_CURRENT_ITEM	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
206	A2	f68r1	f68r1.2	7	A2:G016	chpor	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	CH+P+OR	abziehen + hinein + Ansatz	NONE	YES	NONE	abziehen + hinein + Ansatz	abziehen + hinein + Ansatz	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
207	A2	f68r1	f68r1.2	8	A2:G017	cheokorchey	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	CHEO+K+OR+Y	Auszug + zufuehren + Ansatz + dies	NONE	YES	NONE	Auszug + zufuehren + Ansatz + dies	Auszug + zufuehren + Ansatz + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
208	A2	f68r1	f68r1.2	9	A2:G018	chod	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	HO+D_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Gabe + Teiladresse	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED
209	A2	f68r1	f68r1.3	1	A2:G019	ykor	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+OR	dies + zufuehren + Ansatz	NONE	YES	NONE	dies + zufuehren + Ansatz	dies + zufuehren + Ansatz	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
210	A2	f68r1	f68r1.3	2	A2:G020	shey	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	EXACT_PROSE_SURFACE	b5df9126607030b95175	WHOLE[cheey|shey]	Klarauszug	NONE	YES	NONE	Klarauszug	Ergebnis	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
211	A2	f68r1	f68r1.3	3	A2:G021	qocheey	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+CH+EE+Y	Arbeitsgang + abziehen + laenger + dies	NONE	YES	NONE	Arbeitsgang + abziehen + laenger + dies	Arbeitsgang + abziehen + laenger + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
212	A2	f68r1	f68r1.3	4	A2:G022	chokal	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	HO+K+AL	ASTRO_LOCAL_LABEL_PENDING_CHOICE	CH+OK+AL || HO+K+AL	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Gabe + zufuehren + Stelle	NO	PANEL_HEADER_PREFERS_HO_ENTRY_MACRO	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
213	A2	f68r1	f68r1.3	5	A2:G023	okeey	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	EXACT_PROSE_SURFACE	0275fbf14e07935b0a45	OK+EE+Y	länger ansetzen	NONE	YES	NONE	länger ansetzen	länger ansetzen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
214	A2	f68r1	f68r1.3	6	A2:G024	ror	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	R+OR	abkuehlen + Ansatz	NONE	YES	NONE	abkuehlen + Ansatz	abkuehlen + Ansatz	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
215	A2	f68r1	f68r1.3	7	A2:G025	eckhear	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	E+CKHE+AR	kurz + seihen + von dort	NONE	YES	NONE	kurz + seihen + von dort	kurz + seihen + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
216	A2	f68r1	f68r1.3	8	A2:G026	daram	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	AR+AM_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	von dort + Gegenfeld	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED
217	A2	f68r1	f68r1.4	1	A2:G027	dchor	A2_MULTIPANEL_HEADER_FRAGMENT_04	A68_MULTIPANEL_STAR_ATLAS	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	D_ADDR+OR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Teiladresse + Ansatz	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED
218	A2	f68r1	f68r1.4	2	A2:G028	okaiiin	A2_MULTIPANEL_HEADER_FRAGMENT_04	A68_MULTIPANEL_STAR_ATLAS	ASTRO_COUNT_SECTION_RESOLVED_SEQUENCE	NONE	OK+A_ADDR+I_COUNT+IIN	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	ansetzen + Nebenadresse + Zaehlstrich + Sollstufe	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NEW_RECURRENT_CORE
219	A2	f68r1	f68r1.5	1	A2:G029	yky	A2_MULTIPANEL_HEADER_FRAGMENT_05	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+Y	dies + zufuehren + dies	NONE	YES	NONE	dies + zufuehren + dies	dies + zufuehren + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
220	A2	f68r1	f68r1.6	1	A2:G030	dary	A2_MULTIPANEL_HEADER_FRAGMENT_06	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	AR+Y	von dort + dies	NONE	YES	NONE	von dort + dies	von dort + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
221	A2	f68r1	f68r1.7	1	A2:G031	chkchykoly	A2_MULTIPANEL_HEADER_FRAGMENT_07	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	CHK+Y+K+OL+Y	waermen + dies + zufuehren + fortsetzen + dies	NONE	YES	NONE	waermen + dies + zufuehren + fortsetzen + dies	waermen + dies + zufuehren + fortsetzen + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
222	A2	f68r1	f68r1.8	1	A2:G032	okodaly	A2_CENTRE_KEY_UNRESOLVED	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+O+AL+Y	ansetzen + Arbeitsgang + Stelle + dies	NONE	YES	NONE	ansetzen + Arbeitsgang + Stelle + dies	ansetzen + Arbeitsgang + Stelle + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
223	A2	f68r1	f68r1.9	1	A2:G033	odchecthy	A2_STAR_STATION_01	A68_MULTIPANEL_STAR_ATLAS	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	O+D_ADDR+CH+E+CTH+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + Teiladresse + abziehen + kurz + bereit + dies	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED
224	A2	f68r1	f68r1.10	1	A2:G034	otcheody	A2_STAR_STATION_02	A68_MULTIPANEL_STAR_ATLAS	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	OT+CHEO+DY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OT+CHEO+DY || OT+CHEO+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	danach + Auszug + Schluss	NO	LOCUS_FINAL_OR_SINGLETON_TAKES_LICENSED_ENDPOINT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
225	A2	f68r1	f68r1.11	1	A2:G035	okoaly	A2_STAR_STATION_03	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+O+AL+Y	ansetzen + Arbeitsgang + Stelle + dies	NONE	YES	NONE	ansetzen + Arbeitsgang + Stelle + dies	ansetzen + Arbeitsgang + Stelle + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
226	A2	f68r1	f68r1.12	1	A2:G036	chocfhy	A2_STAR_STATION_04	A68_MULTIPANEL_STAR_ATLAS	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	HO+CFH_CLASS+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Gabe + Sternhaufen + dies	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED
227	A2	f68r1	f68r1.13	1	A2:G037	octhey	A2_STAR_STATION_05	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	O+CTH+E+Y	Arbeitsgang + bereit + kurz + dies	NONE	YES	NONE	Arbeitsgang + bereit + kurz + dies	Arbeitsgang + bereit + kurz + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
228	A2	f68r1	f68r1.14	1	A2:G038	otshey	A2_STAR_STATION_06	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+SH+E+Y	danach + halten + kurz + dies	NONE	YES	NONE	danach + halten + kurz + dies	danach + halten + kurz + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
229	A2	f68r1	f68r1.15	1	A2:G039	otydy	A2_STAR_STATION_07	A68_MULTIPANEL_STAR_ATLAS	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	OT+Y+DY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OT+Y+DY || OT+Y+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	danach + dies + Schluss	NO	LOCUS_FINAL_OR_SINGLETON_TAKES_LICENSED_ENDPOINT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
230	A2	f68r1	f68r1.16	1	A2:G040	okear	A2_STAR_STATION_08	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+E+AR	ansetzen + kurz + von dort	NONE	YES	NONE	ansetzen + kurz + von dort	ansetzen + kurz + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
231	A2	f68r1	f68r1.17	1	A2:G041	cphocthy	A2_STAR_STATION_09	A68_MULTIPANEL_STAR_ATLAS	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	CPH_CLASS+O+CTH+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Sternfigur + Arbeitsgang + bereit + dies	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED
232	A2	f68r1	f68r1.18	1	A2:G042	ytchody	A2_STAR_STATION_10	A68_MULTIPANEL_STAR_ATLAS	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	Y+T+HO+DY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Y+T+HO+DY || Y+T+HO+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	dies + eintragen + Gabe + Schluss	NO	LOCUS_FINAL_OR_SINGLETON_TAKES_LICENSED_ENDPOINT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
233	A2	f68r1	f68r1.19	1	A2:G043	otys	A2_STAR_STATION_11	A68_MULTIPANEL_STAR_ATLAS	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	OT+Y+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	danach + dies + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED
234	A2	f68r1	f68r1.20	1	A2:G044	olor	A2_STAR_STATION_12	A68_MULTIPANEL_STAR_ATLAS	EXACT_PROSE_SURFACE	dec401773c1f0347793d	OL+OR	weiterer Ansatz	NONE	YES	NONE	weiterer Ansatz	weiterer Ansatz	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
235	A2	f68r1	f68r1.21	1	A2:G045	ockhy	A2_STAR_STATION_13	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	O+CKH+Y	Arbeitsgang + Durchlass + dies	NONE	YES	NONE	Arbeitsgang + Durchlass + dies	Arbeitsgang + Durchlass + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
236	A2	f68r1	f68r1.22	1	A2:G046	ofcheor	A2_STAR_STATION_14	A68_MULTIPANEL_STAR_ATLAS	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	O+F_ADDR+CHEO+R	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + Aussenbezug + Auszug + abkuehlen	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED
237	A2	f68r1	f68r1.23	1	A2:G047	otchdy	A2_STAR_STATION_15	A68_MULTIPANEL_STAR_ATLAS	EXACT_PROSE_SURFACE	601b77449028deed39de	OT+CHD+DY	danach umsetzen; Schluss	NONE	YES	NONE	danach umsetzen; Schluss	danach umsetzen; Schluss	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
238	A2	f68r1	f68r1.24	1	A2:G048	otykchs	A2_STAR_STATION_16	A68_MULTIPANEL_STAR_ATLAS	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	OT+Y+K+CH+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	danach + dies + zufuehren + abziehen + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED
239	A2	f68r1	f68r1.25	1	A2:G049	otol	A2_STAR_STATION_17	A68_MULTIPANEL_STAR_ATLAS	EXACT_PROSE_SURFACE	497cbd9c7401810ff56b	OT+OL	danach fortsetzen	NONE	YES	NONE	danach fortsetzen	danach fortsetzen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
240	A2	f68r1	f68r1.26	1	A2:G050	otor	A2_STAR_STATION_18	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+OR	danach + Ansatz	NONE	YES	NONE	danach + Ansatz	danach + Ansatz	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
241	A2	f68r1	f68r1.27	1	A2:G051	oiinar	A2_STAR_STATION_19	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	O+IIN+AR	Arbeitsgang + Sollstufe + von dort	NONE	YES	NONE	Arbeitsgang + Sollstufe + von dort	Arbeitsgang + Sollstufe + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
242	A2	f68r1	f68r1.28	1	A2:G052	okoldy	A2_STAR_STATION_20	A68_MULTIPANEL_STAR_ATLAS	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	OK+OL+DY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OK+OL+DY || OK+OL+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	ansetzen + fortsetzen + Schluss	NO	LOCUS_FINAL_OR_SINGLETON_TAKES_LICENSED_ENDPOINT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
243	A2	f68r1	f68r1.29	1	A2:G053	ykchdy	A2_STAR_STATION_21	A68_MULTIPANEL_STAR_ATLAS	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	Y+K+CHD+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Y+K+CH+DY || Y+K+CH+Y || Y+K+CHD+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	dies + zufuehren + umsetzen + dies	NO	KNOWN_CHD_MACRO_BEATS_CH_PLUS_ENDPOINT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
244	A2	f68r1	f68r1.30	1	A2:G054	oeeody	A2_STAR_STATION_22	A68_MULTIPANEL_STAR_ATLAS	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	O+EE+O+DY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	O+EE+O+DY || O+EE+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Arbeitsgang + laenger + Arbeitsgang + Schluss	NO	LOCUS_FINAL_OR_SINGLETON_TAKES_LICENSED_ENDPOINT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
