admitted_slot_ordinal	array_id	physical_folio	source_selector	locus	complete_label_surface	label_token_count	sequence_default_de	sequence_working_display	default_source	suppressed_unconditional_token_default_count	suppressed_unconditional_token_defaults	tokenwise_pharmaceutical_composition_allowed	renderer_precedence	semantic_confidence	component_export_credit
167	SCARR029|f72r2|S1	f72	f72r2	f72r2.11	okal	1	KENNSTELLEN-/SYSTEMEINTRAGSCODE; oberer Kreissektor als Rival (11:30–1:15)	⟦okal:KENNSTELLEN-/SYSTEMEINTRAGSCODE; oberer Kreissektor als Rival (11:30–1:15)⟧	GDT794_REPEATED_COMPLETE_LABEL_DEFAULT	1	okal=Rohstoffklasse I im heißen Ansatz, Gradanfang	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
168	SCARR029|f72r2|S1	f72	f72r2	f72r2.12	okeey ary	2	lokaler Kreiseintrag über mehrere Ringe; Transfer offen	⟦okeey ary:lokaler Kreiseintrag über mehrere Ringe; Transfer offen⟧	GDT794_REPEATED_COMPLETE_LABEL_DEFAULT	2	okeey=heißer Ansatz am Ende des Grades|ary=Drogenfraktion I, abgeschlossen	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
169	SCARR029|f72r2|S1	f72	f72r2	f72r2.13	oteeary	1	individuelle Kreisbezeichnung an Kluge 16A (Bedeutung offen)	⟦oteeary:individuelle Kreisbezeichnung an Kluge 16A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
170	SCARR029|f72r2|S1	f72	f72r2	f72r2.14	otair dy	2	individuelle Kreisbezeichnung an Kluge 17A (Bedeutung offen)	⟦otair dy:individuelle Kreisbezeichnung an Kluge 17A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	1	otair=Anteil II des kalten Ansatzes	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
171	SCARR029|f72r2|S1	f72	f72r2	f72r2.15	okaircham	1	individuelle Kreisbezeichnung an Kluge 18A (Bedeutung offen)	⟦okaircham:individuelle Kreisbezeichnung an Kluge 18A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
172	SCARR029|f72r2|S1	f72	f72r2	f72r2.16	okeal	1	gelernter Kreiseintrag; Position wechselt zwischen Folios	⟦okeal:gelernter Kreiseintrag; Position wechselt zwischen Folios⟧	GDT794_REPEATED_COMPLETE_LABEL_DEFAULT	1	okeal=Rohstoffklasse I im Ansatz, heiß in der Gradmitte	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
173	SCARR029|f72r2|S1	f72	f72r2	f72r2.17	otar	1	gelernter Kreiseintrag; Position wechselt zwischen Folios	⟦otar:gelernter Kreiseintrag; Position wechselt zwischen Folios⟧	GDT794_REPEATED_COMPLETE_LABEL_DEFAULT	1	otar=kalter Zubereitungsanteil I	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
174	SCARR029|f72r2|S1	f72	f72r2	f72r2.18	okaly	1	wiederkehrende Kreiseintragsklasse; kein einzelner Platz	⟦okaly:wiederkehrende Kreiseintragsklasse; kein einzelner Platz⟧	GDT794_REPEATED_COMPLETE_LABEL_DEFAULT	1	okaly=Rohstoff-I-Ansatz leicht erhitzen und abschließen	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
175	SCARR029|f72r2|S1	f72	f72r2	f72r2.19	orary	1	individuelle Kreisbezeichnung an Kluge 22A (Bedeutung offen)	⟦orary:individuelle Kreisbezeichnung an Kluge 22A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
176	SCARR029|f72r2|S1	f72	f72r2	f72r2.20	okyd	1	individuelle Kreisbezeichnung an Kluge 24A (Bedeutung offen)	⟦okyd:individuelle Kreisbezeichnung an Kluge 24A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
177	SCARR029|f72r2|S1	f72	f72r2	f72r2.21	otolam	1	individuelle Kreisbezeichnung an Kluge 25A (Bedeutung offen)	⟦otolam:individuelle Kreisbezeichnung an Kluge 25A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
178	SCARR030|f72r2|S2	f72	f72r2	f72r2.23	otal	1	individuelle Kreisbezeichnung an Kluge 1A (Bedeutung offen)	⟦otal:individuelle Kreisbezeichnung an Kluge 1A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	1	otal=Material I im kalten Anfangsansatz	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
179	SCARR030|f72r2|S2	f72	f72r2	f72r2.24	ralal	1	individuelle Kreisbezeichnung an Kluge 2A (Bedeutung offen)	⟦ralal:individuelle Kreisbezeichnung an Kluge 2A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
180	SCARR030|f72r2|S2	f72	f72r2	f72r2.25	okam	1	individuelle Kreisbezeichnung an Kluge 3A (Bedeutung offen)	⟦okam:individuelle Kreisbezeichnung an Kluge 3A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	1	okam=ein Maß heißen Ansatzes	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
181	SCARR030|f72r2|S2	f72	f72r2	f72r2.26	otalshy	1	individuelle Kreisbezeichnung an Kluge 4A (Bedeutung offen)	⟦otalshy:individuelle Kreisbezeichnung an Kluge 4A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
182	SCARR030|f72r2|S2	f72	f72r2	f72r2.27	okaldy	1	individuelle Kreisbezeichnung an Kluge 5A (Bedeutung offen)	⟦okaldy:individuelle Kreisbezeichnung an Kluge 5A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
183	SCARR030|f72r2|S2	f72	f72r2	f72r2.28	chosar	1	individuelle Kreisbezeichnung an Kluge 6A (Bedeutung offen)	⟦chosar:individuelle Kreisbezeichnung an Kluge 6A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
184	SCARR030|f72r2|S2	f72	f72r2	f72r2.29	otam	1	individuelle Kreisbezeichnung an Kluge 7A (Bedeutung offen)	⟦otam:individuelle Kreisbezeichnung an Kluge 7A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	1	otam=kalt; Maß I	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
185	SCARR030|f72r2|S2	f72	f72r2	f72r2.30	ainaly	1	individuelle Kreisbezeichnung an Kluge 8A (Bedeutung offen)	⟦ainaly:individuelle Kreisbezeichnung an Kluge 8A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
186	SCARR030|f72r2|S2	f72	f72r2	f72r2.31	okarcham	1	individuelle Kreisbezeichnung an Kluge 9A (Bedeutung offen)	⟦okarcham:individuelle Kreisbezeichnung an Kluge 9A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
187	SCARR031|f72r3|S1	f72	f72r3	f72r3.13	ykolairol	1	individuelle Kreisbezeichnung bei sichtbarer Lage 10.000000 Uhr (Bedeutung offen)	⟦ykolairol:individuelle Kreisbezeichnung bei sichtbarer Lage 10.000000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
188	SCARR031|f72r3|S1	f72	f72r3	f72r3.2	olkalaiin	1	individuelle Kreisbezeichnung bei sichtbarer Lage 10.500000 Uhr (Bedeutung offen)	⟦olkalaiin:individuelle Kreisbezeichnung bei sichtbarer Lage 10.500000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
189	SCARR031|f72r3|S1	f72	f72r3	f72r3.3	olalsy	1	individuelle Kreisbezeichnung bei sichtbarer Lage 11.000000 Uhr (Bedeutung offen)	⟦olalsy:individuelle Kreisbezeichnung bei sichtbarer Lage 11.000000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
190	SCARR031|f72r3|S1	f72	f72r3	f72r3.4	oraiinam	1	individuelle Kreisbezeichnung bei sichtbarer Lage 0.000000 Uhr (Bedeutung offen)	⟦oraiinam:individuelle Kreisbezeichnung bei sichtbarer Lage 0.000000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
191	SCARR031|f72r3|S1	f72	f72r3	f72r3.5	osarsheeeo	1	individuelle Kreisbezeichnung bei sichtbarer Lage 0.750000 Uhr (Bedeutung offen)	⟦osarsheeeo:individuelle Kreisbezeichnung bei sichtbarer Lage 0.750000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
192	SCARR031|f72r3|S1	f72	f72r3	f72r3.6	oto aiin	2	individuelle Kreisbezeichnung bei sichtbarer Lage 1.500000 Uhr (Bedeutung offen)	⟦oto aiin:individuelle Kreisbezeichnung bei sichtbarer Lage 1.500000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	1	aiin=Menge III	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
193	SCARR031|f72r3|S1	f72	f72r3	f72r3.7	opoiiinoin al ches	3	individuelle Kreisbezeichnung bei sichtbarer Lage 2.250000 Uhr (Bedeutung offen)	⟦opoiiinoin al ches:individuelle Kreisbezeichnung bei sichtbarer Lage 2.250000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	2	al=Material I|ches=trocken, Mittelstufe	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
194	SCARR031|f72r3|S1	f72	f72r3	f72r3.8	ypaiin alaly	2	individuelle Kreisbezeichnung bei sichtbarer Lage 3.750000 Uhr (Bedeutung offen)	⟦ypaiin alaly:individuelle Kreisbezeichnung bei sichtbarer Lage 3.750000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
195	SCARR031|f72r3|S1	f72	f72r3	f72r3.9	oteey daiin	2	individuelle Kreisbezeichnung bei sichtbarer Lage 5.000000 Uhr (Bedeutung offen)	⟦oteey daiin:individuelle Kreisbezeichnung bei sichtbarer Lage 5.000000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	1	oteey=kalter Ansatz am Ende des Grades	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
196	SCARR031|f72r3|S1	f72	f72r3	f72r3.10	oeeodaiin	1	individuelle Kreisbezeichnung bei sichtbarer Lage 6.250000 Uhr (Bedeutung offen)	⟦oeeodaiin:individuelle Kreisbezeichnung bei sichtbarer Lage 6.250000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
197	SCARR031|f72r3|S1	f72	f72r3	f72r3.11	ofsholdy	1	individuelle Kreisbezeichnung bei sichtbarer Lage 7.000000 Uhr (Bedeutung offen)	⟦ofsholdy:individuelle Kreisbezeichnung bei sichtbarer Lage 7.000000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
198	SCARR031|f72r3|S1	f72	f72r3	f72r3.12	opoeey okaiin	2	individuelle Kreisbezeichnung bei sichtbarer Lage 8.000000 Uhr (Bedeutung offen)	⟦opoeey okaiin:individuelle Kreisbezeichnung bei sichtbarer Lage 8.000000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	1	okaiin=heißer Ansatz, Grad III	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
199	SCARR032|f72r3|S2	f72	f72r3	f72r3.25	olfsheoral	1	individuelle Kreisbezeichnung bei sichtbarer Lage 10.000000 Uhr (Bedeutung offen)	⟦olfsheoral:individuelle Kreisbezeichnung bei sichtbarer Lage 10.000000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
200	SCARR032|f72r3|S2	f72	f72r3	f72r3.15	oralkam	1	individuelle Kreisbezeichnung bei sichtbarer Lage 11.000000 Uhr (Bedeutung offen)	⟦oralkam:individuelle Kreisbezeichnung bei sichtbarer Lage 11.000000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
201	SCARR032|f72r3|S2	f72	f72r3	f72r3.16	ytairal	1	individuelle Kreisbezeichnung bei sichtbarer Lage 0.000000 Uhr (Bedeutung offen)	⟦ytairal:individuelle Kreisbezeichnung bei sichtbarer Lage 0.000000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
202	SCARR032|f72r3|S2	f72	f72r3	f72r3.17	oeeesaiin	1	individuelle Kreisbezeichnung bei sichtbarer Lage 1.000000 Uhr (Bedeutung offen)	⟦oeeesaiin:individuelle Kreisbezeichnung bei sichtbarer Lage 1.000000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
203	SCARR032|f72r3|S2	f72	f72r3	f72r3.18	ory	1	individuelle Kreisbezeichnung bei sichtbarer Lage 1.750000 Uhr (Bedeutung offen)	⟦ory:individuelle Kreisbezeichnung bei sichtbarer Lage 1.750000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
204	SCARR032|f72r3|S2	f72	f72r3	f72r3.19	ochey fydy	2	individuelle Kreisbezeichnung bei sichtbarer Lage 2.500000 Uhr (Bedeutung offen)	⟦ochey fydy:individuelle Kreisbezeichnung bei sichtbarer Lage 2.500000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
205	SCARR032|f72r3|S2	f72	f72r3	f72r3.20	of o eeesaly	3	individuelle Kreisbezeichnung bei sichtbarer Lage 3.250000 Uhr (Bedeutung offen)	⟦of o eeesaly:individuelle Kreisbezeichnung bei sichtbarer Lage 3.250000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
206	SCARR032|f72r3|S2	f72	f72r3	f72r3.21	ykaraiin airal	2	individuelle Kreisbezeichnung bei sichtbarer Lage 5.000000 Uhr (Bedeutung offen)	⟦ykaraiin airal:individuelle Kreisbezeichnung bei sichtbarer Lage 5.000000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
207	SCARR032|f72r3|S2	f72	f72r3	f72r3.22	okalar	1	lokaler Kreiseintrag über mehrere Ringe; Transfer offen	⟦okalar:lokaler Kreiseintrag über mehrere Ringe; Transfer offen⟧	GDT794_REPEATED_COMPLETE_LABEL_DEFAULT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
208	SCARR032|f72r3|S2	f72	f72r3	f72r3.23	orara	1	individuelle Kreisbezeichnung bei sichtbarer Lage 8.000000 Uhr (Bedeutung offen)	⟦orara:individuelle Kreisbezeichnung bei sichtbarer Lage 8.000000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
209	SCARR032|f72r3|S2	f72	f72r3	f72r3.24	olaiin olay	2	individuelle Kreisbezeichnung bei sichtbarer Lage 8.750000 Uhr (Bedeutung offen)	⟦olaiin olay:individuelle Kreisbezeichnung bei sichtbarer Lage 8.750000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	1	olaiin=drei Portionen Drogenstoff	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
210	SCARR033|f72r3|S3	f72	f72r3	f72r3.33	oletal	1	individuelle Kreisbezeichnung bei sichtbarer Lage 9.000000 Uhr (Bedeutung offen)	⟦oletal:individuelle Kreisbezeichnung bei sichtbarer Lage 9.000000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
211	SCARR033|f72r3|S3	f72	f72r3	f72r3.27	opalal	1	individuelle Kreisbezeichnung bei sichtbarer Lage 10.500000 Uhr (Bedeutung offen)	⟦opalal:individuelle Kreisbezeichnung bei sichtbarer Lage 10.500000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
212	SCARR033|f72r3|S3	f72	f72r3	f72r3.28	yfary	1	individuelle Kreisbezeichnung bei sichtbarer Lage 0.000000 Uhr (Bedeutung offen)	⟦yfary:individuelle Kreisbezeichnung bei sichtbarer Lage 0.000000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
213	SCARR033|f72r3|S3	f72	f72r3	f72r3.29	oraiiral	1	individuelle Kreisbezeichnung bei sichtbarer Lage 1.250000 Uhr (Bedeutung offen)	⟦oraiiral:individuelle Kreisbezeichnung bei sichtbarer Lage 1.250000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
214	SCARR033|f72r3|S3	f72	f72r3	f72r3.30	ytoar shar	2	individuelle Kreisbezeichnung bei sichtbarer Lage 3.083333 Uhr (Bedeutung offen)	⟦ytoar shar:individuelle Kreisbezeichnung bei sichtbarer Lage 3.083333 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	1	shar=angefeuchtete Drogenfraktion I	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
215	SCARR033|f72r3|S3	f72	f72r3	f72r3.31	octho	1	individuelle Kreisbezeichnung bei sichtbarer Lage 6.000000 Uhr (Bedeutung offen)	⟦octho:individuelle Kreisbezeichnung bei sichtbarer Lage 6.000000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
216	SCARR033|f72r3|S3	f72	f72r3	f72r3.32	aral	1	individuelle Kreisbezeichnung bei sichtbarer Lage 7.500000 Uhr (Bedeutung offen)	⟦aral:individuelle Kreisbezeichnung bei sichtbarer Lage 7.500000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	1	aral=Rohdrogenfraktion I	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
