surface	component_recipe	portable_core_de	events	physical_pages	registers	layers	cross_layer	cross_register	event_ids
ltedy	L+T+E+DY	LEITEN · EINSTELLEN · KURZ · SCHLIESSEN	2	f75r|f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0744|P912-E1045
lteedy	L+T+EE+D_ADDR+Y	LEITEN · EINSTELLEN · LÄNGER · TEIL · DIES	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1246
ly	L+Y	LEITEN · DIES	2	f75r|f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0449|P912-E1082
o	O	AUSFÜHREN	8	f10r|f56r|f69v|f70v|f75r|f83r	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0020|P912-E0335|P912-E0712|P912-E1464|P912-E2014|P912-E2040|P912-E2249|P912-E2348
oaiin	O+AIIN	AUSFÜHREN · SOLLWERT	2	f55v|f67r2	CELESTIAL_LOOKUP|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E0304|P912-E1922
oain	O+AIN	AUSFÜHREN · EINHEIT	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2388
oalcheg	O+AL+CH+E+G_LABEL	AUSFÜHREN · ZIEL · NEHMEN · KURZ · PRÜFEN	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2191
oar	O+AR	AUSFÜHREN · QUELLE	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2142
oaram	O+AR+AM_ADDR	AUSFÜHREN · QUELLE · INNEN	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2054
ochedy	O+CHD+Y	AUSFÜHREN · UMSETZEN · DIES	1	f55v	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0256
ochol	O+OL	AUSFÜHREN · FORTSETZEN	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1822
ochoyk	O+CH+O+Y+K	AUSFÜHREN · NEHMEN · AUSFÜHREN · DIES · GEBEN	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2115
ochy	O+Y	AUSFÜHREN · DIES	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2150
ockhey	O+CKH+E+Y	AUSFÜHREN · DURCHLASS · KURZ · DIES	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1571
ockhy	O+CKH+Y	AUSFÜHREN · DURCHLASS · DIES	3	f67r2|f68r1|f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	NO	P912-E1853|P912-E1983|P912-E2055
ocphy	O+CPH+Y	AUSFÜHREN · UMLEITEN · DIES	1	f68r1	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1993
octheol	O+CTH+E+OL	AUSFÜHREN · BEREIT · KURZ · FORTSETZEN	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1136
octhey	O+CTH+E+Y	AUSFÜHREN · BEREIT · KURZ · DIES	1	f68r1	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1975
octhody	O+CTH+O+D_ADDR+Y	AUSFÜHREN · BEREIT · AUSFÜHREN · TEIL · DIES	1	f10r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0003
octhole	O+CTH+OL+E	AUSFÜHREN · BEREIT · FORTSETZEN · KURZ	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1842
octhys	O+CTH+Y+S	AUSFÜHREN · BEREIT · DIES · AUSWÄHLEN	1	f67r2	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1889
odaeiin	O+DA+E+IIN	AUSFÜHREN · ZWEIT · KURZ · STUFE	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1785
odaiiin	O+DA+LOCAL_CHAR_I+IIN	AUSFÜHREN · ZWEIT · UNTERSTUFE · STUFE	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1863
odaiin	O+D_ADDR+AIIN	AUSFÜHREN · TEIL · SOLLWERT	1	f10r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0089
odain	O+D_ADDR+AIN	AUSFÜHREN · TEIL · EINHEIT	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1935
odair	O+D_ADDR+AIR	AUSFÜHREN · TEIL · LAUF	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2036
odal	O+DA+L	AUSFÜHREN · ZWEIT · LEITEN	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1831
odar	O+D_ADDR+AR	AUSFÜHREN · TEIL · QUELLE	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0630
odas	O+DA+S	AUSFÜHREN · ZWEIT · AUSWÄHLEN	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1826
odchecthy	O+D_ADDR+CH+E+CTH+Y	AUSFÜHREN · TEIL · NEHMEN · KURZ · BEREIT · DIES	1	f68r1	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1971
odl	O+D_ADDR+L	AUSFÜHREN · TEIL · LEITEN	1	f11r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0136
ody	O+DY	AUSFÜHREN · SCHLIESSEN	6	f10r|f55v|f69v|f70v	CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0039|P912-E0258|P912-E0263|P912-E2077|P912-E2242|P912-E2277
oear	O+E+AR	AUSFÜHREN · KURZ · QUELLE	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1830
oedain	O+E+D_ADDR+AIN	AUSFÜHREN · KURZ · TEIL · EINHEIT	1	f55v	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0230
oeeed	O+EEE+D_ADDR	AUSFÜHREN · VOLL · TEIL	1	f55v	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0234
oeees	O+EEE+S	AUSFÜHREN · VOLL · AUSWÄHLEN	1	f13r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0176
oeeody	O+EE+O+D_ADDR+Y	AUSFÜHREN · LÄNGER · AUSFÜHREN · TEIL · DIES	1	f68r1	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1992
oeeos	O+EE+O+S	AUSFÜHREN · LÄNGER · AUSFÜHREN · AUSWÄHLEN	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1929
oeesy	O+EE+S+Y	AUSFÜHREN · LÄNGER · AUSWÄHLEN · DIES	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2118
oeey	O+EE+Y	AUSFÜHREN · LÄNGER · DIES	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2213
oekain	O+E+K+AIN	AUSFÜHREN · KURZ · GEBEN · EINHEIT	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1787
oeoldan	O+E+OL+D_ADDR+AN	AUSFÜHREN · KURZ · FORTSETZEN · TEIL · ZUSATZ	1	f67r2	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1833
oepchod	O+E+P+CH+O+D_ADDR	AUSFÜHREN · KURZ · EINSETZEN · NEHMEN · AUSFÜHREN · TEIL	1	f67r2	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1898
ofal	O+LOCAL_CHAR_F+AL	AUSFÜHREN · NEBENWEG · ZIEL	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2505
ofaldo	O+LOCAL_CHAR_F+AL+D_ADDR+O	AUSFÜHREN · NEBENWEG · ZIEL · TEIL · AUSFÜHREN	1	f88r	HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2463
ofalsheky	O+LOCAL_CHAR_F+A_ADDR+LSH+E+K+Y	AUSFÜHREN · NEBENWEG · ORT · SPÜLEN · KURZ · GEBEN · DIES	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0868
ofar	O+LOCAL_CHAR_F+AR	AUSFÜHREN · NEBENWEG · QUELLE	2	f67r2	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	NO	P912-E1808|P912-E1832
ofcheor	O+LOCAL_CHAR_F+CHEO+R	AUSFÜHREN · NEBENWEG · AUSZUG · MARKIEREN	1	f68r1	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1984
ofydy	O+LOCAL_CHAR_F+Y+DY	AUSFÜHREN · NEBENWEG · DIES · SCHLIESSEN	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1858
ofyskydal	O+LOCAL_CHAR_F+Y+S+K+Y+DA+L	AUSFÜHREN · NEBENWEG · DIES · AUSWÄHLEN · GEBEN · DIES · ZWEIT · LEITEN	1	f88r	HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2460
og	O+G_LABEL	AUSFÜHREN · PRÜFEN	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1848
oiiin	O+IIN	AUSFÜHREN · STUFE	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1105
oiin	O+IIN	AUSFÜHREN · STUFE	4	f13r|f67r2|f81v	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E0200|P912-E1058|P912-E1097|P912-E1847
oiinar	O+IIN+AR	AUSFÜHREN · STUFE · QUELLE	1	f68r1	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1989
ok	OK	SETZEN	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0471
okaiiin	OK+A_ADDR+LOCAL_CHAR_I+IIN	SETZEN · ORT · UNTERSTUFE · STUFE	1	f68r1	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1966
okaiin	OK+AIIN	SETZEN · SOLLWERT	8	f55v|f56r|f75r|f81v|f88r	BATH_STATION|HERBAL_PREPARATION	LEARNED_FORMULA_CARD	NO	YES	P912-E0301|P912-E0308|P912-E0399|P912-E0838|P912-E0870|P912-E0900|P912-E0910|P912-E2455
okain	OK+AIN	SETZEN · EINHEIT	6	f67r2|f81v|f82r|f83r	BATH_STATION|CELESTIAL_LOOKUP	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	YES	YES	P912-E0891|P912-E0918|P912-E1261|P912-E1263|P912-E1677|P912-E1818
okair	OK+AIR	SETZEN · LAUF	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1504
okairady	OK+AIR+A_ADDR+D_ADDR+Y	SETZEN · LAUF · ORT · TEIL · DIES	1	f82r	BATH_STATION	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1397
okal	OK+AL	SETZEN · ZIEL	9	f55v|f67r2|f75r|f81v|f82r	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	YES	YES	P912-E0296|P912-E0321|P912-E0748|P912-E0872|P912-E0982|P912-E1156|P912-E1200|P912-E1394|P912-E1804
okala	OK+AL+A_ADDR	SETZEN · ZIEL · ORT	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2280
okalal	OK+AL+AL	SETZEN · ZIEL · ZIEL	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2189
okaldal	OK+AL+AL	SETZEN · ZIEL · ZIEL	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2337
okaldy	OK+AL+DY	SETZEN · ZIEL · SCHLIESSEN	2	f75r|f82r	BATH_STATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	NO	P912-E0674|P912-E1395
okar	OK+AR	SETZEN · QUELLE	13	f55v|f56r|f67r2|f69v|f75r|f81v	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	YES	YES	P912-E0251|P912-E0286|P912-E0292|P912-E0365|P912-E0534|P912-E0715|P912-E0751|P912-E0768|P912-E0908|P912-E1757|P912-E1771|P912-E2031|P912-E2032
okaram	OK+AR+AM_ADDR	SETZEN · QUELLE · INNEN	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2334
okarchedy	OK+AR+CHD+Y	SETZEN · QUELLE · UMSETZEN · DIES	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1201
okardy	OK+AR+D_ADDR+Y	SETZEN · QUELLE · TEIL · DIES	1	f68r1	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2001
okchal	OK+CH+AL	SETZEN · NEHMEN · ZIEL	1	f13r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0224
okchd	OK+CHD	SETZEN · UMSETZEN	1	f55v	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0272
okchdy	OK+CHD+DY	SETZEN · UMSETZEN · SCHLIESSEN	2	f68r1|f75r	BATH_STATION|CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0576|P912-E2000
okchedy	OK+CHD+DY	SETZEN · UMSETZEN · SCHLIESSEN	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1074
okcheo	OK+CHEO	SETZEN · AUSZUG	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2230
okchey	OK+Y	SETZEN · DIES	1	f13r	HERBAL_PREPARATION	LEARNED_FORMULA_CARD	NO	NO	P912-E0217
okcheys	OK+CH+E+Y+S	SETZEN · NEHMEN · KURZ · DIES · AUSWÄHLEN	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2141
okchoal	OK+CH+O+AL	SETZEN · NEHMEN · AUSFÜHREN · ZIEL	1	f68r1	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1947
okchol	OK+OL	SETZEN · FORTSETZEN	1	f11r	HERBAL_PREPARATION	LEARNED_FORMULA_CARD	NO	NO	P912-E0149
okchor	OK+CH+OR	SETZEN · NEHMEN · SATZ	2	f13r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0199|P912-E0210
okchoteees	OK+CH+OT+EEE+S_ADDR	SETZEN · NEHMEN · DANACH · VOLL · STERNORT	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2172
okchy	OK+Y	SETZEN · DIES	3	f13r|f56r|f67r2	CELESTIAL_LOOKUP|HERBAL_PREPARATION	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	YES	YES	P912-E0198|P912-E0410|P912-E1761
okeal	OK+E+AL	SETZEN · KURZ · ZIEL	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2122
okealar	OK+E+AL+AR	SETZEN · KURZ · ZIEL · QUELLE	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2227
okear	OK+E+AR	SETZEN · KURZ · QUELLE	1	f68r1	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1978
okedy	OK+E+DY	SETZEN · KURZ · SCHLIESSEN	7	f69v|f75r|f81v|f83r	BATH_STATION|CELESTIAL_LOOKUP	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	YES	YES	P912-E0819|P912-E0832|P912-E0884|P912-E0987|P912-E1098|P912-E1514|P912-E2025
okeear	OK+EE+AR	SETZEN · LÄNGER · QUELLE	1	f82r	BATH_STATION	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1403
okeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLIESSEN	7	f55v|f75r|f81v|f83r	BATH_STATION|HERBAL_PREPARATION	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	YES	YES	P912-E0236|P912-E0508|P912-E0849|P912-E0904|P912-E0949|P912-E1652|P912-E1658
okeedyqol	OK+EE+DY+OL	SETZEN · LÄNGER · SCHLIESSEN · FORTSETZEN	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0697
okeeo	OK+EE+O	SETZEN · LÄNGER · AUSFÜHREN	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2169
okeeodal	OK+EE+O+DA+L	SETZEN · LÄNGER · AUSFÜHREN · ZWEIT · LEITEN	1	f68r1	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1994
okeeody	OK+EE+O+D_ADDR+Y	SETZEN · LÄNGER · AUSFÜHREN · TEIL · DIES	2	f67r2|f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	NO	P912-E1933|P912-E2017
okeeol	OK+EE+OL	SETZEN · LÄNGER · FORTSETZEN	2	f70v|f83r	BATH_STATION|CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E1676|P912-E2321
okeeor	OK+EE+OR	SETZEN · LÄNGER · SATZ	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1117
okeeos	OK+EE+O+S	SETZEN · LÄNGER · AUSFÜHREN · AUSWÄHLEN	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2013
okees	OK+EE+S_LABEL	SETZEN · LÄNGER · RAHMEN	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2293
okeey	OK+EE+Y	SETZEN · LÄNGER · DIES	8	f68r1|f69v|f75r|f81v	BATH_STATION|CELESTIAL_LOOKUP	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	YES	YES	P912-E0441|P912-E0941|P912-E0956|P912-E1076|P912-E1961|P912-E2018|P912-E2111|P912-E2134
okeo	OK+E+O	SETZEN · KURZ · AUSFÜHREN	2	f67r2|f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	NO	P912-E1814|P912-E2113
okeod	OK+E+O+D_ADDR	SETZEN · KURZ · AUSFÜHREN · TEIL	4	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2027|P912-E2123|P912-E2127|P912-E2138
okeodal	OK+E+O+AL	SETZEN · KURZ · AUSFÜHREN · ZIEL	2	f69v|f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2102|P912-E2201
okeody	OK+E+O+D_ADDR+Y	SETZEN · KURZ · AUSFÜHREN · TEIL · DIES	2	f55v|f69v	CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0238|P912-E2140
okeol	OK+E+OL	SETZEN · KURZ · FORTSETZEN	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1103
okeolol	OK+E+OL+OL	SETZEN · KURZ · FORTSETZEN · FORTSETZEN	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2211
okeoly	OK+E+OL+Y	SETZEN · KURZ · FORTSETZEN · DIES	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2291
okeom	OK+E+O+AM_ADDR	SETZEN · KURZ · AUSFÜHREN · INNEN	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2392
okey	OK+E+Y	SETZEN · KURZ · DIES	6	f67r2|f69v|f70v|f75r|f82r	BATH_STATION|CELESTIAL_LOOKUP	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	YES	YES	P912-E0487|P912-E1331|P912-E1914|P912-E2136|P912-E2198|P912-E2258
okoaly	OK+O+AL+Y	SETZEN · AUSFÜHREN · ZIEL · DIES	1	f68r1	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1973
okodaly	OK+O+DA+L+Y	SETZEN · AUSFÜHREN · ZWEIT · LEITEN · DIES	1	f68r1	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1970
okodar	OK+O+DA+R	SETZEN · AUSFÜHREN · ZWEIT · MARKIEREN	2	f67r2	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1892|P912-E1897
okodchy	OK+O+D_ADDR+CH+Y	SETZEN · AUSFÜHREN · TEIL · NEHMEN · DIES	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2139
okody	OK+O+Y	SETZEN · AUSFÜHREN · DIES	3	f69v|f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2107|P912-E2120|P912-E2284
okoes	OK+O+E+S	SETZEN · AUSFÜHREN · KURZ · AUSWÄHLEN	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1786
okoirsh	OK+O+LOCAL_CHAR_I+R+SH	SETZEN · AUSFÜHREN · UNTERSTUFE · MARKIEREN · HALTEN	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2010
okoksheo	OK+OK+SH+E+O	SETZEN · SETZEN · HALTEN · KURZ · AUSFÜHREN	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2146
okol	OK+OL	SETZEN · FORTSETZEN	4	f67r2|f88r	CELESTIAL_LOOKUP|HERBAL_PREPARATION	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	YES	YES	P912-E1836|P912-E1923|P912-E2418|P912-E2434
okolar	OK+OL+AR	SETZEN · FORTSETZEN · QUELLE	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2130
okoldy	OK+OL+DY	SETZEN · FORTSETZEN · SCHLIESSEN	3	f68r1|f75r|f88r	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0822|P912-E1990|P912-E2470
okolshy	OK+OL+SH+Y	SETZEN · FORTSETZEN · HALTEN · DIES	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2193
okoly	OK+OL+Y	SETZEN · FORTSETZEN · DIES	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2220
okor	OK+OR	SETZEN · SATZ	1	f82r	BATH_STATION	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1392
okorory	OK+OR+OR+Y	SETZEN · SATZ · SATZ · DIES	1	f13r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0228
okshedy	OK+SH+E+DY	SETZEN · HALTEN · KURZ · SCHLIESSEN	2	f75r|f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0584|P912-E0951
okshor	OK+SH+OR	SETZEN · HALTEN · SATZ	1	f68r1	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1995
oky	OK+Y	SETZEN · DIES	9	f10r|f55v|f68r1|f70v|f81v|f82r|f88r	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	YES	YES	P912-E0016|P912-E0309|P912-E0957|P912-E0960|P912-E1094|P912-E1355|P912-E1999|P912-E2276|P912-E2386
okydy	OK+Y+DY	SETZEN · DIES · SCHLIESSEN	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2292
