surface	component_recipe	atomic_pocket_gloss_de	workshop_composition_de	image_composition_de	events	physical_pages	registers	observed_channels	channel_class
qolky	SOLK+Y	SAMMELN + DIES	auffangen; dieser Arbeitsgegenstand	Sammelstelle; dieser Bildplatz	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
qool	CARRIER_Q+O+OL	EINTRITT + GANG + WEITER	neuen Kartenblock beginnen; Arbeitsgang ausführen; im selben Arbeitsgang fortfahren	Eintrittsform einer Bildkarte; Reihe aufrufen; dieselbe Reihe fortführen	1	f55v	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
qoor	CARRIER_Q+O+OR	EINTRITT + GANG + EINTRAG	neuen Kartenblock beginnen; Arbeitsgang ausführen; Ansatz oder Zubereitung	Eintrittsform einer Bildkarte; Reihe aufrufen; Eintragsklasse	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY
qop	CARRIER_Q+O+P	EINTRITT + GANG + EINSATZ	neuen Kartenblock beginnen; Arbeitsgang ausführen; Material einsetzen	Eintrittsform einer Bildkarte; Reihe aufrufen; Platz besetzen	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
qopchedy	CARRIER_Q+O+P+CHD+Y	EINTRITT + GANG + EINSATZ + WECHSEL + DIES	neuen Kartenblock beginnen; Arbeitsgang ausführen; Material einsetzen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Eintrittsform einer Bildkarte; Reihe aufrufen; Platz besetzen; zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
qopol	CARRIER_Q+O+P+OL	EINTRITT + GANG + EINSATZ + WEITER	neuen Kartenblock beginnen; Arbeitsgang ausführen; Material einsetzen; im selben Arbeitsgang fortfahren	Eintrittsform einer Bildkarte; Reihe aufrufen; Platz besetzen; dieselbe Reihe fortführen	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
qopshdy	CARRIER_Q+O+P+SH+D_ADDR+Y	EINTRITT + GANG + EINSATZ + HALT + UNTER + DIES	neuen Kartenblock beginnen; Arbeitsgang ausführen; Material einsetzen; Arbeitsgegenstand halten; bezeichneter Teil; dieser Arbeitsgegenstand	Eintrittsform einer Bildkarte; Reihe aufrufen; Platz besetzen; Bezug festhalten; Unterplatz; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
qopy	CARRIER_Q+O+P+Y	EINTRITT + GANG + EINSATZ + DIES	neuen Kartenblock beginnen; Arbeitsgang ausführen; Material einsetzen; dieser Arbeitsgegenstand	Eintrittsform einer Bildkarte; Reihe aufrufen; Platz besetzen; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
qor	OR	EINTRAG	Ansatz oder Zubereitung	Eintragsklasse	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
qosheedy	CARRIER_Q+O+SH+EE+D_ADDR+Y	EINTRITT + GANG + HALT + LANG + UNTER + DIES	neuen Kartenblock beginnen; Arbeitsgang ausführen; Arbeitsgegenstand halten; länger oder gehalten; bezeichneter Teil; dieser Arbeitsgegenstand	Eintrittsform einer Bildkarte; Reihe aufrufen; Bezug festhalten; zweiter Grad; Unterplatz; dieser Bildplatz	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
qot	OT	NAECHST	danach oder nächster Posten	nächster Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
qotain	OT+AIN	NAECHST + EINHEIT	danach oder nächster Posten; Portion	nächster Bildplatz; Einheit oder Index	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
qotair	OT+AIR	NAECHST + LAUFWEG	danach oder nächster Posten; Flüssigkeits- oder Stationslauf	nächster Bildplatz; Ringlauf	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
qotan	OT+AN	NAECHST + ZUSATZ	danach oder nächster Posten; weiteren Posten zugeben	nächster Bildplatz; zusätzlicher Eintrag	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
qotchor	OT+CH+OR	NAECHST + AUSWAHL + EINTRAG	danach oder nächster Posten; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	nächster Bildplatz; Klasse oder Figur kennzeichnen; Eintragsklasse	1	f10r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
qotedaiin	OT+E+AIIN	NAECHST + KURZ + SOLLWERT	danach oder nächster Posten; kurz oder direkt; Sollmaß	nächster Bildplatz; erster Grad; verzeichneter Sollwert	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
qotedor	OT+E+D_ADDR+OR	NAECHST + KURZ + UNTER + EINTRAG	danach oder nächster Posten; kurz oder direkt; bezeichneter Teil; Ansatz oder Zubereitung	nächster Bildplatz; erster Grad; Unterplatz; Eintragsklasse	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
qoteeal	OT+EE+AL	NAECHST + LANG + ZIEL	danach oder nächster Posten; länger oder gehalten; Ziel- oder Anschlussstelle	nächster Bildplatz; zweiter Grad; Zielplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
qoteeol	OT+EE+OL	NAECHST + LANG + WEITER	danach oder nächster Posten; länger oder gehalten; im selben Arbeitsgang fortfahren	nächster Bildplatz; zweiter Grad; dieselbe Reihe fortführen	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
qotoear	OT+O+E+AR	NAECHST + GANG + KURZ + QUELLE	danach oder nächster Posten; Arbeitsgang ausführen; kurz oder direkt; Entnahmestelle	nächster Bildplatz; Reihe aufrufen; erster Grad; Quell- oder Bezugsstelle	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
qoy	O+Y	GANG + DIES	Arbeitsgang ausführen; dieser Arbeitsgegenstand	Reihe aufrufen; dieser Bildplatz	1	f13r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
qsg	CARRIER_Q+S+G_LABEL	EINTRITT + WAHL + PRUEFMARKE	neuen Kartenblock beginnen; Arbeitsvariante auswählen; Prüfmarke setzen	Eintrittsform einer Bildkarte; Bildklasse auswählen; Prüfmarke am Eintrag	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
ra	R+A_ADDR	MARKE + ADRESSE	Zustand kennzeichnen; lokale Arbeitsstelle	Zustandsmarke; lokale Bildadresse	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
rag	R+A_ADDR+G_LABEL	MARKE + ADRESSE + PRUEFMARKE	Zustand kennzeichnen; lokale Arbeitsstelle; Prüfmarke setzen	Zustandsmarke; lokale Bildadresse; Prüfmarke am Eintrag	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
rain	R+AIN	MARKE + EINHEIT	Zustand kennzeichnen; Portion	Zustandsmarke; Einheit oder Index	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
ralchey	R+AL+CH+E+Y	MARKE + ZIEL + AUSWAHL + KURZ + DIES	Zustand kennzeichnen; Ziel- oder Anschlussstelle; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	Zustandsmarke; Zielplatz; Klasse oder Figur kennzeichnen; erster Grad; dieser Bildplatz	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
raly	R+AL+Y	MARKE + ZIEL + DIES	Zustand kennzeichnen; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand	Zustandsmarke; Zielplatz; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
ram	R+AM_ADDR	MARKE + INNEN	Zustand kennzeichnen; Innenstelle	Zustandsmarke; Innenplatz	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
rasy	R+A_ADDR+S+Y	MARKE + ADRESSE + WAHL + DIES	Zustand kennzeichnen; lokale Arbeitsstelle; Arbeitsvariante auswählen; dieser Arbeitsgegenstand	Zustandsmarke; lokale Bildadresse; Bildklasse auswählen; dieser Bildplatz	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
rches	R+CH+E+S	MARKE + AUSWAHL + KURZ + WAHL	Zustand kennzeichnen; bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsvariante auswählen	Zustandsmarke; Klasse oder Figur kennzeichnen; erster Grad; Bildklasse auswählen	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
rchey	R+CH+E+Y	MARKE + AUSWAHL + KURZ + DIES	Zustand kennzeichnen; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	Zustandsmarke; Klasse oder Figur kennzeichnen; erster Grad; dieser Bildplatz	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
rchs	R+CH+S	MARKE + AUSWAHL + WAHL	Zustand kennzeichnen; bezeichneten Anteil entnehmen; Arbeitsvariante auswählen	Zustandsmarke; Klasse oder Figur kennzeichnen; Bildklasse auswählen	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
rshdy	R+SH+D_ADDR+Y	MARKE + HALT + UNTER + DIES	Zustand kennzeichnen; Arbeitsgegenstand halten; bezeichneter Teil; dieser Arbeitsgegenstand	Zustandsmarke; Bezug festhalten; Unterplatz; dieser Bildplatz	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
rsheal	R+SH+E+AL	MARKE + HALT + KURZ + ZIEL	Zustand kennzeichnen; Arbeitsgegenstand halten; kurz oder direkt; Ziel- oder Anschlussstelle	Zustandsmarke; Bezug festhalten; erster Grad; Zielplatz	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
rtain	R+T+AIN	MARKE + EINSTELLUNG + EINHEIT	Zustand kennzeichnen; Arbeitsgang einstellen; Portion	Zustandsmarke; Platz oder Wert einstellen; Einheit oder Index	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
saii	S+AIIN	WAHL + SOLLWERT	Arbeitsvariante auswählen; Sollmaß	Bildklasse auswählen; verzeichneter Sollwert	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
saiir	S+AIIN+R	WAHL + SOLLWERT + MARKE	Arbeitsvariante auswählen; Sollmaß; Zustand kennzeichnen	Bildklasse auswählen; verzeichneter Sollwert; Zustandsmarke	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
saino	S+AIN+O	WAHL + EINHEIT + GANG	Arbeitsvariante auswählen; Portion; Arbeitsgang ausführen	Bildklasse auswählen; Einheit oder Index; Reihe aufrufen	1	f75r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
sair	S+AIR	WAHL + LAUFWEG	Arbeitsvariante auswählen; Flüssigkeits- oder Stationslauf	Bildklasse auswählen; Ringlauf	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
salchedy	S+AL+CHD+Y	WAHL + ZIEL + WECHSEL + DIES	Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Bildklasse auswählen; Zielplatz; zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
salcheol	S+AL+CHEO+L	WAHL + ZIEL + AUSZUG + VERBINDUNG	Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; Auszug; entlang des Arbeitswegs führen	Bildklasse auswählen; Zielplatz; lokaler Eintrag; Bildverbindung	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
salchtedytar	S+AL+CH+T+E+D_ADDR+Y+T+AR	WAHL + ZIEL + AUSWAHL + EINSTELLUNG + KURZ + UNTER + DIES + EINSTELLUNG + QUELLE	Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; bezeichneten Anteil entnehmen; Arbeitsgang einstellen; kurz oder direkt; bezeichneter Teil; dieser Arbeitsgegenstand; Arbeitsgang einstellen; Entnahmestelle	Bildklasse auswählen; Zielplatz; Klasse oder Figur kennzeichnen; Platz oder Wert einstellen; erster Grad; Unterplatz; dieser Bildplatz; Platz oder Wert einstellen; Quell- oder Bezugsstelle	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
saldal	S+AL+DA+L	WAHL + ZIEL + ZWEIT + VERBINDUNG	Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; zweite Arbeitsstufe; entlang des Arbeitswegs führen	Bildklasse auswählen; Zielplatz; zweite Bildstufe; Bildverbindung	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
saldy	S+AL+DY	WAHL + ZIEL + ENDE	Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; Arbeitsschritt schließen	Bildklasse auswählen; Zielplatz; Bildeintrag schließen	1	f75r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
salols	S_LABEL+AL+OL+S_LABEL	RAHMEN + ZIEL + WEITER + RAHMEN	im markierten Rahmen; Ziel- oder Anschlussstelle; im selben Arbeitsgang fortfahren; im markierten Rahmen	Rahmengrenze; Zielplatz; dieselbe Reihe fortführen; Rahmengrenze	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
salsain	S+AL+S+AIN	WAHL + ZIEL + WAHL + EINHEIT	Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; Arbeitsvariante auswählen; Portion	Bildklasse auswählen; Zielplatz; Bildklasse auswählen; Einheit oder Index	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
salsaly	S+AL+S+AL+Y	WAHL + ZIEL + WAHL + ZIEL + DIES	Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand	Bildklasse auswählen; Zielplatz; Bildklasse auswählen; Zielplatz; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY
salshcthdy	S+A_ADDR+LSH+CTH+D_ADDR+Y	WAHL + ADRESSE + SPUELEN + BEREIT + UNTER + DIES	Arbeitsvariante auswählen; lokale Arbeitsstelle; spülen; bis bereit führen; bezeichneter Teil; dieser Arbeitsgegenstand	Bildklasse auswählen; lokale Bildadresse; Spülklasse; Bereitschaftsklasse; Unterplatz; dieser Bildplatz	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
salshey	S+A_ADDR+LSH+E+Y	WAHL + ADRESSE + SPUELEN + KURZ + DIES	Arbeitsvariante auswählen; lokale Arbeitsstelle; spülen; kurz oder direkt; dieser Arbeitsgegenstand	Bildklasse auswählen; lokale Bildadresse; Spülklasse; erster Grad; dieser Bildplatz	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
sarol	S+AR+OL	WAHL + QUELLE + WEITER	Arbeitsvariante auswählen; Entnahmestelle; im selben Arbeitsgang fortfahren	Bildklasse auswählen; Quell- oder Bezugsstelle; dieselbe Reihe fortführen	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
sarydy	S+AR+Y+D_ADDR+Y	WAHL + QUELLE + DIES + UNTER + DIES	Arbeitsvariante auswählen; Entnahmestelle; dieser Arbeitsgegenstand; bezeichneter Teil; dieser Arbeitsgegenstand	Bildklasse auswählen; Quell- oder Bezugsstelle; dieser Bildplatz; Unterplatz; dieser Bildplatz	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
sasoldal	S+A_ADDR+S+OL+DA+L	WAHL + ADRESSE + WAHL + WEITER + ZWEIT + VERBINDUNG	Arbeitsvariante auswählen; lokale Arbeitsstelle; Arbeitsvariante auswählen; im selben Arbeitsgang fortfahren; zweite Arbeitsstufe; entlang des Arbeitswegs führen	Bildklasse auswählen; lokale Bildadresse; Bildklasse auswählen; dieselbe Reihe fortführen; zweite Bildstufe; Bildverbindung	1	f83r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
schedair	CHD+AIR	WECHSEL + LAUFWEG	Arbeitsgut umsetzen; Flüssigkeits- oder Stationslauf	zu Gegen- oder Folgeplatz wechseln; Ringlauf	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
schety	S+CH+E+T+Y	WAHL + AUSWAHL + KURZ + EINSTELLUNG + DIES	Arbeitsvariante auswählen; bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsgang einstellen; dieser Arbeitsgegenstand	Bildklasse auswählen; Klasse oder Figur kennzeichnen; erster Grad; Platz oder Wert einstellen; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
schey	S+CH+E+Y	WAHL + AUSWAHL + KURZ + DIES	Arbeitsvariante auswählen; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	Bildklasse auswählen; Klasse oder Figur kennzeichnen; erster Grad; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
schoal	SH+O+AL	HALT + GANG + ZIEL	Arbeitsgegenstand halten; Arbeitsgang ausführen; Ziel- oder Anschlussstelle	Bezug festhalten; Reihe aufrufen; Zielplatz	1	f11r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
schol	RESUME_CARD	WIEDER	vorigen Posten wieder aufnehmen	vorigen Bildbezug wieder aufnehmen	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
sh	SH	HALT	Arbeitsgegenstand halten	Bezug festhalten	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
shaiin	SH+AIIN	HALT + SOLLWERT	Arbeitsgegenstand halten; Sollmaß	Bezug festhalten; verzeichneter Sollwert	1	f13r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
shcthey	SH+CTH+E+Y	HALT + BEREIT + KURZ + DIES	Arbeitsgegenstand halten; bis bereit führen; kurz oder direkt; dieser Arbeitsgegenstand	Bezug festhalten; Bereitschaftsklasse; erster Grad; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
shdy	SH+D_ADDR+Y	HALT + UNTER + DIES	Arbeitsgegenstand halten; bezeichneter Teil; dieser Arbeitsgegenstand	Bezug festhalten; Unterplatz; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
sheal	SH+E+AL	HALT + KURZ + ZIEL	Arbeitsgegenstand halten; kurz oder direkt; Ziel- oder Anschlussstelle	Bezug festhalten; erster Grad; Zielplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
shear	SH+E+AR	HALT + KURZ + QUELLE	Arbeitsgegenstand halten; kurz oder direkt; Entnahmestelle	Bezug festhalten; erster Grad; Quell- oder Bezugsstelle	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY
shechy	SH+E+CH+Y	HALT + KURZ + AUSWAHL + DIES	Arbeitsgegenstand halten; kurz oder direkt; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	Bezug festhalten; erster Grad; Klasse oder Figur kennzeichnen; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
sheckhal	SH+E+CKH+AL	HALT + KURZ + DURCHLASS + ZIEL	Arbeitsgegenstand halten; kurz oder direkt; durch einen Durchlass führen; Ziel- oder Anschlussstelle	Bezug festhalten; erster Grad; Verbindung oder Durchlass; Zielplatz	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
sheckhdy	SH+E+CKH+D_ADDR+Y	HALT + KURZ + DURCHLASS + UNTER + DIES	Arbeitsgegenstand halten; kurz oder direkt; durch einen Durchlass führen; bezeichneter Teil; dieser Arbeitsgegenstand	Bezug festhalten; erster Grad; Verbindung oder Durchlass; Unterplatz; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
shecth	SH+E+CTH	HALT + KURZ + BEREIT	Arbeitsgegenstand halten; kurz oder direkt; bis bereit führen	Bezug festhalten; erster Grad; Bereitschaftsklasse	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
shecthedchy	SH+E+CTH+CHD+Y	HALT + KURZ + BEREIT + WECHSEL + DIES	Arbeitsgegenstand halten; kurz oder direkt; bis bereit führen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Bezug festhalten; erster Grad; Bereitschaftsklasse; zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
shecthedy	SH+E+CTH+E+D_ADDR+Y	HALT + KURZ + BEREIT + KURZ + UNTER + DIES	Arbeitsgegenstand halten; kurz oder direkt; bis bereit führen; kurz oder direkt; bezeichneter Teil; dieser Arbeitsgegenstand	Bezug festhalten; erster Grad; Bereitschaftsklasse; erster Grad; Unterplatz; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
shedkedy	SHED+K+E+D_ADDR+Y	ABSETZEN + ZUORDNUNG + KURZ + UNTER + DIES	absetzen lassen; Material zugeben; kurz oder direkt; bezeichneter Teil; dieser Arbeitsgegenstand	Absetzklasse; Wert zuordnen; erster Grad; Unterplatz; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
sheeal	SH+EE+AL	HALT + LANG + ZIEL	Arbeitsgegenstand halten; länger oder gehalten; Ziel- oder Anschlussstelle	Bezug festhalten; zweiter Grad; Zielplatz	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
sheekchy	SH+EE+K+CH+Y	HALT + LANG + ZUORDNUNG + AUSWAHL + DIES	Arbeitsgegenstand halten; länger oder gehalten; Material zugeben; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	Bezug festhalten; zweiter Grad; Wert zuordnen; Klasse oder Figur kennzeichnen; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
sheeol	SH+EE+OL	HALT + LANG + WEITER	Arbeitsgegenstand halten; länger oder gehalten; im selben Arbeitsgang fortfahren	Bezug festhalten; zweiter Grad; dieselbe Reihe fortführen	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY
sheeos	SH+EE+O+S_ADDR	HALT + LANG + GANG + STERNORT	Arbeitsgegenstand halten; länger oder gehalten; Arbeitsgang ausführen; bezeichnete s-Stelle	Bezug festhalten; zweiter Grad; Reihe aufrufen; Stern- oder s-Stelle	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
shees	SH+EE+S	HALT + LANG + WAHL	Arbeitsgegenstand halten; länger oder gehalten; Arbeitsvariante auswählen	Bezug festhalten; zweiter Grad; Bildklasse auswählen	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
sheeteey	SH+EE+T+EE+Y	HALT + LANG + EINSTELLUNG + LANG + DIES	Arbeitsgegenstand halten; länger oder gehalten; Arbeitsgang einstellen; länger oder gehalten; dieser Arbeitsgegenstand	Bezug festhalten; zweiter Grad; Platz oder Wert einstellen; zweiter Grad; dieser Bildplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
shekal	SH+E+K+AL	HALT + KURZ + ZUORDNUNG + ZIEL	Arbeitsgegenstand halten; kurz oder direkt; Material zugeben; Ziel- oder Anschlussstelle	Bezug festhalten; erster Grad; Wert zuordnen; Zielplatz	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
shekchy	SH+E+K+CH+Y	HALT + KURZ + ZUORDNUNG + AUSWAHL + DIES	Arbeitsgegenstand halten; kurz oder direkt; Material zugeben; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	Bezug festhalten; erster Grad; Wert zuordnen; Klasse oder Figur kennzeichnen; dieser Bildplatz	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
shekor	SH+E+K+OR	HALT + KURZ + ZUORDNUNG + EINTRAG	Arbeitsgegenstand halten; kurz oder direkt; Material zugeben; Ansatz oder Zubereitung	Bezug festhalten; erster Grad; Wert zuordnen; Eintragsklasse	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY
sheky	SH+E+K+Y	HALT + KURZ + ZUORDNUNG + DIES	Arbeitsgegenstand halten; kurz oder direkt; Material zugeben; dieser Arbeitsgegenstand	Bezug festhalten; erster Grad; Wert zuordnen; dieser Bildplatz	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
sheodaly	SH+E+O+AL+Y	HALT + KURZ + GANG + ZIEL + DIES	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang ausführen; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand	Bezug festhalten; erster Grad; Reihe aufrufen; Zielplatz; dieser Bildplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
sheody	SH+E+O+D_ADDR+Y	HALT + KURZ + GANG + UNTER + DIES	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	Bezug festhalten; erster Grad; Reihe aufrufen; Unterplatz; dieser Bildplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
sheokey	SH+E+OK+E+Y	HALT + KURZ + START + KURZ + DIES	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang ansetzen; kurz oder direkt; dieser Arbeitsgegenstand	Bezug festhalten; erster Grad; Bildplatz aktivieren; erster Grad; dieser Bildplatz	1	f55v	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
sheoky	SH+E+OK+Y	HALT + KURZ + START + DIES	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang ansetzen; dieser Arbeitsgegenstand	Bezug festhalten; erster Grad; Bildplatz aktivieren; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY
sheoldg	SH+E+OL+D_ADDR+LOCAL_CHAR_G	HALT + KURZ + WEITER + UNTER + EINMAL	Arbeitsgegenstand halten; kurz oder direkt; im selben Arbeitsgang fortfahren; bezeichneter Teil; einmal ausführen	Bezug festhalten; erster Grad; dieselbe Reihe fortführen; Unterplatz; Einzelmarke	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY
sheom	SH+E+O+AM_ADDR	HALT + KURZ + GANG + INNEN	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang ausführen; Innenstelle	Bezug festhalten; erster Grad; Reihe aufrufen; Innenplatz	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY
sheor	SH+E+OR	HALT + KURZ + EINTRAG	Arbeitsgegenstand halten; kurz oder direkt; Ansatz oder Zubereitung	Bezug festhalten; erster Grad; Eintragsklasse	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY
shepchy	SH+E+P+Y	HALT + KURZ + EINSATZ + DIES	Arbeitsgegenstand halten; kurz oder direkt; Material einsetzen; dieser Arbeitsgegenstand	Bezug festhalten; erster Grad; Platz besetzen; dieser Bildplatz	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
