page	diagram_id	locus	namespace_id	local_image_owner	local_content_class	group_count	surface_sequence	bridge_class_sequence	component_sequence	exact_surface_groups	composed_component_groups	single_component_groups	local_nomenclator_groups	complete_workshop_reading_de	owner_default_de	orientation_status	nomenclator_family_sequence	compact_default_sequence_de	family_resolved_groups	closed_locus_reading_de
f68r1	A2	f68r1.1	A2_LEFT_PANEL_ONLY	A2_LEFT_PANEL_HEADER	LEFT_STAR_PANEL_RUBRIC	9	shokchy chteey choteey cphol cheor opcheeol otor choctheeey okchoal	COMPOSED_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE COMPOSED_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE COMPOSED_COMPONENT_BRIDGE COMPOSED_COMPONENT_BRIDGE COMPOSED_COMPONENT_BRIDGE COMPOSED_COMPONENT_BRIDGE	B11_HO_INPUT|B19_PROCESS || B13_GRADE || B06_OT_NEXT|B13_GRADE || B07_OL_CONTINUE || B08_OR_WORKSET || B13_GRADE|B07_OL_CONTINUE || B06_OT_NEXT|B08_OR_WORKSET || B11_HO_INPUT|B13_GRADE || B05_OK_SET|B11_HO_INPUT|B09_AL_TARGET	0	6	3	0	Sternplatz A2_LEFT_PANEL_HEADER: notiere Himmelsobjekt oder Eingangsbedingung + Diagrammplatz berechnen oder bearbeiten | lange oder volle Diagrammstufe | naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe | im selben Ring, Band oder Satz fortsetzen | Bedingungs-, Tabellen- oder Wahlansatz | lange oder volle Diagrammstufe + im selben Ring, Band oder Satz fortsetzen | naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz | Himmelsobjekt oder Eingangsbedingung + lange oder volle Diagrammstufe | Diagrammposten setzen oder aktivieren + Himmelsobjekt oder Eingangsbedingung + Zielsektor, Zielstern oder Zielfeld.	lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE	Himmelsobjekt oder Eingangsbedingung + Diagrammplatz berechnen oder bearbeiten | lange oder volle Diagrammstufe | naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe | im selben Ring, Band oder Satz fortsetzen | Bedingungs-, Tabellen- oder Wahlansatz | lange oder volle Diagrammstufe + im selben Ring, Band oder Satz fortsetzen | naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz | Himmelsobjekt oder Eingangsbedingung + lange oder volle Diagrammstufe | Diagrammposten setzen oder aktivieren + Himmelsobjekt oder Eingangsbedingung + Zielsektor, Zielstern oder Zielfeld	0	A2_LEFT_PANEL_HEADER: Himmelsobjekt oder Eingangsbedingung + Diagrammplatz berechnen oder bearbeiten | lange oder volle Diagrammstufe | naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe | im selben Ring, Band oder Satz fortsetzen | Bedingungs-, Tabellen- oder Wahlansatz | lange oder volle Diagrammstufe + im selben Ring, Band oder Satz fortsetzen | naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz | Himmelsobjekt oder Eingangsbedingung + lange oder volle Diagrammstufe | Diagrammposten setzen oder aktivieren + Himmelsobjekt oder Eingangsbedingung + Zielsektor, Zielstern oder Zielfeld.
f68r1	A2	f68r1.2	A2_MIDDLE_PANEL_ONLY	A2_MIDDLE_PANEL_HEADER	MIDDLE_STAR_PANEL_RUBRIC	9	tochso otchl qokeeedy cheey cheeteey yteody chpor cheokorchey chod	LOCAL_ASTRO_NOMENCLATOR SINGLE_COMPONENT_BRIDGE EXACT_PROSE_SURFACE_BRIDGE EXACT_PROSE_SURFACE_BRIDGE COMPOSED_COMPONENT_BRIDGE LOCAL_ASTRO_NOMENCLATOR SINGLE_COMPONENT_BRIDGE COMPOSED_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE	LOCAL_NAME_OR_VALUE || B06_OT_NEXT || EXACT:vollständig ansetzen; Schluss || EXACT:Klarlauf || B13_GRADE|B13_GRADE || LOCAL_NAME_OR_VALUE || B08_OR_WORKSET || B05_OK_SET|B08_OR_WORKSET || B11_HO_INPUT	2	2	3	2	Sternplatz A2_MIDDLE_PANEL_HEADER: notiere naechster Platz oder folgende Bedingung | vollstaendig setzen und den Eintrag schliessen | abgelesener oder freigegebener Diagrammwert | lange oder volle Diagrammstufe + lange oder volle Diagrammstufe | Bedingungs-, Tabellen- oder Wahlansatz | Diagrammposten setzen oder aktivieren + Bedingungs-, Tabellen- oder Wahlansatz | Himmelsobjekt oder Eingangsbedingung; ergaenze 2 lokale Namen-/Wertsegmente aus dem Werkstattdeck.	lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	N03_TO_TE_PLACE_PHASE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || N03_TO_TE_PLACE_PHASE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE	Grundzustand dieses Platzes | naechster Platz oder folgende Bedingung | vollstaendig setzen und den Eintrag schliessen | abgelesener oder freigegebener Diagrammwert | lange oder volle Diagrammstufe + lange oder volle Diagrammstufe | Phasenplatz fest eingetragen | Bedingungs-, Tabellen- oder Wahlansatz | Diagrammposten setzen oder aktivieren + Bedingungs-, Tabellen- oder Wahlansatz | Himmelsobjekt oder Eingangsbedingung	2	A2_MIDDLE_PANEL_HEADER: Grundzustand dieses Platzes | naechster Platz oder folgende Bedingung | vollstaendig setzen und den Eintrag schliessen | abgelesener oder freigegebener Diagrammwert | lange oder volle Diagrammstufe + lange oder volle Diagrammstufe | Phasenplatz fest eingetragen | Bedingungs-, Tabellen- oder Wahlansatz | Diagrammposten setzen oder aktivieren + Bedingungs-, Tabellen- oder Wahlansatz | Himmelsobjekt oder Eingangsbedingung.
f68r1	A2	f68r1.3	A2_RIGHT_PANEL_ONLY	A2_RIGHT_PANEL_HEADER	RIGHT_SECTORIZED_PANEL_RUBRIC	8	ykor shey qocheey chokal okeey ror eckhear daram	SINGLE_COMPONENT_BRIDGE EXACT_PROSE_SURFACE_BRIDGE SINGLE_COMPONENT_BRIDGE COMPOSED_COMPONENT_BRIDGE EXACT_PROSE_SURFACE_BRIDGE SINGLE_COMPONENT_BRIDGE COMPOSED_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE	B08_OR_WORKSET || EXACT:Klarlauf || B14_READOUT || B05_OK_SET|B09_AL_TARGET || EXACT:länger ansetzen || B08_OR_WORKSET || B17_PASS|B10_AR_SOURCE || B10_AR_SOURCE	2	2	4	0	Sektorplatz A2_RIGHT_PANEL_HEADER: notiere Bedingungs-, Tabellen- oder Wahlansatz | abgelesener oder freigegebener Diagrammwert | abgelesener oder freigegebener Wert | Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld | in langer Stufe setzen | Bedingungs-, Tabellen- oder Wahlansatz | durch Sektor, Ring oder Pruefweg fuehren + Ausgangssektor, Ursprung oder Bezugswert | Ausgangssektor, Ursprung oder Bezugswert.	lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE	Bedingungs-, Tabellen- oder Wahlansatz | abgelesener oder freigegebener Diagrammwert | abgelesener oder freigegebener Wert | Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld | in langer Stufe setzen | Bedingungs-, Tabellen- oder Wahlansatz | durch Sektor, Ring oder Pruefweg fuehren + Ausgangssektor, Ursprung oder Bezugswert | Ausgangssektor, Ursprung oder Bezugswert	0	A2_RIGHT_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz | abgelesener oder freigegebener Diagrammwert | abgelesener oder freigegebener Wert | Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld | in langer Stufe setzen | Bedingungs-, Tabellen- oder Wahlansatz | durch Sektor, Ring oder Pruefweg fuehren + Ausgangssektor, Ursprung oder Bezugswert | Ausgangssektor, Ursprung oder Bezugswert.
f68r1	A2	f68r1.4	A2_LOCAL_OWNER_UNRESOLVED	A2_MULTIPANEL_HEADER_FRAGMENT_04	MULTIPANEL_HEADER_OWNER_UNRESOLVED	2	dchor okaiiin	SINGLE_COMPONENT_BRIDGE COMPOSED_COMPONENT_BRIDGE	B08_OR_WORKSET || B05_OK_SET|B04_IIN_STAGE	0	1	1	0	Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_04: notiere Bedingungs-, Tabellen- oder Wahlansatz | Diagrammposten setzen oder aktivieren + Grad- oder Bedingungsstufe.	mehrpaneelige Seitenlegende laut Exemplar	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE	Bedingungs-, Tabellen- oder Wahlansatz | Diagrammposten setzen oder aktivieren + Grad- oder Bedingungsstufe	0	A2_MULTIPANEL_HEADER_FRAGMENT_04: Bedingungs-, Tabellen- oder Wahlansatz | Diagrammposten setzen oder aktivieren + Grad- oder Bedingungsstufe.
f68r1	A2	f68r1.5	A2_LOCAL_OWNER_UNRESOLVED	A2_MULTIPANEL_HEADER_FRAGMENT_05	MULTIPANEL_HEADER_OWNER_UNRESOLVED	1	yky	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	0	0	0	1	Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_05: kopiere die 1 lokalen Namen-/Wertsegmente als einen Eintrag.	mehrpaneelige Seitenlegende laut Exemplar	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	N04_K_HOUSE_CLASS	aktuelles Haus	1	A2_MULTIPANEL_HEADER_FRAGMENT_05: aktuelles Haus.
f68r1	A2	f68r1.6	A2_LOCAL_OWNER_UNRESOLVED	A2_MULTIPANEL_HEADER_FRAGMENT_06	MULTIPANEL_HEADER_OWNER_UNRESOLVED	1	dary	SINGLE_COMPONENT_BRIDGE	B10_AR_SOURCE	0	0	1	0	Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_06: notiere Ausgangssektor, Ursprung oder Bezugswert.	mehrpaneelige Seitenlegende laut Exemplar	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Ausgangssektor, Ursprung oder Bezugswert	0	A2_MULTIPANEL_HEADER_FRAGMENT_06: Ausgangssektor, Ursprung oder Bezugswert.
f68r1	A2	f68r1.7	A2_LOCAL_OWNER_UNRESOLVED	A2_MULTIPANEL_HEADER_FRAGMENT_07	MULTIPANEL_HEADER_OWNER_UNRESOLVED	1	chkchykoly	COMPOSED_COMPONENT_BRIDGE	B19_PROCESS|B07_OL_CONTINUE	0	1	0	0	Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_07: notiere Diagrammplatz berechnen oder bearbeiten + im selben Ring, Band oder Satz fortsetzen.	mehrpaneelige Seitenlegende laut Exemplar	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Diagrammplatz berechnen oder bearbeiten + im selben Ring, Band oder Satz fortsetzen	0	A2_MULTIPANEL_HEADER_FRAGMENT_07: Diagrammplatz berechnen oder bearbeiten + im selben Ring, Band oder Satz fortsetzen.
f68r1	A2	f68r1.8	A2_LOCAL_OWNER_UNRESOLVED	A2_CENTRE_KEY_UNRESOLVED	FACE_CENTRE_IDENTITY_UNRESOLVED	1	okodaly	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B09_AL_TARGET	0	1	0	0	Zentrumsmarke A2_CENTRE_KEY_UNRESOLVED: notiere Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld.	eines der sichtbaren Gesichtmedaillons; genaue Wahl nur aus dem Exemplar	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld	0	A2_CENTRE_KEY_UNRESOLVED: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld.
f68r1	A2	f68r1.9	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_01	LOCAL_STAR_OR_ASTERISM_STATION	1	odchecthy	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	0	0	0	1	Sternplatz A2_STAR_STATION_01: kopiere die 1 lokalen Namen-/Wertsegmente als einen Eintrag.	sichtbarer lokal beschrifteter Sternplatz 01 im f68r1-Atlas	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	N06_CH_CTH_CONDITION	feste abgeleitete Bedingung	1	A2_STAR_STATION_01: feste abgeleitete Bedingung.
f68r1	A2	f68r1.10	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_02	LOCAL_STAR_OR_ASTERISM_STATION	1	otcheody	SINGLE_COMPONENT_BRIDGE	B06_OT_NEXT	0	0	1	0	Sternplatz A2_STAR_STATION_02: notiere naechster Platz oder folgende Bedingung.	sichtbarer lokal beschrifteter Sternplatz 02 im f68r1-Atlas	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	naechster Platz oder folgende Bedingung	0	A2_STAR_STATION_02: naechster Platz oder folgende Bedingung.
f68r1	A2	f68r1.11	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_03	LOCAL_STAR_OR_ASTERISM_STATION	1	okoaly	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B09_AL_TARGET	0	1	0	0	Sternplatz A2_STAR_STATION_03: notiere Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld.	sichtbarer lokal beschrifteter Sternplatz 03 im f68r1-Atlas	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld	0	A2_STAR_STATION_03: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld.
f68r1	A2	f68r1.12	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_04	LOCAL_STAR_OR_ASTERISM_STATION	1	chocfhy	SINGLE_COMPONENT_BRIDGE	B11_HO_INPUT	0	0	1	0	Sternplatz A2_STAR_STATION_04: notiere Himmelsobjekt oder Eingangsbedingung.	sichtbarer lokal beschrifteter Sternplatz 04 im f68r1-Atlas	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Himmelsobjekt oder Eingangsbedingung	0	A2_STAR_STATION_04: Himmelsobjekt oder Eingangsbedingung.
f68r1	A2	f68r1.13	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_05	LOCAL_STAR_OR_ASTERISM_STATION	1	octhey	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	0	0	0	1	Sternplatz A2_STAR_STATION_05: kopiere die 1 lokalen Namen-/Wertsegmente als einen Eintrag.	sichtbarer lokal beschrifteter Sternplatz 05 im f68r1-Atlas	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	N06_CH_CTH_CONDITION	ausgewählte Grundbedingung	1	A2_STAR_STATION_05: ausgewählte Grundbedingung.
f68r1	A2	f68r1.14	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_06	LOCAL_STAR_OR_ASTERISM_STATION	1	otshey	COMPOSED_COMPONENT_BRIDGE	B06_OT_NEXT|B14_READOUT	0	1	0	0	Sternplatz A2_STAR_STATION_06: notiere naechster Platz oder folgende Bedingung + abgelesener oder freigegebener Wert.	sichtbarer lokal beschrifteter Sternplatz 06 im f68r1-Atlas	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	naechster Platz oder folgende Bedingung + abgelesener oder freigegebener Wert	0	A2_STAR_STATION_06: naechster Platz oder folgende Bedingung + abgelesener oder freigegebener Wert.
f68r1	A2	f68r1.15	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_07	LOCAL_STAR_OR_ASTERISM_STATION	1	otydy	SINGLE_COMPONENT_BRIDGE	B12_TY_PART_UNIT	0	0	1	0	Sternplatz A2_STAR_STATION_07: notiere Teilsektor oder Untereintrag.	sichtbarer lokal beschrifteter Sternplatz 07 im f68r1-Atlas	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Teilsektor oder Untereintrag	0	A2_STAR_STATION_07: Teilsektor oder Untereintrag.
f68r1	A2	f68r1.16	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_08	LOCAL_STAR_OR_ASTERISM_STATION	1	okear	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B10_AR_SOURCE	0	1	0	0	Sternplatz A2_STAR_STATION_08: notiere Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	sichtbarer lokal beschrifteter Sternplatz 08 im f68r1-Atlas	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert	0	A2_STAR_STATION_08: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.
f68r1	A2	f68r1.17	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_09	LOCAL_STAR_OR_ASTERISM_STATION	1	cphocthy	SINGLE_COMPONENT_BRIDGE	B11_HO_INPUT	0	0	1	0	Sternplatz A2_STAR_STATION_09: notiere Himmelsobjekt oder Eingangsbedingung.	sichtbarer lokal beschrifteter Sternplatz 09 im f68r1-Atlas	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Himmelsobjekt oder Eingangsbedingung	0	A2_STAR_STATION_09: Himmelsobjekt oder Eingangsbedingung.
f68r1	A2	f68r1.18	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_10	LOCAL_STAR_OR_ASTERISM_STATION	1	ytchody	SINGLE_COMPONENT_BRIDGE	B11_HO_INPUT	0	0	1	0	Sternplatz A2_STAR_STATION_10: notiere Himmelsobjekt oder Eingangsbedingung.	sichtbarer lokal beschrifteter Sternplatz 10 im f68r1-Atlas	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Himmelsobjekt oder Eingangsbedingung	0	A2_STAR_STATION_10: Himmelsobjekt oder Eingangsbedingung.
f68r1	A2	f68r1.19	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_11	LOCAL_STAR_OR_ASTERISM_STATION	1	otys	SINGLE_COMPONENT_BRIDGE	B12_TY_PART_UNIT	0	0	1	0	Sternplatz A2_STAR_STATION_11: notiere Teilsektor oder Untereintrag.	sichtbarer lokal beschrifteter Sternplatz 11 im f68r1-Atlas	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Teilsektor oder Untereintrag	0	A2_STAR_STATION_11: Teilsektor oder Untereintrag.
f68r1	A2	f68r1.20	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_12	LOCAL_STAR_OR_ASTERISM_STATION	1	olor	EXACT_PROSE_SURFACE_BRIDGE	EXACT:Fortsetzungsansatz	1	0	0	0	Sternplatz A2_STAR_STATION_12: notiere fortgesetzter Bedingungs- oder Tabellensatz.	sichtbarer lokal beschrifteter Sternplatz 12 im f68r1-Atlas	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	fortgesetzter Bedingungs- oder Tabellensatz	0	A2_STAR_STATION_12: fortgesetzter Bedingungs- oder Tabellensatz.
f68r1	A2	f68r1.21	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_13	LOCAL_STAR_OR_ASTERISM_STATION	1	ockhy	SINGLE_COMPONENT_BRIDGE	B17_PASS	0	0	1	0	Sternplatz A2_STAR_STATION_13: notiere durch Sektor, Ring oder Pruefweg fuehren.	sichtbarer lokal beschrifteter Sternplatz 13 im f68r1-Atlas	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	durch Sektor, Ring oder Pruefweg fuehren	0	A2_STAR_STATION_13: durch Sektor, Ring oder Pruefweg fuehren.
f68r1	A2	f68r1.22	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_14	LOCAL_STAR_OR_ASTERISM_STATION	1	ofcheor	SINGLE_COMPONENT_BRIDGE	B08_OR_WORKSET	0	0	1	0	Sternplatz A2_STAR_STATION_14: notiere Bedingungs-, Tabellen- oder Wahlansatz.	sichtbarer lokal beschrifteter Sternplatz 14 im f68r1-Atlas	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Bedingungs-, Tabellen- oder Wahlansatz	0	A2_STAR_STATION_14: Bedingungs-, Tabellen- oder Wahlansatz.
f68r1	A2	f68r1.23	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_15	LOCAL_STAR_OR_ASTERISM_STATION	1	otchdy	EXACT_PROSE_SURFACE_BRIDGE	EXACT:Folgeumsetzung; Schluss	1	0	0	0	Sternplatz A2_STAR_STATION_15: notiere den folgenden Platz uebertragen und den Eintrag schliessen.	sichtbarer lokal beschrifteter Sternplatz 15 im f68r1-Atlas	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	den folgenden Platz uebertragen und den Eintrag schliessen	0	A2_STAR_STATION_15: den folgenden Platz uebertragen und den Eintrag schliessen.
f68r1	A2	f68r1.24	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_16	LOCAL_STAR_OR_ASTERISM_STATION	1	otykchs	COMPOSED_COMPONENT_BRIDGE	B12_TY_PART_UNIT|B19_PROCESS	0	1	0	0	Sternplatz A2_STAR_STATION_16: notiere Teilsektor oder Untereintrag + Diagrammplatz berechnen oder bearbeiten.	sichtbarer lokal beschrifteter Sternplatz 16 im f68r1-Atlas	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Teilsektor oder Untereintrag + Diagrammplatz berechnen oder bearbeiten	0	A2_STAR_STATION_16: Teilsektor oder Untereintrag + Diagrammplatz berechnen oder bearbeiten.
f68r1	A2	f68r1.25	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_17	LOCAL_STAR_OR_ASTERISM_STATION	1	otol	EXACT_PROSE_SURFACE_BRIDGE	EXACT:danach fortsetzen	1	0	0	0	Sternplatz A2_STAR_STATION_17: notiere danach im selben Ring oder Band fortsetzen.	sichtbarer lokal beschrifteter Sternplatz 17 im f68r1-Atlas	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	danach im selben Ring oder Band fortsetzen	0	A2_STAR_STATION_17: danach im selben Ring oder Band fortsetzen.
f68r1	A2	f68r1.26	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_18	LOCAL_STAR_OR_ASTERISM_STATION	1	otor	COMPOSED_COMPONENT_BRIDGE	B06_OT_NEXT|B08_OR_WORKSET	0	1	0	0	Sternplatz A2_STAR_STATION_18: notiere naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz.	sichtbarer lokal beschrifteter Sternplatz 18 im f68r1-Atlas	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz	0	A2_STAR_STATION_18: naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz.
f68r1	A2	f68r1.27	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_19	LOCAL_STAR_OR_ASTERISM_STATION	1	oiinar	COMPOSED_COMPONENT_BRIDGE	B04_IIN_STAGE|B10_AR_SOURCE	0	1	0	0	Sternplatz A2_STAR_STATION_19: notiere Grad- oder Bedingungsstufe + Ausgangssektor, Ursprung oder Bezugswert.	sichtbarer lokal beschrifteter Sternplatz 19 im f68r1-Atlas	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Grad- oder Bedingungsstufe + Ausgangssektor, Ursprung oder Bezugswert	0	A2_STAR_STATION_19: Grad- oder Bedingungsstufe + Ausgangssektor, Ursprung oder Bezugswert.
f68r1	A2	f68r1.28	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_20	LOCAL_STAR_OR_ASTERISM_STATION	1	okoldy	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B07_OL_CONTINUE	0	1	0	0	Sternplatz A2_STAR_STATION_20: notiere Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen.	sichtbarer lokal beschrifteter Sternplatz 20 im f68r1-Atlas	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen	0	A2_STAR_STATION_20: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen.
f68r1	A2	f68r1.29	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_21	LOCAL_STAR_OR_ASTERISM_STATION	1	ykchdy	SINGLE_COMPONENT_BRIDGE	B16_TRANSFER	0	0	1	0	Sternplatz A2_STAR_STATION_21: notiere Wert oder Platzbezug uebertragen.	sichtbarer lokal beschrifteter Sternplatz 21 im f68r1-Atlas	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Wert oder Platzbezug uebertragen	0	A2_STAR_STATION_21: Wert oder Platzbezug uebertragen.
