group_serial	diagram_id	page	locus	event_index	opaque_local_id	surface_display	namespace_id	local_image_owner	local_content_class	bridge_class	matched_component_ids	matched_component_values_de	matched_character_fraction	residual_local_segments	astro_working_reading_de	orientation_rule	crosspage_rule
141	A1	f67r2	f67r2.60	1	A1:G141	octhys	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_09	LEFT_WHEEL_OUTER_STAR_POSITION	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	gelerntes lokales Namen- oder Wertsegment	0/6	octhys	Sternplatz A1_LEFT_OUTER_STAR_STATION_09: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest octhys.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
142	A1	f67r2	f67r2.61	1	A1:G142	ytokar	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_10	LEFT_WHEEL_OUTER_STAR_POSITION	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B10_AR_SOURCE	Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert	4/6	yt	Sternplatz A1_LEFT_OUTER_STAR_STATION_10: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest yt.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
143	A1	f67r2	f67r2.62	1	A1:G143	otolor	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_11	LEFT_WHEEL_OUTER_STAR_POSITION	COMPOSED_COMPONENT_BRIDGE	B06_OT_NEXT|B07_OL_CONTINUE|B08_OR_WORKSET	naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen + Bedingungs-, Tabellen- oder Wahlansatz	6/6	NONE	Sternplatz A1_LEFT_OUTER_STAR_STATION_11: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen + Bedingungs-, Tabellen- oder Wahlansatz.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
144	A1	f67r2	f67r2.63	1	A1:G144	okodar	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_12	LEFT_WHEEL_OUTER_STAR_POSITION	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B10_AR_SOURCE	Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert	4/6	od	Sternplatz A1_LEFT_OUTER_STAR_STATION_12: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest od.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
145	A1	f67r2	f67r2.64	1	A1:G145	s	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_01	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	gelerntes lokales Namen- oder Wertsegment	0/1	s	Radstelle A1_RIGHT_PHASE_STATION_01: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest s.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
146	A1	f67r2	f67r2.64	2	A1:G146	air	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_01	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	SINGLE_COMPONENT_BRIDGE	B02_AIR_COURSE	Himmels-, Ring- oder Zeigerlauf	3/3	NONE	Radstelle A1_RIGHT_PHASE_STATION_01: Himmels-, Ring- oder Zeigerlauf.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
147	A1	f67r2	f67r2.65	1	A1:G147	soear	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_02	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	SINGLE_COMPONENT_BRIDGE	B10_AR_SOURCE	Ausgangssektor, Ursprung oder Bezugswert	2/5	soe	Radstelle A1_RIGHT_PHASE_STATION_02: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest soe.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
148	A1	f67r2	f67r2.66	1	A1:G148	cpheey	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_03	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	SINGLE_COMPONENT_BRIDGE	B13_GRADE	lange oder volle Diagrammstufe	2/6	cph/y	Radstelle A1_RIGHT_PHASE_STATION_03: lange oder volle Diagrammstufe; lokaler Namensrest cph/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
149	A1	f67r2	f67r2.67	1	A1:G149	okodar	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_04	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B10_AR_SOURCE	Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert	4/6	od	Radstelle A1_RIGHT_PHASE_STATION_04: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest od.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
150	A1	f67r2	f67r2.68	1	A1:G150	oepchod	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_05	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	SINGLE_COMPONENT_BRIDGE	B11_HO_INPUT	Himmelsobjekt oder Eingangsbedingung	2/7	oepc/d	Radstelle A1_RIGHT_PHASE_STATION_05: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest oepc/d.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
151	A1	f67r2	f67r2.69	1	A1:G151	s	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_06	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	gelerntes lokales Namen- oder Wertsegment	0/1	s	Radstelle A1_RIGHT_PHASE_STATION_06: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest s.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
152	A1	f67r2	f67r2.69	2	A1:G152	ay	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_06	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	gelerntes lokales Namen- oder Wertsegment	0/2	ay	Radstelle A1_RIGHT_PHASE_STATION_06: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest ay.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
153	A1	f67r2	f67r2.70	1	A1:G153	osar	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_07	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	SINGLE_COMPONENT_BRIDGE	B10_AR_SOURCE	Ausgangssektor, Ursprung oder Bezugswert	2/4	os	Radstelle A1_RIGHT_PHASE_STATION_07: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest os.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
154	A1	f67r2	f67r2.71	1	A1:G154	oran	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_08	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	SINGLE_COMPONENT_BRIDGE	B08_OR_WORKSET	Bedingungs-, Tabellen- oder Wahlansatz	2/4	an	Radstelle A1_RIGHT_PHASE_STATION_08: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest an.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
155	A1	f67r2	f67r2.72	1	A1:G155	dar	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	LEFT_WHEEL_LOCAL_RING_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:daraus	vom bezeichneten Ausgangsplatz	3/3	NONE	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: vom bezeichneten Ausgangsplatz.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
156	A1	f67r2	f67r2.72	2	A1:G156	aldaiin	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	LEFT_WHEEL_LOCAL_RING_RUBRIC	COMPOSED_COMPONENT_BRIDGE	B09_AL_TARGET|B01_AIIN_VALUE	Zielsektor, Zielstern oder Zielfeld + Sollwert oder Grad eines Diagrammplatzes	6/7	d	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Zielsektor, Zielstern oder Zielfeld + Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest d.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
157	A1	f67r2	f67r2.72	3	A1:G157	ydaiin	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	LEFT_WHEEL_LOCAL_RING_RUBRIC	SINGLE_COMPONENT_BRIDGE	B01_AIIN_VALUE	Sollwert oder Grad eines Diagrammplatzes	4/6	yd	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yd.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
158	A1	f67r2	f67r2.72	4	A1:G158	qkoy	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	LEFT_WHEEL_LOCAL_RING_RUBRIC	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	gelerntes lokales Namen- oder Wertsegment	0/4	qkoy	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest qkoy.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
159	A1	f67r2	f67r2.72	5	A1:G159	ydaiin	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	LEFT_WHEEL_LOCAL_RING_RUBRIC	SINGLE_COMPONENT_BRIDGE	B01_AIIN_VALUE	Sollwert oder Grad eines Diagrammplatzes	4/6	yd	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yd.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
160	A1	f67r2	f67r2.72	6	A1:G160	qofair	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	LEFT_WHEEL_LOCAL_RING_RUBRIC	SINGLE_COMPONENT_BRIDGE	B02_AIR_COURSE	Himmels-, Ring- oder Zeigerlauf	3/6	qof	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest qof.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
161	A1	f67r2	f67r2.72	7	A1:G161	ypair	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	LEFT_WHEEL_LOCAL_RING_RUBRIC	SINGLE_COMPONENT_BRIDGE	B02_AIR_COURSE	Himmels-, Ring- oder Zeigerlauf	3/5	yp	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest yp.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
162	A1	f67r2	f67r2.72	8	A1:G162	ykoaiin	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	LEFT_WHEEL_LOCAL_RING_RUBRIC	SINGLE_COMPONENT_BRIDGE	B01_AIIN_VALUE	Sollwert oder Grad eines Diagrammplatzes	4/7	yko	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yko.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
163	A1	f67r2	f67r2.72	9	A1:G163	ydoly	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	LEFT_WHEEL_LOCAL_RING_RUBRIC	SINGLE_COMPONENT_BRIDGE	B07_OL_CONTINUE	im selben Ring, Band oder Satz fortsetzen	2/5	yd/y	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest yd/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
164	A1	f67r2	f67r2.72	10	A1:G164	ytalchos	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	LEFT_WHEEL_LOCAL_RING_RUBRIC	COMPOSED_COMPONENT_BRIDGE	B09_AL_TARGET|B11_HO_INPUT	Zielsektor, Zielstern oder Zielfeld + Himmelsobjekt oder Eingangsbedingung	4/8	yt/c/s	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Zielsektor, Zielstern oder Zielfeld + Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest yt/c/s.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
165	A1	f67r2	f67r2.72	11	A1:G165	oly	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	LEFT_WHEEL_LOCAL_RING_RUBRIC	SINGLE_COMPONENT_BRIDGE	B07_OL_CONTINUE	im selben Ring, Band oder Satz fortsetzen	2/3	y	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
166	A1	f67r2	f67r2.72	12	A1:G166	okey	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	LEFT_WHEEL_LOCAL_RING_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:kurz ansetzen	in kurzer Stufe setzen	4/4	NONE	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: in kurzer Stufe setzen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
167	A1	f67r2	f67r2.73	1	A1:G167	sshey	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	RIGHT_WHEEL_LOCAL_RING_RUBRIC	SINGLE_COMPONENT_BRIDGE	B14_READOUT	abgelesener oder freigegebener Wert	4/5	s	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: abgelesener oder freigegebener Wert; lokaler Namensrest s.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
168	A1	f67r2	f67r2.73	2	A1:G168	sy	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	RIGHT_WHEEL_LOCAL_RING_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:dieser Posten	dieser lokale Diagrammposten	2/2	NONE	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
169	A1	f67r2	f67r2.73	3	A1:G169	shees	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	RIGHT_WHEEL_LOCAL_RING_RUBRIC	COMPOSED_COMPONENT_BRIDGE	B15_HOLD|B13_GRADE	Position oder Bedingung halten + lange oder volle Diagrammstufe	4/5	s	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Position oder Bedingung halten + lange oder volle Diagrammstufe; lokaler Namensrest s.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
170	A1	f67r2	f67r2.73	4	A1:G170	qeykeey	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	RIGHT_WHEEL_LOCAL_RING_RUBRIC	SINGLE_COMPONENT_BRIDGE	B13_GRADE	lange oder volle Diagrammstufe	2/7	qeyk/y	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest qeyk/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
171	A1	f67r2	f67r2.73	5	A1:G171	ykchey	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	RIGHT_WHEEL_LOCAL_RING_RUBRIC	SINGLE_COMPONENT_BRIDGE	B19_PROCESS	Diagrammplatz berechnen oder bearbeiten	3/6	y/ey	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/ey.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
172	A1	f67r2	f67r2.73	6	A1:G172	ykchey	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	RIGHT_WHEEL_LOCAL_RING_RUBRIC	SINGLE_COMPONENT_BRIDGE	B19_PROCESS	Diagrammplatz berechnen oder bearbeiten	3/6	y/ey	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/ey.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
173	A1	f67r2	f67r2.73	7	A1:G173	qokeochy	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	RIGHT_WHEEL_LOCAL_RING_RUBRIC	SINGLE_COMPONENT_BRIDGE	B05_OK_SET	Diagrammposten setzen oder aktivieren	2/8	q/eochy	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Diagrammposten setzen oder aktivieren; lokaler Namensrest q/eochy.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
174	A1	f67r2	f67r2.73	8	A1:G174	oaiin	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	RIGHT_WHEEL_LOCAL_RING_RUBRIC	SINGLE_COMPONENT_BRIDGE	B01_AIIN_VALUE	Sollwert oder Grad eines Diagrammplatzes	4/5	o	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest o.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
175	A1	f67r2	f67r2.73	9	A1:G175	okol	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	RIGHT_WHEEL_LOCAL_RING_RUBRIC	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B07_OL_CONTINUE	Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen	4/4	NONE	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
176	A1	f67r2	f67r2.73	10	A1:G176	ar	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	RIGHT_WHEEL_LOCAL_RING_RUBRIC	SINGLE_COMPONENT_BRIDGE	B10_AR_SOURCE	Ausgangssektor, Ursprung oder Bezugswert	2/2	NONE	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
177	A1	f67r2	f67r2.73	11	A1:G177	olar	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	RIGHT_WHEEL_LOCAL_RING_RUBRIC	COMPOSED_COMPONENT_BRIDGE	B07_OL_CONTINUE|B10_AR_SOURCE	im selben Ring, Band oder Satz fortsetzen + Ausgangssektor, Ursprung oder Bezugswert	4/4	NONE	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: im selben Ring, Band oder Satz fortsetzen + Ausgangssektor, Ursprung oder Bezugswert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
178	A1	f67r2	f67r2.74	1	A1:G178	yshey	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	PAIRED_PAGE_LEGEND_OWNER_UNRESOLVED	SINGLE_COMPONENT_BRIDGE	B14_READOUT	abgelesener oder freigegebener Wert	4/5	y	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: abgelesener oder freigegebener Wert; lokaler Namensrest y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
179	A1	f67r2	f67r2.74	2	A1:G179	qokeeody	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	PAIRED_PAGE_LEGEND_OWNER_UNRESOLVED	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B13_GRADE	Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe	4/8	q/ody	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest q/ody.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
180	A1	f67r2	f67r2.74	3	A1:G180	cheos	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	PAIRED_PAGE_LEGEND_OWNER_UNRESOLVED	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	gelerntes lokales Namen- oder Wertsegment	0/5	cheos	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest cheos.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
181	A1	f67r2	f67r2.74	4	A1:G181	oeeos	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	PAIRED_PAGE_LEGEND_OWNER_UNRESOLVED	SINGLE_COMPONENT_BRIDGE	B13_GRADE	lange oder volle Diagrammstufe	2/5	o/os	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: lange oder volle Diagrammstufe; lokaler Namensrest o/os.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
182	A1	f67r2	f67r2.74	5	A1:G182	qockhy	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	PAIRED_PAGE_LEGEND_OWNER_UNRESOLVED	SINGLE_COMPONENT_BRIDGE	B17_PASS	durch Sektor, Ring oder Pruefweg fuehren	3/6	qo/y	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest qo/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
183	A1	f67r2	f67r2.74	6	A1:G183	chos	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	PAIRED_PAGE_LEGEND_OWNER_UNRESOLVED	SINGLE_COMPONENT_BRIDGE	B11_HO_INPUT	Himmelsobjekt oder Eingangsbedingung	2/4	c/s	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/s.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
184	A1	f67r2	f67r2.74	7	A1:G184	aiin	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	PAIRED_PAGE_LEGEND_OWNER_UNRESOLVED	EXACT_PROSE_SURFACE_BRIDGE	EXACT:Sollmaß	Sollwert oder Grad des bezeichneten Himmelsplatzes	4/4	NONE	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Sollwert oder Grad des bezeichneten Himmelsplatzes.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
185	A1	f67r2	f67r2.74	8	A1:G185	okeeody	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	PAIRED_PAGE_LEGEND_OWNER_UNRESOLVED	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B13_GRADE	Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe	4/7	ody	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest ody.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
