global_running_ordinal	global_running_event_id	physical_page	source_panel	register	locus	source_order	source_statement_id	owner_de	surface	component_recipe	working_core_reading_de	portable_core_inventory	reading_layer	surface_status	admission_color	owner_class	owner_local_reading_de	back_projected_core_reading_de	roundtrip_exact	local_expansion_rule
4005	G407-E4005	f88v	f88v	PHARMA	f88v.19	4146	P1009-S602	zweite Gefaess-/Zutatengruppe	olaiin	OL+AIIN	FORTSETZEN · WERT	OL|AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ANSATZ FORTSETZEN · MENGENWERT	FORTSETZEN · WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4006	G407-E4006	f88v	f88v	PHARMA	f88v.19	4147	P1009-S602	zweite Gefaess-/Zutatengruppe	cheody	CH+E+O+Y	NEHMEN · GRAD I · AUSFÜHRUNG · POSTEN	CH|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	DROGENPOSTEN NEHMEN · GRAD I · AUSFÜHRUNG · DROGENPOSTEN	NEHMEN · GRAD I · AUSFÜHRUNG · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4007	G407-E4007	f88v	f88v	PHARMA	f88v.19	4148	P1009-S602	zweite Gefaess-/Zutatengruppe	chocthey	CH+O+CH+T+E+Y	NEHMEN · AUSFÜHRUNG · NEHMEN · EINSTELLEN · GRAD I · POSTEN	CH|CH|T|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	DROGENPOSTEN NEHMEN · AUSFÜHRUNG · DROGENPOSTEN NEHMEN · ANSATZWERT EINSTELLEN · GRAD I · DROGENPOSTEN	NEHMEN · AUSFÜHRUNG · NEHMEN · EINSTELLEN · GRAD I · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4008	G407-E4008	f88v	f88v	PHARMA	f88v.19	4149	P1009-S602	zweite Gefaess-/Zutatengruppe	oteody	OT+E+O+Y	DANACH · GRAD I · AUSFÜHRUNG · POSTEN	OT|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	NÄCHSTER ANSATZ · GRAD I · AUSFÜHRUNG · DROGENPOSTEN	DANACH · GRAD I · AUSFÜHRUNG · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4009	G407-E4009	f88v	f88v	PHARMA	f88v.19	4150	P1009-S602	zweite Gefaess-/Zutatengruppe	dy	Y	POSTEN	Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	DROGENPOSTEN	POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4010	G407-E4010	f88v	f88v	PHARMA	f88v.20	4151	P1009-S602	zweite Gefaess-/Zutatengruppe	sqokeodaiin	S+OK+E+O+D_ADDR+AIIN	WÄHLEN · SETZEN · GRAD I · AUSFÜHRUNG · HIER · WERT	S|OK|AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	DROGENPOSTEN WÄHLEN · ANSATZ ANSETZEN · GRAD I · AUSFÜHRUNG · HIER · MENGENWERT	WÄHLEN · SETZEN · GRAD I · AUSFÜHRUNG · HIER · WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4011	G407-E4011	f88v	f88v	PHARMA	f88v.20	4152	P1009-S602	zweite Gefaess-/Zutatengruppe	cheody	CH+E+O+Y	NEHMEN · GRAD I · AUSFÜHRUNG · POSTEN	CH|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	DROGENPOSTEN NEHMEN · GRAD I · AUSFÜHRUNG · DROGENPOSTEN	NEHMEN · GRAD I · AUSFÜHRUNG · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4012	G407-E4012	f88v	f88v	PHARMA	f88v.20	4153	P1009-S602	zweite Gefaess-/Zutatengruppe	oteol	OT+E+OL	DANACH · GRAD I · FORTSETZEN	OT|OL	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	NÄCHSTER ANSATZ · GRAD I · ANSATZ FORTSETZEN	DANACH · GRAD I · FORTSETZEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4013	G407-E4013	f88v	f88v	PHARMA	f88v.20	4154	P1009-S602	zweite Gefaess-/Zutatengruppe	cheockhy	CH+E+O+CH+K+Y	NEHMEN · GRAD I · AUSFÜHRUNG · NEHMEN · GEBEN · POSTEN	CH|CH|K|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	DROGENPOSTEN NEHMEN · GRAD I · AUSFÜHRUNG · DROGENPOSTEN NEHMEN · ZUTAT ZUGEBEN · DROGENPOSTEN	NEHMEN · GRAD I · AUSFÜHRUNG · NEHMEN · GEBEN · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4014	G407-E4014	f88v	f88v	PHARMA	f88v.20	4155	P1009-S602	zweite Gefaess-/Zutatengruppe	chody	CH+O+D_ADDR+Y	NEHMEN · AUSFÜHRUNG · HIER · POSTEN	CH|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	DROGENPOSTEN NEHMEN · AUSFÜHRUNG · HIER · DROGENPOSTEN	NEHMEN · AUSFÜHRUNG · HIER · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4015	G407-E4015	f88v	f88v	PHARMA	f88v.21	4156	P1009-S602	zweite Gefaess-/Zutatengruppe	toairy	T+O+AIR+Y	EINSTELLEN · AUSFÜHRUNG · BAHN · POSTEN	T|AIR|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ANSATZWERT EINSTELLEN · AUSFÜHRUNG · TRANSFERBAHN · DROGENPOSTEN	EINSTELLEN · AUSFÜHRUNG · BAHN · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4016	G407-E4016	f88v	f88v	PHARMA	f88v.21	4157	P1009-S602	zweite Gefaess-/Zutatengruppe	oteeody	OT+EE+O+DY	DANACH · GRAD II · AUSFÜHRUNG · SCHLUSS	OT	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	NÄCHSTER ANSATZ · GRAD II · AUSFÜHRUNG · SCHLUSS	DANACH · GRAD II · AUSFÜHRUNG · SCHLUSS	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4017	G407-E4017	f88v	f88v	PHARMA	f88v.21	4158	P1009-S603	zweite Gefaess-/Zutatengruppe	cpheody	CH+P+E+O+DY	NEHMEN · EINSETZEN · GRAD I · AUSFÜHRUNG · SCHLUSS	CH|P	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	DROGENPOSTEN NEHMEN · ZUTAT EINSETZEN · GRAD I · AUSFÜHRUNG · SCHLUSS	NEHMEN · EINSETZEN · GRAD I · AUSFÜHRUNG · SCHLUSS	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4018	G407-E4018	f88v	f88v	PHARMA	f88v.21	4159	P1009-S604	zweite Gefaess-/Zutatengruppe	ykchey	Y+K+CH+E+Y	POSTEN · GEBEN · NEHMEN · GRAD I · POSTEN	Y|K|CH|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	DROGENPOSTEN · ZUTAT ZUGEBEN · DROGENPOSTEN NEHMEN · GRAD I · DROGENPOSTEN	POSTEN · GEBEN · NEHMEN · GRAD I · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4019	G407-E4019	f88v	f88v	PHARMA	f88v.21	4160	P1009-S604	zweite Gefaess-/Zutatengruppe	dam	DA+AM_ADDR	ZWEITE STUFE · HIER	NONE	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ZWEITE STUFE · HIER	ZWEITE STUFE · HIER	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4020	G407-E4020	f88v	f88v	PHARMA	f88v.21	4161	P1009-S604	zweite Gefaess-/Zutatengruppe	cheor	CH+E+O+R	NEHMEN · GRAD I · AUSFÜHRUNG · MARKIEREN	CH|R	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	DROGENPOSTEN NEHMEN · GRAD I · AUSFÜHRUNG · POSTEN MARKIEREN	NEHMEN · GRAD I · AUSFÜHRUNG · MARKIEREN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4021	G407-E4021	f88v	f88v	PHARMA	f88v.21	4162	P1009-S604	zweite Gefaess-/Zutatengruppe	chaly	CH+AL+Y	NEHMEN · ZIELORT · POSTEN	CH|AL|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	DROGENPOSTEN NEHMEN · ZIELGEFÄSS · DROGENPOSTEN	NEHMEN · ZIELORT · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4022	G407-E4022	f88v	f88v	PHARMA	f88v.21	4163	P1009-S604	zweite Gefaess-/Zutatengruppe	korain	K+OR+AIN	GEBEN · EINHEIT · ANTEIL	K|OR|AIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ZUTAT ZUGEBEN · ANSATZEINHEIT · DROGENANTEIL	GEBEN · EINHEIT · ANTEIL	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4023	G407-E4023	f88v	f88v	PHARMA	f88v.22	4164	P1009-S604	zweite Gefaess-/Zutatengruppe	dairodain	D_ADDR+AIR+O+D_ADDR+AIN	HIER · BAHN · AUSFÜHRUNG · HIER · ANTEIL	AIR|AIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	HIER · TRANSFERBAHN · AUSFÜHRUNG · HIER · DROGENANTEIL	HIER · BAHN · AUSFÜHRUNG · HIER · ANTEIL	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4024	G407-E4024	f88v	f88v	PHARMA	f88v.22	4165	P1009-S604	zweite Gefaess-/Zutatengruppe	ykeodain	Y+K+E+O+D_ADDR+AIN	POSTEN · GEBEN · GRAD I · AUSFÜHRUNG · HIER · ANTEIL	Y|K|AIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	DROGENPOSTEN · ZUTAT ZUGEBEN · GRAD I · AUSFÜHRUNG · HIER · DROGENANTEIL	POSTEN · GEBEN · GRAD I · AUSFÜHRUNG · HIER · ANTEIL	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4025	G407-E4025	f88v	f88v	PHARMA	f88v.22	4166	P1009-S604	zweite Gefaess-/Zutatengruppe	dain	AIN	ANTEIL	AIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	DROGENANTEIL	ANTEIL	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4026	G407-E4026	f88v	f88v	PHARMA	f88v.22	4167	P1009-S604	zweite Gefaess-/Zutatengruppe	shedy	SH+E+DY	HALTEN · GRAD I · SCHLUSS	SH	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ANSATZ HALTEN · GRAD I · SCHLUSS	HALTEN · GRAD I · SCHLUSS	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4027	G407-E4027	f88v	f88v	PHARMA	f88v.22	4168	P1009-S605	zweite Gefaess-/Zutatengruppe	qoteo	OT+E+O	DANACH · GRAD I · AUSFÜHRUNG	OT	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	NÄCHSTER ANSATZ · GRAD I · AUSFÜHRUNG	DANACH · GRAD I · AUSFÜHRUNG	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4028	G407-E4028	f88v	f88v	PHARMA	f88v.22	4169	P1009-S605	zweite Gefaess-/Zutatengruppe	lchdy	L+CHD+Y	VERBINDUNG · BEARBEITEN · POSTEN	L|CHD|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	GEFÄSSVERBINDUNG · ANSATZ BEARBEITEN · DROGENPOSTEN	VERBINDUNG · BEARBEITEN · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4029	G407-E4029	f88v	f88v	PHARMA	f88v.22	4170	P1009-S605	zweite Gefaess-/Zutatengruppe	qokeo	OK+E+O	SETZEN · GRAD I · AUSFÜHRUNG	OK	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ANSATZ ANSETZEN · GRAD I · AUSFÜHRUNG	SETZEN · GRAD I · AUSFÜHRUNG	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4030	G407-E4030	f88v	f88v	PHARMA	f88v.22	4171	P1009-S605	zweite Gefaess-/Zutatengruppe	r	R	MARKIEREN	R	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	POSTEN MARKIEREN	MARKIEREN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4031	G407-E4031	f88v	f88v	PHARMA	f88v.22	4172	P1009-S605	zweite Gefaess-/Zutatengruppe	ain	AIN	ANTEIL	AIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	DROGENANTEIL	ANTEIL	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4032	G407-E4032	f88v	f88v	PHARMA	f88v.23	4173	P1009-S605	zweite Gefaess-/Zutatengruppe	tol	T+OL	EINSTELLEN · FORTSETZEN	T|OL	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ANSATZWERT EINSTELLEN · ANSATZ FORTSETZEN	EINSTELLEN · FORTSETZEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4033	G407-E4033	f88v	f88v	PHARMA	f88v.23	4174	P1009-S605	zweite Gefaess-/Zutatengruppe	keeodaiin	K+EE+O+D_ADDR+AIIN	GEBEN · GRAD II · AUSFÜHRUNG · HIER · WERT	K|AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ZUTAT ZUGEBEN · GRAD II · AUSFÜHRUNG · HIER · MENGENWERT	GEBEN · GRAD II · AUSFÜHRUNG · HIER · WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4034	G407-E4034	f88v	f88v	PHARMA	f88v.23	4175	P1009-S605	zweite Gefaess-/Zutatengruppe	qoky	OK+Y	SETZEN · POSTEN	OK|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ANSATZ ANSETZEN · DROGENPOSTEN	SETZEN · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4035	G407-E4035	f88v	f88v	PHARMA	f88v.23	4176	P1009-S605	zweite Gefaess-/Zutatengruppe	sheol	SH+E+OL	HALTEN · GRAD I · FORTSETZEN	SH|OL	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ANSATZ HALTEN · GRAD I · ANSATZ FORTSETZEN	HALTEN · GRAD I · FORTSETZEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4036	G407-E4036	f88v	f88v	PHARMA	f88v.23	4177	P1009-S605	zweite Gefaess-/Zutatengruppe	daiin	AIIN	WERT	AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	MENGENWERT	WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4037	G407-E4037	f88v	f88v	PHARMA	f88v.23	4178	P1009-S605	zweite Gefaess-/Zutatengruppe	chees	SH+EE+S_ADDR	HALTEN · GRAD II · HIER	SH	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ANSATZ HALTEN · GRAD II · HIER	HALTEN · GRAD II · HIER	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4038	G407-E4038	f88v	f88v	PHARMA	f88v.23	4179	P1009-S605	zweite Gefaess-/Zutatengruppe	aiin	AIIN	WERT	AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	MENGENWERT	WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4039	G407-E4039	f88v	f88v	PHARMA	f88v.23	4180	P1009-S605	zweite Gefaess-/Zutatengruppe	chokar	OK+AR	SETZEN · AUSGANG	OK|AR	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ANSATZ ANSETZEN · AUSGANGSGEFÄSS	SETZEN · AUSGANG	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4040	G407-E4040	f88v	f88v	PHARMA	f88v.23	4181	P1009-S605	zweite Gefaess-/Zutatengruppe	daimd	DA+IIN+M_LOCAL+D_ADDR	ZWEITE STUFE · STUFE · HIER · HIER	NONE	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ZWEITE STUFE · STUFE · HIER · HIER	ZWEITE STUFE · STUFE · HIER · HIER	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4041	G407-E4041	f88v	f88v	PHARMA	f88v.24	4182	P1009-S605	zweite Gefaess-/Zutatengruppe	daiin	AIIN	WERT	AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	MENGENWERT	WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4042	G407-E4042	f88v	f88v	PHARMA	f88v.24	4183	P1009-S605	zweite Gefaess-/Zutatengruppe	sheor	SH+E+OR	HALTEN · GRAD I · EINHEIT	SH|OR	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ANSATZ HALTEN · GRAD I · ANSATZEINHEIT	HALTEN · GRAD I · EINHEIT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4043	G407-E4043	f88v	f88v	PHARMA	f88v.24	4184	P1009-S605	zweite Gefaess-/Zutatengruppe	sheedy	SH+EE+DY	HALTEN · GRAD II · SCHLUSS	SH	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ANSATZ HALTEN · GRAD II · SCHLUSS	HALTEN · GRAD II · SCHLUSS	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4044	G407-E4044	f88v	f88v	PHARMA	f88v.24	4185	P1009-S606	zweite Gefaess-/Zutatengruppe	daiin	AIIN	WERT	AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	MENGENWERT	WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4045	G407-E4045	f88v	f88v	PHARMA	f88v.24	4186	P1009-S606	zweite Gefaess-/Zutatengruppe	shoy	SH+O+Y	HALTEN · AUSFÜHRUNG · POSTEN	SH|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ANSATZ HALTEN · AUSFÜHRUNG · DROGENPOSTEN	HALTEN · AUSFÜHRUNG · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4046	G407-E4046	f88v	f88v	PHARMA	f88v.24	4187	P1009-S606	zweite Gefaess-/Zutatengruppe	qokeody	OK+E+O+D_ADDR+Y	SETZEN · GRAD I · AUSFÜHRUNG · HIER · POSTEN	OK|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ANSATZ ANSETZEN · GRAD I · AUSFÜHRUNG · HIER · DROGENPOSTEN	SETZEN · GRAD I · AUSFÜHRUNG · HIER · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4047	G407-E4047	f88v	f88v	PHARMA	f88v.24	4188	P1009-S606	zweite Gefaess-/Zutatengruppe	doy	D_ADDR+O+Y	HIER · AUSFÜHRUNG · POSTEN	Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	HIER · AUSFÜHRUNG · DROGENPOSTEN	HIER · AUSFÜHRUNG · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4048	G407-E4048	f88v	f88v	PHARMA	f88v.24	4189	P1009-S606	zweite Gefaess-/Zutatengruppe	dair	D_ADDR+AIR	HIER · BAHN	AIR	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	HIER · TRANSFERBAHN	HIER · BAHN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4049	G407-E4049	f88v	f88v	PHARMA	f88v.25	4190	P1009-S606	zweite Gefaess-/Zutatengruppe	ykeey	Y+K+EE+Y	POSTEN · GEBEN · GRAD II · POSTEN	Y|K|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	DROGENPOSTEN · ZUTAT ZUGEBEN · GRAD II · DROGENPOSTEN	POSTEN · GEBEN · GRAD II · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
