event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	surface	final_recipe	gdt553_target_member	gdt553_resolution_generation	gdt553_former_queue_card	gdt553_recipe_match	gdt553_context_reading_match	slot_transition_template	explicit_action_roots	inherited_action_root	resolved_action_roots	explicit_argument_roots	inherited_argument_root	resolved_argument_roots	ordered_control_chain	portable_semantic_macro	abstract_event_template	contextual_clause_de	portable_consistency_key	guard
420	G515-E0466	G515-S056	8	f66r	SOURCE_SECTION_T	cheody	CH+E+O+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	CH	NONE	CH	Y	NONE	Y	GRADE:I>EXEC	A:CH;X:Y;C:GRADE:I>EXEC	SET_A1__SET_X1|A>G1>EXEC>X	Entnimm den laufenden Eintrag; auf Grad I und zur Ausführung.	CH+E+O+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
421	G515-E0467	G515-S056	9	f66r	SOURCE_SECTION_T	dair	D_ADDR+AIR	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__KEEP_X1	NONE	CH	CH	NONE	Y	Y	ADDR:D>REL:AIR	A:^CH;X:^Y;C:ADDR:D>REL:AIR	KEEP_A1__KEEP_X1|ADDR>REL	Im laufenden Satz entnimm den laufenden Eintrag [wie zuvor]; entlang der Lesebahn; an der bezeichneten Stelle.	D_ADDR+AIR|IA:CH|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
422	G515-E0468	G515-S056	10	f66r	SOURCE_SECTION_T	aly	AL+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	CH	CH	Y	NONE	Y	REL:AL	A:^CH;X:Y;C:REL:AL	KEEP_A1__SET_X1|REL>X	Im laufenden Satz entnimm den laufenden Eintrag; zur Zielspalte.	AL+Y|IA:CH|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
423	G515-E0469	G515-S056	11	f66r	SOURCE_SECTION_T	dairal	D_ADDR+AIR+AL	YES	BASE_GDT548	NO	YES	YES	KEEP_A1__KEEP_X1	NONE	CH	CH	NONE	Y	Y	ADDR:D>REL:AIR>REL:AL	A:^CH;X:^Y;C:ADDR:D>REL:AIR>REL:AL	KEEP_A1__KEEP_X1|ADDR>REL>REL	Im laufenden Satz entnimm den laufenden Eintrag [wie zuvor]; entlang der Lesebahn und zur Zielspalte; an der bezeichneten Stelle.	D_ADDR+AIR+AL|IA:CH|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
424	G515-E0470	G515-S056	12	f66r	SOURCE_SECTION_T	dolarshy	D_ADDR+OL+AR+SH+Y	YES	BASE_GDT548	NO	YES	YES	SET_A1__SET_X1	SH	NONE	SH	Y	NONE	Y	ADDR:D>CONTINUE>REL:AR	A:SH;X:Y;C:ADDR:D>CONTINUE>REL:AR	SET_A1__SET_X1|ADDR>CONT>REL>A>X	Halte den laufenden Eintrag fest; von der Ausgangszeile; an der bezeichneten Stelle; führe fort.	D_ADDR+OL+AR+SH+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
425	G515-E0471	G515-S056	13	f66r	SOURCE_SECTION_T	dor	D_ADDR+OR	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	SH	SH	OR	NONE	OR	ADDR:D	A:^SH;X:OR;C:ADDR:D	KEEP_A1__SET_X1|ADDR>X	Im laufenden Satz halte die Eintragseinheit fest; an der bezeichneten Stelle.	D_ADDR+OR|IA:SH|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
426	G515-E0472	G515-S056	14	f66r	SOURCE_SECTION_T	tosheo	T+O+SH+E+O	YES	BASE_GDT548	NO	YES	YES	SET_A2__KEEP_X1	T|SH	NONE	T|SH	NONE	OR	OR	EXEC>GRADE:I>EXEC	A:T+SH;X:^OR;C:EXEC>GRADE:I>EXEC	SET_A2__KEEP_X1|A>EXEC>A>G1>EXEC	Lege die Eintragseinheit [wie zuvor] fest und halte die Eintragseinheit [wie zuvor] fest; zur Ausführung [außen], auf Grad I und zur Ausführung [innen].	T+O+SH+E+O|IA:NONE|IX:OR	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
427	G515-E0473	G515-S056	15	f66r	SOURCE_SECTION_T	qokaldy	OK+AL+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	OK	NONE	OK	Y	NONE	Y	REL:AL	A:OK;X:Y;C:REL:AL	SET_A1__SET_X1|A>REL>X	Trage den laufenden Eintrag ein; zur Zielspalte.	OK+AL+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
428	G515-E0474	G515-S056	16	f66r	SOURCE_SECTION_T	oky	OK+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	OK	NONE	OK	Y	NONE	Y	NONE	A:OK;X:Y;C:-	SET_A1__SET_X1|A>X	Trage den laufenden Eintrag ein.	OK+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
429	G515-E0475	G515-S056	17	f66r	SOURCE_SECTION_T	ol	OL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__KEEP_X1	NONE	OK	OK	NONE	Y	Y	CONTINUE	A:^OK;X:^Y;C:CONTINUE	KEEP_A1__KEEP_X1|CONT	Im laufenden Satz trage den laufenden Eintrag [wie zuvor] ein; führe fort.	OL|IA:OK|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
430	G515-E0476	G515-S056	18	f66r	SOURCE_SECTION_T	kcheeky	K+CH+EE+K+Y	YES	BASE_GDT548	NO	YES	YES	SET_A3__SET_X1	K|CH|K	NONE	K|CH|K	Y	NONE	Y	GRADE:II	A:K+CH+K;X:Y;C:GRADE:II	SET_A3__SET_X1|A>A>G2>A>X	Ordne den laufenden Eintrag zu, entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad II.	K+CH+EE+K+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
431	G515-E0477	G515-S056	19	f66r	SOURCE_SECTION_T	qoky	OK+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	OK	NONE	OK	Y	NONE	Y	NONE	A:OK;X:Y;C:-	SET_A1__SET_X1|A>X	Trage den laufenden Eintrag ein.	OK+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
432	G515-E0478	G515-S056	20	f66r	SOURCE_SECTION_T	dary	DA+R+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	R	NONE	R	Y	NONE	Y	STAGE:II	A:R;X:Y;C:STAGE:II	SET_A1__SET_X1|STAGE2>A>X	Kennzeichne den laufenden Eintrag; auf der zweiten Stufe.	DA+R+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
433	G515-E0479	G515-S056	21	f66r	SOURCE_SECTION_T	okees	OK+EE+S	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A2__KEEP_X1	OK|S	NONE	OK|S	NONE	Y	Y	GRADE:II	A:OK+S;X:^Y;C:GRADE:II	SET_A2__KEEP_X1|A>G2>A	Trage den laufenden Eintrag [wie zuvor] ein und wähle den laufenden Eintrag [wie zuvor]; auf Grad II.	OK+EE+S|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
434	G515-E0480	G515-S056	22	f66r	SOURCE_SECTION_T	oly	OL+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	S	S	Y	NONE	Y	CONTINUE	A:^S;X:Y;C:CONTINUE	KEEP_A1__SET_X1|CONT>X	Im laufenden Satz wähle den laufenden Eintrag; führe fort.	OL+Y|IA:S|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
435	G515-E0481	G515-S057	1	f66r	SOURCE_SECTION_T	todeeey	T+O+D_ADDR+EEE+Y	YES	BASE_GDT548	NO	YES	YES	SET_A1__SET_X1	T	NONE	T	Y	NONE	Y	EXEC>ADDR:D>GRADE:III	A:T;X:Y;C:EXEC>ADDR:D>GRADE:III	SET_A1__SET_X1|A>EXEC>ADDR>G3>X	Lege den laufenden Eintrag fest; zur Ausführung und auf Grad III; an der bezeichneten Stelle.	T+O+D_ADDR+EEE+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
436	G515-E0482	G515-S057	2	f66r	SOURCE_SECTION_T	keody	K+E+O+D_ADDR+Y	YES	BASE_GDT548	NO	YES	YES	SET_A1__SET_X1	K	NONE	K	Y	NONE	Y	GRADE:I>EXEC>ADDR:D	A:K;X:Y;C:GRADE:I>EXEC>ADDR:D	SET_A1__SET_X1|A>G1>EXEC>ADDR>X	Ordne den laufenden Eintrag zu; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	K+E+O+D_ADDR+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
437	G515-E0483	G515-S057	3	f66r	SOURCE_SECTION_T	chdy	CHD+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	CHD	NONE	CHD	Y	NONE	Y	NONE	A:CHD;X:Y;C:-	SET_A1__SET_X1|A>X	Bearbeite den laufenden Eintrag.	CHD+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
438	G515-E0484	G515-S057	4	f66r	SOURCE_SECTION_T	keody	K+E+O+D_ADDR+Y	YES	BASE_GDT548	NO	YES	YES	SET_A1__SET_X1	K	NONE	K	Y	NONE	Y	GRADE:I>EXEC>ADDR:D	A:K;X:Y;C:GRADE:I>EXEC>ADDR:D	SET_A1__SET_X1|A>G1>EXEC>ADDR>X	Ordne den laufenden Eintrag zu; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	K+E+O+D_ADDR+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
439	G515-E0485	G515-S057	5	f66r	SOURCE_SECTION_T	shedy	SH+E+DY	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	SH	NONE	SH	NONE	Y	Y	GRADE:I>CLOSE	A:SH;X:^Y;C:GRADE:I>CLOSE	SET_A1__KEEP_X1|A>G1>CLOSE	Halte den laufenden Eintrag [wie zuvor] fest; auf Grad I; schließe den Schritt.	SH+E+DY|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
440	G515-E0486	G515-S058	1	f66r	SOURCE_SECTION_T	shekeefy	SH+E+K+EE+LOCAL_CHAR_F+Y	YES	BASE_GDT548	NO	YES	YES	SET_A2__SET_X1	SH|K	NONE	SH|K	Y	NONE	Y	GRADE:I>GRADE:II>LOCAL:F	A:SH+K;X:Y;C:GRADE:I>GRADE:II>LOCAL:F	SET_A2__SET_X1|A>G1>A>G2>LOCAL>X	Halte den laufenden Eintrag fest und ordne den laufenden Eintrag zu; auf Grad I und auf Grad II; an der bezeichneten Stelle.	SH+E+K+EE+LOCAL_CHAR_F+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
441	G515-E0487	G515-S058	2	f66r	SOURCE_SECTION_T	chdy	CHD+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	CHD	NONE	CHD	Y	NONE	Y	NONE	A:CHD;X:Y;C:-	SET_A1__SET_X1|A>X	Bearbeite den laufenden Eintrag.	CHD+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
442	G515-E0488	G515-S058	3	f66r	SOURCE_SECTION_T	sheol	SH+E+OL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	SH	NONE	SH	NONE	Y	Y	GRADE:I>CONTINUE	A:SH;X:^Y;C:GRADE:I>CONTINUE	SET_A1__KEEP_X1|A>G1>CONT	Halte den laufenden Eintrag [wie zuvor] fest; auf Grad I; führe fort.	SH+E+OL|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
443	G515-E0489	G515-S058	4	f66r	SOURCE_SECTION_T	shol	SH+OL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	SH	NONE	SH	NONE	Y	Y	CONTINUE	A:SH;X:^Y;C:CONTINUE	SET_A1__KEEP_X1|A>CONT	Halte den laufenden Eintrag [wie zuvor] fest; führe fort.	SH+OL|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
444	G515-E0490	G515-S058	5	f66r	SOURCE_SECTION_T	kedy	K+E+DY	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	K	NONE	K	NONE	Y	Y	GRADE:I>CLOSE	A:K;X:^Y;C:GRADE:I>CLOSE	SET_A1__KEEP_X1|A>G1>CLOSE	Ordne den laufenden Eintrag [wie zuvor] zu; auf Grad I; schließe den Schritt.	K+E+DY|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
445	G515-E0491	G515-S059	1	f66r	SOURCE_SECTION_T	daly	AL+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	EMPTY_A__SET_X1	NONE	NONE	NONE	Y	NONE	Y	REL:AL	A:-;X:Y;C:REL:AL	EMPTY_A__SET_X1|REL>X	Bezug: den laufenden Eintrag; zur Zielspalte.	AL+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
446	G515-E0492	G515-S059	2	f66r	SOURCE_SECTION_T	saiir	S+IIN+R	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A2__KEEP_X1	S|R	NONE	S|R	NONE	Y	Y	STAGE	A:S+R;X:^Y;C:STAGE	SET_A2__KEEP_X1|A>STAGE>A	Wähle den laufenden Eintrag [wie zuvor] und kennzeichne den laufenden Eintrag [wie zuvor]; auf der bezeichneten Stufe.	S+IIN+R|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
447	G515-E0493	G515-S059	3	f66r	SOURCE_SECTION_T	cheol	CH+E+O+L	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	CH	NONE	CH	NONE	Y	Y	GRADE:I>EXEC>REL:L	A:CH;X:^Y;C:GRADE:I>EXEC>REL:L	SET_A1__KEEP_X1|A>G1>EXEC>REL	Entnimm den laufenden Eintrag [wie zuvor]; über die Eintragsverbindung; auf Grad I und zur Ausführung.	CH+E+O+L|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
448	G515-E0494	G515-S059	4	f66r	SOURCE_SECTION_T	kal	K+AL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	K	NONE	K	NONE	Y	Y	REL:AL	A:K;X:^Y;C:REL:AL	SET_A1__KEEP_X1|A>REL	Ordne den laufenden Eintrag [wie zuvor] zu; zur Zielspalte.	K+AL|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
449	G515-E0495	G515-S059	5	f66r	SOURCE_SECTION_T	sheody	SH+E+O+D_ADDR+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	SH	NONE	SH	Y	NONE	Y	GRADE:I>EXEC>ADDR:D	A:SH;X:Y;C:GRADE:I>EXEC>ADDR:D	SET_A1__SET_X1|A>G1>EXEC>ADDR>X	Halte den laufenden Eintrag fest; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	SH+E+O+D_ADDR+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
450	G515-E0496	G515-S059	6	f66r	SOURCE_SECTION_T	chcthedy	CH+CH+T+E+DY	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A3__KEEP_X1	CH|CH|T	NONE	CH|CH|T	NONE	Y	Y	GRADE:I>CLOSE	A:CH+CH+T;X:^Y;C:GRADE:I>CLOSE	SET_A3__KEEP_X1|A>A>A>G1>CLOSE	Entnimm den laufenden Eintrag [wie zuvor], entnimm den laufenden Eintrag [wie zuvor] und lege den laufenden Eintrag [wie zuvor] fest; auf Grad I; schließe den Schritt.	CH+CH+T+E+DY|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
451	G515-E0497	G515-S060	1	f66r	SOURCE_SECTION_T	dal	AL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	EMPTY_A__EMPTY_X	NONE	NONE	NONE	NONE	NONE	NONE	REL:AL	A:-;X:-;C:REL:AL	EMPTY_A__EMPTY_X|REL	Zur Zielspalte.	AL|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
452	G515-E0498	G515-S060	2	f66r	SOURCE_SECTION_T	shol	SH+OL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__EMPTY_X	SH	NONE	SH	NONE	NONE	NONE	CONTINUE	A:SH;X:-;C:CONTINUE	SET_A1__EMPTY_X|A>CONT	Halte fest; führe fort.	SH+OL|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
453	G515-E0499	G515-S060	3	f66r	SOURCE_SECTION_T	qokeody	OK+E+O+D_ADDR+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	OK	NONE	OK	Y	NONE	Y	GRADE:I>EXEC>ADDR:D	A:OK;X:Y;C:GRADE:I>EXEC>ADDR:D	SET_A1__SET_X1|A>G1>EXEC>ADDR>X	Trage den laufenden Eintrag ein; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	OK+E+O+D_ADDR+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
454	G515-E0500	G515-S060	4	f66r	SOURCE_SECTION_T	chody	CH+O+D_ADDR+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	CH	NONE	CH	Y	NONE	Y	EXEC>ADDR:D	A:CH;X:Y;C:EXEC>ADDR:D	SET_A1__SET_X1|A>EXEC>ADDR>X	Entnimm den laufenden Eintrag; zur Ausführung; an der bezeichneten Stelle.	CH+O+D_ADDR+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
455	G515-E0501	G515-S060	5	f66r	SOURCE_SECTION_T	kechody	K+E+CH+O+D_ADDR+Y	YES	BASE_GDT548	NO	YES	YES	SET_A2__SET_X1	K|CH	NONE	K|CH	Y	NONE	Y	GRADE:I>EXEC>ADDR:D	A:K+CH;X:Y;C:GRADE:I>EXEC>ADDR:D	SET_A2__SET_X1|A>G1>A>EXEC>ADDR>X	Ordne den laufenden Eintrag zu und entnimm den laufenden Eintrag; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	K+E+CH+O+D_ADDR+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
456	G515-E0502	G515-S060	6	f66r	SOURCE_SECTION_T	sshedy	S+SH+E+DY	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A2__KEEP_X1	S|SH	NONE	S|SH	NONE	Y	Y	GRADE:I>CLOSE	A:S+SH;X:^Y;C:GRADE:I>CLOSE	SET_A2__KEEP_X1|A>A>G1>CLOSE	Wähle den laufenden Eintrag [wie zuvor] und halte den laufenden Eintrag [wie zuvor] fest; auf Grad I; schließe den Schritt.	S+SH+E+DY|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
457	G515-E0503	G515-S061	1	f66r	SOURCE_SECTION_T	oteedy	OT+EE+DY	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	EMPTY_A__EMPTY_X	NONE	NONE	NONE	NONE	NONE	NONE	THEN>GRADE:II>CLOSE	A:-;X:-;C:THEN>GRADE:II>CLOSE	EMPTY_A__EMPTY_X|THEN>G2>CLOSE	Danach: auf Grad II; schließe den Schritt.	OT+EE+DY|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
458	G515-E0504	G515-S062	1	f66r	SOURCE_SECTION_T	ykeeody	Y+K+EE+O+DY	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	K	NONE	K	Y	NONE	Y	GRADE:II>EXEC>CLOSE	A:K;X:Y;C:GRADE:II>EXEC>CLOSE	SET_A1__SET_X1|X>A>G2>EXEC>CLOSE	Ordne den laufenden Eintrag zu; auf Grad II und zur Ausführung; schließe den Schritt.	Y+K+EE+O+DY|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
459	G515-E0505	G515-S063	1	f66r	SOURCE_SECTION_T	sheocthy	SH+E+O+CH+T+Y	YES	BASE_GDT548	NO	YES	YES	SET_A3__SET_X1	SH|CH|T	NONE	SH|CH|T	Y	NONE	Y	GRADE:I>EXEC	A:SH+CH+T;X:Y;C:GRADE:I>EXEC	SET_A3__SET_X1|A>G1>EXEC>A>A>X	Halte den laufenden Eintrag fest, entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; auf Grad I und zur Ausführung.	SH+E+O+CH+T+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
460	G515-E0506	G515-S063	2	f66r	SOURCE_SECTION_T	ol	OL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__KEEP_X1	NONE	T	T	NONE	Y	Y	CONTINUE	A:^T;X:^Y;C:CONTINUE	KEEP_A1__KEEP_X1|CONT	Im laufenden Satz lege den laufenden Eintrag [wie zuvor] fest; führe fort.	OL|IA:T|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
461	G515-E0507	G515-S063	3	f66r	SOURCE_SECTION_T	ld	L+D_ADDR	YES	BASE_GDT548	NO	YES	YES	KEEP_A1__KEEP_X1	NONE	T	T	NONE	Y	Y	REL:L>ADDR:D	A:^T;X:^Y;C:REL:L>ADDR:D	KEEP_A1__KEEP_X1|REL>ADDR	Im laufenden Satz lege den laufenden Eintrag [wie zuvor] fest; über die Eintragsverbindung; an der bezeichneten Stelle.	L+D_ADDR|IA:T|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
462	G515-E0508	G515-S063	4	f66r	SOURCE_SECTION_T	lshedy	L+SH+E+DY	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	SH	NONE	SH	NONE	Y	Y	REL:L>GRADE:I>CLOSE	A:SH;X:^Y;C:REL:L>GRADE:I>CLOSE	SET_A1__KEEP_X1|REL>A>G1>CLOSE	Halte den laufenden Eintrag [wie zuvor] fest; über die Eintragsverbindung; auf Grad I; schließe den Schritt.	L+SH+E+DY|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
463	G515-E0509	G515-S064	1	f66r	SOURCE_SECTION_T	chokeey	OK+EE+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	OK	NONE	OK	Y	NONE	Y	GRADE:II	A:OK;X:Y;C:GRADE:II	SET_A1__SET_X1|A>G2>X	Trage den laufenden Eintrag ein; auf Grad II.	OK+EE+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
464	G515-E0510	G515-S064	2	f66r	SOURCE_SECTION_T	chekey	CH+K+E+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A2__SET_X1	CH|K	NONE	CH|K	Y	NONE	Y	GRADE:I	A:CH+K;X:Y;C:GRADE:I	SET_A2__SET_X1|A>A>G1>X	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I.	CH+K+E+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
465	G515-E0511	G515-S064	3	f66r	SOURCE_SECTION_T	chey	Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	K	K	Y	NONE	Y	NONE	A:^K;X:Y;C:-	KEEP_A1__SET_X1|X	Im laufenden Satz ordne den laufenden Eintrag zu.	Y|IA:K|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
