edition_event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	surface	final_context_recipe	state_status	state_marker_sequence	gdt579_mixed_scope_voice_clause_de	relation_resumption_voice_working_clause_de	gdt579_source_roundtrip_de	full_two_slot_expansion_de	resumption_voice_status	assignment_id	resumption_root	written_slot_count	guard	audible_first_action_root	grammar_boundary_status	focus_voice_repair_count	represented_event_focus_count	event_repair_id	content_ready_boundary_clause_de	gdt580_exact_roundtrip_de	gdt581_guard	complete_slot_count	content_slot_count	control_slot_count	concrete_slot_trace_de	concrete_working_clause_de	gdt581_exact_roundtrip_de	gdt582_guard
11	G407-E0011	G407-S001	11	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	sory	S+OR+Y	NONSTATE_CARD	NOT_APPLICABLE	Wähle die Eintragseinheit und den laufenden Eintrag.	Wähle die Eintragseinheit und den laufenden Eintrag.	Wähle die Eintragseinheit und den laufenden Eintrag.	Wähle die Eintragseinheit und den laufenden Eintrag.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	S	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Wähle die Eintragseinheit und den laufenden Eintrag.	Wähle die Eintragseinheit und den laufenden Eintrag.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:S=Sondere aus|RUNNING:G407-E0011@1|ACTION:G407-E0011@1:S] [2:OR=Ansatz|RUNNING:G407-E0011@2|ACTION:G407-E0011@1:S] [3:Y=Arbeitsgut|RUNNING:G407-E0011@3|ACTION:G407-E0011@1:S]	Sondere aus: Ansatz, Arbeitsgut.	Wähle die Eintragseinheit und den laufenden Eintrag.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
12	G407-E0012	G407-S001	12	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ckhar	CH+K+AR	NONSTATE_CARD	NOT_APPLICABLE	Entnimm denselben laufenden Eintrag und ordne ihn zu; von der Ausgangszeile.	Entnimm denselben laufenden Eintrag und ordne ihn zu; von der Ausgangszeile.	Entnimm denselben laufenden Eintrag und ordne ihn zu; von der Ausgangszeile.	Entnimm denselben laufenden Eintrag und ordne ihn zu; von der Ausgangszeile.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Entnimm denselben laufenden Eintrag und ordne ihn zu; von der Ausgangszeile.	Entnimm denselben laufenden Eintrag und ordne ihn zu; von der Ausgangszeile.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:CH=Entnimm|RUNNING:G407-E0012@1|ACTION:G407-E0012@1:CH] [2:K=Gib zu|RUNNING:G407-E0012@2|ACTION:G407-E0012@2:K] [3:AR=von der Quelle oder aus dem Ausgangsgefäß|RUNNING:G407-E0012@3|ACTION:G407-E0012@2:K]	Entnimm; Gib zu: von der Quelle oder aus dem Ausgangsgefäß.	Entnimm denselben laufenden Eintrag und ordne ihn zu; von der Ausgangszeile.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
13	G407-E0013	G407-S001	13	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	or	OR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang ordne die Eintragseinheit zu.	Im laufenden Gang ordne die Eintragseinheit zu.	Im laufenden Gang ordne die Eintragseinheit zu.	Im laufenden Gang ordne die Eintragseinheit zu.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	K	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Im laufenden Gang ordne die Eintragseinheit zu.	Im laufenden Gang ordne die Eintragseinheit zu.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	1	1	0	[1:OR=Ansatz|RUNNING:G407-E0013@1|ACTION:G407-E0012@2:K]	beim Zugeben [ACTION:G407-E0012@2:K]: Ansatz.	Im laufenden Gang ordne die Eintragseinheit zu.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
14	G407-E0014	G407-S001	14	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	y	Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang ordne den laufenden Eintrag zu.	Im laufenden Gang ordne den laufenden Eintrag zu.	Im laufenden Gang ordne den laufenden Eintrag zu.	Im laufenden Gang ordne den laufenden Eintrag zu.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	K	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Im laufenden Gang ordne den laufenden Eintrag zu.	Im laufenden Gang ordne den laufenden Eintrag zu.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	1	1	0	[1:Y=Arbeitsgut|RUNNING:G407-E0014@1|ACTION:G407-E0012@2:K]	beim Zugeben [ACTION:G407-E0012@2:K]: Arbeitsgut.	Im laufenden Gang ordne den laufenden Eintrag zu.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
15	G407-E0015	G407-S001	15	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	kair	K+AIR	NONSTATE_CARD	NOT_APPLICABLE	Ordne denselben laufenden Eintrag zu; entlang der Lesebahn.	Ordne denselben laufenden Eintrag zu; entlang der Lesebahn.	Ordne denselben laufenden Eintrag zu; entlang der Lesebahn.	Ordne denselben laufenden Eintrag zu; entlang der Lesebahn.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	K	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Ordne denselben laufenden Eintrag zu; entlang der Lesebahn.	Ordne denselben laufenden Eintrag zu; entlang der Lesebahn.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:K=Gib zu|RUNNING:G407-E0015@1|ACTION:G407-E0015@1:K] [2:AIR=entlang des Arbeitswegs|RUNNING:G407-E0015@2|ACTION:G407-E0015@1:K]	Gib zu: entlang des Arbeitswegs.	Ordne denselben laufenden Eintrag zu; entlang der Lesebahn.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
16	G407-E0016	G407-S001	16	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	chtaiin	CH+T+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Entnimm den Kennwert und lege ihn fest.	Entnimm den Kennwert und lege ihn fest.	Entnimm den Kennwert und lege ihn fest.	Entnimm den Kennwert und lege ihn fest.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Entnimm den Kennwert und lege ihn fest.	Entnimm den Kennwert und lege ihn fest.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:CH=Entnimm|RUNNING:G407-E0016@1|ACTION:G407-E0016@1:CH] [2:T=Stelle ein oder temperiere|RUNNING:G407-E0016@2|ACTION:G407-E0016@2:T] [3:AIIN=Flüssigkeitsmaß|RUNNING:G407-E0016@3|ACTION:G407-E0016@2:T]	Entnimm; Stelle ein oder temperiere: Flüssigkeitsmaß.	Entnimm den Kennwert und lege ihn fest.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
17	G407-E0017	G407-S001	17	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	shar	SH+AR	NONSTATE_CARD	NOT_APPLICABLE	Halte denselben Kennwert fest; von der Ausgangszeile.	Halte denselben Kennwert fest; von der Ausgangszeile.	Halte denselben Kennwert fest; von der Ausgangszeile.	Halte denselben Kennwert fest; von der Ausgangszeile.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte denselben Kennwert fest; von der Ausgangszeile.	Halte denselben Kennwert fest; von der Ausgangszeile.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:SH=Lass ruhen|RUNNING:G407-E0017@1|ACTION:G407-E0017@1:SH] [2:AR=von der Quelle oder aus dem Ausgangsgefäß|RUNNING:G407-E0017@2|ACTION:G407-E0017@1:SH]	Lass ruhen: von der Quelle oder aus dem Ausgangsgefäß.	Halte denselben Kennwert fest; von der Ausgangszeile.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
18	G407-E0018	G407-S001	18	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ase	A_ADDR+S+E	NONSTATE_CARD	NOT_APPLICABLE	Wähle denselben Kennwert; auf Grad I; an der A-Stelle.	Wähle denselben Kennwert; auf Grad I; an der A-Stelle.	Wähle denselben Kennwert; auf Grad I; an der A-Stelle.	Wähle denselben Kennwert; auf Grad I; an der A-Stelle.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	S	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Wähle denselben Kennwert; auf Grad I; an der A-Stelle.	Wähle denselben Kennwert; auf Grad I; an der A-Stelle.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:A_ADDR=an der Hauptstelle|RUNNING:G407-E0018@1|ACTION:G407-E0018@2:S] [2:S=Sondere aus|RUNNING:G407-E0018@2|ACTION:G407-E0018@2:S] [3:E=auf Grad I|RUNNING:G407-E0018@3|ACTION:G407-E0018@2:S]	Sondere aus: an der Hauptstelle, auf Grad I.	Wähle denselben Kennwert; auf Grad I; an der A-Stelle.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
19	G407-E0019	G407-S001	19	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthar	CH+T+AR	NONSTATE_CARD	NOT_APPLICABLE	Entnimm denselben Kennwert und lege ihn fest; von der Ausgangszeile.	Entnimm denselben Kennwert und lege ihn fest; von der Ausgangszeile.	Entnimm denselben Kennwert und lege ihn fest; von der Ausgangszeile.	Entnimm denselben Kennwert und lege ihn fest; von der Ausgangszeile.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Entnimm denselben Kennwert und lege ihn fest; von der Ausgangszeile.	Entnimm denselben Kennwert und lege ihn fest; von der Ausgangszeile.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:CH=Entnimm|RUNNING:G407-E0019@1|ACTION:G407-E0019@1:CH] [2:T=Stelle ein oder temperiere|RUNNING:G407-E0019@2|ACTION:G407-E0019@2:T] [3:AR=von der Quelle oder aus dem Ausgangsgefäß|RUNNING:G407-E0019@3|ACTION:G407-E0019@2:T]	Entnimm; Stelle ein oder temperiere: von der Quelle oder aus dem Ausgangsgefäß.	Entnimm denselben Kennwert und lege ihn fest; von der Ausgangszeile.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
20	G407-E0020	G407-S001	20	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthar	CH+T+AR	NONSTATE_CARD	NOT_APPLICABLE	Entnimm denselben Kennwert und lege ihn fest; von der Ausgangszeile.	Entnimm denselben Kennwert und lege ihn fest; von der Ausgangszeile.	Entnimm denselben Kennwert und lege ihn fest; von der Ausgangszeile.	Entnimm denselben Kennwert und lege ihn fest; von der Ausgangszeile.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Entnimm denselben Kennwert und lege ihn fest; von der Ausgangszeile.	Entnimm denselben Kennwert und lege ihn fest; von der Ausgangszeile.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:CH=Entnimm|RUNNING:G407-E0020@1|ACTION:G407-E0020@1:CH] [2:T=Stelle ein oder temperiere|RUNNING:G407-E0020@2|ACTION:G407-E0020@2:T] [3:AR=von der Quelle oder aus dem Ausgangsgefäß|RUNNING:G407-E0020@3|ACTION:G407-E0020@2:T]	Entnimm; Stelle ein oder temperiere: von der Quelle oder aus dem Ausgangsgefäß.	Entnimm denselben Kennwert und lege ihn fest; von der Ausgangszeile.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
21	G407-E0021	G407-S001	21	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	dan	AIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang lege den Teilwert fest.	Im laufenden Gang lege den Teilwert fest.	Im laufenden Gang lege den Teilwert fest.	Im laufenden Gang lege den Teilwert fest.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	T	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Im laufenden Gang lege den Teilwert fest.	Im laufenden Gang lege den Teilwert fest.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	1	1	0	[1:AIN=Portion|RUNNING:G407-E0021@1|ACTION:G407-E0020@2:T]	beim Einstellen oder Temperieren [ACTION:G407-E0020@2:T]: Portion.	Im laufenden Gang lege den Teilwert fest.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
22	G407-E0022	G407-S001	22	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	syaiir	S+Y+IIN+R	NONSTATE_CARD	NOT_APPLICABLE	Wähle den laufenden Eintrag und kennzeichne ihn; auf der bezeichneten Stufe.	Wähle den laufenden Eintrag und kennzeichne ihn; auf der bezeichneten Stufe.	Wähle den laufenden Eintrag und kennzeichne ihn; auf der bezeichneten Stufe.	Wähle den laufenden Eintrag und kennzeichne ihn; auf der bezeichneten Stufe.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	S	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Wähle den laufenden Eintrag und kennzeichne ihn; auf der bezeichneten Stufe.	Wähle den laufenden Eintrag und kennzeichne ihn; auf der bezeichneten Stufe.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	4	4	0	[1:S=Sondere aus|RUNNING:G407-E0022@1|ACTION:G407-E0022@1:S] [2:Y=Arbeitsgut|RUNNING:G407-E0022@2|ACTION:G407-E0022@1:S] [3:IIN=auf der bezeichneten Stufe|RUNNING:G407-E0022@3|ACTION:G407-E0022@4:R] [4:R=Kennzeichne oder prüfe|RUNNING:G407-E0022@4|ACTION:G407-E0022@4:R]	Sondere aus: Arbeitsgut; Kennzeichne oder prüfe: auf der bezeichneten Stufe.	Wähle den laufenden Eintrag und kennzeichne ihn; auf der bezeichneten Stufe.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
23	G407-E0023	G407-S001	23	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	sheky	SH+E+K+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den laufenden Eintrag fest und ordne ihn zu; auf Grad I.	Halte den laufenden Eintrag fest und ordne ihn zu; auf Grad I.	Halte den laufenden Eintrag fest und ordne ihn zu; auf Grad I.	Halte den laufenden Eintrag fest und ordne ihn zu; auf Grad I.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte den laufenden Eintrag fest und ordne ihn zu; auf Grad I.	Halte den laufenden Eintrag fest und ordne ihn zu; auf Grad I.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	4	4	0	[1:SH=Lass ruhen|RUNNING:G407-E0023@1|ACTION:G407-E0023@1:SH] [2:E=auf Grad I|RUNNING:G407-E0023@2|ACTION:G407-E0023@1:SH] [3:K=Gib zu|RUNNING:G407-E0023@3|ACTION:G407-E0023@3:K] [4:Y=Arbeitsgut|RUNNING:G407-E0023@4|ACTION:G407-E0023@3:K]	Lass ruhen: auf Grad I; Gib zu: Arbeitsgut.	Halte den laufenden Eintrag fest und ordne ihn zu; auf Grad I.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
24	G407-E0024	G407-S001	24	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	or	OR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang ordne die Eintragseinheit zu.	Im laufenden Gang ordne die Eintragseinheit zu.	Im laufenden Gang ordne die Eintragseinheit zu.	Im laufenden Gang ordne die Eintragseinheit zu.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	K	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Im laufenden Gang ordne die Eintragseinheit zu.	Im laufenden Gang ordne die Eintragseinheit zu.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	1	1	0	[1:OR=Ansatz|RUNNING:G407-E0024@1|ACTION:G407-E0023@3:K]	beim Zugeben [ACTION:G407-E0023@3:K]: Ansatz.	Im laufenden Gang ordne die Eintragseinheit zu.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
25	G407-E0025	G407-S001	25	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ykaiin	Y+K+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Ordne den laufenden Eintrag und den Kennwert zu.	Ordne den laufenden Eintrag und den Kennwert zu.	Ordne den laufenden Eintrag und den Kennwert zu.	Ordne den laufenden Eintrag und den Kennwert zu.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	K	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Ordne den laufenden Eintrag und den Kennwert zu.	Ordne den laufenden Eintrag und den Kennwert zu.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:Y=Arbeitsgut|RUNNING:G407-E0025@1|ACTION:G407-E0025@2:K] [2:K=Gib zu|RUNNING:G407-E0025@2|ACTION:G407-E0025@2:K] [3:AIIN=Flüssigkeitsmaß|RUNNING:G407-E0025@3|ACTION:G407-E0025@2:K]	Gib zu: Arbeitsgut, Flüssigkeitsmaß.	Ordne den laufenden Eintrag und den Kennwert zu.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
26	G407-E0026	G407-S001	26	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	shod	SH+O+D_ADDR	NONSTATE_CARD	NOT_APPLICABLE	Halte denselben Kennwert fest; als Ausführung; an der D-Stelle.	Halte denselben Kennwert fest; als Ausführung; an der D-Stelle.	Halte denselben Kennwert fest; als Ausführung; an der D-Stelle.	Halte denselben Kennwert fest; als Ausführung; an der D-Stelle.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte denselben Kennwert fest; als Ausführung; an der D-Stelle.	Halte denselben Kennwert fest; als Ausführung; an der D-Stelle.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:SH=Lass ruhen|RUNNING:G407-E0026@1|ACTION:G407-E0026@1:SH] [2:O=in Arbeitsform|RUNNING:G407-E0026@2|ACTION:G407-E0026@1:SH] [3:D_ADDR=an der Arbeitsstelle|RUNNING:G407-E0026@3|ACTION:G407-E0026@1:SH]	Lass ruhen: in Arbeitsform, an der Arbeitsstelle.	Halte denselben Kennwert fest; als Ausführung; an der D-Stelle.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
27	G407-E0027	G407-S001	27	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthoary	CH+T+O+AR+Y	NONSTATE_CARD	NOT_APPLICABLE	Entnimm den laufenden Eintrag und lege ihn fest; von der Ausgangszeile; als Ausführung.	Entnimm den laufenden Eintrag und lege ihn fest; von der Ausgangszeile; als Ausführung.	Entnimm den laufenden Eintrag und lege ihn fest; von der Ausgangszeile; als Ausführung.	Entnimm den laufenden Eintrag und lege ihn fest; von der Ausgangszeile; als Ausführung.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Entnimm den laufenden Eintrag und lege ihn fest; von der Ausgangszeile; als Ausführung.	Entnimm den laufenden Eintrag und lege ihn fest; von der Ausgangszeile; als Ausführung.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	5	5	0	[1:CH=Entnimm|RUNNING:G407-E0027@1|ACTION:G407-E0027@1:CH] [2:T=Stelle ein oder temperiere|RUNNING:G407-E0027@2|ACTION:G407-E0027@2:T] [3:O=in Arbeitsform|RUNNING:G407-E0027@3|ACTION:G407-E0027@2:T] [4:AR=von der Quelle oder aus dem Ausgangsgefäß|RUNNING:G407-E0027@4|ACTION:G407-E0027@2:T] [5:Y=Arbeitsgut|RUNNING:G407-E0027@5|ACTION:G407-E0027@2:T]	Entnimm; Stelle ein oder temperiere: in Arbeitsform, von der Quelle oder aus dem Ausgangsgefäß, Arbeitsgut.	Entnimm den laufenden Eintrag und lege ihn fest; von der Ausgangszeile; als Ausführung.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
28	G407-E0028	G407-S001	28	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthes	CH+T+E+S	NONSTATE_CARD	NOT_APPLICABLE	Entnimm denselben laufenden Eintrag, lege ihn fest und wähle ihn; auf Grad I.	Entnimm denselben laufenden Eintrag, lege ihn fest und wähle ihn; auf Grad I.	Entnimm denselben laufenden Eintrag, lege ihn fest und wähle ihn; auf Grad I.	Entnimm denselben laufenden Eintrag, lege ihn fest und wähle ihn; auf Grad I.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Entnimm denselben laufenden Eintrag, lege ihn fest und wähle ihn; auf Grad I.	Entnimm denselben laufenden Eintrag, lege ihn fest und wähle ihn; auf Grad I.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	4	4	0	[1:CH=Entnimm|RUNNING:G407-E0028@1|ACTION:G407-E0028@1:CH] [2:T=Stelle ein oder temperiere|RUNNING:G407-E0028@2|ACTION:G407-E0028@2:T] [3:E=auf Grad I|RUNNING:G407-E0028@3|ACTION:G407-E0028@2:T] [4:S=Sondere aus|RUNNING:G407-E0028@4|ACTION:G407-E0028@4:S]	Entnimm; Stelle ein oder temperiere: auf Grad I; Sondere aus.	Entnimm denselben laufenden Eintrag, lege ihn fest und wähle ihn; auf Grad I.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
29	G407-E0029	G407-S001	29	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	daraiin	D_ADDR+AR+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang wähle den Kennwert; von der Ausgangszeile; an der D-Stelle.	Im laufenden Gang wähle den Kennwert; von der Ausgangszeile; an der D-Stelle.	Im laufenden Gang wähle den Kennwert; von der Ausgangszeile; an der D-Stelle.	Im laufenden Gang wähle den Kennwert; von der Ausgangszeile; an der D-Stelle.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	S	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Im laufenden Gang wähle den Kennwert; von der Ausgangszeile; an der D-Stelle.	Im laufenden Gang wähle den Kennwert; von der Ausgangszeile; an der D-Stelle.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:D_ADDR=an der Arbeitsstelle|RUNNING:G407-E0029@1|ACTION:G407-E0028@4:S] [2:AR=von der Quelle oder aus dem Ausgangsgefäß|RUNNING:G407-E0029@2|ACTION:G407-E0028@4:S] [3:AIIN=Flüssigkeitsmaß|RUNNING:G407-E0029@3|ACTION:G407-E0028@4:S]	beim Auswählen oder Aussondern [ACTION:G407-E0028@4:S]: an der Arbeitsstelle, von der Quelle oder aus dem Ausgangsgefäß, Flüssigkeitsmaß.	Im laufenden Gang wähle den Kennwert; von der Ausgangszeile; an der D-Stelle.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
