complete_slot_ordinal	slot_id	layer	source_event_or_card_id	statement_or_record_id	physical_page	register	owner	locus	surface	slot_value	slot_position	boundary_class	fill_status	primary_governor_kind	primary_governor_key	realization_scope	source_detail	guard	gdt582_default_key	gdt582_default_kind	gdt582_core_concept	gdt582_concrete_default_de	gdt582_default_basis	gdt582_default_status	gdt582_guard
14899	LOCAL_COMPONENT:P912-E2270@1	LOCAL_COMPONENT	P912-E2270	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.1	otalal	OT	1	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2270@1:OT	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	CONTROL:OT	STRUCTURAL_CONTROL_DEFAULT	NEXT_RECORD	danach / neuer Arbeitsgang	GDT581_CONTROL_BOUNDARY	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
14900	LOCAL_COMPONENT:P912-E2270@2	LOCAL_COMPONENT	P912-E2270	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.1	otalal	AL	2	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2270	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:AL:CELESTIAL	PRODUCTIVE_REGISTER_FUNCTION	TARGET	zur Zielposition	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
14901	LOCAL_COMPONENT:P912-E2270@3	LOCAL_COMPONENT	P912-E2270	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.1	otalal	AL	3	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2270	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:AL:CELESTIAL	PRODUCTIVE_REGISTER_FUNCTION	TARGET	zur Zielposition	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
14902	LOCAL_COMPONENT:P912-E2271@1	LOCAL_COMPONENT	P912-E2271	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.1	oteeam	OT	1	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2271@1:OT	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	CONTROL:OT	STRUCTURAL_CONTROL_DEFAULT	NEXT_RECORD	danach / neuer Arbeitsgang	GDT581_CONTROL_BOUNDARY	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
14903	LOCAL_COMPONENT:P912-E2271@2	LOCAL_COMPONENT	P912-E2271	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.1	oteeam	EE	2	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2271	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:EE:CELESTIAL	PRODUCTIVE_REGISTER_FUNCTION	MIDDLE_DEGREE	auf Ringstufe II	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
14904	LOCAL_COMPONENT:P912-E2271@3	LOCAL_COMPONENT	P912-E2271	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.1	oteeam	AM_ADDR	3	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2271	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:AM_ADDR:CELESTIAL	PRODUCTIVE_REGISTER_FUNCTION	AUXILIARY_SITE	an der mittleren Ringstelle	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
14905	LOCAL_COMPONENT:P912-E2272@1	LOCAL_COMPONENT	P912-E2272	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.2	otalalg	OT	1	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2272@1:OT	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	CONTROL:OT	STRUCTURAL_CONTROL_DEFAULT	NEXT_RECORD	danach / neuer Arbeitsgang	GDT581_CONTROL_BOUNDARY	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
14906	LOCAL_COMPONENT:P912-E2272@2	LOCAL_COMPONENT	P912-E2272	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.2	otalalg	AL	2	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2272	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:AL:CELESTIAL	PRODUCTIVE_REGISTER_FUNCTION	TARGET	zur Zielposition	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
14907	LOCAL_COMPONENT:P912-E2272@3	LOCAL_COMPONENT	P912-E2272	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.2	otalalg	AL	3	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2272	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:AL:CELESTIAL	PRODUCTIVE_REGISTER_FUNCTION	TARGET	zur Zielposition	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
14908	LOCAL_COMPONENT:P912-E2272@4	LOCAL_COMPONENT	P912-E2272	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.2	otalalg	G_LABEL	4	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2272	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:G_LABEL:CELESTIAL	PRODUCTIVE_REGISTER_FUNCTION	G_VARIANT	in der g-Klasse	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
14909	LOCAL_COMPONENT:P912-E2273@1	LOCAL_COMPONENT	P912-E2273	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.3	ykary	Y	1	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2273@2:K	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:Y:CELESTIAL	PRODUCTIVE_REGISTER_FUNCTION	CURRENT_GOOD_OR_BATCH	Ringposition	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
14910	LOCAL_COMPONENT:P912-E2273@2	LOCAL_COMPONENT	P912-E2273	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.3	ykary	K	2	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2273@2:K	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:K:CELESTIAL	PRODUCTIVE_REGISTER_FUNCTION	TRANSFER_OR_ADD	Ordne zu	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
14911	LOCAL_COMPONENT:P912-E2273@3	LOCAL_COMPONENT	P912-E2273	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.3	ykary	AR	3	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2273@2:K	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:AR:CELESTIAL	PRODUCTIVE_REGISTER_FUNCTION	SOURCE	von der Ausgangsposition	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
14912	LOCAL_COMPONENT:P912-E2273@4	LOCAL_COMPONENT	P912-E2273	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.3	ykary	Y	4	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2273@2:K	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:Y:CELESTIAL	PRODUCTIVE_REGISTER_FUNCTION	CURRENT_GOOD_OR_BATCH	Ringposition	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
14913	LOCAL_COMPONENT:P912-E2274@1	LOCAL_COMPONENT	P912-E2274	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.4	otar	OT	1	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2274@1:OT	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	CONTROL:OT	STRUCTURAL_CONTROL_DEFAULT	NEXT_RECORD	danach / neuer Arbeitsgang	GDT581_CONTROL_BOUNDARY	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
14914	LOCAL_COMPONENT:P912-E2274@2	LOCAL_COMPONENT	P912-E2274	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.4	otar	AR	2	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2274	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:AR:CELESTIAL	PRODUCTIVE_REGISTER_FUNCTION	SOURCE	von der Ausgangsposition	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
14915	LOCAL_COMPONENT:P912-E2275@1	LOCAL_COMPONENT	P912-E2275	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.5	oty	OT	1	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2275@1:OT	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	CONTROL:OT	STRUCTURAL_CONTROL_DEFAULT	NEXT_RECORD	danach / neuer Arbeitsgang	GDT581_CONTROL_BOUNDARY	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
14916	LOCAL_COMPONENT:P912-E2275@2	LOCAL_COMPONENT	P912-E2275	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.5	oty	Y	2	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2275	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:Y:CELESTIAL	PRODUCTIVE_REGISTER_FUNCTION	CURRENT_GOOD_OR_BATCH	Ringposition	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
14917	LOCAL_COMPONENT:P912-E2276@1	LOCAL_COMPONENT	P912-E2276	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.6	oky	OK	1	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2276@1:OK	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:OK:CELESTIAL	PRODUCTIVE_REGISTER_FUNCTION	SET_OR_OPEN_BATCH	Trage ein	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
14918	LOCAL_COMPONENT:P912-E2276@2	LOCAL_COMPONENT	P912-E2276	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.6	oky	Y	2	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2276@1:OK	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:Y:CELESTIAL	PRODUCTIVE_REGISTER_FUNCTION	CURRENT_GOOD_OR_BATCH	Ringposition	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
14919	LOCAL_COMPONENT:P912-E2277@1	LOCAL_COMPONENT	P912-E2277	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.6	ody	O	1	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2277	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:O:CELESTIAL	PRODUCTIVE_REGISTER_FUNCTION	FORM_OR_MODE	in Eintragsform	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
14920	LOCAL_COMPONENT:P912-E2277@2	LOCAL_COMPONENT	P912-E2277	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.6	ody	DY	2	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2277@2:DY	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	CONTROL:DY	STRUCTURAL_CONTROL_DEFAULT	CLOSE_RECORD	Arbeitsgang abschließen	GDT581_CONTROL_BOUNDARY	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
14921	LOCAL_COMPONENT:P912-E2278@1	LOCAL_COMPONENT	P912-E2278	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.7	oty	OT	1	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2278@1:OT	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	CONTROL:OT	STRUCTURAL_CONTROL_DEFAULT	NEXT_RECORD	danach / neuer Arbeitsgang	GDT581_CONTROL_BOUNDARY	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
14922	LOCAL_COMPONENT:P912-E2278@2	LOCAL_COMPONENT	P912-E2278	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.7	oty	Y	2	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2278	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:Y:CELESTIAL	PRODUCTIVE_REGISTER_FUNCTION	CURRENT_GOOD_OR_BATCH	Ringposition	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
14923	LOCAL_COMPONENT:P912-E2279@1	LOCAL_COMPONENT	P912-E2279	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.7	ar	AR	1	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2279	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:AR:CELESTIAL	PRODUCTIVE_REGISTER_FUNCTION	SOURCE	von der Ausgangsposition	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
14924	LOCAL_COMPONENT:P912-E2280@1	LOCAL_COMPONENT	P912-E2280	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.8	okala	OK	1	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2280@1:OK	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:OK:CELESTIAL	PRODUCTIVE_REGISTER_FUNCTION	SET_OR_OPEN_BATCH	Trage ein	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
14925	LOCAL_COMPONENT:P912-E2280@2	LOCAL_COMPONENT	P912-E2280	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.8	okala	AL	2	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2280@1:OK	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:AL:CELESTIAL	PRODUCTIVE_REGISTER_FUNCTION	TARGET	zur Zielposition	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
14926	LOCAL_COMPONENT:P912-E2280@3	LOCAL_COMPONENT	P912-E2280	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.8	okala	A_ADDR	3	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2280@1:OK	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:A_ADDR:CELESTIAL	PRODUCTIVE_REGISTER_FUNCTION	MAIN_SITE	an der oberen Ringstelle	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
14927	LOCAL_COMPONENT:P912-E2281@1	LOCAL_COMPONENT	P912-E2281	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.9	otody	OT	1	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2281@1:OT	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	CONTROL:OT	STRUCTURAL_CONTROL_DEFAULT	NEXT_RECORD	danach / neuer Arbeitsgang	GDT581_CONTROL_BOUNDARY	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
14928	LOCAL_COMPONENT:P912-E2281@2	LOCAL_COMPONENT	P912-E2281	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.9	otody	O	2	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2281	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:O:CELESTIAL	PRODUCTIVE_REGISTER_FUNCTION	FORM_OR_MODE	in Eintragsform	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
14929	LOCAL_COMPONENT:P912-E2281@3	LOCAL_COMPONENT	P912-E2281	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.9	otody	DY	3	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2281@3:DY	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	CONTROL:DY	STRUCTURAL_CONTROL_DEFAULT	CLOSE_RECORD	Arbeitsgang abschließen	GDT581_CONTROL_BOUNDARY	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
14930	LOCAL_COMPONENT:P912-E2282@1	LOCAL_COMPONENT	P912-E2282	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.10	otald	OT	1	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2282@1:OT	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	CONTROL:OT	STRUCTURAL_CONTROL_DEFAULT	NEXT_RECORD	danach / neuer Arbeitsgang	GDT581_CONTROL_BOUNDARY	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
14931	LOCAL_COMPONENT:P912-E2282@2	LOCAL_COMPONENT	P912-E2282	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.10	otald	AL	2	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2282	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:AL:CELESTIAL	PRODUCTIVE_REGISTER_FUNCTION	TARGET	zur Zielposition	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
14932	LOCAL_COMPONENT:P912-E2282@3	LOCAL_COMPONENT	P912-E2282	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	f70v2.10	otald	D_LABEL	3	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2282	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:D_LABEL:CELESTIAL	PRODUCTIVE_REGISTER_FUNCTION	D_VARIANT	in der d-Klasse	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
