local_card_ordinal	local_card_host_key	source_partition	source_layer	source_event_id	physical_page	register	locus	owner_de	surface	component_recipe	component_count	source_local_role	record_id	record_governor_key	bundle_id	bundle_governor_key	active_local_model	guard	complete_slot_count	content_slot_count	control_slot_count	concrete_slot_trace_de	concrete_working_clause_de	gdt582_guard
586	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E0857	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E0857	f75r	BIOLOGICAL	f75r.53	Eine Einheit gehört zu diesem Platz.	dainy	AIN+Y	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	2	0	[1:AIN=Anwendungsportion|LOCAL_COMPONENT:P912-E0857@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E0857] [2:Y=Stationsansatz|LOCAL_COMPONENT:P912-E0857@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E0857]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E0857]: Anwendungsportion, Stationsansatz.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
587	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0506	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P1008-E0506	f76r	BIOLOGICAL	f76r.4	Merkzeichen für unbebilderter Textabschnitt A1	s	SECTION_MARKER	1	LOCAL_ADDRESS_OR_SECTION_MARKER	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	SECTION_MARKER	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	1	0	1	[1:SECTION_MARKER=Abschnittsmarke|LOCAL_COMPONENT:P1008-E0506@1|LOCAL_CONTROL:P1008-E0506@1:SECTION_MARKER]	im Rahmen [LOCAL_CONTROL:P1008-E0506@1:SECTION_MARKER]: Abschnittsmarke.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
588	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0533	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P1008-E0533	f76r	BIOLOGICAL	f76r.7	Merkzeichen für unbebilderter Textabschnitt A2	d	SECTION_MARKER	1	LOCAL_ADDRESS_OR_SECTION_MARKER	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	SECTION_MARKER	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	1	0	1	[1:SECTION_MARKER=Abschnittsmarke|LOCAL_COMPONENT:P1008-E0533@1|LOCAL_CONTROL:P1008-E0533@1:SECTION_MARKER]	im Rahmen [LOCAL_CONTROL:P1008-E0533@1:SECTION_MARKER]: Abschnittsmarke.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
589	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0562	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P1008-E0562	f76r	BIOLOGICAL	f76r.10	Merkzeichen für unbebilderter Textabschnitt A3	q	SECTION_MARKER	1	LOCAL_ADDRESS_OR_SECTION_MARKER	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	SECTION_MARKER	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	1	0	1	[1:SECTION_MARKER=Abschnittsmarke|LOCAL_COMPONENT:P1008-E0562@1|LOCAL_CONTROL:P1008-E0562@1:SECTION_MARKER]	im Rahmen [LOCAL_CONTROL:P1008-E0562@1:SECTION_MARKER]: Abschnittsmarke.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
590	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0602	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P1008-E0602	f76r	BIOLOGICAL	f76r.14	Merkzeichen für unbebilderter Textabschnitt A4	s	SECTION_MARKER	1	LOCAL_ADDRESS_OR_SECTION_MARKER	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	SECTION_MARKER	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	1	0	1	[1:SECTION_MARKER=Abschnittsmarke|LOCAL_COMPONENT:P1008-E0602@1|LOCAL_CONTROL:P1008-E0602@1:SECTION_MARKER]	im Rahmen [LOCAL_CONTROL:P1008-E0602@1:SECTION_MARKER]: Abschnittsmarke.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
591	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0639	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P1008-E0639	f76r	BIOLOGICAL	f76r.18	Merkzeichen für unbebilderter Textabschnitt A5	o	SECTION_MARKER	1	LOCAL_ADDRESS_OR_SECTION_MARKER	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	SECTION_MARKER	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	1	0	1	[1:SECTION_MARKER=Abschnittsmarke|LOCAL_COMPONENT:P1008-E0639@1|LOCAL_CONTROL:P1008-E0639@1:SECTION_MARKER]	im Rahmen [LOCAL_CONTROL:P1008-E0639@1:SECTION_MARKER]: Abschnittsmarke.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
592	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0675	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P1008-E0675	f76r	BIOLOGICAL	f76r.22	Merkzeichen für unbebilderter Textabschnitt A6	l	SECTION_MARKER	1	LOCAL_ADDRESS_OR_SECTION_MARKER	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	SECTION_MARKER	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	1	0	1	[1:SECTION_MARKER=Abschnittsmarke|LOCAL_COMPONENT:P1008-E0675@1|LOCAL_CONTROL:P1008-E0675@1:SECTION_MARKER]	im Rahmen [LOCAL_CONTROL:P1008-E0675@1:SECTION_MARKER]: Abschnittsmarke.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
593	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0729	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P1008-E0729	f76r	BIOLOGICAL	f76r.27	Merkzeichen für unbebilderter Textabschnitt A7	k	SECTION_MARKER	1	LOCAL_ADDRESS_OR_SECTION_MARKER	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	SECTION_MARKER	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	1	0	1	[1:SECTION_MARKER=Abschnittsmarke|LOCAL_COMPONENT:P1008-E0729@1|LOCAL_CONTROL:P1008-E0729@1:SECTION_MARKER]	im Rahmen [LOCAL_CONTROL:P1008-E0729@1:SECTION_MARKER]: Abschnittsmarke.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
594	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0769	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P1008-E0769	f76r	BIOLOGICAL	f76r.31	Merkzeichen für unbebilderter Textabschnitt A8	r	SECTION_MARKER	1	LOCAL_ADDRESS_OR_SECTION_MARKER	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	SECTION_MARKER	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	1	0	1	[1:SECTION_MARKER=Abschnittsmarke|LOCAL_COMPONENT:P1008-E0769@1|LOCAL_CONTROL:P1008-E0769@1:SECTION_MARKER]	im Rahmen [LOCAL_CONTROL:P1008-E0769@1:SECTION_MARKER]: Abschnittsmarke.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
595	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0839	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P1008-E0839	f76r	BIOLOGICAL	f76r.37	Merkzeichen für unbebilderter Textabschnitt A9	s	SECTION_MARKER	1	LOCAL_ADDRESS_OR_SECTION_MARKER	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	SECTION_MARKER	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	1	0	1	[1:SECTION_MARKER=Abschnittsmarke|LOCAL_COMPONENT:P1008-E0839@1|LOCAL_CONTROL:P1008-E0839@1:SECTION_MARKER]	im Rahmen [LOCAL_CONTROL:P1008-E0839@1:SECTION_MARKER]: Abschnittsmarke.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
596	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0081	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0081	f77r	BIOLOGICAL	f77r.1	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	darchdar	AR+AR	2	LOCAL_ADDRESS_OR_LABEL	G475-R085	LOCAL_RECORD:G475-R085	G474-B091	LOCAL_BUNDLE:G474-B091	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	4	4	0	[1:AR=von der Ausgangsstation oder aus dem Ausgangsbecken|LOCAL_COMPONENT:P1003-E0081@1|LOCAL_RECORD:G475-R085] [1:d=Ablauf|LOCAL_NAME:P1003-E0081:NAME_1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0081] [2:AR=von der Ausgangsstation oder aus dem Ausgangsbecken|LOCAL_COMPONENT:P1003-E0081@2|LOCAL_RECORD:G475-R085] [2:chd=erwärmtes Becken|LOCAL_NAME:P1003-E0081:NAME_2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0081]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0081]: Ablauf, erwärmtes Becken; im lokalen Record [LOCAL_RECORD:G475-R085]: von der Ausgangsstation oder aus dem Ausgangsbecken, von der Ausgangsstation oder aus dem Ausgangsbecken.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
597	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0082	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0082	f77r	BIOLOGICAL	f77r.2	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	olkchs	OL	1	LOCAL_ADDRESS_OR_LABEL	G475-R085	LOCAL_RECORD:G475-R085	G474-B092	LOCAL_BUNDLE:G474-B092	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	1	1	[1:OL=weiter im selben Arbeitsgang|LOCAL_COMPONENT:P1003-E0082@1|LOCAL_CONTROL:P1003-E0082@1:OL] [1:kchs=Zulaufrohr|LOCAL_NAME:P1003-E0082:NAME_1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0082]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0082]: Zulaufrohr; im Rahmen [LOCAL_CONTROL:P1003-E0082@1:OL]: weiter im selben Arbeitsgang.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
598	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0083	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0083	f77r	BIOLOGICAL	f77r.3	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	otedy	OT+E+DY	3	LOCAL_ADDRESS_OR_LABEL	G475-R086	LOCAL_RECORD:G475-R086	G474-B093	LOCAL_BUNDLE:G474-B093	COORDINATE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	1	2	[1:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P1003-E0083@1|LOCAL_CONTROL:P1003-E0083@1:OT] [2:E=auf Grad I|LOCAL_COMPONENT:P1003-E0083@2|LOCAL_RECORD:G475-R086] [3:DY=Arbeitsgang abschließen|LOCAL_COMPONENT:P1003-E0083@3|LOCAL_CONTROL:P1003-E0083@3:DY]	im Rahmen [LOCAL_CONTROL:P1003-E0083@1:OT]: danach / neuer Arbeitsgang; im lokalen Record [LOCAL_RECORD:G475-R086]: auf Grad I; im Rahmen [LOCAL_CONTROL:P1003-E0083@3:DY]: Arbeitsgang abschließen.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
599	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0084	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0084	f77r	BIOLOGICAL	f77r.4	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	otork	OT	1	LOCAL_ADDRESS_OR_LABEL	G475-R087	LOCAL_RECORD:G475-R087	G474-B094	LOCAL_BUNDLE:G474-B094	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	1	1	[1:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P1003-E0084@1|LOCAL_CONTROL:P1003-E0084@1:OT] [1:ork=Badebecken|LOCAL_NAME:P1003-E0084:NAME_1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0084]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0084]: Badebecken; im Rahmen [LOCAL_CONTROL:P1003-E0084@1:OT]: danach / neuer Arbeitsgang.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
600	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0085	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0085	f77r	BIOLOGICAL	f77r.5	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	otol	OT+OL	2	LOCAL_ADDRESS_OR_LABEL	G475-R088	LOCAL_RECORD:G475-R088	G474-B095	LOCAL_BUNDLE:G474-B095	COORDINATE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	0	2	[1:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P1003-E0085@1|LOCAL_CONTROL:P1003-E0085@1:OT] [2:OL=weiter im selben Arbeitsgang|LOCAL_COMPONENT:P1003-E0085@2|LOCAL_CONTROL:P1003-E0085@2:OL]	im Rahmen [LOCAL_CONTROL:P1003-E0085@1:OT]: danach / neuer Arbeitsgang; im Rahmen [LOCAL_CONTROL:P1003-E0085@2:OL]: weiter im selben Arbeitsgang.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
601	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0086	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0086	f77r	BIOLOGICAL	f77r.6	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	dchdy	CHD+DY	2	LOCAL_ADDRESS_OR_LABEL	G475-R089	LOCAL_RECORD:G475-R089	G474-B096	LOCAL_BUNDLE:G474-B096	INSTRUCTION	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	1	1	[1:CHD=Behandle|LOCAL_COMPONENT:P1003-E0086@1|LOCAL_ACTION:P1003-E0086@1:CHD] [2:DY=Arbeitsgang abschließen|LOCAL_COMPONENT:P1003-E0086@2|LOCAL_CONTROL:P1003-E0086@2:DY]	Behandle; im Rahmen [LOCAL_CONTROL:P1003-E0086@2:DY]: Arbeitsgang abschließen.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
602	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0087	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0087	f77r	BIOLOGICAL	f77r.7	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	soral	AL	1	LOCAL_ADDRESS_OR_LABEL	G475-R090	LOCAL_RECORD:G475-R090	G474-B097	LOCAL_BUNDLE:G474-B097	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	2	0	[1:AL=zur Zielstation oder ins Zielbecken|LOCAL_COMPONENT:P1003-E0087@1|LOCAL_RECORD:G475-R090] [1:sor=Sitz- oder Behandlungsstation|LOCAL_NAME:P1003-E0087:NAME_1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0087]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0087]: Sitz- oder Behandlungsstation; im lokalen Record [LOCAL_RECORD:G475-R090]: zur Zielstation oder ins Zielbecken.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
603	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0088	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0088	f77r	BIOLOGICAL	f77r.8	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	dotedy	OT	1	LOCAL_ADDRESS_OR_LABEL	G475-R091	LOCAL_RECORD:G475-R091	G474-B098	LOCAL_BUNDLE:G474-B098	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	2	1	[1:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P1003-E0088@1|LOCAL_CONTROL:P1003-E0088@1:OT] [1:d=Ablauf|LOCAL_NAME:P1003-E0088:NAME_1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0088] [2:edy=Kühlablauf|LOCAL_NAME:P1003-E0088:NAME_2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0088]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0088]: Ablauf, Kühlablauf; im Rahmen [LOCAL_CONTROL:P1003-E0088@1:OT]: danach / neuer Arbeitsgang.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
604	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0410	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0410	f77r	BIOLOGICAL	f77r.49	Name oder Kennung fuer untere Gefaess-/Beckenstation	otchdy	OT+CHD+DY	3	LOCAL_ADDRESS_OR_LABEL	G475-R092	LOCAL_RECORD:G475-R092	G474-B099	LOCAL_BUNDLE:G474-B099	INSTRUCTION	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	1	2	[1:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P1003-E0410@1|LOCAL_CONTROL:P1003-E0410@1:OT] [2:CHD=Behandle|LOCAL_COMPONENT:P1003-E0410@2|LOCAL_ACTION:P1003-E0410@2:CHD] [3:DY=Arbeitsgang abschließen|LOCAL_COMPONENT:P1003-E0410@3|LOCAL_CONTROL:P1003-E0410@3:DY]	im Rahmen [LOCAL_CONTROL:P1003-E0410@1:OT]: danach / neuer Arbeitsgang; Behandle; im Rahmen [LOCAL_CONTROL:P1003-E0410@3:DY]: Arbeitsgang abschließen.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
605	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0411	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0411	f77r	BIOLOGICAL	f77r.50	Name oder Kennung fuer untere Gefaess-/Beckenstation	otolaiin	OT+OL+AIIN	3	LOCAL_ADDRESS_OR_LABEL	G475-R093	LOCAL_RECORD:G475-R093	G474-B100	LOCAL_BUNDLE:G474-B100	COORDINATE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	1	2	[1:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P1003-E0411@1|LOCAL_CONTROL:P1003-E0411@1:OT] [2:OL=weiter im selben Arbeitsgang|LOCAL_COMPONENT:P1003-E0411@2|LOCAL_CONTROL:P1003-E0411@2:OL] [3:AIIN=Stations- oder Badmaß|LOCAL_COMPONENT:P1003-E0411@3|LOCAL_RECORD:G475-R093]	im Rahmen [LOCAL_CONTROL:P1003-E0411@1:OT]: danach / neuer Arbeitsgang; im Rahmen [LOCAL_CONTROL:P1003-E0411@2:OL]: weiter im selben Arbeitsgang; im lokalen Record [LOCAL_RECORD:G475-R093]: Stations- oder Badmaß.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
606	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0412	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0412	f77r	BIOLOGICAL	f77r.50	Name oder Kennung fuer untere Gefaess-/Beckenstation	o	O	1	LOCAL_ADDRESS_OR_LABEL	G475-R093	LOCAL_RECORD:G475-R093	G474-B100	LOCAL_BUNDLE:G474-B100	COORDINATE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	1	1	0	[1:O=in Anwendungsform|LOCAL_COMPONENT:P1003-E0412@1|LOCAL_RECORD:G475-R093]	im lokalen Record [LOCAL_RECORD:G475-R093]: in Anwendungsform.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
607	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1111	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1111	f81v	BIOLOGICAL	f81v.28	gemeinsames Bad- und Beckenfeld	otain	OT+AIN	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	1	1	[1:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P912-E1111@1|LOCAL_CONTROL:P912-E1111@1:OT] [2:AIN=Anwendungsportion|LOCAL_COMPONENT:P912-E1111@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1111]	im Rahmen [LOCAL_CONTROL:P912-E1111@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1111]: Anwendungsportion.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
608	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1112	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1112	f81v	BIOLOGICAL	f81v.28	gemeinsames Bad- und Beckenfeld	olkal	OL+K+AL	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	2	1	[1:OL=weiter im selben Arbeitsgang|LOCAL_COMPONENT:P912-E1112@1|LOCAL_CONTROL:P912-E1112@1:OL] [2:K=Führe zu|LOCAL_COMPONENT:P912-E1112@2|LOCAL_ACTION:P912-E1112@2:K] [3:AL=zur Zielstation oder ins Zielbecken|LOCAL_COMPONENT:P912-E1112@3|LOCAL_ACTION:P912-E1112@2:K]	im Rahmen [LOCAL_CONTROL:P912-E1112@1:OL]: weiter im selben Arbeitsgang; Führe zu: zur Zielstation oder ins Zielbecken.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
609	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1185	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1185	f82r	BIOLOGICAL	f82r.10	mehrere lokale Bad- und Leitungsstationen	oroldair	OR+OL+D_ADDR+AIR	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	4	3	1	[1:OR=Becken- oder Körpereinheit|LOCAL_COMPONENT:P912-E1185@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1185] [2:OL=weiter im selben Arbeitsgang|LOCAL_COMPONENT:P912-E1185@2|LOCAL_CONTROL:P912-E1185@2:OL] [3:D_ADDR=an der Stations-Arbeitsstelle|LOCAL_COMPONENT:P912-E1185@3|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1185] [4:AIR=entlang des Stationswegs oder Kanals|LOCAL_COMPONENT:P912-E1185@4|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1185]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1185]: Becken- oder Körpereinheit, an der Stations-Arbeitsstelle, entlang des Stationswegs oder Kanals; im Rahmen [LOCAL_CONTROL:P912-E1185@2:OL]: weiter im selben Arbeitsgang.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
