unified_serial	compiler_mode	page	unit_id	local_address	visible_identity	registered_identity	short_default_de	continuous_reading_de	owner_or_namespace
641	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G260	A3:G005	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
642	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G261	A3:G006	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
643	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G262	A3:G007	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
644	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G263	A3:G008	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
645	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G264	A3:G009	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
646	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G265	A3:G010	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
647	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G266	A3:G011	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
648	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G267	A3:G012	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
649	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G268	A3:G013	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
650	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G269	A3:G014	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
651	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G270	A3:G015	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
652	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G271	A3:G016	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
653	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G272	A3:G017	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
654	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G273	A3:G018	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
655	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G274	A3:G019	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
656	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G275	A3:G020	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
657	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G276	A3:G021	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
658	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G277	A3:G022	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
659	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G278	A3:G023	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
660	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G279	A3:G024	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
661	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G280	A3:G025	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
662	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G281	A3:G026	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
663	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G282	A3:G027	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
664	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G283	A3:G028	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
665	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G284	A3:G029	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
666	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G285	A3:G030	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
667	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G286	A3:G031	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
668	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G287	A3:G032	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
669	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G288	A3:G033	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
670	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G289	A3:G034	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
671	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G290	A3:G035	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
672	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G291	A3:G036	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
673	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G292	A3:G037	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
674	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G293	A3:G038	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
675	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G294	A3:G039	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
676	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:G295	A3:G040	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_RING_TEXT
677	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G296	A3:G041	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
678	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G297	A3:G042	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
679	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G298	A3:G043	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
680	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G299	A3:G044	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
681	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G300	A3:G045	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
682	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G301	A3:G046	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
683	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G302	A3:G047	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
684	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G303	A3:G048	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
685	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G304	A3:G049	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
686	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G305	A3:G050	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
687	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G306	A3:G051	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
688	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G307	A3:G052	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
689	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G308	A3:G053	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
690	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G309	A3:G054	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
691	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G310	A3:G055	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
692	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G311	A3:G056	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
693	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G312	A3:G057	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
694	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G313	A3:G058	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
695	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G314	A3:G059	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
696	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G315	A3:G060	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
697	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G316	A3:G061	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
698	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G317	A3:G062	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
699	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G318	A3:G063	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
700	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G319	A3:G064	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
701	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G320	A3:G065	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
