event_serial	statement_id	record_unit_id	page	visible_surface	master_card_id	semantic_atoms	short_default_de	final_teaching_tier	section_deck_status	assigned_renderer	revised_renderer_status	formula_tags_for_statement	order_tags_for_statement	selected_content_layer	current_statement_reading_de
181	B2-S005	B2	f82r	qokaiin	MC120	OK+AIIN	ansetzen+Sollmaß	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Arbeitsflüssigkeit der oberen Doppelbecken mit Mittelzylinder: Setze diesen Posten dort an, sammle bis zum Sollmaß, leite durch, stelle das Sollmaß ein, führe bereit weiter, wärme länger, ziehe ab und schließe.
182	B2-S005	B2	f82r	octheol	MC112	CTH+OL	bereit+weiter	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Arbeitsflüssigkeit der oberen Doppelbecken mit Mittelzylinder: Setze diesen Posten dort an, sammle bis zum Sollmaß, leite durch, stelle das Sollmaß ein, führe bereit weiter, wärme länger, ziehe ab und schließe.
183	B2-S005	B2	f82r	chkeey	MC166	CHK+EE+Y	wärmen+länger+Posten	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Arbeitsflüssigkeit der oberen Doppelbecken mit Mittelzylinder: Setze diesen Posten dort an, sammle bis zum Sollmaß, leite durch, stelle das Sollmaß ein, führe bereit weiter, wärme länger, ziehe ab und schließe.
184	B2-S005	B2	f82r	ldy	MC004	L+CLOSE	abführen+Schluss	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Arbeitsflüssigkeit der oberen Doppelbecken mit Mittelzylinder: Setze diesen Posten dort an, sammle bis zum Sollmaß, leite durch, stelle das Sollmaß ein, führe bereit weiter, wärme länger, ziehe ab und schließe.
185	B2-S006	B2	f82r	oteey	MC063	OT+EE+Y	danach+länger+Posten	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Arbeitsflüssigkeit der oberen Doppelbecken mit Mittelzylinder: Nimm den langen Folgeposten, setze ihn dort an, leite ihn kurz durch und setze den Posten an.
186	B2-S006	B2	f82r	qokal	MC040	OK+AL	ansetzen+Ziel	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Arbeitsflüssigkeit der oberen Doppelbecken mit Mittelzylinder: Nimm den langen Folgeposten, setze ihn dort an, leite ihn kurz durch und setze den Posten an.
187	B2-S006	B2	f82r	sheckhy	MC132	CKH+E+Y	Durchlass+kurz+Posten	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Arbeitsflüssigkeit der oberen Doppelbecken mit Mittelzylinder: Nimm den langen Folgeposten, setze ihn dort an, leite ihn kurz durch und setze den Posten an.
188	B2-S006	B2	f82r	qoky	MC026	OK+Y	ansetzen+Posten	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Arbeitsflüssigkeit der oberen Doppelbecken mit Mittelzylinder: Nimm den langen Folgeposten, setze ihn dort an, leite ihn kurz durch und setze den Posten an.
189	B2-S007	B2	f82r	dshedy	MC138	SHED+E+CLOSE	absetzen+kurz+Schluss	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge des linken Mittelgeräts mit seinem Einzelknoten: Gib dem weitergeführten Überlaufposten Frischwasser zu und schließe.
190	B2-S008	B2	f82r	sotaiin	MC060	OT+AIIN	danach+Sollmaß	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge des linken Mittelgeräts mit seinem Einzelknoten: Stelle das Folgemaß ein, setze daraus an, lass absetzen und schließe.
191	B2-S008	B2	f82r	qokar	MC044	OK+AR	ansetzen+Quelle	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge des linken Mittelgeräts mit seinem Einzelknoten: Stelle das Folgemaß ein, setze daraus an, lass absetzen und schließe.
192	B2-S008	B2	f82r	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-B	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge des linken Mittelgeräts mit seinem Einzelknoten: Stelle das Folgemaß ein, setze daraus an, lass absetzen und schließe.
193	B2-S009	B2	f82r	solshedy	MC149	OL+SHED+CLOSE	weiter+absetzen+Schluss	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge des linken Mittelgeräts mit seinem Einzelknoten: Lass weiter absetzen und schließe.
194	B2-S010	B2	f82r	qokeey	MC002	OK+EE+Y	ansetzen+länger+Posten	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge des linken Mittelgeräts mit seinem Einzelknoten: Setze länger an, führe den Posten durch den Auslass und nimm den Klarlauf.
195	B2-S010	B2	f82r	qoky	MC026	OK+Y	ansetzen+Posten	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge des linken Mittelgeräts mit seinem Einzelknoten: Setze länger an, führe den Posten durch den Auslass und nimm den Klarlauf.
196	B2-S010	B2	f82r	ls	MC065	L	abführen	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge des linken Mittelgeräts mit seinem Einzelknoten: Setze länger an, führe den Posten durch den Auslass und nimm den Klarlauf.
197	B2-S010	B2	f82r	cheey	MC119	CHEEY	Ergebnis	PORTABLE_EXACT_BRIDGE_CARD	SHARED_17	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge des linken Mittelgeräts mit seinem Einzelknoten: Setze länger an, führe den Posten durch den Auslass und nimm den Klarlauf.
198	B2-S011	B2	f82r	okain	MC017	OK+AIN	ansetzen+Anteil	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für die liegende Figur im kleinen Becken: Nimm aus dem gesetzten Ansatz eine Portion, gib eine weitere Portion zu, lasse sie länger einwirken und schließe den Schritt.
199	B2-S011	B2	f82r	char	MC055	AR	Quelle	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für die liegende Figur im kleinen Becken: Nimm aus dem gesetzten Ansatz eine Portion, gib eine weitere Portion zu, lasse sie länger einwirken und schließe den Schritt.
200	B2-S011	B2	f82r	okain	MC017	OK+AIN	ansetzen+Anteil	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für die liegende Figur im kleinen Becken: Nimm aus dem gesetzten Ansatz eine Portion, gib eine weitere Portion zu, lasse sie länger einwirken und schließe den Schritt.
201	B2-S011	B2	f82r	qokeedy	MC082	OK+EE+CLOSE	ansetzen+länger+Schluss	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für die liegende Figur im kleinen Becken: Nimm aus dem gesetzten Ansatz eine Portion, gib eine weitere Portion zu, lasse sie länger einwirken und schließe den Schritt.
202	B2-S012	B2	f82r	lchy	MC008	L+Y	abführen+Posten	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	WF03	OC01_REVERSE	KOERPER_BAD_ANWENDUNG	Ziehe den Anwendungsanteil aus dem kleinen Liegebecken ab. Wechsle ohne behauptete Leitungsverbindung zum grünen Mehrpersonenbecken: Nimm dort den Klarlauf, halte ihn kurz bereit, setze ihn länger an, führe ihn nach Sollmaß ab, vollende den Posten und schließe.
203	B2-S012	B2	f82r	cheey	MC119	CHEEY	Ergebnis	PORTABLE_EXACT_BRIDGE_CARD	SHARED_17	R-B	PRIMARY_HABIT_MATCH	WF03	OC01_REVERSE	KOERPER_BAD_ANWENDUNG	Ziehe den Anwendungsanteil aus dem kleinen Liegebecken ab. Wechsle ohne behauptete Leitungsverbindung zum grünen Mehrpersonenbecken: Nimm dort den Klarlauf, halte ihn kurz bereit, setze ihn länger an, führe ihn nach Sollmaß ab, vollende den Posten und schließe.
204	B2-S012	B2	f82r	qcthey	MC073	CTH+E+Y	bereit+kurz+Posten	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	WF03	OC01_REVERSE	KOERPER_BAD_ANWENDUNG	Ziehe den Anwendungsanteil aus dem kleinen Liegebecken ab. Wechsle ohne behauptete Leitungsverbindung zum grünen Mehrpersonenbecken: Nimm dort den Klarlauf, halte ihn kurz bereit, setze ihn länger an, führe ihn nach Sollmaß ab, vollende den Posten und schließe.
205	B2-S012	B2	f82r	qokeey	MC002	OK+EE+Y	ansetzen+länger+Posten	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	WF03	OC01_REVERSE	KOERPER_BAD_ANWENDUNG	Ziehe den Anwendungsanteil aus dem kleinen Liegebecken ab. Wechsle ohne behauptete Leitungsverbindung zum grünen Mehrpersonenbecken: Nimm dort den Klarlauf, halte ihn kurz bereit, setze ihn länger an, führe ihn nach Sollmaß ab, vollende den Posten und schließe.
206	B2-S012	B2	f82r	lcheey	MC066	L+CHEEY	abführen+Ergebnis	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	WF03	OC01_REVERSE	KOERPER_BAD_ANWENDUNG	Ziehe den Anwendungsanteil aus dem kleinen Liegebecken ab. Wechsle ohne behauptete Leitungsverbindung zum grünen Mehrpersonenbecken: Nimm dort den Klarlauf, halte ihn kurz bereit, setze ihn länger an, führe ihn nach Sollmaß ab, vollende den Posten und schließe.
207	B2-S012	B2	f82r	daiin	MC039	AIIN	Sollmaß	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	SECONDARY_REPERTOIRE_MATCH	WF03	OC01_REVERSE	KOERPER_BAD_ANWENDUNG	Ziehe den Anwendungsanteil aus dem kleinen Liegebecken ab. Wechsle ohne behauptete Leitungsverbindung zum grünen Mehrpersonenbecken: Nimm dort den Klarlauf, halte ihn kurz bereit, setze ihn länger an, führe ihn nach Sollmaß ab, vollende den Posten und schließe.
208	B2-S012	B2	f82r	chey	MC123	Y	Posten	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	PRIMARY_HABIT_MATCH	WF03	OC01_REVERSE	KOERPER_BAD_ANWENDUNG	Ziehe den Anwendungsanteil aus dem kleinen Liegebecken ab. Wechsle ohne behauptete Leitungsverbindung zum grünen Mehrpersonenbecken: Nimm dort den Klarlauf, halte ihn kurz bereit, setze ihn länger an, führe ihn nach Sollmaß ab, vollende den Posten und schließe.
209	B2-S012	B2	f82r	qokeeedy	MC140	OK+EEE+CLOSE	ansetzen+vollständig+Schluss	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	WF03	OC01_REVERSE	KOERPER_BAD_ANWENDUNG	Ziehe den Anwendungsanteil aus dem kleinen Liegebecken ab. Wechsle ohne behauptete Leitungsverbindung zum grünen Mehrpersonenbecken: Nimm dort den Klarlauf, halte ihn kurz bereit, setze ihn länger an, führe ihn nach Sollmaß ab, vollende den Posten und schließe.
210	B2-S013	B2	f82r	lchedy	MC155	L+CHD+CLOSE	abführen+umsetzen+Schluss	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für den Ansatz des grünen Mehrpersonenbeckens: Führe ab und schließe.
211	B2-S014	B2	f82r	lar	MC029	L+AR	abführen+Quelle	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für den Ansatz des grünen Mehrpersonenbeckens: Führe von dort ab.
212	B2-S015	B2	f82r	tshey	MC141	CHEEY	Ergebnis	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für die Rand- und Servicebadansatz des unteren Beckens: Halte den vorigen Ablauf geschlossen, gib den Klarlauf zu, setze länger an und schließe.
213	B2-S015	B2	f82r	qokeedy	MC082	OK+EE+CLOSE	ansetzen+länger+Schluss	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für die Rand- und Servicebadansatz des unteren Beckens: Halte den vorigen Ablauf geschlossen, gib den Klarlauf zu, setze länger an und schließe.
214	B2-S016	B2	f82r	cheal	MC154	AL	Ziel	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für die Rand- und Servicebadansatz des unteren Beckens: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe.
215	B2-S016	B2	f82r	lchedar	MC011	L+CHD+AR	abführen+umsetzen+Quelle	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für die Rand- und Servicebadansatz des unteren Beckens: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe.
216	B2-S016	B2	f82r	ches	MC152	PARTITION	teilen	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für die Rand- und Servicebadansatz des unteren Beckens: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe.
217	B2-S016	B2	f82r	aiin	MC039	AIIN	Sollmaß	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für die Rand- und Servicebadansatz des unteren Beckens: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe.
218	B2-S016	B2	f82r	oteey	MC063	OT+EE+Y	danach+länger+Posten	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für die Rand- und Servicebadansatz des unteren Beckens: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe.
219	B2-S016	B2	f82r	qokaiin	MC120	OK+AIIN	ansetzen+Sollmaß	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für die Rand- und Servicebadansatz des unteren Beckens: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe.
220	B2-S016	B2	f82r	okey	MC007	OK+E+Y	ansetzen+kurz+Posten	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für die Rand- und Servicebadansatz des unteren Beckens: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe.
221	B2-S016	B2	f82r	pchedy	MC070	P+CHD+CLOSE	zuführen+umsetzen+Schluss	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für die Rand- und Servicebadansatz des unteren Beckens: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe.
222	B2-S017	B2	f82r	rsheal	MC102	SH+E+AL	halten+kurz+Ziel	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für die Rand- und Servicebadansatz des unteren Beckens: Lass den Posten kurz am Ziel ruhen, schließe die Nebenöffnung und beende den Schritt.
223	B2-S017	B2	f82r	daldy	MC079	AL+CLOSE	Ziel+Schluss	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für die Rand- und Servicebadansatz des unteren Beckens: Lass den Posten kurz am Ziel ruhen, schließe die Nebenöffnung und beende den Schritt.
224	B2-S018	B2	f82r	qokeedy	MC082	OK+EE+CLOSE	ansetzen+länger+Schluss	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für die Rand- und Servicebadansatz des unteren Beckens: Setze länger an und schließe.
225	B2-S019	B2	f82r	rshedy	MC084	WASH+CLOSE	waschen+Schluss	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für die Rand- und Servicebadansatz des unteren Beckens: Führe den Waschgang aus und schließe.
226	B2-S020	B2	f82r	qoteedy	MC173	OT+EE+CLOSE	danach+länger+Schluss	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für die Rand- und Servicebadansatz des unteren Beckens: Nimm die lange Folge und schließe.
227	B2-S021	B2	f82r	qokeedy	MC082	OK+EE+CLOSE	ansetzen+länger+Schluss	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für die Rand- und Servicebadansatz des unteren Beckens: Setze länger an und schließe.
228	B2-S022	B2	f82r	lochedy	MC167	L+CHD+CLOSE	abführen+umsetzen+Schluss	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für die Rand- und Servicebadansatz des unteren Beckens: Führe den Rest ab und schließe.
229	B3-S001	B3	f83r	olkeedy	MC045	SOLK+EE+CLOSE	sammeln+länger+Schluss	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge der oberen offenen Fächerstation: Sammle länger und schließe.
230	B3-S002	B3	f83r	qotal	MC093	OT+AL	danach+Ziel	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge der oberen offenen Fächerstation: Führe danach dorthin, wärme länger und schließe.
231	B3-S002	B3	f83r	chkeedy	MC110	CHK+EE+CLOSE	wärmen+länger+Schluss	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge der oberen offenen Fächerstation: Führe danach dorthin, wärme länger und schließe.
232	B3-S003	B3	f83r	chey	MC123	Y	Posten	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	PRIMARY_HABIT_MATCH	WF01	OC01_FORWARD|OC01_REVERSE	ZUBEREITUNG_SERVICE	Für die Charge der oberen offenen Fächerstation: Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe.
233	B3-S003	B3	f83r	daiin	MC039	AIIN	Sollmaß	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	SECONDARY_REPERTOIRE_MATCH	WF01	OC01_FORWARD|OC01_REVERSE	ZUBEREITUNG_SERVICE	Für die Charge der oberen offenen Fächerstation: Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe.
234	B3-S003	B3	f83r	chey	MC123	Y	Posten	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	PRIMARY_HABIT_MATCH	WF01	OC01_FORWARD|OC01_REVERSE	ZUBEREITUNG_SERVICE	Für die Charge der oberen offenen Fächerstation: Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe.
235	B3-S003	B3	f83r	lchedy	MC155	L+CHD+CLOSE	abführen+umsetzen+Schluss	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	WF01	OC01_FORWARD|OC01_REVERSE	ZUBEREITUNG_SERVICE	Für die Charge der oberen offenen Fächerstation: Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe.
236	B3-S004	B3	f83r	qokaiin	MC120	OK+AIIN	ansetzen+Sollmaß	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge der oberen offenen Fächerstation: Stelle das Sollmaß ein, führe danach dorthin und nimm daraus.
237	B3-S004	B3	f83r	qotal	MC093	OT+AL	danach+Ziel	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge der oberen offenen Fächerstation: Stelle das Sollmaß ein, führe danach dorthin und nimm daraus.
238	B3-S004	B3	f83r	dar	MC055	AR	Quelle	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	SECONDARY_REPERTOIRE_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge der oberen offenen Fächerstation: Stelle das Sollmaß ein, führe danach dorthin und nimm daraus.
239	B3-S005	B3	f83r	schedy	MC025	CHD+CLOSE	umsetzen+Schluss	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge des runden Randgefäßes: Setze die entnommene Sollmaßportion um und schließe.
240	B3-S006	B3	f83r	chedchy	MC064	CHD+Y	umsetzen+Posten	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge des runden Randgefäßes: Setze dorthin um, führe weiter und schließe.
241	B3-S006	B3	f83r	qokal	MC040	OK+AL	ansetzen+Ziel	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge des runden Randgefäßes: Setze dorthin um, führe weiter und schließe.
242	B3-S006	B3	f83r	olchedy	MC028	OL+CHD+CLOSE	weiter+umsetzen+Schluss	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge des runden Randgefäßes: Setze dorthin um, führe weiter und schließe.
243	B3-S007	B3	f83r	qokaiin	MC120	OK+AIIN	ansetzen+Sollmaß	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge des runden Randgefäßes: Stelle das Sollmaß ein, setze um, setze länger an und schließe.
244	B3-S007	B3	f83r	chedy	MC074	CHD+Y	umsetzen+Posten	PORTABLE_EXACT_BRIDGE_CARD	SHARED_17	R-B	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge des runden Randgefäßes: Stelle das Sollmaß ein, setze um, setze länger an und schließe.
245	B3-S007	B3	f83r	qokeedy	MC082	OK+EE+CLOSE	ansetzen+länger+Schluss	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge des runden Randgefäßes: Stelle das Sollmaß ein, setze um, setze länger an und schließe.
246	B3-S008	B3	f83r	lchedy	MC155	L+CHD+CLOSE	abführen+umsetzen+Schluss	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge des runden Randgefäßes: Führe ab und schließe.
247	B3-S009	B3	f83r	qoky	MC026	OK+Y	ansetzen+Posten	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	ZUBEREITUNG_SERVICE	Für die Charge des runden Randgefäßes: Setze den Posten an.
